# _root_ Mr. Ehrlich was succeeded as chairman by Gerd Krick , a director of Fresenius , a West German pharmaceutical concern .
#goldHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
#predictedHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
(6,9),(6,13),-0.00995936 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.00408707 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0359767 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00392508 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00152185 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00619511 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0305268 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.140108 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0138258 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0837571 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.050845 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0310926 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0179654 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0458487 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0092993 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.023945 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00112721 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0433307 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00125785 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00366109 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.00917839 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0275985 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0124893 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0106517 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.00644098 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00898378 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0267327 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0490591 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0359734 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.00392358 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.00152035 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.00619731 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0305253 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0310926 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0179654 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0458487 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0092993 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0278929 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0068087 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.00275367 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.00525054 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.00264332 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0498173 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0483665 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.08774 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.08774 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.101074 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0880366 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.146321 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0877904 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0875372 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0115184 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0115184 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.119911 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0103128 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0388487 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0113707 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0383457 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.118847 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00778824 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.124982 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0220043 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.118847 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.111765 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00778824 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.124982 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0220043 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.118847 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.111765 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0244183 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.103789 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.047616 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0652412 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0153464 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.117176 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.110117 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0682109 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.05296 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.111765 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0152327 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0226314 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0256147 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0213057 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0138843 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0151277 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0265222 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0100202 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0109205 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0151277 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0097644 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0258527 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.022476 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0472754 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0269719 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.007494 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0321721 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0472754 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0542675 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0200792 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0460943 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0291782 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0127716 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0168145 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0460943 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0157886 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0157552 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.100553 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0218514 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0442021 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0393972 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.00646167 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0050613 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0179054 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0154771 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0232847 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0256147 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0232816 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0241642 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0170325 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0147217 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0331566 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0159273 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0226336 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0262083 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00646167 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0050613 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0455004 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.121255 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0273736 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0503205 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0193339 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0267453 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0703093 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0828266 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00138923 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.00334942 # DEPENDENCYPART_SIBL
(12,8),(12,19),-5.65608e-05 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0257195 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0202892 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00663434 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.249033 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0299822 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.117902 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.127698 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0677132 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.067436 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0673585 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0700457 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0224481 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0330567 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0619355 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.137256 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0720961 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0379472 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.038764 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0396225 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0911632 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0563178 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0256273 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.027648 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.074366 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00846825 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00592531 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00602841 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0132586 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0401487 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0429461 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00506549 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00640551 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00400217 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00405198 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0132101 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0279933 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0328686 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0630567 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0499294 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0501089 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0416511 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.023226 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00907444 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.012505 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0124576 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0282706 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0152591 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0203231 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0202766 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.007381 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.00439859 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0196038 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00582304 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.00428805 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00490759 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.00432032 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0472854 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.196559 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0337004 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0331154 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.182762 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0521337 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0477509 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.106077 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.032818 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0437241 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0409878 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.100934 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0814057 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0822225 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0830809 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0462227 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0123854 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0448555 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0317282 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0319077 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0063464 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.00505998 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0194155 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0193689 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0131862 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.00647024 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0186961 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0116282 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.00635971 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0107128 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.00639198 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0454996 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00111733 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.001025 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00690914 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.00923237 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.00311385 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0147547 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0382272 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0410272 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0372507 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00694934 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0158573 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0548025 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0576025 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0190079 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0158592 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0540354 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0568354 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0116758 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00852534 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0105724 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.00435995 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0133726 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00815173 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00711106 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.00907702 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.00326919 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.196995 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0145824 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0436569 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0403591 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0368871 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.00710468 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.214525 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.015685 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0434507 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0569345 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0186444 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.21344 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0156869 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0454299 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0561673 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0113123 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0042378 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00180195 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0513007 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00576058 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0268479 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0183633 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0115608 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0586144 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0344251 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00619987 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.00938528 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0148077 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0422051 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0359686 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0159104 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.041999 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0357588 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0177836 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0240801 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0101621 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0288567 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0191912 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0256353 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.19344 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0288567 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0122305 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.00781535 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0247752 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0435357 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.164367 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.173216 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.128941 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.213555 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.120605 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.120449 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.125734 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0335914 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0191191 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.021703 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.103825 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0281714 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0514982 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0186154 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.00395686 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0300364 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0947314 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0148724 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0381992 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.00531645 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.00364762 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0288567 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0122305 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00781535 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0247752 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0435357 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.120605 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.120449 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.125734 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0335914 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0950112 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0316372 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0558198 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0288828 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0526447 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0538035 # DEPENDENCYPART_SIBL
(0,0),(0,2),-0.456096 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,3),-0.0390543 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,4),-0.175584 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,22),-1.10858 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(0,3),-1.18855 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,4),-1.29459 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,22),-0.481401 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,3),(0,4),-0.974271 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,22),-0.37313 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,4),(0,22),-0.497883 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.587568 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.530197 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.444507 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,4),-0.41263 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,5),-0.48559 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,6),-0.599053 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,7),-0.493053 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,22),-0.511827 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,2),(1,3),-1.11132 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,4),-1.17151 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,5),-1.29772 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,6),-1.46624 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,7),-1.01343 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,22),-0.503935 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,3),(1,4),-0.746896 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,5),-0.65687 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,6),-0.780651 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,7),-0.506953 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,22),-0.700047 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,4),(1,5),-0.726495 # DEPENDENCYPART_NEXTSIBL
(1,4),(1,6),-0.879097 # DEPENDENCYPART_NEXTSIBL
(1,4),(1,7),-0.630419 # DEPENDENCYPART_NEXTSIBL
(1,4),(1,22),-0.692238 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,5),(1,6),-0.649053 # DEPENDENCYPART_NEXTSIBL
(1,5),(1,7),-0.425318 # DEPENDENCYPART_NEXTSIBL
(1,5),(1,22),-1.0472 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,6),(1,7),-0.507264 # DEPENDENCYPART_NEXTSIBL
(1,6),(1,22),-0.581943 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,7),(1,22),-0.755991 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.553596 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.431658 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,4),-0.400059 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,5),-0.484088 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,6),-0.582676 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,7),-0.491553 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,10),-0.857793 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,12),-0.752486 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,15),-0.783414 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,20),-1.02815 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,21),-1.07796 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,22),-0.575663 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,4),-0.737659 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,5),-0.651585 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,6),-0.77177 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,7),-0.50167 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,10),0.426916 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,12),-0.697034 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,15),0.348867 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,20),-0.663786 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,21),-0.11021 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,22),-0.686577 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,4),(2,5),-0.721412 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,6),-0.870419 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,7),-0.625339 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,10),-0.21134 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,12),-0.804193 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,15),-0.413256 # DEPENDENCYPART_NEXTSIBL
