# _root_ By October , when the committee rejected a much more modest covert proposal , even the administration was agreeing little should be done .
#goldHeads=18,1,2,7,6,7,2,13,11,11,13,13,7,2,17,17,18,0,18,21,19,21,22,18,
#predictedHeads=18,1,2,7,6,7,2,13,13,9,13,13,7,18,17,17,18,0,18,21,19,21,22,18,
(7,9),(7,23),-0.0119997 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.114181 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0252842 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0203955 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0642686 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.000342173 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0228915 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0628084 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0142132 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00275354 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0141695 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0354434 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.00182026 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0479496 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0584921 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0355549 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0284552 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0270789 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0339044 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0342786 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0099193 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.051738 # DEPENDENCYPART_SIBL
(7,11),(7,21),9.80776e-05 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0092737 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0386662 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0353572 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0288426 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0268513 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0337067 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0273993 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.00303998 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0515397 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.000304859 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.00239438 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0325031 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0288398 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0425613 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.028169 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0296301 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0129569 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0144836 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0180621 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0205962 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0191131 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00718541 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00500047 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0347471 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0617346 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0107923 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0296508 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0582841 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.00810852 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0282488 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.012878 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.00455107 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.00564652 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0133513 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.00921585 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0540653 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0141599 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.00250731 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.00350852 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.00690409 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.00513203 # DEPENDENCYPART_SIBL
(7,17),(7,24),0.00970594 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0237493 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0381785 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0245785 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0194777 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0315169 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.044622 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0269946 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0264246 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.0425249 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.00264051 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0144701 # DEPENDENCYPART_SIBL
(7,20),(7,24),-0.03137 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0413546 # DEPENDENCYPART_SIBL
(7,21),(7,24),5.41806e-05 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.0127387 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0167372 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.032827 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0419005 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0343665 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0327569 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00870862 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0297356 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.113391 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.114618 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.062796 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0737535 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0173118 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0692021 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0296963 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0782876 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00846795 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0302843 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0177907 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0560534 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0511288 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.051325 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.184456 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0782567 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0151246 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0739854 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.00275773 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00526407 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0246682 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00766291 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0508254 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0789499 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0864659 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.210876 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.572579 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0020046 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.153214 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0155537 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0195004 # DEPENDENCYPART_SIBL
(9,4),(9,8),-2.61191e-05 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0200348 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0680329 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0680243 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0825012 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.032487 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0199113 # DEPENDENCYPART_SIBL
(9,4),(9,18),8.11893e-06 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.162032 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0183656 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0609072 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.045221 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0454172 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.179465 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0757638 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0199857 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0820045 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0057293 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.115395 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00923144 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00924039 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0100065 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0481552 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.129205 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00631182 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.113446 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.247392 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.248943 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.097925 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.105848 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.119818 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.186253 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.158722 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0242014 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00958828 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0291281 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.025573 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0139083 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.00801993 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00958994 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0292223 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0255588 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.01725 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0110019 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0657862 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0272651 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00889425 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.013128 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0460009 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.102267 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.140322 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0934895 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0879612 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.10879 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.144143 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.144124 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0648942 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0155944 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0347208 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0508475 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0543913 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00461289 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0283435 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0247609 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00818496 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0239527 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.016074 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0134008 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0565439 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0813776 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0128341 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00236398 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0700317 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0136027 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00519878 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0412521 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0992118 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.112858 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00935073 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0204071 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0221139 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.084502 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.050093 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0264348 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.092272 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0883224 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0186713 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0633861 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0551492 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00281395 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00145274 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0508073 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0366015 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0388007 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0299862 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0210421 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0317595 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00317342 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0216925 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00793091 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0188266 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0046994 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0111593 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0174981 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00263924 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0142575 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00774154 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.00803881 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0225454 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.104674 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0388224 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0236043 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0244689 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0538463 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0253139 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0298996 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0207998 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0125584 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0060454 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.00790838 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.014469 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.00597353 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.00933918 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0562736 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0811073 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.037469 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0469424 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0147777 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00908047 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0534617 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0924517 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0226103 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0559655 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0367835 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0656962 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0224985 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0556516 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.00553994 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.024591 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.00811952 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0717684 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.00563884 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0643382 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0138631 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0287776 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0361043 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.119891 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0509271 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0257165 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0850759 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0239113 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0599902 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0368511 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.0287598 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.123802 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.143016 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.345578 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0170896 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.138316 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.088714 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.091055 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.035209 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0454157 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0265798 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.107663 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.140665 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0924862 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0834755 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.0895846 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0407894 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0559253 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00841495 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0933563 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0191734 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0254243 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0730704 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0190978 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00656172 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0837488 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0141394 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.00651505 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0324217 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.0251918 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.00844922 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0116788 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0791847 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0181849 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0248289 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00716363 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0183225 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.000821459 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0168672 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0300436 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0325193 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0274946 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.0293729 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0168361 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.113869 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0525649 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0508552 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0783399 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0107963 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0246506 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.22012 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.311513 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0660624 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.187568 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0073669 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.10441 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0220201 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0236121 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0231452 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00200687 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00770129 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0237551 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0328067 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0280013 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.00190032 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.0518909 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0189032 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0105815 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.086908 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.000218202 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0414792 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00933061 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0228636 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0155218 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0158997 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0143921 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0247093 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0166131 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0501799 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00196545 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0116649 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0286032 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0221993 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.019287 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0583564 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0172861 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0324134 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00589746 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.00730977 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0475779 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0419744 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0389091 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0510274 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00303242 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.043986 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0577525 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0273426 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0359403 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0107768 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.00980316 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0360612 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00785337 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.00222384 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0318722 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0124576 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.0254524 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0256305 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0212824 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.00135346 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0127561 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0328586 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.012719 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.000596139 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0122049 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.000153835 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00713584 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.00473744 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.000540739 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0159738 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.00596317 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.0154472 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0274677 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0272643 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0272447 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.126356 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.00488912 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.174526 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0947793 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0525945 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0135453 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0675198 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.000183714 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.046278 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0223373 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0972124 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00855122 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.10155 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0419614 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.163683 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0100781 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.071439 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.035482 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0182889 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0893299 # DEPENDENCYPART_SIBL
