# _root_ As they did when the Philippines was a colony of the U.S. , teachers for the most part teach in English , even though it is a foreign language for most Philippine children .
#goldHeads=3,3,19,7,6,7,3,9,7,9,12,10,19,19,19,18,18,15,0,19,20,19,26,26,26,19,29,29,26,26,33,33,30,19,
#predictedHeads=3,3,19,7,6,7,3,9,7,9,12,10,19,19,14,18,18,15,0,19,20,19,26,26,26,19,29,29,26,29,33,33,30,19,
(7,3),(7,24),-0.0761496 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0375273 # DEPENDENCYPART_SIBL
(7,3),(7,34),0.00181514 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0358124 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00425584 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0795754 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0426689 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0480114 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0688961 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0440014 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.072252 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0428119 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0159037 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0281294 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.2339 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.072252 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0112452 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.00670379 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.214066 # DEPENDENCYPART_SIBL
(7,4),(7,34),-0.291375 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0463215 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.122461 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0480876 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.296579 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.119122 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0533387 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0124507 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0479468 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00583715 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.067767 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0625306 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0124507 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.101352 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0636621 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0617348 # DEPENDENCYPART_SIBL
(7,5),(7,34),-0.0677769 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.148327 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0367128 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00185067 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.121768 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.053718 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0161713 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0365678 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0225701 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0366918 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00448993 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0161713 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0324673 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0470013 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0306361 # DEPENDENCYPART_SIBL
(7,6),(7,34),-0.00020343 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0668682 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0955882 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0692883 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0696838 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.082382 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.066868 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0783961 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0352784 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0727381 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.082382 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0487435 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.104354 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0904144 # DEPENDENCYPART_SIBL
(7,8),(7,34),-0.0722074 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0732267 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.059341 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0798823 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0119437 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0744213 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0546491 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0652949 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0254248 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0119437 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0471526 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0830044 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0254155 # DEPENDENCYPART_SIBL
(7,9),(7,34),-0.00239243 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.099368 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0557986 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0150379 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0465507 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.110205 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0264824 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0856741 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0150379 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0462079 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.154514 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.132628 # DEPENDENCYPART_SIBL
(7,10),(7,34),-0.0301818 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0658486 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0422419 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0634811 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0511261 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0315721 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0584469 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0422419 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0358201 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0781148 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0769141 # DEPENDENCYPART_SIBL
(7,11),(7,34),-0.0603997 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.00110947 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0817424 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0593996 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.072616 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0285095 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.00110947 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.050819 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0876435 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0285077 # DEPENDENCYPART_SIBL
(7,12),(7,34),-0.0088865 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0182865 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0337046 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0368756 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0374397 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0592404 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.030416 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.00745542 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.0463625 # DEPENDENCYPART_SIBL
(7,13),(7,34),0.0104422 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0538945 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0642185 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0245216 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0105967 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0463995 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0822498 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0245123 # DEPENDENCYPART_SIBL
(7,14),(7,34),-0.00134829 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.00881206 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0160585 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0286228 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0201567 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0693907 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.0743125 # DEPENDENCYPART_SIBL
(7,15),(7,34),0.0119396 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0188865 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0445699 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0414413 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.082467 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.018941 # DEPENDENCYPART_SIBL
(7,18),(7,34),-0.0052594 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0265733 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0260259 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.0542623 # DEPENDENCYPART_SIBL
(7,19),(7,26),-0.0355309 # DEPENDENCYPART_SIBL
(7,19),(7,34),-0.0053155 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.030416 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.00745542 # DEPENDENCYPART_SIBL
(7,22),(7,26),0.0463625 # DEPENDENCYPART_SIBL
(7,22),(7,34),0.0104422 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.0552778 # DEPENDENCYPART_SIBL
(7,23),(7,26),-0.0574431 # DEPENDENCYPART_SIBL
(7,23),(7,34),-0.0292009 # DEPENDENCYPART_SIBL
(7,24),(7,26),-0.0223532 # DEPENDENCYPART_SIBL
(7,24),(7,34),0.0480723 # DEPENDENCYPART_SIBL
(7,26),(7,34),-0.0128996 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00631998 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00527392 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00282427 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00639318 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00931144 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.081179 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00228372 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00981854 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00453745 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0258582 # DEPENDENCYPART_SIBL
(9,3),(9,18),5.58611e-05 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0331779 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0302588 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.00981854 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.013965 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0357179 # DEPENDENCYPART_SIBL
(9,3),(9,26),-0.0723983 # DEPENDENCYPART_SIBL
(9,3),(9,29),0.00370661 # DEPENDENCYPART_SIBL
(9,3),(9,30),0.0258582 # DEPENDENCYPART_SIBL
(9,3),(9,34),0.0386961 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0382936 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.103988 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.359086 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.342116 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.109483 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0153296 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0218433 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.000353563 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.044017 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00161634 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.141895 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.00227812 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0218433 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0212354 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.10307 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.168906 # DEPENDENCYPART_SIBL
(9,5),(9,29),-0.00115351 # DEPENDENCYPART_SIBL
(9,5),(9,30),-0.044017 # DEPENDENCYPART_SIBL
(9,5),(9,34),-0.078186 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0327537 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.056306 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0150269 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.104176 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.016007 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0377146 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0127762 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0121408 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0219354 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0139607 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0155078 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0377146 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0240286 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0760837 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.0175737 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.0211124 # DEPENDENCYPART_SIBL
(9,6),(9,30),-0.0121408 # DEPENDENCYPART_SIBL
(9,6),(9,34),0.0125334 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00585794 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0143328 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0849363 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0206434 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00287629 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0138222 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0226587 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0183038 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0604131 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0355099 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.00287629 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.032813 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0360952 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.0942727 # DEPENDENCYPART_SIBL
(9,7),(9,29),-0.014653 # DEPENDENCYPART_SIBL
(9,7),(9,30),0.0226587 # DEPENDENCYPART_SIBL
(9,7),(9,34),0.0517784 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.166713 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0555121 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0301442 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.101031 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0170831 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.124975 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0218175 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.296233 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0857813 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.101031 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.00682916 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0161381 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.239679 # DEPENDENCYPART_SIBL
(9,8),(9,29),-0.018064 # DEPENDENCYPART_SIBL
(9,8),(9,30),0.124975 # DEPENDENCYPART_SIBL
(9,8),(9,34),-0.012483 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0901832 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0106314 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0170325 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0241645 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0387167 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0246918 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.036428 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0152512 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0170325 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0269243 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0225374 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.0798534 # DEPENDENCYPART_SIBL
(9,10),(9,29),0.0264075 # DEPENDENCYPART_SIBL
(9,10),(9,30),0.0387167 # DEPENDENCYPART_SIBL
(9,10),(9,34),-0.0331566 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0263766 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0170633 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0220342 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0325266 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0148401 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0259618 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.070955 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0170633 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0232619 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0435997 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0424723 # DEPENDENCYPART_SIBL
(9,11),(9,29),-0.0197876 # DEPENDENCYPART_SIBL
(9,11),(9,30),-0.0325266 # DEPENDENCYPART_SIBL
(9,11),(9,34),-0.00648569 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0308027 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0188939 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00757292 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0233262 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00887677 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0188043 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0308027 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0110039 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0306167 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.0215258 # DEPENDENCYPART_SIBL
(9,12),(9,29),-0.0186758 # DEPENDENCYPART_SIBL
(9,12),(9,30),-0.00757292 # DEPENDENCYPART_SIBL
(9,12),(9,34),0.0188661 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0442036 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0155938 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0480402 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0460298 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0115702 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0393972 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.00493604 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0200525 # DEPENDENCYPART_SIBL
(9,13),(9,26),0.0347648 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.0552624 # DEPENDENCYPART_SIBL
(9,13),(9,30),0.0155938 # DEPENDENCYPART_SIBL
(9,13),(9,34),0.0050613 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00147628 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0169592 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00801505 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0080279 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0159207 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.00790441 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0245763 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.0206566 # DEPENDENCYPART_SIBL
(9,14),(9,29),-0.0123088 # DEPENDENCYPART_SIBL
(9,14),(9,30),-0.00147628 # DEPENDENCYPART_SIBL
(9,14),(9,34),0.0261996 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0409841 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00934677 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0330872 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0446929 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.000300986 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0193257 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.0631405 # DEPENDENCYPART_SIBL
(9,15),(9,29),0.0410562 # DEPENDENCYPART_SIBL
(9,15),(9,30),0.0287944 # DEPENDENCYPART_SIBL
(9,15),(9,34),0.0490016 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0090068 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0178036 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0487652 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.00881716 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0282049 # DEPENDENCYPART_SIBL
(9,18),(9,26),-0.0216804 # DEPENDENCYPART_SIBL
(9,18),(9,29),-0.0118268 # DEPENDENCYPART_SIBL
(9,18),(9,30),-0.0052079 # DEPENDENCYPART_SIBL
(9,18),(9,34),0.019994 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.00123338 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0249271 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.00113948 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.00746836 # DEPENDENCYPART_SIBL
(9,19),(9,26),-0.0181307 # DEPENDENCYPART_SIBL
(9,19),(9,29),-0.00813481 # DEPENDENCYPART_SIBL
(9,19),(9,30),0.00363833 # DEPENDENCYPART_SIBL
(9,19),(9,34),0.000953997 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0253505 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.00446164 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.00705492 # DEPENDENCYPART_SIBL
(9,20),(9,26),-0.024961 # DEPENDENCYPART_SIBL
(9,20),(9,29),0.0180972 # DEPENDENCYPART_SIBL
(9,20),(9,30),0.0225772 # DEPENDENCYPART_SIBL
(9,20),(9,34),0.00527398 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.00493604 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.0200525 # DEPENDENCYPART_SIBL
(9,22),(9,26),0.0347648 # DEPENDENCYPART_SIBL
(9,22),(9,29),0.0552624 # DEPENDENCYPART_SIBL
(9,22),(9,30),0.0155938 # DEPENDENCYPART_SIBL
(9,22),(9,34),0.0050613 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.00233037 # DEPENDENCYPART_SIBL
(9,23),(9,26),-0.0167019 # DEPENDENCYPART_SIBL
(9,23),(9,29),0.0437082 # DEPENDENCYPART_SIBL
(9,23),(9,30),0.0249784 # DEPENDENCYPART_SIBL
(9,23),(9,34),0.0271706 # DEPENDENCYPART_SIBL
(9,24),(9,26),-0.0413653 # DEPENDENCYPART_SIBL
(9,24),(9,29),-0.00138318 # DEPENDENCYPART_SIBL
(9,24),(9,30),0.0326456 # DEPENDENCYPART_SIBL
(9,24),(9,34),0.0280156 # DEPENDENCYPART_SIBL
(9,26),(9,29),-0.0340364 # DEPENDENCYPART_SIBL
(9,26),(9,30),-0.0401784 # DEPENDENCYPART_SIBL
(9,26),(9,34),0.0313472 # DEPENDENCYPART_SIBL
(9,29),(9,30),-0.00474673 # DEPENDENCYPART_SIBL
(9,29),(9,34),0.0276496 # DEPENDENCYPART_SIBL
(9,30),(9,34),0.0490016 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.112869 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00245146 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.201042 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0277795 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.196614 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0197929 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.200974 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0302995 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.101593 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0987182 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0891923 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.07128 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0767246 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0487209 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0199618 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0445088 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00715826 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0347173 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0257973 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.117218 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00499665 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.119058 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0231436 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0860697 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0158022 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0102761 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.114905 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.00993801 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.292017 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0926638 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0327176 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0832368 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0463882 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.037452 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.263023 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0926638 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.204268 # DEPENDENCYPART_SIBL
(12,8),(12,34),-0.0278245 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0252852 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0245411 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.104957 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.104671 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.026511 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0889612 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0252852 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.11377 # DEPENDENCYPART_SIBL
