# _root_ The subsidiary also increased reserves by $ 140 million , however , and set aside an additional $ 25 million for claims connected with Hurricane Hugo .
#goldHeads=2,13,13,13,4,4,6,7,7,13,13,13,0,13,14,17,14,17,18,18,14,21,22,23,26,24,13,
#predictedHeads=2,4,4,13,4,4,6,7,7,4,4,13,0,13,14,17,14,17,18,18,17,21,22,23,26,24,13,
(4,5),(4,24),0.0820426 # DEPENDENCYPART_SIBL
(4,5),(4,27),0.0353859 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0210624 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0444612 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0348899 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.149685 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0967641 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.149685 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0795909 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0615554 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.069116 # DEPENDENCYPART_SIBL
(4,6),(4,17),0.0491631 # DEPENDENCYPART_SIBL
(4,6),(4,21),0.091139 # DEPENDENCYPART_SIBL
(4,6),(4,23),0.0734345 # DEPENDENCYPART_SIBL
(4,6),(4,24),0.0986733 # DEPENDENCYPART_SIBL
(4,6),(4,27),0.0547708 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0372885 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0487273 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0391663 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0222326 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0391663 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0143856 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0271029 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.0018574 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0145935 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.0442178 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0225937 # DEPENDENCYPART_SIBL
(4,7),(4,24),0.0176479 # DEPENDENCYPART_SIBL
(4,7),(4,27),-9.56847e-05 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.00516054 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0372642 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0218735 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0372642 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0111251 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0114865 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.00221708 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.0457802 # DEPENDENCYPART_SIBL
(4,8),(4,21),0.0171062 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0108177 # DEPENDENCYPART_SIBL
(4,8),(4,24),-0.0075331 # DEPENDENCYPART_SIBL
(4,8),(4,27),-0.00203766 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0224081 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.000397922 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0224081 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.00794481 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.016464 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0236937 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0606674 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.0186725 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0157937 # DEPENDENCYPART_SIBL
(4,9),(4,24),0.00130159 # DEPENDENCYPART_SIBL
(4,9),(4,27),-0.0144926 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.101037 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0748492 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0337807 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0640444 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0371221 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.0136154 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0254298 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0595296 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.0591552 # DEPENDENCYPART_SIBL
(4,10),(4,27),0.0110438 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.11182 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0713722 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.050027 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0270747 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.0396606 # DEPENDENCYPART_SIBL
(4,11),(4,21),0.0528161 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0505098 # DEPENDENCYPART_SIBL
(4,11),(4,24),0.0593677 # DEPENDENCYPART_SIBL
(4,11),(4,27),0.0777275 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0337807 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0640444 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0371221 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0136154 # DEPENDENCYPART_SIBL
(4,12),(4,21),0.0254298 # DEPENDENCYPART_SIBL
(4,12),(4,23),0.0595296 # DEPENDENCYPART_SIBL
(4,12),(4,24),0.0591552 # DEPENDENCYPART_SIBL
(4,12),(4,27),0.0110438 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.010093 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.00740353 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0243591 # DEPENDENCYPART_SIBL
(4,13),(4,21),0.028877 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.00555815 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.00185366 # DEPENDENCYPART_SIBL
(4,13),(4,27),0.00613986 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0419113 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.050136 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.00937445 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0147009 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.0274446 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.00358779 # DEPENDENCYPART_SIBL
(4,15),(4,17),0.0121294 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.0379385 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0203499 # DEPENDENCYPART_SIBL
(4,15),(4,24),0.0371603 # DEPENDENCYPART_SIBL
(4,15),(4,27),0.00574247 # DEPENDENCYPART_SIBL
(4,17),(4,21),0.0304953 # DEPENDENCYPART_SIBL
(4,17),(4,23),0.00991779 # DEPENDENCYPART_SIBL
(4,17),(4,24),0.00105392 # DEPENDENCYPART_SIBL
(4,17),(4,27),0.0038653 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.0393546 # DEPENDENCYPART_SIBL
(4,21),(4,24),0.0547287 # DEPENDENCYPART_SIBL
(4,21),(4,27),0.074863 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.0293322 # DEPENDENCYPART_SIBL
(4,23),(4,27),0.0034868 # DEPENDENCYPART_SIBL
(4,24),(4,27),0.0761345 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.017566 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0131039 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.11405 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.106363 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0319118 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.155377 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.140268 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0130979 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0539297 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0130979 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0244004 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.140845 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.11308 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0153973 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0275665 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.165008 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0249913 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0672813 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0816257 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.057857 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.00386298 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.057857 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.00547922 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0125564 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0945309 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00584115 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0590245 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0681398 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0256194 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0308237 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0431784 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0244115 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0431784 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.00493235 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0122686 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0748208 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0458775 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0312145 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0942099 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0991215 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00729998 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0165467 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.00729998 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0127428 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0136913 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0667463 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00284931 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0180993 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0265468 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0299463 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.00512246 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0299463 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0226873 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.00608487 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0288744 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.040038 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0493046 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0232758 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.035565 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0232758 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0266496 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0491596 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0215814 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00655225 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.000378018 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0203443 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.000378018 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0142201 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0112599 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0103017 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0135544 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0408161 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0135544 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0327725 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0157189 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0144791 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0275808 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0297202 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.00990951 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0231041 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.00564135 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0272704 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.00629361 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.00300909 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0138756 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.00990951 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0231041 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.00564135 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0119626 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0198234 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.00296306 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0559796 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.00448948 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0568255 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00231129 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00127072 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0905738 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0327427 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0905738 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0168941 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0268192 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0423822 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0282562 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0132877 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.222512 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.240106 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.152243 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0135998 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.152243 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0584671 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.028641 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0193415 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0573425 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.001706 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00187609 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0909151 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0316691 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0909151 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.015562 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0314654 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0413086 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0396362 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0440956 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0140528 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0484971 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0140528 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0838989 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0608368 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0468854 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0260699 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00493851 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0313687 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00493851 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0924495 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0334847 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0297559 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00636147 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0406309 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00636147 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.100979 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0257379 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0390192 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0365028 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0604873 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0400219 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0428264 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.035216 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00305584 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0563679 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00794345 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0229444 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0400219 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0428264 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.035216 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0449034 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0174492 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.00669717 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0161082 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.017875 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.154611 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.150544 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0561089 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0478981 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0561089 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.044538 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.146661 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0317812 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.21805 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.137265 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.104102 # DEPENDENCYPART_SIBL
(7,1),(7,27),-0.0264337 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0328804 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.189118 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.127634 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0571561 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0545397 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0571561 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0444687 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0318709 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.00620258 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0601702 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.03469 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0582934 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.126103 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.056118 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00115579 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.102866 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00627856 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.102866 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0411647 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00706937 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0692315 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0128369 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.00408881 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.00535627 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.000651126 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.552916 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.119961 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0993919 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.119961 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0537792 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.125394 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0364609 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0922459 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.130273 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.132587 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.033709 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.142428 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.084703 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.142428 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0505694 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.165091 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0396729 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.143275 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.169972 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.199744 # DEPENDENCYPART_SIBL
(7,9),(7,27),0.0575423 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.054474 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0438588 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0063766 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0823215 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0038208 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0386652 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0845566 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0190434 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0438734 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00640996 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00734302 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.02872 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0162874 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.022804 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0285125 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.0210928 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.0171176 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0063766 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0823215 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0038208 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0386652 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0845566 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0190434 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0438734 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0129548 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0448277 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.048764 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.00874666 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.02368 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.0496743 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0258617 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.00119676 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0222532 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.0243168 # DEPENDENCYPART_SIBL
(7,14),(7,27),0.00760911 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0363147 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.0121747 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0141797 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0825856 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.0234114 # DEPENDENCYPART_SIBL
(7,21),(7,24),0.0316889 # DEPENDENCYPART_SIBL
(7,21),(7,27),-0.0038984 # DEPENDENCYPART_SIBL
(7,23),(7,24),0.0232429 # DEPENDENCYPART_SIBL
(7,23),(7,27),0.00954753 # DEPENDENCYPART_SIBL
(7,24),(7,27),0.00261127 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0385819 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0457708 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0550598 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00546022 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0550598 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0248514 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00744696 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0278805 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.10534 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.115294 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.226607 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.115294 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0931251 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.207581 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.151492 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0157204 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.025525 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0157204 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0183296 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00841388 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0363928 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0923361 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.150977 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0767549 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0851714 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0757027 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.011907 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0144152 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00808024 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00761887 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0767549 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0851714 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0757027 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00835743 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0168687 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.025884 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.04501 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.110433 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.233655 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.252341 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0190639 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.085331 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0702665 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0801214 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.08424 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0157825 # DEPENDENCYPART_SIBL
