# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,2,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(6,5),(6,11),-0.0505095 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0479646 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.139799 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0768501 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0202646 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0115005 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.110304 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.226814 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.046657 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0819131 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.208697 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.183792 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0741186 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0706151 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0461564 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0783568 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.000777163 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0841373 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0803931 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.048808 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0490999 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.022151 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.364841 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00469645 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00479704 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.181702 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.124111 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00836878 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0622094 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0865687 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.123232 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0322063 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.153613 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0707224 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0952144 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0134983 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0812203 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0864187 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.076371 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0784618 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.208466 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.00783998 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.210443 # DEPENDENCYPART_SIBL
(7,2),(7,34),0.00979952 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0391784 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0513352 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0966841 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0767356 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0443599 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0476135 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.138488 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0533354 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.142869 # DEPENDENCYPART_SIBL
(7,5),(7,34),-0.0056302 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.133071 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0149962 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0991671 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0170768 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0194905 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.202523 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0273701 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.205209 # DEPENDENCYPART_SIBL
(7,6),(7,34),-0.0274428 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.301242 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.555778 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00467723 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00875581 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.504244 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.338998 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.512531 # DEPENDENCYPART_SIBL
(7,8),(7,34),0.0487828 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.514218 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0490654 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.123249 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.465892 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.276421 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.472792 # DEPENDENCYPART_SIBL
(7,9),(7,34),0.408878 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.165388 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.122846 # DEPENDENCYPART_SIBL
(7,11),(7,15),-1.16545 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.736483 # DEPENDENCYPART_SIBL
(7,11),(7,19),-1.18925 # DEPENDENCYPART_SIBL
(7,11),(7,34),-0.0658845 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.109372 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.408822 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.332115 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.422054 # DEPENDENCYPART_SIBL
(7,12),(7,34),0.11922 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.339789 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.339887 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.359039 # DEPENDENCYPART_SIBL
(7,13),(7,34),0.01938 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.631036 # DEPENDENCYPART_SIBL
(7,15),(7,19),-1.1329 # DEPENDENCYPART_SIBL
(7,15),(7,34),-0.0428477 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.694701 # DEPENDENCYPART_SIBL
(7,16),(7,34),0.026183 # DEPENDENCYPART_SIBL
(7,19),(7,34),-0.0542772 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00707774 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0185739 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0401062 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.14653 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.155687 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.133248 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.13937 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.235263 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0909996 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.131735 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0118018 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.168461 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.054675 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.112827 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00319675 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0310404 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0205635 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00409103 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0232047 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0108248 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.04522 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0395345 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0102199 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0284718 # DEPENDENCYPART_SIBL
(9,1),(9,29),0.162758 # DEPENDENCYPART_SIBL
(9,1),(9,30),-0.112827 # DEPENDENCYPART_SIBL
(9,1),(9,34),0.0384619 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.233573 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.761945 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0912478 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.272811 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00400349 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.309656 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0882969 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.080325 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0463775 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0401761 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0576484 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00518974 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0792132 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0233267 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0160154 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.036365 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0373314 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0251583 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0248477 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0471757 # DEPENDENCYPART_SIBL
(9,2),(9,29),0.0998093 # DEPENDENCYPART_SIBL
(9,2),(9,30),-0.0401761 # DEPENDENCYPART_SIBL
(9,2),(9,34),-0.00896929 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00406552 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.237807 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.153764 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00266562 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0423545 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.160185 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.02401 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0450719 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.130865 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0512571 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0344108 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00820148 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0427639 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0522914 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0851336 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.02036 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0527204 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0399949 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.00483035 # DEPENDENCYPART_SIBL
(9,3),(9,29),0.0211797 # DEPENDENCYPART_SIBL
(9,3),(9,30),-0.130865 # DEPENDENCYPART_SIBL
(9,3),(9,34),0.0505513 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0176205 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.290747 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0249379 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.333855 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0855527 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0556773 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0322813 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0244417 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0671637 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0141815 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0311606 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0520011 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.025003 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.022414 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.00018539 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0156079 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.05601 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0584895 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.0617622 # DEPENDENCYPART_SIBL
(9,4),(9,30),-0.0244417 # DEPENDENCYPART_SIBL
(9,4),(9,34),0.000574522 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0160496 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0548376 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.172991 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0516756 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.156056 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0111682 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0646465 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0295282 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00359848 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0501293 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0906768 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.029557 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0282451 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0507913 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0387768 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0727892 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0493794 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.171561 # DEPENDENCYPART_SIBL
(9,5),(9,30),-0.0646465 # DEPENDENCYPART_SIBL
(9,5),(9,34),0.0303311 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.106442 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.280133 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.071348 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0623643 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0927795 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0712373 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0480964 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0212897 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0554092 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0590123 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0082692 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.082587 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0146255 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0165534 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.046218 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.109755 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.0332621 # DEPENDENCYPART_SIBL
(9,6),(9,30),0.0712373 # DEPENDENCYPART_SIBL
(9,6),(9,34),-0.00407395 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.142021 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0651345 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.118356 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0698637 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0776906 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0343687 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.04673 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0058385 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.088229 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0271954 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0701045 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0177365 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0688228 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0572652 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0145297 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.0801142 # DEPENDENCYPART_SIBL
(9,7),(9,30),-0.0776906 # DEPENDENCYPART_SIBL
(9,7),(9,34),0.0165823 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.147047 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.108118 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0642192 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.123229 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.118767 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0186323 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.129017 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.149041 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.034425 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.20616 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.171279 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0741014 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.14182 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0497849 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.0857783 # DEPENDENCYPART_SIBL
(9,8),(9,30),-0.123229 # DEPENDENCYPART_SIBL
(9,8),(9,34),-0.435041 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.162564 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0690701 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.164372 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0782209 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.147863 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0418552 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0760539 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.151459 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.12093 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.112163 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0811742 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0633752 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0652878 # DEPENDENCYPART_SIBL
(9,10),(9,29),-0.162384 # DEPENDENCYPART_SIBL
(9,10),(9,30),-0.164372 # DEPENDENCYPART_SIBL
(9,10),(9,34),-0.179031 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0855608 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.12018 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00688018 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.339431 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0731853 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0278132 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.350763 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.00719029 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0214709 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.034432 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.00950552 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.215595 # DEPENDENCYPART_SIBL
(9,11),(9,29),-0.0648722 # DEPENDENCYPART_SIBL
(9,11),(9,30),0.12018 # DEPENDENCYPART_SIBL
(9,11),(9,34),0.163211 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0390221 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.106094 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.205012 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0872416 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.129156 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.21245 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.159595 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.138276 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.120829 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0784944 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.00620869 # DEPENDENCYPART_SIBL
(9,12),(9,29),-0.107046 # DEPENDENCYPART_SIBL
(9,12),(9,30),-0.0390221 # DEPENDENCYPART_SIBL
(9,12),(9,34),0.00482373 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.057811 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0935979 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0447604 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.134183 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.106442 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0207795 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.136504 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.015034 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0623895 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0373407 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.0590947 # DEPENDENCYPART_SIBL
(9,13),(9,30),-0.217479 # DEPENDENCYPART_SIBL
(9,13),(9,34),-0.0521548 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.196917 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0213996 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.146435 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.199406 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.165786 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.109328 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0994734 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.127629 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.103804 # DEPENDENCYPART_SIBL
(9,14),(9,29),-0.095651 # DEPENDENCYPART_SIBL
(9,14),(9,30),-0.160271 # DEPENDENCYPART_SIBL
(9,14),(9,34),-0.135676 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.173137 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.00415395 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.334419 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0211758 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.128969 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0489549 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0403446 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0892092 # DEPENDENCYPART_SIBL
(9,15),(9,29),-0.0575691 # DEPENDENCYPART_SIBL
(9,15),(9,30),0.0699438 # DEPENDENCYPART_SIBL
(9,15),(9,34),0.0226335 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.218153 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.301307 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0145662 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.14704 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0915323 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.201795 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.140366 # DEPENDENCYPART_SIBL
(9,16),(9,29),-0.232725 # DEPENDENCYPART_SIBL
(9,16),(9,30),-0.140521 # DEPENDENCYPART_SIBL
(9,16),(9,34),0.0911731 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.250167 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00399234 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.140461 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0851945 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.219107 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0167925 # DEPENDENCYPART_SIBL
(9,17),(9,29),-0.0158984 # DEPENDENCYPART_SIBL
(9,17),(9,30),-0.0599697 # DEPENDENCYPART_SIBL
(9,17),(9,34),0.0469026 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0066332 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.139256 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0406629 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.030081 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.033349 # DEPENDENCYPART_SIBL
(9,19),(9,29),-0.0561789 # DEPENDENCYPART_SIBL
(9,19),(9,30),-0.0061 # DEPENDENCYPART_SIBL
(9,19),(9,34),0.00138326 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.190812 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.130816 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.11556 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.262138 # DEPENDENCYPART_SIBL
(9,20),(9,29),0.155361 # DEPENDENCYPART_SIBL
(9,20),(9,30),-0.00544001 # DEPENDENCYPART_SIBL
(9,20),(9,34),0.0375476 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.121513 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.201647 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.137048 # DEPENDENCYPART_SIBL
(9,21),(9,29),-0.175029 # DEPENDENCYPART_SIBL
(9,21),(9,30),-0.169157 # DEPENDENCYPART_SIBL
(9,21),(9,34),0.015158 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.0236408 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.0387023 # DEPENDENCYPART_SIBL
(9,22),(9,29),-0.0503082 # DEPENDENCYPART_SIBL
(9,22),(9,30),-0.0258846 # DEPENDENCYPART_SIBL
(9,22),(9,34),0.00874728 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.0551012 # DEPENDENCYPART_SIBL
(9,23),(9,29),-0.0576301 # DEPENDENCYPART_SIBL
(9,23),(9,30),0.0236683 # DEPENDENCYPART_SIBL
(9,23),(9,34),0.024573 # DEPENDENCYPART_SIBL
(9,24),(9,29),-0.0621864 # DEPENDENCYPART_SIBL
(9,24),(9,30),-0.263245 # DEPENDENCYPART_SIBL
(9,24),(9,34),0.117967 # DEPENDENCYPART_SIBL
(9,29),(9,30),-0.0280957 # DEPENDENCYPART_SIBL
(9,29),(9,34),0.110993 # DEPENDENCYPART_SIBL
(9,30),(9,34),-0.0521548 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.158938 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.748173 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0808317 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00901613 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0814382 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0622184 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0625944 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0657334 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0153715 # DEPENDENCYPART_SIBL
(11,6),(11,29),-0.0549153 # DEPENDENCYPART_SIBL
(11,6),(11,34),-0.0011942 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.439097 # DEPENDENCYPART_SIBL
