# _root_ Next spring , nearly 30 % of its suits will have pleated pants , compared with virtually none a couple of years ago .
#goldHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
#predictedHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
(5,4),(5,10),-0.0247296 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0276531 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0458585 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0141001 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.000965995 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.00971791 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.143085 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0762297 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0269471 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00574703 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.010575 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.00297158 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00658663 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0148616 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.024153 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.00390544 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.01057 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0119053 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0633926 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0210955 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0318342 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0171625 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0683724 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0578726 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0163088 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0765299 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0459425 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0207684 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00970766 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.048562 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0052294 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0280189 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0114176 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0226836 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00369893 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0560734 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0526667 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.00438823 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.00910564 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0662794 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0317586 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.146654 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00129511 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0157968 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.00473989 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0668276 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00451998 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.134889 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.033138 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.00435597 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0198247 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0223115 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.211032 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0534684 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0520939 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00156225 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0188991 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0520081 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.050496 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.00800178 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0535382 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0566318 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0111707 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00800864 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0835086 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0280494 # DEPENDENCYPART_SIBL
(6,5),(6,12),-2.93033e-05 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00801239 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00295757 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0229347 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.00755924 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0464659 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0551561 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0288099 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0329941 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.062674 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0558001 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.141212 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0693188 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0556998 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0047306 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0216404 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0293019 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00413086 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0447121 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00253384 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0163221 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0450405 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.022671 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0161928 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00446931 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0329983 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0356797 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00403628 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0331085 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.053119 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0247632 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.022547 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0823589 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0137935 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0226807 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.00771482 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0262546 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0212864 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0153544 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0263218 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.00583145 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.00110989 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0172669 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0476631 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0191934 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0535421 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0317189 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0248888 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0487052 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.00524025 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.0175418 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0356833 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00663086 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0179607 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0325883 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0861308 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0483668 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0373478 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0474878 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0876452 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0844626 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0821119 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0381198 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0079346 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0309389 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0249727 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0358656 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00648084 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0665245 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0203004 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.087392 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0465979 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0107477 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0247514 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0873816 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0402254 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0952252 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0559199 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0670615 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0594422 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0967396 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0130128 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0151258 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00995708 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00838588 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0126986 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.061178 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0482337 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0488599 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.110449 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0116457 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00919184 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0436101 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0242328 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0494248 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.04893 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0493163 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0102135 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0183978 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.01434 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0645989 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0450819 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0356836 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0433462 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0018311 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0333467 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0315957 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0624248 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0247806 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0409268 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0288735 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0501017 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00240381 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.028374 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0228329 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.128845 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00547024 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00263665 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00253725 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0289732 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00934781 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.000911135 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0105865 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0126672 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00327273 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0161033 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0041673 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0183995 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.000660235 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0728747 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0277013 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0116778 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.000392334 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0415155 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.026544 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00929502 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0144681 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00119115 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00484131 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0292509 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0421576 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0227786 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.030173 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0283637 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0102412 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0472991 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0293416 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0156176 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0384761 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0159107 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.138874 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0680475 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00413058 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0130523 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.030779 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00895217 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00898351 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0927646 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0338467 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0207129 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00875194 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0798763 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0120364 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.047318 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00915416 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0241691 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.013686 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0176599 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0232958 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0260117 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0700102 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0450746 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0235426 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0895171 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0919951 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0309169 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.045334 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0497871 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.00191777 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0104185 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0699015 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.142453 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.014974 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.131262 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.04759 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0169462 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0522845 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0332256 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0175281 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0499136 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.00336284 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0568107 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.00939258 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0349292 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0109544 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0224352 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00607382 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00955903 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0509269 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0428675 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0589156 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.194227 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0301534 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.101214 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0782403 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0500205 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0542677 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0103069 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0177814 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0107069 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.010789 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00590797 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0143713 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00992759 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0365956 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0290817 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0314826 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.030884 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00426337 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.00547942 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0291034 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0252725 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0243193 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0618916 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0278509 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0588847 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0568445 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0885246 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0871802 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00830056 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0602912 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0516416 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0334604 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.147281 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0129631 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0268169 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0666762 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0357702 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0542018 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00625982 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.000267717 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0712024 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0169511 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0957599 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.086012 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0432361 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0669886 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0989906 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0968863 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0354736 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.032126 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0664492 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0223263 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0486288 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0161635 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0547201 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0316686 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.016521 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0485365 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00189462 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0592463 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.000417904 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0685044 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0560399 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0502819 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0763215 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0875122 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.114034 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0560688 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0297415 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0163109 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00200009 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0682634 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0300943 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0374012 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0094019 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0215424 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0142504 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0997443 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0134543 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00998089 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0210953 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.018817 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.129812 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00670801 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0184456 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.011163 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.00663696 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.099986 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.117392 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0633848 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0217607 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0384877 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.00584683 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0435597 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0340207 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0210918 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0175168 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0139167 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.019494 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0469774 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.123701 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.024104 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.115049 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0725308 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.046761 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.00201277 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0153417 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00973829 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.085832 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00611781 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0122117 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.000259191 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0288582 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0328464 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00324493 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0673824 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0121267 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0067461 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0100512 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0508043 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.065624 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0558577 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.185726 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0177636 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.076981 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0608726 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.051848 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0542368 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0902077 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.0581282 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00995733 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0119044 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0239457 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00268387 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0771666 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0645301 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0592387 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0753391 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0212096 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0727994 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0147204 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0580117 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0541648 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0261024 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0101477 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0796369 # DEPENDENCYPART_SIBL
