# _root_ `` Because of distance , it takes a while for them to appreciate the economic stability we 've achieved , '' says one economic policymaker .
#goldHeads=22,7,2,2,7,7,22,9,7,13,13,13,7,16,16,13,18,16,18,22,22,0,25,25,22,22,
#predictedHeads=22,7,2,2,7,7,22,9,7,13,13,13,7,16,16,13,18,16,18,22,22,0,25,25,22,22,
(7,12),(7,18),-0.0236832 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0107061 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0129486 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0646462 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0203597 # DEPENDENCYPART_SIBL
(7,12),(7,26),-5.07284e-05 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0324726 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.00396245 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0130976 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.00300437 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0270659 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0324278 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0256105 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.0452687 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0346892 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0171616 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.00403335 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0250093 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0344116 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.012166 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.00794176 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.00102348 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0220171 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.042726 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.011038 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0218784 # DEPENDENCYPART_SIBL
(7,16),(7,26),0.0352899 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0129924 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.00792693 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.00734344 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.035634 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.00930252 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.0206215 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.0288361 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0281741 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.0390811 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0389891 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.0323104 # DEPENDENCYPART_SIBL
(7,20),(7,26),0.0371671 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.015407 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.0328425 # DEPENDENCYPART_SIBL
(7,22),(7,26),0.0692496 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0436908 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.017854 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0420497 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0177184 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00226292 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0395449 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00151632 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0401694 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0396054 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.019068 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0527458 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.048374 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0069934 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0414676 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0677726 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00219868 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.153536 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0196962 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00445516 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00615982 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0333593 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0126378 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0151589 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.111187 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0344214 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0301543 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0317156 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0196684 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0485028 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00339118 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0636615 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00192895 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00579455 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.121762 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00958103 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0321172 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00862859 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00430278 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0479524 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00260263 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0349552 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0425534 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00422697 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.133983 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0598972 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.124119 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.29358 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00950777 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.325996 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.32144 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0920173 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00424722 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00409071 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0182885 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0387565 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00806556 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0215305 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0443024 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0404473 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00572008 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00138157 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0048588 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00824957 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.000575234 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0102242 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00655716 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.00792175 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0127537 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0046835 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0104483 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00312036 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0117296 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0245173 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0191983 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0204617 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0140167 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.00344904 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0233691 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0198386 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0866785 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0457499 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0132544 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0271181 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0550546 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00135553 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00360003 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0567796 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.172299 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0541567 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0188323 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0746093 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.024657 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00501455 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0944358 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0339975 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.108815 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00873472 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0159094 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00864288 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0325588 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0239013 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00405996 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.12937 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0677583 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0282365 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0167843 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0496444 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0296783 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0170416 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.016568 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0418754 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00667497 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0165307 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0668899 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0215038 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0561716 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0471977 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0814339 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0671841 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0180188 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.00995479 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0390444 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0274368 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0780231 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0244685 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0114367 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0157315 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0257233 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0491983 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0580841 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.022062 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.132801 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0293765 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0162433 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0306444 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0110885 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.00654411 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0146491 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0461833 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0194555 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0130249 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0240904 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0443481 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0563308 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0763952 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0260696 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0248802 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.00670347 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.0199734 # DEPENDENCYPART_SIBL
(13,2),(13,26),-0.0762251 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0695372 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0222011 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0630075 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0490353 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0366763 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0967565 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0379199 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0557094 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0503888 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.077255 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0560243 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0239889 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0509195 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0537865 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0418047 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.12003 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.032945 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0736582 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0580638 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0185578 # DEPENDENCYPART_SIBL
(13,3),(13,26),-0.00132626 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.00100697 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0577782 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00312119 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0723428 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.105932 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.00565857 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.102822 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00981877 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.105911 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0187908 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0188442 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0151165 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0323302 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0108534 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.000161558 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.00811053 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0150811 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0425489 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.0161497 # DEPENDENCYPART_SIBL
(13,4),(13,26),0.0136553 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0289798 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0107471 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0327781 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0179725 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0559879 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.00720593 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0457692 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.118327 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0303337 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0173548 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00339261 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0342572 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00335898 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.185511 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00834668 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0111902 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0177577 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.0119217 # DEPENDENCYPART_SIBL
(13,5),(13,26),0.0559137 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0109202 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0603332 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0372961 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.191588 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0660869 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.236293 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0913154 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0750434 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00119839 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.114788 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0258525 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.053427 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.029714 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0344574 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.00166618 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0561951 # DEPENDENCYPART_SIBL
(13,6),(13,25),0.00459613 # DEPENDENCYPART_SIBL
(13,6),(13,26),0.00841031 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0261001 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00548785 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0241786 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0305405 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0029944 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0772561 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.017409 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.00108597 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00770648 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0255277 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0155965 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0482251 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0223969 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0538025 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0430643 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.00355079 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.0322925 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0379478 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0256177 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.12559 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0699019 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0656956 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00237601 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0495341 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0461882 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0150742 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.00107418 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0501466 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0429828 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0280848 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0195864 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.0474263 # DEPENDENCYPART_SIBL
(13,8),(13,26),0.0116904 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0151442 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.105023 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0483694 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0937566 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00468361 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0561891 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00129816 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0494922 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.070969 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0231964 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.00573131 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0659663 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.057311 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.0588836 # DEPENDENCYPART_SIBL
(13,9),(13,26),-0.14076 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0202121 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.636364 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0346207 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0221234 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0173627 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0183811 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0252791 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0132963 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0393418 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0306233 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0448042 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0350508 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.0227939 # DEPENDENCYPART_SIBL
(13,10),(13,26),0.0431003 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.137456 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0610714 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0296192 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0319574 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.072903 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0382432 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0146537 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.029534 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0257549 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0620743 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0353897 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0280062 # DEPENDENCYPART_SIBL
(13,11),(13,26),0.0211809 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00772692 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0112469 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0453699 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.029038 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0163982 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00320057 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.01927 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0316865 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0193957 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0882975 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.0474815 # DEPENDENCYPART_SIBL
(13,12),(13,26),-0.222992 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0362137 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.036236 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00612538 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0449796 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0317644 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0196168 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0390329 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0373572 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0289172 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.0351621 # DEPENDENCYPART_SIBL
(13,14),(13,26),-0.0381283 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0338734 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0135426 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0221827 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.00905451 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0229988 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0267847 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0171872 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0248455 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.0335112 # DEPENDENCYPART_SIBL
(13,15),(13,26),-0.0140658 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00321513 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0356966 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.014703 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.00513839 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0128042 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0148417 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0282186 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.0366087 # DEPENDENCYPART_SIBL
(13,16),(13,26),-0.00688082 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0129626 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.00388767 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0258877 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0313045 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.00882901 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0155976 # DEPENDENCYPART_SIBL
(13,17),(13,25),0.00251079 # DEPENDENCYPART_SIBL
(13,17),(13,26),-0.0105093 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0338105 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0109315 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0223999 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0564521 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0549098 # DEPENDENCYPART_SIBL
(13,18),(13,25),-0.0301796 # DEPENDENCYPART_SIBL
(13,18),(13,26),-0.0271783 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00176306 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0137797 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0489922 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0445697 # DEPENDENCYPART_SIBL
(13,19),(13,25),-0.0200391 # DEPENDENCYPART_SIBL
(13,19),(13,26),0.00260028 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0295409 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.00965618 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0194617 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.00189045 # DEPENDENCYPART_SIBL
