# _root_ However , HomeFed 's loan originations and purchases plunged 26 % in the quarter , to $ 1.4 billion from $ 1.9 billion a year earlier .
#goldHeads=9,9,7,3,7,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
#predictedHeads=9,9,6,3,6,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
(7,10),(7,27),-0.0722369 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00653402 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00714597 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.117362 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.0513449 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.000393447 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0267177 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0272142 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0107144 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.0492192 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.00468316 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0416603 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00296597 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.000777011 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00299983 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.172736 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0278869 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0542311 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0106991 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0289223 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0239968 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0292759 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00479101 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00840134 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0046667 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.289577 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.004395 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.110564 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0199204 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00326519 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.113096 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.000213584 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0214778 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0175317 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.177432 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0191708 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0625383 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0415937 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0419614 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0275032 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0815269 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0136542 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.169208 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0143593 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0508495 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0198157 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.037853 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0362376 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0712143 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.177433 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0200629 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0597879 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0396831 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0445679 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0391054 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0745589 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0146377 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0877804 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0249285 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0298718 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0155985 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0143723 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.016963 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0356446 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.000899245 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0110434 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00729429 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0186738 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.000631562 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0231691 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0205354 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0322722 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0231021 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0160542 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0249823 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0506768 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0206837 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.101821 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.00286447 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00182069 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00280082 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0191747 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00424048 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0500091 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0377337 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0385373 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.043234 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00991288 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00812974 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0411192 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0229829 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0404799 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.0221273 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.0898328 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.002336 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00758193 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00199079 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.019402 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00354251 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0170345 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0168227 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0031543 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.10554 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.000780682 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.242216 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0176477 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0387765 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.00329947 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0231083 # DEPENDENCYPART_SIBL
(9,2),(9,27),0.0482904 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.113854 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.110871 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0337832 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.105514 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0260312 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0168463 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0109725 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0912961 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.000647167 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0435423 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0295453 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0628185 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0145765 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0307662 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0128711 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.115343 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0381809 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.109219 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0217346 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0108067 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00604162 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0985847 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.006681 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.046433 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0222577 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0700143 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.00804693 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0369996 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.0166495 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0337834 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.106739 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0234204 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0136798 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00807251 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0939069 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0038134 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0503704 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0353699 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0737059 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0143386 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0339309 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.00364113 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.043797 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00865631 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00124038 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00451357 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00547984 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0117953 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00951774 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0374795 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0366857 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0206474 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0193295 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.00472455 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0193869 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00796939 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00567285 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0979404 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00952356 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0441494 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0229012 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0693712 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0100816 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0396412 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.00255294 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0325742 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00464532 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.020127 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0377456 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00791537 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0152123 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0229697 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0200283 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.00388489 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.00198894 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0492231 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0157246 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00712985 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0870562 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0528424 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.021326 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.101547 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.0231582 # DEPENDENCYPART_SIBL
(9,11),(9,27),0.0133082 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.036719 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.018401 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0328469 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0658241 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0492781 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.013864 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0427236 # DEPENDENCYPART_SIBL
(9,12),(9,27),0.0103452 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0246636 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00937012 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0225941 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0447163 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0225097 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.00877655 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.0270584 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0609317 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0209131 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0134004 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.078316 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0222841 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.0350162 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0248914 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0339125 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00860435 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0524773 # DEPENDENCYPART_SIBL
(9,15),(9,27),0.0535295 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0476117 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.177773 # DEPENDENCYPART_SIBL
(9,16),(9,25),0.0386817 # DEPENDENCYPART_SIBL
(9,16),(9,27),0.0225607 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00404572 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.0383954 # DEPENDENCYPART_SIBL
(9,17),(9,27),0.00480916 # DEPENDENCYPART_SIBL
(9,20),(9,25),0.0521914 # DEPENDENCYPART_SIBL
(9,20),(9,27),0.0232519 # DEPENDENCYPART_SIBL
(9,25),(9,27),0.0108482 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.117031 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0572984 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0740444 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00994136 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0160843 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0147309 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0345009 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0172911 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0116917 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0182545 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00340496 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00701528 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00328064 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.239602 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.00452421 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0588308 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0252705 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0712066 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.120073 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.00790664 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.134889 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0111897 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0837624 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.112575 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.161125 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.0101802 # DEPENDENCYPART_SIBL
(11,2),(11,27),0.0198247 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.00244089 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00150513 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.117699 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.00502448 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0074014 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0146756 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0803056 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.12549 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0108218 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0394295 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.114159 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0495199 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0811146 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.142804 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.0171654 # DEPENDENCYPART_SIBL
(11,3),(11,27),-0.017564 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00538267 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.109476 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00191421 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0117267 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0161972 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.084414 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.115178 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0326099 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0481639 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.103847 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0391592 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0694258 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.126313 # DEPENDENCYPART_SIBL
(11,5),(11,25),0.00422144 # DEPENDENCYPART_SIBL
(11,5),(11,27),0.0154096 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.1177 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00380072 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00826615 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.014674 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.077699 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.122739 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0127324 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0510317 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.107191 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0509077 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0783642 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.138867 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.015254 # DEPENDENCYPART_SIBL
(11,6),(11,27),-0.0179003 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0296995 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0318803 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0720964 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0614974 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0510193 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0125218 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00336971 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0343933 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0358234 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0984371 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.111189 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0331854 # DEPENDENCYPART_SIBL
(11,7),(11,27),-0.022652 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00673085 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0162066 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0738285 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.123503 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0149857 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.046865 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.112173 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0474866 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0791278 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.135914 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.0130009 # DEPENDENCYPART_SIBL
(11,8),(11,27),-0.0172253 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0324435 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0107671 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.076162 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0349676 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0272377 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.01131 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.048312 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0956294 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0655186 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.0300555 # DEPENDENCYPART_SIBL
(11,9),(11,27),0.0323476 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.058714 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00822971 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0208312 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.021649 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0284508 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0245116 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00318259 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.174803 # DEPENDENCYPART_SIBL
(11,10),(11,25),-0.00122229 # DEPENDENCYPART_SIBL
(11,10),(11,27),-0.0519049 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0243894 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0192333 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.10472 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0567567 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0392031 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0107721 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0709802 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.00764609 # DEPENDENCYPART_SIBL
(11,12),(11,27),0.0220349 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0359338 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00699667 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0444951 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0099575 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0053089 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0476107 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.0658393 # DEPENDENCYPART_SIBL
(11,13),(11,27),-0.00608815 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0178251 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0330635 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00901179 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0115537 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0148663 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.0903788 # DEPENDENCYPART_SIBL
(11,14),(11,27),0.0235105 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0243306 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0296791 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0733008 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0301162 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.00350032 # DEPENDENCYPART_SIBL
(11,15),(11,27),0.0248888 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.000750383 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0499001 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0926908 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.0301784 # DEPENDENCYPART_SIBL
(11,16),(11,27),0.0805859 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0213995 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0279666 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0444159 # DEPENDENCYPART_SIBL
(11,17),(11,27),0.0579555 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0571352 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.064542 # DEPENDENCYPART_SIBL
(11,18),(11,27),0.00296419 # DEPENDENCYPART_SIBL
(11,20),(11,25),-0.0197941 # DEPENDENCYPART_SIBL
(11,20),(11,27),0.0795421 # DEPENDENCYPART_SIBL
(11,25),(11,27),0.0190081 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0279641 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0665217 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0443254 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.156861 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0443677 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0413478 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.143179 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.129936 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0797377 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.036109 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0316033 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.149124 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0901541 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0598302 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00980651 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.027972 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0154128 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0756487 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00625376 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0516346 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0426755 # DEPENDENCYPART_SIBL
