# _root_ And Fairfax County , Va. , Water Authority 's 7 1\/4 % issue of 2027 was down 3\/4 at 99 7\/8 bid .
#goldHeads=16,5,5,5,8,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,22,19,16,
#predictedHeads=16,3,16,3,3,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,19,21,16,
(2,5),(5,14),-0.505754 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.443732 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.622739 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.902816 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.59088 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-1.06513 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.888292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.162095 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.480813 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0489604 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0961706 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.00881751 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.917871 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.304859 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.307568 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.439284 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.532683 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.46895 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.408079 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.585144 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.550543 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.428423 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-1.02005 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-1.66948 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.980734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.079716 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.345311 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.172544 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.0393318 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.108162 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.088324 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.274089 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.256885 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.253746 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0695545 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0747034 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.475668 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.393327 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.418375 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.504288 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.632105 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.645071 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.636247 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.189481 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-1.05189 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-1.55373 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-1.15327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),-0.0942942 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.543922 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.32203 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.159279 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.261542 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.262399 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.285508 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.2849 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.339917 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.324668 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.349065 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.387581 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.237538 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.346691 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.552762 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.525944 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.468479 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.0743664 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-1.26895 # DEPENDENCYPART_GRANDPAR
(2,23),(23,21),-0.631086 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.338145 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.628425 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.29449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.964389 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.424703 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.342169 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.817211 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.905142 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.128191 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.55762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-1.18648 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.68784 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.898724 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.605303 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.920258 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.971926 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-1.73131 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.917589 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.06455 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.758162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.59633 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.24988 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0574993 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0714186 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.928693 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.310862 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.323284 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.619622 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.476421 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.481204 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.449658 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.535238 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.849347 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.608917 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.977355 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.06473 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.734388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.552852 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.124746 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.265095 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.889741 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.943067 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.06456 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.731564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.553298 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.127571 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.265541 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.0995534 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.892328 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.275209 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.287631 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.580942 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.438126 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.4444 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.414005 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.497643 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.588472 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.356774 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.932274 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.767661 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.15602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),-0.30599 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.250542 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.415289 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.4208 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.788288 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.06817 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.61614 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.509382 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.876484 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.617884 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.788288 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0689823 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.618432 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.2932 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.870352 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-1.02653 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.157376 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0289086 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.150418 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.187836 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.298077 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.0702075 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.385431 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.462305 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.399412 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.884859 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-1.02354 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.822607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.424621 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.00431324 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.136863 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0260907 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.124152 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.242564 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.228703 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.235278 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.206156 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.0267225 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.466815 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.291052 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.441532 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.41786 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.558256 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.629014 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.639506 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.329746 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.949333 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.39561 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.66861 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.468797 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.339527 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.852685 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.569822 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.54243 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.512537 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.769108 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.906433 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.982371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),-0.611208 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.139917 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.32345 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.165224 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.0356762 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.245299 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.254404 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.458015 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.206642 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.33234 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.382948 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.263892 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.263461 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.487511 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.513086 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.474936 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.217433 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-1.1696 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.272476 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.370329 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.60493 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.560101 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.538448 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-1.29534 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.638485 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.470405 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.658096 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.799721 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.563804 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.33476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.28046 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.716577 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.963753 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.28735 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.410243 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.394588 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.5979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-1.00624 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.5436 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.81963 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.03054 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-1.56289 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.314195 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.37307 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.432296 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.59791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.00625 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.705459 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.543611 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.29335 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.848874 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.904412 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.07395 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.819661 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.13643 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.03055 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.43161 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.5629 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.0948 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.24029 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.07803 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.781821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.372437 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.904889 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.777137 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.09463 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.24012 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.07762 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.778997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.372884 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.129815 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.907475 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.251947 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.310445 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.503394 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.320915 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.657262 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.305302 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.558284 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.610063 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.424951 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.766343 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.908628 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.09162 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.21564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.359702 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.389538 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.441125 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.929254 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0060631 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.634142 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.529604 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.79768 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.506589 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.929254 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.00687548 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.636433 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.265345 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.791547 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.0566 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.05459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,8),0.0456428 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.112721 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.196214 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.183902 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.299572 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.44911 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.486935 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.378028 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.02583 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.0536 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-1.1991 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.980314 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.901525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.236189 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.0135261 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.198704 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.250727 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.191006 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.243656 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.119851 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.256087 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.361156 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.354732 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.466161 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.489081 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.740932 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.610402 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.671274 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.308362 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.786441 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.25736 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.699188 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.461258 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.378157 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.994872 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.51862 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.541608 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.447842 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.317102 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.370471 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0542245 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.496467 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.698 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.728792 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.639688 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.910074 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.936501 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-1.08199 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.817722 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.04945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.432536 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.137929 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.0265533 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.217365 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.272546 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.388131 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0970967 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.517349 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.269572 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.28183 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.32799 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.655154 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.487782 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.500013 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.189755 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-1.00001 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.29172 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.433896 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.547656 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.553208 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.453612 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-1.094 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.498328 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.343785 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.383999 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.477004 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.951375 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.594521 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.663392 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.662616 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.452959 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.431916 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.176355 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.313967 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.34449 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.34054 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.931581 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.45325 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.38008 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-2.00494 # DEPENDENCYPART_GRANDPAR
