# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,12,13,14,15,9,17,20,17,22,20,7,
(2,11),(11,15),0.266489 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.553673 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.568623 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.801342 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.681678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.269134 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.37029 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.234564 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.290327 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.212887 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.305927 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.0572758 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0349871 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.541814 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.414045 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.453781 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.259484 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.587141 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.555497 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.436601 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.566668 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.512089 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.733309 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.552882 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.299145 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.0544007 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.424625 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.589306 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.409198 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.61522 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.487248 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.471556 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.53853 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),0.0448713 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.447941 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.430563 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.404601 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.532863 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.585868 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.535051 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.614323 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.485683 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.620276 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.396702 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.591216 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.802065 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.569988 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.617178 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.432385 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.415658 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.58996 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.774889 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.265693 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.90805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.546108 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.780441 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.846536 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.581752 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.00815 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.76852 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.09337 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.08231 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.923024 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.21262 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.967914 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.23264 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-1.12056 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.318702 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.265219 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.36947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.500865 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.09991 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.827366 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.791839 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.599005 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.254081 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.47338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.604782 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.21929 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.855109 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.755928 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.833048 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.20908 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.18598 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.89392 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.11005 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.10437 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.63764 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.74496 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.574751 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.17069 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.09868 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.05014 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.691482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.467214 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.354864 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.302979 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.377247 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.699943 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.697316 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.330917 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.0792042 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.08589 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.903096 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.779905 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.85298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0156208 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.622068 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.225797 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.219846 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.592844 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.570302 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.389397 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.490548 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.497575 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-1.04745 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.770939 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.490623 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.594732 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.783537 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-1.35838 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-1.14483 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.030765 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.408008 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.30239 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.08347 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.92642 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.802456 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.925288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0566868 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.730318 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.378806 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.135763 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.833549 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.429637 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.409507 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.280013 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.453752 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.34058 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.987674 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.724911 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.436937 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.410026 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.648433 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.754185 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-1.2842 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-1.2538 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.12676 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.06327 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.952845 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.769384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.099217 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.545494 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.214014 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.232122 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.121053 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.201354 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.292409 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.37808 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.554428 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.503968 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-1.08215 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.822819 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.528852 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.667456 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.791972 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-1.36426 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.134049 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.243356 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.499435 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.1823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.861491 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.860612 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.423132 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.463414 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.232218 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.334113 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.28622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.980874 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.888355 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.615855 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.464341 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.960434 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.834556 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.561655 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.988059 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.699079 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.55776 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-1.47121 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.390099 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.503325 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.399267 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.178908 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.32727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-1.07817 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.936618 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.680021 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.507558 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.869957 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.760642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,1),-0.950299 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.718444 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.758043 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.934391 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.665817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.383653 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.085724 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.148861 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.3442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.218883 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.057132 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.368561 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.092283 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.967578 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.55934 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.287262 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.306232 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.586957 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-1.22709 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.871076 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.712203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),-0.441254 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0663168 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.947876 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.741767 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.780594 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.941231 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.738124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.491904 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.412052 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.00430965 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.851314 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.180994 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0580884 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0522521 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.331764 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.0647127 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.907799 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.513312 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.233575 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.284859 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.359932 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.557605 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-1.15291 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.980048 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.991173 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.878623 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.930982 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.04797 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.582221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.307079 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.24726 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0920486 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.247654 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.219119 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.043766 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0458152 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.432441 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0986755 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-1.00227 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.61122 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.32549 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.378956 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.595392 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-1.23297 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.11794 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.161138 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.0491319 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.924104 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.61386 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.312723 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.441761 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.40594 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.667881 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-1.17874 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.969292 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.829731 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.181557 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.478484 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.551836 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.667582 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-1.19065 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.12908 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.166769 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.248285 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.302358 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.01406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.407812 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.793517 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.78498 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.04181 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.17485 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.966571 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.167918 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.117538 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0175415 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0732504 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.523269 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.92092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.200485 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.332244 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0276491 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.127068 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.182776 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.613158 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.900807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.192197 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.205771 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.435141 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.228556 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),0.12591 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.856503 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.322179 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.00193 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-0.240946 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.037968 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.27745 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.238234 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.00690312 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.359279 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.831025 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.00261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.0687266 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.304989 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.302232 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.27745 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.238234 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.00690312 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.194836 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.831025 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.00261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.0687266 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.304989 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.302232 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.943693 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.383963 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0175037 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.350914 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.526483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.160171 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.0600651 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.121999 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.394822 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.180898 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.125189 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.245985 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.464872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.824218 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.114148 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.308455 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.515192 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.453083 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.127204 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.298812 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.250834 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.492246 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.163314 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.30412 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.659736 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),0.434364 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.232259 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),0.0163561 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.237242 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.279299 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.125853 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.448621 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.11846 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.060879 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.373988 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.310451 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.474737 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.76398 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.535108 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.479399 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.123173 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.453683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.532685 # DEPENDENCYPART_GRANDPAR
