# _root_ Applied , then a closely held company , was stagnating under the management of its controlling family .
#goldHeads=9,7,7,7,6,7,1,7,0,9,10,13,11,13,17,17,14,9,
#predictedHeads=9,1,6,7,6,7,1,1,0,9,10,13,11,13,17,17,14,9,
(7,9),(9,18),-0.812716 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.719679 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.357647 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),0.0526779 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.277951 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.651616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.433354 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.23101 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.742662 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.243602 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.466743 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.411698 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.157497 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.474967 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.862653 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.294915 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.590811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.208176 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.00251673 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.725932 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.305113 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.413005 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.298819 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.539264 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.918652 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.39311 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.300567 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.429015 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.00998423 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.182911 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.529022 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.313319 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.44755 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.186835 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.597938 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.771118 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.717034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,13),-0.462282 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.459806 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.132548 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.532742 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.719685 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.654842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,15),-0.420883 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.494843 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.87057 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.300581 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.501069 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.252904 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.295021 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.213054 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.127939 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.780292 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.727608 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.339835 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.303538 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.238647 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.294298 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.213066 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.163414 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.95546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.580664 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.725552 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.815945 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.04798 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.01572 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.960177 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.12506 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.05152 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.426964 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.117235 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0141301 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0470507 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.401785 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.386817 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.484865 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.18272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.126576 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.181969 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.440104 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.94561 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-1.08425 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.526056 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0336074 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.485699 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.10428 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.213399 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.179156 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.302193 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.213009 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.201635 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.07712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.0622017 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.101674 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.299005 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.302061 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.557241 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-1.01563 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.792973 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.373737 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.201081 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.119425 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.375776 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.330765 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.0334946 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.519112 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.111365 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0298799 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.314124 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.383466 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.286266 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.24061 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.0613975 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.0936723 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.294059 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.726773 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.262789 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.270202 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.173399 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.151011 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.248345 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.181224 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.915414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.120363 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),0.0426975 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.126917 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.268928 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.374758 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.632432 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.87737 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.652802 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.108478 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0973605 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.12654 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.274535 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.373837 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.663214 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.06414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.00302635 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.0558809 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.321979 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.138111 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.498065 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.827505 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.01365 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0921532 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),0.139616 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.294213 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.481182 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.0546707 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.279559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.270565 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.34921 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.390848 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.406861 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.063888 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.197077 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.0599927 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.114408 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.753768 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.396754 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.427628 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.368515 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.363699 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.484515 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.287282 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.1522 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.120827 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.217168 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.850207 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.355334 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.11409 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.450537 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.516353 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.274787 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.380623 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.080703 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.227184 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0711968 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.313206 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.745563 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.44643 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.240595 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.451044 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.16707 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.48785 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),0.139616 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.279559 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.449245 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.123654 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.755522 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.113968 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.331557 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.373254 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.257311 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.190661 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.0620469 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.762845 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.485248 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.432072 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.317205 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.48188 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.272046 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0985159 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.290758 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.485139 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.139571 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.08831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.125377 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.549535 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.732463 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.89417 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.552169 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.489768 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.645742 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.410382 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.177861 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.379835 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.63058 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.28137 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.09769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.0829674 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.511542 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.417281 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.317963 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.883056 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.532561 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.497161 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.400467 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.538812 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.16487 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.378608 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.661826 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.09745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.0753321 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.409646 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.541216 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.541981 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.386241 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.589585 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.274217 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.430568 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.723726 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.371664 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.04835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.0977668 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.470653 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.502344 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.268705 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.653592 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.882017 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.486091 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.638825 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.580308 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.443727 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.514212 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.250513 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.410991 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.132352 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.15792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.15639 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.654559 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.521682 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.3782 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.837496 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.986305 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.266778 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.868369 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.904415 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.02036 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.686581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0360862 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.257948 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.208577 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.230754 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0889222 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.491814 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.185104 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.995963 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.837102 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.21728 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.667735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.456802 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0265198 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0198488 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.354308 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.282348 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.151512 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.426833 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.916834 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0140038 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.530039 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.120144 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.189292 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.317318 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.03842 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.904576 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.426863 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.00840653 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.466701 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.837117 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0207398 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0269321 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.231239 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.272429 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.131338 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.419361 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.308987 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.676632 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.884652 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.54346 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.25754 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.203604 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.37361 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.729995 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.215399 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.144695 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.67332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.138491 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.890554 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.812014 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-1.48453 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.394144 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.747276 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.337876 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0343684 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.308819 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0516104 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.406674 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.00934779 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.165494 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.64675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.196797 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.889241 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.776339 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-1.36873 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.50551 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.462303 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.463998 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.281139 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.273924 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.189748 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.454748 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.81637 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.56991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.0602985 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.0145252 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.778737 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.32224 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.653744 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.18648 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.35738 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0802917 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.964427 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.901163 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.47395 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.794737 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.891583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.916509 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0216777 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.819909 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0220872 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.436018 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.908203 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.27189 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.669132 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-1.07705 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.288982 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.681717 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.08956 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.14458 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.781836 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.444193 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-1.1146 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.901175 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.887846 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.947015 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.157692 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.546998 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.150101 # DEPENDENCYPART_GRANDPAR
