# _root_ Instead , New York City police seized the stolen goods , and Mr. Krisher avoided jail .
#goldHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
#predictedHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
(7,2),(7,5),-0.00481294 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00534898 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.117005 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00161255 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00473146 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.162603 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00834124 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00642226 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0028613 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00669218 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.00294602 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0527415 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0919571 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.078329 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0922969 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0862936 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0256173 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00117754 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.034053 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00683261 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0269848 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.00189768 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0303522 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00187516 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0171263 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0715366 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0856388 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0918892 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00631923 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0328648 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0170516 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00129485 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0586755 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0335849 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00158428 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0335624 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.00643293 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0963827 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0897791 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00378128 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.010389 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0232031 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.00998826 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0359291 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0111091 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.000953665 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0110866 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0267576 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.082008 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0109707 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00557537 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0196797 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0134195 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0199648 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00485523 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0157057 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00487775 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0313119 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0351211 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0405361 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0303843 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.042579 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0406728 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0405256 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0325644 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0405324 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00775278 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0174467 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0158727 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0537202 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0175789 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0174049 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0101834 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0174117 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.017532 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0357376 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0221963 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00982095 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00967315 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0111229 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00961358 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0183485 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00709406 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00455681 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0117866 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0578978 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00821206 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.033165 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0131056 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0129508 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00800499 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0129576 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0170353 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0207854 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.000787895 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0207258 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.00784641 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00411522 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0168026 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0127759 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0193336 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0215766 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0127713 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.055805 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00383311 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0119438 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0170564 # DEPENDENCYPART_SIBL
(9,2),(9,10),5.68366e-05 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.157915 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00832005 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00181333 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00549537 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00172861 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0518392 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.000613387 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0989578 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0120428 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.000106326 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00310776 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0127629 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00309192 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0127404 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0192315 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0295087 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.000709049 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0493129 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0194831 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.000784056 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00189286 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.000773272 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0221813 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0551324 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0231016 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0619027 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0524615 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0707176 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0563913 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.105036 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0110256 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0296536 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0189771 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00730964 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0189175 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00201635 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00967249 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00682665 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0206173 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0104011 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00246345 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0147995 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00139425 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0148063 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00498661 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0143173 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0261066 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.00758895 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0222421 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.00635421 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0075935 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00372586 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0270281 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.00716198 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00529265 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.01048 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00112821 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0150492 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.000530455 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0640944 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.00371098 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00545252 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00144088 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00637429 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.00330198 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0382881 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0459899 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.018536 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0192058 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00375154 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0723087 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0590456 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0739855 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.117805 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0351112 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0252827 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0183444 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0120586 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0201098 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0274554 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0487298 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0356364 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0145787 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0166895 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.138948 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.018366 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0352829 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0424249 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0318951 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00917955 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.00360616 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0110047 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0227701 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0908457 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0696633 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0552431 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.108572 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0569196 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0690837 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0334962 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0845737 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0618546 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.049594 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0636798 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0305421 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0373133 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0409229 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.121443 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0425994 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.030505 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0149499 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0126668 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00978161 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0202467 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.00795649 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0194612 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0477925 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.115603 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.049469 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00423436 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.000357451 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0165324 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00591603 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0218338 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00409091 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.00029286 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00126449 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0316735 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0361438 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00565877 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0199934 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0169616 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0180618 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0188225 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0483489 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.119719 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.014796 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0070213 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.016904 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00511056 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.133185 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0148108 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.117164 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0313039 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.000793422 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0153781 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0123462 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0133611 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0142071 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0532649 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0139722 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0181648 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0356164 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0294228 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.026755 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00616237 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0380496 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0345604 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00763391 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0362863 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.000931689 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0212726 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0143112 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0228732 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0132664 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0141944 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.022959 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0146163 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0217559 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00462205 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0167034 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0243477 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0625386 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.106148 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0493675 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0648704 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0366727 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0863624 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0366818 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0685579 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0243477 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.111055 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0603994 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.06656 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0604 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0253681 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.00724049 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0506585 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.00358994 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.00215309 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.00794993 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0829239 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.00794993 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.00483122 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.05679 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0768869 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0186561 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00351225 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0185611 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.011274 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0470327 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0406015 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.00178024 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.00101017 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.119907 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.00101005 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00692489 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0186824 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0470624 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.058462 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0543332 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0584973 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.021596 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0320239 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.010636 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00203708 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.12532 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.00203721 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0157801 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.00193536 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.126907 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0213753 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.116828 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0213401 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0543831 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0310146 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.000889485 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.128483 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.000889356 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0361593 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0050768 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.044793 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0601973 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0591077 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0602326 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0131915 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.00924275 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.12286 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.00924262 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0322081 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0199206 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0499232 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0550671 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0638951 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0551023 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0130949 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.102073 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0291568 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0636104 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0185425 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.432766 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.383053 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.340697 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.383053 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0113937 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.00251428 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0975994 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0654086 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.15246 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.207678 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0181276 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.203758 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.119036 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0626153 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0186836 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.432985 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.383272 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.340337 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.383272 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0113322 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0234688 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0639617 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0410309 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0891281 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0410662 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.029249 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0768869 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0186561 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00351225 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0185611 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.011274 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0273295 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0231131 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0272601 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.053843 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0155214 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0183648 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.04338 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00443275 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0192015 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0433799 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0176331 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0162786 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0164341 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0170723 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00476085 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0185213 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.140768 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.016598 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.00920956 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.055819 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.202651 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.149634 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.00560764 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00116465 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0170943 # DEPENDENCYPART_SIBL
