# _root_ Fewer people said they were working up a sweat with such activities as jogging , tennis , swimming and aerobics .
#goldHeads=2,3,0,5,3,5,6,9,6,6,12,10,12,19,19,19,19,19,13,19,3,
#predictedHeads=2,3,0,5,3,5,6,9,6,9,12,10,12,19,19,19,19,19,13,19,3,
(6,7),(6,9),0.033279 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0797424 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0587244 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0414026 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0296721 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0333185 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0388806 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0333185 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0388806 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0365752 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0333185 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0772865 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0350049 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0320741 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0623674 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0334488 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.057815 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0349655 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0413141 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0349655 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0413141 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0439933 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0349655 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0635123 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0268851 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0590426 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0448415 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0292927 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0463168 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.010046 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0463168 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.010046 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0446663 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0463168 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0373013 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.03512 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0206965 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0277158 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0205409 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0400268 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0205409 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0400268 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00727133 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0205409 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0139262 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0603725 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0621114 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0618725 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0209018 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0618725 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0209018 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0419367 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0618725 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0794585 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.020628 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0395473 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0270493 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0395473 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0270493 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0382563 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0395473 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0244396 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00396173 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0355745 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.00396173 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0355745 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0274333 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.00396173 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.000285835 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0189466 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0399603 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0189466 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0384736 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0399603 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0252195 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.00727654 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0507006 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0163019 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.00728453 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.000799419 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0189296 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0384775 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0402799 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0252195 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0163019 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.00728453 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.000799419 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0217899 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0115311 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0242545 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0313009 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0318795 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0240346 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0301237 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0382487 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.038524 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0120229 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0443255 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00694045 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0724447 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00951738 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0381131 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00469794 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.054716 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00469903 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.054716 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0283683 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.00727174 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0724054 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0349774 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0112037 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0253753 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00383166 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0260536 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0200644 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0260525 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0200644 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0316608 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0307202 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0898862 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0723246 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0135635 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.157253 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0128586 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0968103 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0128597 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0968103 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.100118 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.00830345 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0102637 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.023342 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.019743 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0219647 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0190323 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0219688 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0190323 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0459574 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0122289 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.020639 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0317729 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.020606 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0050911 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0206101 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0050911 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.040293 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0207952 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.023785 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0128719 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0192595 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0128759 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0192595 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0389713 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0247887 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0115446 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0323038 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0115487 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0323038 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0327913 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0445798 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0159267 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0125211 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0159267 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0386943 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0261983 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0441828 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0393925 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0150013 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.00504947 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0158727 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0387221 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0261784 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0150013 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.00504947 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.00444059 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0535727 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0161015 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0797742 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0980394 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0797295 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0388736 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0797295 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0028604 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0797295 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0273643 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0229738 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0381074 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0336646 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0975478 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0313901 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0248016 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0336644 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.055928 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0668383 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0558435 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0105519 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0558435 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.105948 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0558435 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.107262 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.109617 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0331818 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.109617 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.192931 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.109617 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0279181 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0072581 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0279181 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.07304 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0279181 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0338976 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.106606 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.190042 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.106606 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0357536 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.085814 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0357456 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.190046 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.106926 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.030259 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0376292 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.045126 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0981369 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0655904 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00885466 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0263925 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.149801 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0193859 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0882324 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0193869 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0882324 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.095699 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00759617 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00250459 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0215792 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0290426 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0806924 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.026766 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0806924 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0303407 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.028038 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0555098 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0198291 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0373914 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0198302 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0373914 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0240408 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.210185 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0317207 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0276417 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0317278 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0276417 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0902167 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0232706 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.018258 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0232747 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.018258 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0411027 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0141107 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0158606 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0141107 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0397096 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0391342 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0369456 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0139202 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0140567 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0397374 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0139202 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00871369 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0223417 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0191185 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0204319 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0839093 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0181574 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0224057 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0532431 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0204317 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.033448 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0560421 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0837743 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0749645 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0837743 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0837794 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0250966 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0837743 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0995138 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.131186 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.268139 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.13118 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.131186 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.515351 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.131186 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0174379 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0851182 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0151635 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0193846 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0532033 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0174378 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00445761 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0865773 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0865798 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.186507 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0865773 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0232115 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.023208 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0838603 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0232035 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0868994 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.186511 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0868969 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.186507 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0866369 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0356027 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0357274 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.00334521 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.00827928 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0345981 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0257246 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.100933 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0169866 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.100933 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0169949 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.096103 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0169857 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0123854 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0016516 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0122253 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0211819 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0358064 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0460914 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.016441 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0460914 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0206828 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0185278 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0187171 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0143521 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0338737 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.010536 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0386137 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0423814 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0122059 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0423814 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0122185 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0178208 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0122049 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0109265 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0794781 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.028796 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0530989 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0358977 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0530989 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0358992 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.084289 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0358907 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0924046 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0328674 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0426128 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0103769 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0426128 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0145916 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0157362 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.012653 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0080792 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0863744 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0505545 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0863744 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0505671 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0509399 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0505536 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0431551 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0441832 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0393972 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0441884 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0150016 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0442032 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0050613 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0158767 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0128672 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0387221 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0128565 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0261899 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0441884 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0150016 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0442032 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0050613 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0386968 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0125791 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0262065 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0386501 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.00447609 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0262077 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.00827928 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0345981 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0257246 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0372635 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0473669 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.100933 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0169949 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0169857 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0123854 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0794781 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.028796 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0822101 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.130201 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0530989 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0358992 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0358907 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0924046 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0328674 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0123141 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0387006 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0426128 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0145916 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.012653 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0080792 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0247181 # DEPENDENCYPART_SIBL
