# _root_ At Donaldson , Lufkin & Jenrette Inc. , head equity trader Dudley Eppel said : `` I think the opening was constructive .
#goldHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
#predictedHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
(2,4),(4,21),-0.396911 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-1.05074 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-1.00771 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.08403 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.477045 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.184285 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.119598 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.42246 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.00431884 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0194182 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.301946 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.830726 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.499472 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.55528 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.915135 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.15273 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.0832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.514879 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0323742 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.54071 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.750724 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.318648 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.369662 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.447448 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.523417 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.750255 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.271398 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.250846 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.150908 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.213234 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-1.05991 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.820875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,4),0.217964 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.259451 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.238896 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.179456 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.165533 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.449467 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.534193 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.496076 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.518323 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.516213 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.417336 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.396759 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.252827 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.931818 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-1.09798 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.752009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),0.298821 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.204721 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.10942 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.751404 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.0963036 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.13573 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.219827 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.278697 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-1.12049 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.964032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.489202 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.0670056 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.322323 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.416064 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.49153 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.832779 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.111171 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.140973 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.220382 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.497374 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.582095 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.699552 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.351583 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.130585 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.290676 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.384186 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.0732768 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.850713 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-1.20028 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.586247 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.511124 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.276351 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-1.11918 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-1.00158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,3),-0.477625 # DEPENDENCYPART_GRANDPAR
(2,21),(21,4),0.0294592 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),0.306891 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),-0.821201 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),-0.049744 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),-0.161318 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),-0.53492 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),-0.619641 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.664405 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.769428 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.681282 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.140679 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.444921 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-1.15779 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.359373 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.731503 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-1.27621 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.18853 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.82993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.50168 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.800731 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.879846 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.872928 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.630244 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.321758 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.17322 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.47674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.594429 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.816621 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.810558 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.01019 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.437367 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.309057 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.59688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.692438 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.02992 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.02285 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.770672 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.864642 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.00898 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.19731 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.25725 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.05779 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.05009 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.428288 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.840796 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.754603 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.145797 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.26047 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0395819 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0757908 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0297167 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.157565 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.845529 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.530031 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.686143 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.846718 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.909417 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.96925 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.979325 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.763479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0484758 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.123391 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.175986 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.183047 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.256399 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.334903 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.459739 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.253367 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.680037 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.649049 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.459169 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.539106 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.560726 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-1.01575 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-1.00524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.909498 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.969395 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.979328 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.09569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.455572 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.381973 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.274539 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.34789 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.426395 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.371854 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.699098 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.845232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.174418 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.335568 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0703264 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.461673 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.187551 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.348705 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.200789 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.183833 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.816652 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.928205 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.846417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),-0.175604 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.336755 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.229338 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.193078 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.581507 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.375423 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.519289 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.458819 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.447225 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.456306 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.249119 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.392101 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.871812 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-1.07118 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.96925 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.763675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),-0.11876 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.2052 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.377498 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0455394 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.107302 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.192119 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.388872 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.877256 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.824683 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.740064 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.995948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.165238 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.331059 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.588234 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.459015 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0605391 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.112678 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.192806 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.608473 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.402385 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.638948 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.281496 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.0178155 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.328547 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.235447 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.211452 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.789607 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-1.17238 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.517194 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.550029 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.128986 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.87293 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.830513 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.732017 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-1.10823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.149665 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.433596 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.250455 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.725594 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.519507 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.672162 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.795101 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.554206 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.0933843 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-1.0269 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.256314 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.486889 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.849374 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-1.24058 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-0.87594 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-0.811123 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.719433 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-1.03349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),-0.180671 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.447438 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),0.000888036 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.133742 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.646019 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.439932 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.686867 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.709173 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.611738 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),0.00737325 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.483139 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.904846 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.213558 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.670397 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-1.2483 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.808108 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.169071 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.462144 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-1.18257 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.999345 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0665196 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.525298 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.449687 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.09019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.545472 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.869041 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.17819 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.235405 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.63252 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.51105 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.03485 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.00413817 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.537371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),1.41236 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.150511 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.189317 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0596555 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.112227 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.0630896 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0932026 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.242197 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.175575 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.217471 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.535052 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.536818 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.666709 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.391657 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.632744 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.51148 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.03499 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.00370849 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.979279 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0924132 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.169112 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0394499 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.092021 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.134214 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.107838 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.140258 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),1.23347 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),1.08018 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.283542 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.259945 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),1.23064 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),1.07735 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.241455 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.38009 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.511047 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),0.00414177 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),1.23637 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),1.21797 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.349127 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.192479 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.076184 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.128307 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.00543881 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.703508 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.498671 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.899286 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.016528 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.79022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.959933 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.712969 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.59192 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.344795 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.218104 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.262244 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.285435 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.442011 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.258325 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.284494 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.296073 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.524968 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-1.08839 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.355373 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.725532 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.870289 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.683379 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.47894 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.880914 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),0.0363414 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.684253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,8),-0.389542 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.324757 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.337404 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.493981 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.262946 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.514365 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.553211 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.17825 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.868652 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.941796 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.532184 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.697416 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.850755 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.708496 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.48822 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.881969 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),0.0269797 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.751729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,8),-0.454896 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.306872 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),-0.228027 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.239557 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.396133 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.257854 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.414909 # DEPENDENCYPART_GRANDPAR
