# _root_ Under the circumstances , it wo n't be easy for GM to exceed its record 1988 fourth-quarter net of $ 1.4 billion , the spokesman acknowledged .
#goldHeads=6,3,1,6,6,26,6,6,8,13,13,13,8,18,18,18,18,13,18,19,20,20,26,25,26,0,26,
#predictedHeads=6,3,1,6,6,26,6,6,8,13,13,13,8,18,18,18,18,13,18,19,20,20,26,25,26,0,26,
(8,1),(8,5),0.0166237 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0500244 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0272759 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0035846 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0456421 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0323222 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0887111 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00085036 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.010717 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00940809 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0419777 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.066222 # DEPENDENCYPART_SIBL
(8,1),(8,26),-0.00664875 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.0160652 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00700161 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0557644 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0245667 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0561587 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00668578 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0506096 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0378854 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00592514 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0467627 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0108624 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0113167 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0384427 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0194413 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0466519 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0333617 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0100441 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0761657 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0027288 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0165881 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.111939 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0416963 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0311179 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00797422 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0474922 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0307454 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0120337 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.163736 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.01154 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.026524 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00994755 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0743498 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00677169 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.12804 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0115817 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.201375 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0560404 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00234585 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.000483762 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00937818 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0577822 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0536516 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.00310697 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0384497 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0454624 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.131798 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0654114 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0896585 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.081697 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0508881 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0480782 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0628288 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.14015 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0844569 # DEPENDENCYPART_SIBL
(8,6),(8,27),-0.00345404 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0343541 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.122381 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0846148 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0247785 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.031171 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0424444 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0369632 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0821918 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0902583 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.0331073 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.0407184 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0143842 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0193871 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00256783 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00740127 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0374589 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0347028 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0194847 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0442022 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.00522719 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0227239 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0360921 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0936543 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.057185 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0637164 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0603898 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0362064 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0289283 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.0544989 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0461301 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0463538 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0431854 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0602388 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0525683 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.054322 # DEPENDENCYPART_SIBL
(8,11),(8,23),8.22627e-05 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.0443201 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.037855 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0332015 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0661215 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.063481 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0368906 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.00949696 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0354039 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0230931 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0422639 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0396516 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0235173 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0160971 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.0168407 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0129533 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0327526 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0203292 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0375459 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0103575 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.00691521 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0135136 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0501976 # DEPENDENCYPART_SIBL
(8,17),(8,26),0.0121595 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.00585912 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0064489 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.0517161 # DEPENDENCYPART_SIBL
(8,18),(8,27),-0.0481602 # DEPENDENCYPART_SIBL
(8,23),(8,26),0.0356491 # DEPENDENCYPART_SIBL
(8,23),(8,27),0.012131 # DEPENDENCYPART_SIBL
(8,26),(8,27),0.00827229 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0170174 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00138343 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0144689 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0109776 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0804685 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00927535 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0273895 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.02736 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0107112 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.000144051 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.00867104 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.011667 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0227168 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0440331 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0432738 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00072207 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0196052 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.043761 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0424107 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0434795 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0251704 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0445732 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.0338947 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0582718 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.016107 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0146055 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0787825 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.01511 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00968099 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0127309 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0305968 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0174342 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.0346224 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.068455 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.012362 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0053676 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0246259 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0253193 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0683579 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0111966 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0678831 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.0488607 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0278591 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00516169 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0021874 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.000394709 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0151273 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00723583 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.013985 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0118386 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00746759 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0189852 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0189224 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0259986 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0166098 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0256456 # DEPENDENCYPART_SIBL
(9,12),(9,27),0.0011938 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00441468 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00443703 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0478106 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0434089 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.0473225 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.0330704 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0174686 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0238462 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.000702985 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0233199 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.024708 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0259853 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.00125163 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.025459 # DEPENDENCYPART_SIBL
(9,17),(9,27),-0.0289719 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0115484 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.0125015 # DEPENDENCYPART_SIBL
(9,18),(9,27),-0.0148824 # DEPENDENCYPART_SIBL
(9,19),(9,25),0.096888 # DEPENDENCYPART_SIBL
(9,19),(9,27),0.0336746 # DEPENDENCYPART_SIBL
(9,25),(9,27),-0.00614204 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0240977 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0395954 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.128541 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0121579 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0323967 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.213413 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0395043 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0552053 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.023354 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0350684 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.078584 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.155813 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0557105 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0106082 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0285682 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0173356 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0151639 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0895736 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00350868 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0141361 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.12598 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.000616003 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00706359 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0063409 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0458275 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00182004 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0646601 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0858717 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0127348 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0114617 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0380039 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.102865 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0210447 # DEPENDENCYPART_SIBL
(11,9),(11,27),-0.0304208 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0266138 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.04549 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0665266 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0574428 # DEPENDENCYPART_SIBL
(11,10),(11,27),0.0279162 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00333054 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0272945 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0144088 # DEPENDENCYPART_SIBL
(11,13),(11,27),-0.00237091 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0354624 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.00711544 # DEPENDENCYPART_SIBL
(11,15),(11,27),0.00233637 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0247795 # DEPENDENCYPART_SIBL
(11,16),(11,27),0.0197131 # DEPENDENCYPART_SIBL
(11,19),(11,27),-0.0112102 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00593581 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.006357 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0209128 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0246021 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.028505 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0447022 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0287922 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0250402 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0556499 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0500599 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.039739 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0168367 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0337509 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0377288 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0319884 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.022539 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0104725 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0226446 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.00916359 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0219092 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0307195 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.069144 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0722101 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.025986 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.0213414 # DEPENDENCYPART_SIBL
(13,1),(13,27),0.0324249 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.00413164 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0590684 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.000175953 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0091017 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0264474 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.00432063 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.111952 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.00391021 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0196222 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0050325 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00783946 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.00457823 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0201664 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0176422 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0515648 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.00600499 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0181159 # DEPENDENCYPART_SIBL
(13,3),(13,26),-0.00142391 # DEPENDENCYPART_SIBL
(13,3),(13,27),0.0266147 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0673884 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00420222 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00373088 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.011288 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0482671 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0164342 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0759202 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00828418 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0439847 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0539053 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.027238 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0199205 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.11187 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0521259 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.158072 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.0299987 # DEPENDENCYPART_SIBL
(13,4),(13,26),-0.00167482 # DEPENDENCYPART_SIBL
(13,4),(13,27),0.0602399 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.00551828 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0134832 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.00358136 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.000737736 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00563301 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0217253 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0700757 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0582138 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0610083 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0554039 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.045383 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.105614 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0554326 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.150195 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.048043 # DEPENDENCYPART_SIBL
(13,6),(13,26),-0.111585 # DEPENDENCYPART_SIBL
(13,6),(13,27),0.0119441 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.00726019 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0146279 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.013556 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.014043 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00835896 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.118326 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0470388 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.00349457 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0415576 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.053257 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0413161 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0700577 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0970822 # DEPENDENCYPART_SIBL
(13,7),(13,25),-0.0646615 # DEPENDENCYPART_SIBL
(13,7),(13,26),-0.0617683 # DEPENDENCYPART_SIBL
(13,7),(13,27),-0.0212127 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0302138 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0217684 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0242644 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.018172 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0219228 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.01236 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0510859 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00413541 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.00683798 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0290889 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.00555196 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.054667 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.011717 # DEPENDENCYPART_SIBL
(13,8),(13,26),-0.0311 # DEPENDENCYPART_SIBL
(13,8),(13,27),0.0211986 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0664616 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.00213612 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0308017 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0219839 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0802996 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0109565 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0839015 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00691594 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0252803 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0273418 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.00726682 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.0034024 # DEPENDENCYPART_SIBL
(13,9),(13,26),-0.0397253 # DEPENDENCYPART_SIBL
(13,9),(13,27),0.0140175 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.00579389 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.436661 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0122102 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00907674 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0296497 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00776512 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00769051 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0500797 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0478383 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0251692 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.00363373 # DEPENDENCYPART_SIBL
(13,10),(13,26),-0.00969967 # DEPENDENCYPART_SIBL
(13,10),(13,27),0.0355156 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0039344 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0320542 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0195916 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.020272 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0191373 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0241686 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0101804 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0645047 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.00210866 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.022118 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.0186395 # DEPENDENCYPART_SIBL
(13,11),(13,27),-0.0032139 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0144046 # DEPENDENCYPART_SIBL
