# _root_ With the golden share as protection , Jaguar officials have rebuffed Ford 's overtures , and moved instead to forge an alliance with GM .
#goldHeads=10,4,4,1,4,5,10,9,10,0,16,14,12,11,16,10,16,17,20,17,22,20,22,23,10,
#predictedHeads=10,4,4,1,4,5,10,9,10,16,10,14,12,11,16,0,16,17,20,17,22,20,22,23,16,
(6,7),(6,12),0.034788 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0348395 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0291058 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0106488 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.00223962 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0451267 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.00771014 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00544157 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0156135 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0172633 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00714405 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00567537 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0127784 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0370966 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00263811 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.00284832 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0172633 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0158553 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0175053 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0142972 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0128285 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0113689 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0381647 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.000588981 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.00393284 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0175053 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00332973 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.000670814 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.000657912 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0904631 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0116596 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00156035 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00729074 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.00332994 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0172707 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0172578 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0179001 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0270404 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0126106 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.00987673 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0114027 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0133497 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0115955 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0370875 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00259461 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00284948 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0160032 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0145921 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.037084 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.00259147 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.000853158 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0159764 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0106488 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.00223962 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0451267 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.00771014 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.00640988 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0155638 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.014775 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.00225388 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.015572 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.00614623 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0464829 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00184145 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0388056 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0651053 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0220494 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.010054 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.288438 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00838938 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0303149 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0131244 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0245082 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0137838 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0266437 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0481318 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00452774 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00863077 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0032047 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.031837 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0382931 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00292158 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0290624 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.054392 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.00200866 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0100381 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0513039 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0158248 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0338495 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.120303 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.129277 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0108894 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00135286 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0434856 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.000887103 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0686828 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.127444 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0684618 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0534588 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0373697 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.013945 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.022798 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0242598 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0103227 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.028098 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00996949 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0162032 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0194459 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0159605 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00860646 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0145402 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00137593 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0223013 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.000273515 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00306732 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0435953 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0839682 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.039408 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0177242 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0115307 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0484897 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00412267 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0155807 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.026921 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0183382 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00634711 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0166814 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.130787 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0042486 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0368709 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.000717044 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.022049 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00128147 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00526676 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0702095 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0218666 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0023533 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00536861 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.00312417 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0375587 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0833341 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0153606 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00945591 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0160763 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0239023 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.066 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.00571018 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0210258 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0924449 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0295025 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0698932 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0322822 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.110612 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0647529 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0137879 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0175017 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0158048 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00643217 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.000939046 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00391295 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0073382 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.019921 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00243579 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0123406 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.00263725 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0424446 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0231456 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.02782 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0322383 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0193906 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0242263 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.039162 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.107541 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0227801 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.114108 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.113393 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00125367 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0406137 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0218268 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0401622 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0472237 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.00388804 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00184737 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0379105 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.000512126 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.0155082 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.00722146 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0342729 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00649157 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00343997 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0121926 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0274215 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0121059 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.167848 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0560037 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0160899 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0515222 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0769115 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0109455 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0678118 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0205815 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.101129 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.100415 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0106867 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0201077 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00132086 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0138265 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0130147 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0158284 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0195527 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0143907 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0114282 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.0205916 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00654913 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0199156 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.024189 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0378349 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00330583 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.118166 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0386297 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0383594 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00512591 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.042927 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0236568 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0443435 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.105829 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0174853 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0181412 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.000833141 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0107177 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00907449 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.022627 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0249201 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0110552 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0182268 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0340648 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0861529 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0037415 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0225283 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0492852 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00775654 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0912946 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0515453 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0237707 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0868944 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0503874 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0425451 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0421495 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00890417 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0497661 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0482458 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0465158 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0744445 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0502369 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.014559 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0298938 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.000486828 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00586636 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0270751 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0043528 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0279743 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0365708 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0269752 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.00155801 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00977639 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0309451 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.000442574 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0278983 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0404408 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.0176605 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0229327 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00198386 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0150476 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0305349 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.00418918 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.00220374 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0131869 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.025374 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.00806336 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0109391 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.010745 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.047812 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0757407 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0515397 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.0166907 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0100889 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.000595732 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.0166404 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0359909 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.0165282 # DEPENDENCYPART_SIBL
(10,20),(10,25),0.0170595 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0179224 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.066033 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0179044 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00350325 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.000783095 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0422705 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0020778 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0132378 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0755905 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00803074 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.05669 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0441496 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0832661 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0515502 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0106991 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0179746 # DEPENDENCYPART_SIBL
(11,1),(11,25),-0.0176942 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.025646 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00255085 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.10417 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.10214 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0190785 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0524278 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0336409 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0348126 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0264823 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00305998 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0345713 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0171978 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0074606 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0377153 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.100654 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.014591 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00834757 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0249231 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0269774 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0315038 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0403447 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0250291 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.156886 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0406547 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0169062 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0702351 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0554584 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0117622 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0282466 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0179462 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.0766213 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.000989379 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0262979 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0217498 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0361273 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00159819 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.158081 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00832005 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00848183 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0351996 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00980263 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.00622016 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.00496639 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0444006 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0519199 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0945727 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0166714 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0299748 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0110004 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.016048 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0116469 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0156391 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0078242 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.00963752 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0112385 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0150748 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0615188 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.0349614 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0206028 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0111399 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00764695 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0515676 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0103304 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0787983 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0157529 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00612523 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0743977 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.00357251 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0629607 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.0472398 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.000927236 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0112221 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0613192 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0294509 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0265495 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00621814 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0445525 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0191323 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.00785369 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.086994 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0589025 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0219474 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0108896 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0308629 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00429546 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.012203 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0138665 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00672735 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0219513 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0496859 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.00346691 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00981841 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0347729 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.000425463 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00829276 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0139425 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0105973 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0244726 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.039795 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.00584785 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00198852 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0405602 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0312946 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.00332754 # DEPENDENCYPART_SIBL
