# _root_ Murata said , however , it will invest about 1.4 billion yen ( $ 9.9 million ) in the new company .
#goldHeads=2,0,2,2,2,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
#predictedHeads=2,0,2,2,7,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
(8,18),(8,20),-0.034866 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.00986369 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0231942 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0249933 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.021616 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0375288 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0866194 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0866194 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0519157 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0108662 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0133698 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.155928 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.012042 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0110332 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0231301 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0319995 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0733403 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0448009 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00936996 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00357531 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.196301 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0486093 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0093761 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00215897 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.00934228 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0448009 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00936996 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00357531 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.196301 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0486093 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0093761 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00215897 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.00934228 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00558383 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00407103 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0583474 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0268476 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00558077 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00912935 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0488128 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.134131 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0115243 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.121048 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.089947 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.173257 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.102282 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0183895 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.127038 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0821726 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.162959 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.114034 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0315445 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00449587 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0352275 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0140759 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0108125 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0169137 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0445282 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.16054 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0899042 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.13874 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.105422 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0802297 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0373377 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.106357 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0967059 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0315108 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00755194 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.000873788 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0268741 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0164746 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0371682 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0625911 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00253838 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.00285746 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0190549 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0331319 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0202621 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0193611 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0129581 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.00550272 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.00734325 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.00466735 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00866553 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00789241 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.00236082 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.00706817 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0702065 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00848439 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0129081 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0143553 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0109908 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.00692744 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.00702127 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0289932 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.00155223 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.0151183 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.233084 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.116451 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.126344 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0656564 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0904833 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0401246 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00693354 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00609727 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00645303 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00969201 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.189338 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0716315 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0900237 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.00713692 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00450404 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0664648 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0883266 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.112438 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.121953 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0188438 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0398808 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0941405 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0130217 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0406598 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0716315 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0900237 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.00713692 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.00450404 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0664648 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0883266 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.112438 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.121953 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0188438 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0398808 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0941405 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0130217 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0406598 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0171795 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.000337073 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0130823 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0353039 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0344048 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0940106 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0959601 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00951686 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0117484 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0587239 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.00368344 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0632869 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00645387 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0125015 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00370715 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00924011 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.105072 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.106003 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0553922 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0253147 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00808568 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0869071 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0795649 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0130636 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0136536 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0406596 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0107906 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00591906 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0658374 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0150199 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0123804 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0392923 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0167359 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0391117 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0924655 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0299481 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0159445 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.10032 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0199758 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0154225 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0397731 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0294886 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0690628 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00439596 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0112183 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.109904 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0130596 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0225009 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0027779 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0530096 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0498656 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.059755 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0530428 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0453252 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0166263 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0206247 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0349463 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00680236 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0185222 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.033145 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.02594 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0522792 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0383161 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0105733 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0151536 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.041367 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0618497 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0277136 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0805985 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0267711 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0387138 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0119163 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00316142 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0101394 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0365313 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0230025 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.014115 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0509883 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.197425 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0307047 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00188192 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.597366 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.545114 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.222257 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.332859 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.193472 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.485563 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.247719 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.011939 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0482952 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0492167 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0318123 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0788955 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0443058 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0686485 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0480532 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0742831 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0531337 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0156876 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.03263 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0726517 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0596968 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0619453 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0728073 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0284415 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.113585 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.101975 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.717264 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0308328 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.043589 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0543215 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0211878 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.553627 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.155543 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.207154 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0379125 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0384511 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0355765 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.197087 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.295489 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0387935 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0592985 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0575423 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0335901 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.058737 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0553395 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.073614 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0216894 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0225763 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0245307 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0428966 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0851032 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0256574 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00587496 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00940824 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0122244 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0919463 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0913344 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0955639 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.1741 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0246209 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0159699 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.052888 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.020327 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0480244 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0523095 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0955488 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0303503 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.144182 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0271959 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.879296 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0598376 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0621735 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0239086 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.10557 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.264231 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.271974 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.257781 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.156103 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0109908 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00692744 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0247617 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.00702127 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0289932 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.000137818 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.00155223 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0334105 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0151183 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.00464019 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.126496 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0538622 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.845086 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0600456 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0649257 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0452479 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.25753 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.304657 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.282176 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0726867 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.100097 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.213172 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0232695 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.00199465 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0355823 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0221742 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.00426836 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0578703 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0433696 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0289158 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.06906 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0204782 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0669171 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0471204 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.044797 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0123013 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0414771 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.138352 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.00684645 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0184497 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0128512 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.154551 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0244002 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.00800461 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.163535 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0299629 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0160666 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0120982 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0490446 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.00129849 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.052888 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0554048 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0386611 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0657053 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.106726 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0118378 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0153245 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.00543175 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0288609 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.089416 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0474818 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.00649238 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0306778 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0914695 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0619916 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00550509 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0365048 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0379819 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0136311 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.226077 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.164999 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00740286 # DEPENDENCYPART_SIBL
(0,0),(0,1),-0.399776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,2),0.328709 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,4),-0.438651 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,7),0.0241437 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,8),0.0109372 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,23),-0.956022 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(0,2),-0.989383 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,4),-1.40776 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,7),-1.07817 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,8),-1.34776 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,23),-0.0829873 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,2),(0,4),-0.838457 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,7),-0.602996 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,8),-0.559498 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,23),-0.327746 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,4),(0,7),-0.374092 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,8),-0.309913 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,23),-0.978157 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,7),(0,8),-0.706378 # DEPENDENCYPART_NEXTSIBL
(0,7),(0,23),-0.413308 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,8),(0,23),-0.449934 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.481154 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.159392 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.585036 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,4),-0.354626 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,5),-0.728705 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,7),-0.233856 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,12),-0.0777294 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,22),-0.934237 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,23),-0.416773 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,2),(1,3),-0.161601 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,4),-0.87638 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,5),-0.159138 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,7),-0.679191 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,12),-0.739036 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,22),0.385599 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,23),-0.772843 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,3),(1,4),-0.363504 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,5),-0.991037 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,7),-0.378226 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,12),-0.912773 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,22),-0.942634 # DEPENDENCYPART_NEXTSIBL
