# _root_ Most Wall Street firms , in pulling back , have merely stopped such trading for their own accounts .
#goldHeads=4,4,4,10,10,10,6,7,10,0,12,10,12,13,12,18,18,15,10,
#predictedHeads=4,4,4,10,10,10,6,7,10,0,10,10,12,13,14,18,18,15,10,
(8,13),(8,15),0.0222715 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0362593 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0282637 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0366029 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0571004 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0261059 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0765737 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0579851 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0571004 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0102938 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0402992 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00365372 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.038397 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0456285 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.00328564 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0235986 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.107601 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.118743 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0250647 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00625362 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0176772 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0319075 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0250647 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00357451 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00790856 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0822208 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00573292 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.027654 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.00655837 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.00984148 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.116704 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.021477 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00113521 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0131352 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0271427 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.021477 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0286505 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.000289555 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0752238 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00188478 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0144178 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0113687 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0428269 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0371418 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.00104483 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0170964 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0243724 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0371418 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0563826 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0709656 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0187094 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0718632 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0292339 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.062075 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0597109 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0360774 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00904943 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00738834 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0149141 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0492481 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0210803 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0909843 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00407548 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.125238 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0511991 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0581282 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0315705 # DEPENDENCYPART_SIBL
(10,6),(10,8),-4.88359e-05 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0394467 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.021664 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0146334 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.089707 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0108141 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0221843 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.00693684 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0501194 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0385834 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0217144 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0220491 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0361308 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0822055 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0451648 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0205093 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0336644 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0150915 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0532835 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.014496 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0203286 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0906083 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0186806 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0227724 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0573572 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0633883 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0492481 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0210803 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0909843 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00407548 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.125238 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0511991 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0581282 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0114932 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0232544 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0343994 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0109253 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.054378 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0532641 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0760261 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0764398 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0474088 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0524167 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0125944 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0798796 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0495237 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0959068 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.097851 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0451148 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0412851 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0111847 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.00872205 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0147038 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00508668 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0682471 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0682471 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0201262 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.058597 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0500558 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0457314 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00369824 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.198441 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0196309 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0582504 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0293711 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.107356 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0831529 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0890603 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0169093 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.213474 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0158548 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0293711 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.107356 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0831529 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0890603 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0169093 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.213474 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0158548 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.208827 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0888637 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.189869 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0932471 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0941134 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0753904 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0631983 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0307993 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0906286 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0236568 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0917836 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0606688 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0400776 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.027526 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0122496 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0961169 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0326649 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.105882 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.00923436 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.00743902 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0136563 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.1028 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0263087 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.026958 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.00344985 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0202823 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0263087 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00253323 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0570132 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.00275111 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0412396 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0269001 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0079347 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0378225 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0325366 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00251652 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.012767 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0378225 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0100486 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00727904 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0598009 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00187784 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0224408 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0270775 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0449319 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.00357019 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0129006 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0170439 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00637615 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0706602 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0223795 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.137864 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0313944 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0179471 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0105552 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.00900116 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0625006 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0102411 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0266162 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0521561 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0569734 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0414533 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0697067 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0258171 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00719464 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0157629 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0374071 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00697008 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0119035 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0105198 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0210086 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0303243 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0194967 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0786823 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.009756 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0485389 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0409753 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0120803 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00637615 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0706602 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0223795 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.137864 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0313944 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0179471 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0520868 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0228201 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0178742 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.000712127 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0242449 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0487961 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0323048 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.074729 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0630648 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00359036 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00658649 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.016822 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0178626 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0154649 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.00892919 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0107012 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0256534 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.00862735 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00448362 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0862049 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.059892 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0408865 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0127826 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.11012 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0214129 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.063443 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00931403 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0314467 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00333497 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0206385 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0435749 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.025809 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0426794 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0546255 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00449351 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0146855 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0724811 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00259804 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0258702 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0157775 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0126969 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0421176 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0113208 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0763269 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0797846 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0325485 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0857488 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0588013 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0261992 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0215994 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0202067 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0381244 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.00283181 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.019565 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0627778 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0306976 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.00538719 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0156869 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.021953 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0738556 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0529227 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.00471477 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.00419478 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0488474 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.013802 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0218556 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0702176 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0120011 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0573117 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00336199 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0157714 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0237483 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0136412 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0277431 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0152272 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00246231 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00306493 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0262142 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0268607 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00837208 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0401415 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0104292 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0116582 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00251908 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0417245 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0450941 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0270677 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0164897 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0478408 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.103095 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0335517 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0322894 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0117275 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0328237 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.112223 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0196676 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0198891 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0549416 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0024617 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0725913 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0293945 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0116076 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0441611 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.04403 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0180653 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0027276 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0101791 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0123907 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0113528 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.00510635 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0227763 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0150579 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0531302 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.00606092 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.00835967 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.00723649 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.00570359 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0201847 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0192557 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0501302 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.00860775 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0253573 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.015332 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0122575 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0365527 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0351414 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.102166 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0739684 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0156668 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.11945 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.102031 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.000878476 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.00111233 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0136228 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00996202 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0191772 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00566292 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.00547697 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0566221 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0145888 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0804062 # DEPENDENCYPART_SIBL
(0,0),(0,4),-0.480657 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,7),0.085782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,10),0.164636 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,12),-0.0434 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,14),0.301493 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,20),-0.926347 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,4),(0,7),-0.967772 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,10),-0.819362 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,12),-0.772748 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,14),-0.746775 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,20),-0.750719 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,7),(0,10),-1.30771 # DEPENDENCYPART_NEXTSIBL
(0,7),(0,12),-1.43185 # DEPENDENCYPART_NEXTSIBL
(0,7),(0,14),-1.39098 # DEPENDENCYPART_NEXTSIBL
(0,7),(0,20),-0.553406 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,10),(0,12),-0.874203 # DEPENDENCYPART_NEXTSIBL
(0,10),(0,14),-0.88361 # DEPENDENCYPART_NEXTSIBL
(0,10),(0,20),-0.40886 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,12),(0,14),-1.2919 # DEPENDENCYPART_NEXTSIBL
(0,12),(0,20),-0.689751 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,14),(0,20),-0.709272 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.405337 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,5),-0.90125 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,6),-0.526683 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,7),-0.209586 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,20),-0.373346 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,5),(1,6),-0.312569 # DEPENDENCYPART_NEXTSIBL
(1,5),(1,7),0.163081 # DEPENDENCYPART_NEXTSIBL
(1,5),(1,20),-0.996741 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,6),(1,7),-0.307819 # DEPENDENCYPART_NEXTSIBL
(1,6),(1,20),-0.953631 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,7),(1,20),-0.755643 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.326036 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.488118 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,4),-0.526941 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
