# _root_ And some carriers are facing other unexpected headaches : USAir , for example , blamed some of its loss on merger expenses and on disruptions caused by Hurricane Hugo last month .
#goldHeads=4,3,4,0,4,8,8,5,4,15,15,15,12,15,4,15,16,19,17,23,22,20,15,23,24,25,26,29,27,31,26,4,
#predictedHeads=4,3,4,0,4,8,8,5,4,15,15,15,12,15,4,15,16,19,17,23,22,20,15,23,24,25,26,29,27,31,26,4,
(4,5),(4,9),-0.00337769 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0345393 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0589936 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0345393 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.094068 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.107501 # DEPENDENCYPART_SIBL
(4,5),(4,32),-0.0143234 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0272586 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0146999 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0259701 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0119945 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0185675 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0119945 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0329439 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.0292518 # DEPENDENCYPART_SIBL
(4,6),(4,32),-0.0129332 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0154119 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0252393 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0111546 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0141051 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0111546 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.0315486 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0314929 # DEPENDENCYPART_SIBL
(4,7),(4,32),-0.010155 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0347718 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0081279 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0546624 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0081279 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0496063 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0872952 # DEPENDENCYPART_SIBL
(4,8),(4,32),-0.000468115 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0485692 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0367851 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0485692 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0624259 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.00796516 # DEPENDENCYPART_SIBL
(4,9),(4,32),0.170423 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0280285 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0473254 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0133735 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0261122 # DEPENDENCYPART_SIBL
(4,11),(4,32),0.0158167 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.00689174 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0521239 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.0704308 # DEPENDENCYPART_SIBL
(4,12),(4,32),-0.00274862 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0133735 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0261122 # DEPENDENCYPART_SIBL
(4,14),(4,32),0.0158167 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.110397 # DEPENDENCYPART_SIBL
(4,15),(4,32),-0.0294311 # DEPENDENCYPART_SIBL
(4,23),(4,32),0.030881 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0285092 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0242473 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0179768 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.032583 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0170002 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0560763 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0180131 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0103892 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0290194 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0194692 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0103892 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.000963068 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0167707 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0255179 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0226455 # DEPENDENCYPART_SIBL
(5,1),(5,32),0.0241214 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0239551 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0174344 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00798463 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0128468 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00446093 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0138455 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.00353691 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0230477 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0130385 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.00353691 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0131559 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0368925 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0469438 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.00842047 # DEPENDENCYPART_SIBL
(5,3),(5,32),0.022062 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00338454 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00413581 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00482698 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0229414 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.00582759 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0483199 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0481596 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0125341 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0483199 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0011154 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.00861398 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0245863 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0302574 # DEPENDENCYPART_SIBL
(5,4),(5,32),0.0517659 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0381337 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0206011 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0272908 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.021615 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0195065 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0280811 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0275753 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0195065 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00552789 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0243096 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0280274 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0193148 # DEPENDENCYPART_SIBL
(5,6),(5,32),-0.0140959 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0213162 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.026563 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0223301 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0186633 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0236155 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0282904 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0186633 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.00413571 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0250247 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0229344 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.021559 # DEPENDENCYPART_SIBL
(5,7),(5,32),-0.0113236 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00128315 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0267093 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00589752 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0215248 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0326331 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.00589752 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0148762 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0253152 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.00158184 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0379735 # DEPENDENCYPART_SIBL
(5,8),(5,32),-0.00923031 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0563705 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0532399 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0285362 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0622914 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0532399 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0711344 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0521799 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0247452 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.00854351 # DEPENDENCYPART_SIBL
(5,9),(5,32),0.165677 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.00589753 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0215247 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0326331 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.00589753 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0148762 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0253152 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.00158185 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0379735 # DEPENDENCYPART_SIBL
(5,10),(5,32),-0.00922954 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0178927 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0100456 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0300963 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0351397 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.00330465 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0463967 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.00410416 # DEPENDENCYPART_SIBL
(5,11),(5,32),0.0040707 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0204134 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0176705 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0181786 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0167753 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.00633652 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0351717 # DEPENDENCYPART_SIBL
(5,12),(5,32),-0.00911839 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.00963817 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0177044 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0280488 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.00143038 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0407064 # DEPENDENCYPART_SIBL
(5,13),(5,32),-0.0225468 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0351397 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.00330465 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0463967 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.00410416 # DEPENDENCYPART_SIBL
(5,14),(5,32),0.0040707 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0238792 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0157689 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0591057 # DEPENDENCYPART_SIBL
(5,15),(5,32),-0.00202321 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0406899 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.028205 # DEPENDENCYPART_SIBL
(5,19),(5,32),0.0190779 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0207557 # DEPENDENCYPART_SIBL
(5,20),(5,32),-0.00959835 # DEPENDENCYPART_SIBL
(5,23),(5,32),0.00455324 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0402127 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.000689157 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0427193 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0539629 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0838238 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0539629 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.142913 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.109598 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0539155 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0781226 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0115011 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0334052 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0354429 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.102251 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0354436 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.147945 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.170914 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0354257 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0552718 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0323786 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0183475 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0222789 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0183616 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0625465 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0236109 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0192343 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00170982 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0254094 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00366981 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0254094 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0266214 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00164633 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0253695 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.00411224 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0374168 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0156834 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0246068 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.000206055 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0156799 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00665648 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0159557 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.04268 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0501854 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0159551 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0301224 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0246068 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.000206055 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0156799 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.00665648 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0104947 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0876935 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0300433 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0661687 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00706285 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00656133 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.000505669 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0153163 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.054778 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0838515 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.054778 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0547306 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0424042 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0211153 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0202988 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0211294 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0220021 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0109721 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.069003 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0109726 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0108307 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0377121 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0160241 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0160207 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0160017 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0160012 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0160207 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0553672 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0341205 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.043186 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.134407 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.106993 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0646973 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00707006 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.00132064 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.100101 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0073828 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00132064 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0374465 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0114135 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0502585 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0149308 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0189084 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.00801575 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.00856823 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.0456085 # DEPENDENCYPART_SIBL
(8,1),(8,32),0.00936733 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00209193 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0447844 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0105869 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0143595 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0911543 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0547796 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0345563 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0210874 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0550658 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0345563 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00678569 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0744024 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.128308 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0613851 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0326981 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0521224 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0203477 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.0319744 # DEPENDENCYPART_SIBL
(8,2),(8,32),-0.0271379 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0338874 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0337368 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0178238 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0106556 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0227741 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0471572 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0375425 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.02324 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0471572 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0125232 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.101964 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0390241 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0417173 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0039859 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0269675 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0107347 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.00487095 # DEPENDENCYPART_SIBL
(8,3),(8,32),0.011353 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0159892 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0136501 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00607951 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0136583 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0127761 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00392622 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0165826 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0127761 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0203668 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0748499 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0133231 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0157127 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.00674358 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0113954 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.00458751 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.0147018 # DEPENDENCYPART_SIBL
(8,5),(8,32),0.0492125 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0585968 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.125269 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0111615 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.118589 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0423995 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.010753 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.118589 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0369648 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0281106 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0269907 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.00922672 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0815532 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0111491 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.140313 # DEPENDENCYPART_SIBL
(8,6),(8,26),0.0525139 # DEPENDENCYPART_SIBL
(8,6),(8,32),-0.00626325 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0814406 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00453343 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0163123 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0179505 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00494198 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0163123 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.027547 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0418478 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00334945 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00646825 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0381173 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.00454587 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0851198 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0430983 # DEPENDENCYPART_SIBL
(8,7),(8,32),-0.021938 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.149496 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.019523 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00633247 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.149077 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.019523 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.117381 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0881407 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0189242 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.15771 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0176841 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.149494 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.154897 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.115711 # DEPENDENCYPART_SIBL
(8,9),(8,32),0.405599 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0155455 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0245502 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0119176 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0155455 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0129363 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0106765 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00858164 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00637644 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.00208872 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0114962 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0368826 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.0142332 # DEPENDENCYPART_SIBL
(8,10),(8,32),0.0201988 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00568611 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.040132 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.036982 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0234034 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0130538 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0346147 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0401469 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.062735 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0419097 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0177935 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.0159047 # DEPENDENCYPART_SIBL
(8,11),(8,32),-0.00261008 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0381435 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0171764 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0222459 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0248499 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0276181 # DEPENDENCYPART_SIBL
