# _root_ `` With the decline in stock prices and continued low or stable interest rates , stocks are representing a better value all the time , '' Renaissance President Frank W. Terrizzi said yesterday .
#goldHeads=32,17,4,8,4,7,5,2,14,11,14,11,14,8,17,17,32,17,21,21,18,24,24,18,32,32,31,31,31,31,32,0,32,32,
#predictedHeads=32,8,4,2,4,7,5,17,8,11,14,11,14,9,17,17,32,17,21,21,18,24,24,21,32,32,31,31,31,31,32,0,32,32,
(5,4),(5,10),-0.014531 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0153299 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.015142 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0249466 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.117692 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.137433 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0489379 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0338478 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.103253 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.115254 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.110628 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.123928 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0353106 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0303559 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0954736 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.107227 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.102601 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0370187 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.012899 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.061957 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.07557 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0763417 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00965148 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0570067 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0461762 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0455838 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0587468 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.059582 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0617764 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0625553 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0627891 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.10202 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0378548 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0586121 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0724135 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0480288 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.106293 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0482411 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0239887 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.028951 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0171285 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0554227 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00603983 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00945051 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0434225 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00407455 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0496391 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0871183 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.018589 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.121741 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0179142 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0169823 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0178595 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0499086 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0189714 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0334977 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0402136 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0422068 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.136306 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00560092 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0157856 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0114098 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.015437 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0242121 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0143345 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0645837 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0160695 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0233358 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0177837 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0206698 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0523137 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0265513 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0727389 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00637472 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0229318 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.000243528 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0385336 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0727389 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.453171 # DEPENDENCYPART_SIBL
(8,1),(8,32),0.00673916 # DEPENDENCYPART_SIBL
(8,1),(8,34),0.00550045 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0554048 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0138528 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0384688 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0179051 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.048038 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.041824 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0369435 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0115857 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0366885 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.017575 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.091126 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0577333 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0672395 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.00414989 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0342097 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0804806 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.0577333 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.0186105 # DEPENDENCYPART_SIBL
(8,2),(8,32),-0.0142867 # DEPENDENCYPART_SIBL
(8,2),(8,34),0.00433789 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0924832 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.013315 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.133209 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.146497 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0372178 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.119648 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0104782 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.114019 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.283254 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.215431 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.033964 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.199828 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0188998 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0166558 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.195743 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.033964 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0238167 # DEPENDENCYPART_SIBL
(8,3),(8,32),-0.0265695 # DEPENDENCYPART_SIBL
(8,3),(8,34),-0.119036 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0391742 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0368583 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0560976 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.104347 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00731856 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00343269 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00957687 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.130264 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0606269 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.000512776 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0720169 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0551898 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0764124 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0561656 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.000512776 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.010771 # DEPENDENCYPART_SIBL
(8,4),(8,32),-0.0210553 # DEPENDENCYPART_SIBL
(8,4),(8,34),-0.00513725 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0239834 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0400011 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00470196 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0581163 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00121866 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0582089 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.110586 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.186074 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0472141 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.159228 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.066698 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00291276 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.171669 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0472141 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.00552866 # DEPENDENCYPART_SIBL
(8,5),(8,32),0.0441998 # DEPENDENCYPART_SIBL
(8,5),(8,34),0.0252643 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0622094 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.107198 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0438404 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0159734 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0460988 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.177447 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.10781 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.00374674 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.1192 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0580404 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.079263 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.103346 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.00374674 # DEPENDENCYPART_SIBL
(8,6),(8,26),0.00603887 # DEPENDENCYPART_SIBL
(8,6),(8,32),-0.0241467 # DEPENDENCYPART_SIBL
(8,6),(8,34),0.00486593 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0676798 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00397772 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00956363 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00171941 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.109193 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0400944 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0390499 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0502558 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.018934 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.039745 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0356639 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0390499 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.00928668 # DEPENDENCYPART_SIBL
(8,7),(8,32),0.0171704 # DEPENDENCYPART_SIBL
(8,7),(8,34),0.0215891 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.019292 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0398249 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0192935 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.000562862 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.000603388 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.000325271 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0017997 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0212786 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0444737 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0107725 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.000325271 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.00416606 # DEPENDENCYPART_SIBL
(8,9),(8,32),-0.0588102 # DEPENDENCYPART_SIBL
(8,9),(8,34),0.00344739 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0187066 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.000995257 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.02543 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0243024 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00900409 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.000335931 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00736208 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.00553449 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.00374782 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.00900409 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.0151631 # DEPENDENCYPART_SIBL
(8,10),(8,32),-0.00430844 # DEPENDENCYPART_SIBL
(8,10),(8,34),-0.114863 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0168482 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00330548 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00125101 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0373174 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0116272 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.000612776 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0118614 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0120571 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.0373174 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.0178345 # DEPENDENCYPART_SIBL
(8,11),(8,32),-0.0188084 # DEPENDENCYPART_SIBL
(8,11),(8,34),-0.00905575 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0228666 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.021739 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.00513678 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00289931 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00570821 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.00718835 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.00118444 # DEPENDENCYPART_SIBL
(8,12),(8,25),0.00513678 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0141687 # DEPENDENCYPART_SIBL
(8,12),(8,32),-0.00596231 # DEPENDENCYPART_SIBL
(8,12),(8,34),-0.10893 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0375365 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0407018 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0155389 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0504003 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.032204 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.00521375 # DEPENDENCYPART_SIBL
(8,13),(8,25),0.0407018 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.0151258 # DEPENDENCYPART_SIBL
(8,13),(8,32),0.0241086 # DEPENDENCYPART_SIBL
(8,13),(8,34),0.0132157 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0221817 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.000510696 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0176978 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0351037 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0108359 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.0221817 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.00939383 # DEPENDENCYPART_SIBL
(8,14),(8,32),-0.04429 # DEPENDENCYPART_SIBL
(8,14),(8,34),-0.0641081 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.00282051 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0388086 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00624583 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0023681 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.074718 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0225556 # DEPENDENCYPART_SIBL
(8,15),(8,32),-0.0291006 # DEPENDENCYPART_SIBL
(8,15),(8,34),-0.00925661 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00332597 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0183377 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0123788 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.00250558 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.00664454 # DEPENDENCYPART_SIBL
(8,16),(8,32),-0.0264319 # DEPENDENCYPART_SIBL
(8,16),(8,34),-0.0393418 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0216578 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0175161 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0574089 # DEPENDENCYPART_SIBL
(8,17),(8,26),0.000182277 # DEPENDENCYPART_SIBL
(8,17),(8,32),-0.0367424 # DEPENDENCYPART_SIBL
(8,17),(8,34),0.0989269 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.00668313 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.0022619 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.00938241 # DEPENDENCYPART_SIBL
(8,18),(8,32),-0.0543171 # DEPENDENCYPART_SIBL
(8,18),(8,34),0.0110785 # DEPENDENCYPART_SIBL
(8,21),(8,25),0.00496597 # DEPENDENCYPART_SIBL
(8,21),(8,26),-0.0117453 # DEPENDENCYPART_SIBL
(8,21),(8,32),-0.0368643 # DEPENDENCYPART_SIBL
(8,21),(8,34),-0.0445214 # DEPENDENCYPART_SIBL
(8,25),(8,26),0.0225556 # DEPENDENCYPART_SIBL
(8,25),(8,32),-0.0291006 # DEPENDENCYPART_SIBL
(8,25),(8,34),-0.00925661 # DEPENDENCYPART_SIBL
(8,26),(8,32),-0.0203737 # DEPENDENCYPART_SIBL
(8,26),(8,34),-0.0867438 # DEPENDENCYPART_SIBL
(8,32),(8,34),0.123061 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0427493 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0107609 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0246731 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0157563 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0270714 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0407723 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0151465 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00790435 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.011555 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0117056 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00892872 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.028843 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0292514 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0636074 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0189898 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0116514 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0376691 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.028843 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.4172 # DEPENDENCYPART_SIBL
(9,1),(9,32),-0.0233462 # DEPENDENCYPART_SIBL
(9,1),(9,33),-0.00493438 # DEPENDENCYPART_SIBL
(9,1),(9,34),0.00669176 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0127069 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.000413522 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00222908 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0480977 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00830135 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0205153 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0109153 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.011095 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.000315771 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0213969 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0909109 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00529904 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0555154 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0576229 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0346312 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0654301 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0909109 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.0359336 # DEPENDENCYPART_SIBL
(9,2),(9,32),-0.055355 # DEPENDENCYPART_SIBL
(9,2),(9,33),0.00857669 # DEPENDENCYPART_SIBL
(9,2),(9,34),-0.0324184 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00377991 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.106776 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.082226 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0335587 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00873776 # DEPENDENCYPART_SIBL
(9,4),(9,11),-8.6168e-05 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.000905404 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00392927 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0289743 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00808876 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0207655 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0328129 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00445662 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0113778 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0295379 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.00808876 # DEPENDENCYPART_SIBL
(9,4),(9,26),-0.00302778 # DEPENDENCYPART_SIBL
(9,4),(9,32),-0.00600653 # DEPENDENCYPART_SIBL
(9,4),(9,33),0.023212 # DEPENDENCYPART_SIBL
(9,4),(9,34),0.0126415 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0181305 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0601059 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00722601 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00402485 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0496205 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0127503 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00254507 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0197525 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0457016 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.000920656 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.000721493 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0189273 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0405024 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0660932 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0457016 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0327786 # DEPENDENCYPART_SIBL
(9,5),(9,32),-0.00981017 # DEPENDENCYPART_SIBL
(9,5),(9,33),0.0109853 # DEPENDENCYPART_SIBL
(9,5),(9,34),0.0286089 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0762312 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0317862 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00362138 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00751439 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0132645 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0136535 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.01925 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0340012 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0304898 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0477319 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0193757 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.00164942 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0198118 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0340012 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0061244 # DEPENDENCYPART_SIBL
(9,6),(9,32),-0.0211659 # DEPENDENCYPART_SIBL
(9,6),(9,33),0.0171006 # DEPENDENCYPART_SIBL
(9,6),(9,34),-0.000824296 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.045237 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0214044 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0232672 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0117612 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0326858 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.000718649 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.050738 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.049578 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0146182 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.043632 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0168049 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.00135888 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.050738 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.00958151 # DEPENDENCYPART_SIBL
(9,7),(9,32),0.0452159 # DEPENDENCYPART_SIBL
(9,7),(9,33),-0.00502927 # DEPENDENCYPART_SIBL
(9,7),(9,34),-0.0489381 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0341831 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0295231 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0479934 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00233448 # DEPENDENCYPART_SIBL
