# _root_ Kemper Financial Services Inc. , charging that program trading is ruining the stock market , cut off four big Wall Street firms from doing any of its stock-trading business .
#goldHeads=4,4,4,16,16,16,10,9,10,6,10,14,14,11,16,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
#predictedHeads=4,4,4,16,4,4,10,9,10,6,10,14,14,11,4,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
(6,10),(6,23),-0.0633114 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0416908 # DEPENDENCYPART_SIBL
(6,10),(6,30),0.0106224 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0121583 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0101785 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0245025 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0309322 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0212118 # DEPENDENCYPART_SIBL
(6,11),(6,30),0.00449677 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0295687 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.00271574 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0755562 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0069064 # DEPENDENCYPART_SIBL
(6,14),(6,30),0.0250079 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0343422 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.016758 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0469642 # DEPENDENCYPART_SIBL
(6,15),(6,30),0.00842355 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0204147 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.00885976 # DEPENDENCYPART_SIBL
(6,16),(6,30),0.0423134 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.0336079 # DEPENDENCYPART_SIBL
(6,23),(6,30),-0.000124891 # DEPENDENCYPART_SIBL
(6,24),(6,30),0.00754342 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0693116 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0865419 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0050979 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0552345 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0201523 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0346639 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0229561 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0750329 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0310551 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0170854 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0587083 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0206755 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0141372 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.012187 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0632085 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.123432 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.114549 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.116087 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.128947 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.110446 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0781932 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0103563 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00586627 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00467149 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0159175 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.00101035 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0380547 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0453741 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0453096 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0211331 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0194617 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00336212 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0042626 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0294585 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.00878755 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.0082664 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0837654 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0114526 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.033012 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0402369 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0611037 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0646891 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0160987 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0149579 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0468738 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0466511 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0444202 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.102145 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0301326 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.059481 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0724363 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0629441 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.058556 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0106276 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0539745 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0843882 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0273076 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0819351 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.110777 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00657365 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0317372 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0611799 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0729237 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0422763 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0266871 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0577235 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0533952 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0552704 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.109132 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0479193 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0880777 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0556373 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00786811 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00420305 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0373284 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0699743 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0345121 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.109592 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0488095 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0222538 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.103918 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0358975 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00701166 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0446948 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.000937524 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0975246 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0172137 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.091354 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0911218 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0522813 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0162087 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0437807 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.071131 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.150429 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0601456 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0625013 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.1339 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0568719 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0930438 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0672299 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0984484 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.103088 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0959953 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.142863 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0368011 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.031842 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0440559 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0189169 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00592745 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00210643 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.00204429 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0280642 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.00932938 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.00604808 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.140593 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0268166 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0155245 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.157637 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.16849 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.177668 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0142799 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.14562 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.120283 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0267527 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0139178 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0212561 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0491362 # DEPENDENCYPART_SIBL
(10,3),(10,30),-0.0238416 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0648169 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0177645 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.140988 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.139202 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.148374 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0353037 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.144121 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.116961 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.00211068 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0363924 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0253023 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.049663 # DEPENDENCYPART_SIBL
(10,4),(10,30),0.0154689 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00341682 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0243271 # DEPENDENCYPART_SIBL
(10,5),(10,8),-8.43848e-05 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00297786 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0126337 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0403572 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00538659 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.089967 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.024366 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0189432 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0298422 # DEPENDENCYPART_SIBL
(10,5),(10,30),0.037156 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0208404 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0383848 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0303419 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0174829 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00443465 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0157997 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0170411 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0199658 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0426428 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0269007 # DEPENDENCYPART_SIBL
(10,6),(10,30),0.0327116 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0176162 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0102865 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.11024 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0216024 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0154317 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0210772 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.128904 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00100478 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.116612 # DEPENDENCYPART_SIBL
(10,7),(10,30),-0.0684295 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.153032 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0305517 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.172596 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.147195 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0723013 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0301896 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0175126 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0850482 # DEPENDENCYPART_SIBL
(10,8),(10,30),-0.0715927 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0341139 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.157895 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.132425 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0307423 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0344761 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0368762 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0314531 # DEPENDENCYPART_SIBL
(10,9),(10,30),-0.0255148 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0665211 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0566212 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0626203 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0736967 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0695233 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.104222 # DEPENDENCYPART_SIBL
(10,11),(10,30),-0.0111419 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0427057 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0234051 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0237046 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.035508 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0145795 # DEPENDENCYPART_SIBL
(10,13),(10,30),-0.00937065 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0014808 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0296411 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0272979 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.00938936 # DEPENDENCYPART_SIBL
(10,14),(10,30),0.0165726 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00089682 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0289835 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.00619663 # DEPENDENCYPART_SIBL
(10,15),(10,30),0.00253211 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0528054 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0950458 # DEPENDENCYPART_SIBL
(10,16),(10,30),0.0239941 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0375623 # DEPENDENCYPART_SIBL
(10,19),(10,30),-0.0165865 # DEPENDENCYPART_SIBL
(10,23),(10,30),-0.00656954 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0104701 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0110546 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0272116 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0532425 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0491199 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0429983 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00230027 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.041373 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0157926 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0405243 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0483524 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0431708 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0331312 # DEPENDENCYPART_SIBL
(11,7),(11,30),-0.0109858 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0936623 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0368948 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.125323 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0742917 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0519295 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0504549 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0295354 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00956117 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0362434 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0691521 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0579952 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.0158932 # DEPENDENCYPART_SIBL
(11,8),(11,30),-0.0324127 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0371774 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0913002 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0622201 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0397884 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00767671 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0323205 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0184409 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0213584 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0556986 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.000474856 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0459627 # DEPENDENCYPART_SIBL
(11,9),(11,30),0.0116673 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.090175 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0182663 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00551191 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0275552 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0517115 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00651297 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.00623875 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0035346 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0507095 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0405185 # DEPENDENCYPART_SIBL
(11,10),(11,30),0.0488164 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0415874 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0296734 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0196168 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0335345 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.036264 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0362408 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0379059 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0374763 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0304708 # DEPENDENCYPART_SIBL
(11,12),(11,30),-0.0381486 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0262621 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0352678 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00759829 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0310199 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0467756 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0416741 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0150539 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.00340763 # DEPENDENCYPART_SIBL
(11,13),(11,30),-0.0139924 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0226118 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00432586 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0130886 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0195949 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0144935 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0536668 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.000135197 # DEPENDENCYPART_SIBL
(11,14),(11,30),0.0212896 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0274623 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.000474062 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.00293239 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.00868059 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.033214 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.0400842 # DEPENDENCYPART_SIBL
(11,15),(11,30),0.0070245 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0279641 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.00292746 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.000229054 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0347337 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.0114276 # DEPENDENCYPART_SIBL
(11,16),(11,30),0.0430112 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0385549 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0345497 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.00766542 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0211928 # DEPENDENCYPART_SIBL
(11,19),(11,30),-0.0167026 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0315723 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0248787 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.0087765 # DEPENDENCYPART_SIBL
(11,20),(11,30),0.00696837 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.00763197 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.027347 # DEPENDENCYPART_SIBL
(11,22),(11,30),-0.0406309 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.0268934 # DEPENDENCYPART_SIBL
(11,23),(11,30),-0.00232859 # DEPENDENCYPART_SIBL
(11,24),(11,30),0.00824122 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.10953 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0426972 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0658668 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.100302 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0338621 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0382882 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0494739 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0668761 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.143337 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.11793 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0390818 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.00437069 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0726117 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.00743136 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.038038 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0805201 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0749647 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.028789 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.00320013 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.00662219 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0471922 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0760359 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.020148 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0497383 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.115271 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0282625 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.125003 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0590018 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0504169 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.0856739 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0324228 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.029648 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0494847 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0309412 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0398379 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.00319494 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.117102 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.00464075 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0300922 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.113209 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0257803 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0140929 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0680807 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.016541 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0359526 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0631646 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0976054 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.286169 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.124901 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0871066 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0484632 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.165026 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0777217 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.148834 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.112568 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0437544 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.024347 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0422072 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.147654 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.110864 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00777135 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0445701 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0951521 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0213356 # DEPENDENCYPART_SIBL
