# _root_ In the diversifed businesses segment , which includes herbicides , profit grew to $ 64 million from $ 27 million .
#goldHeads=12,5,5,5,1,5,8,5,8,5,12,0,12,13,14,14,12,17,18,18,12,
#predictedHeads=12,5,5,5,1,5,8,5,8,12,12,0,12,13,14,14,12,17,18,18,12,
(8,2),(8,3),-0.0675189 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0413264 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.133473 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.119438 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0855248 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0340638 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0872226 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.111444 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0983921 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0984641 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.169264 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0885853 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00902997 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0169015 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0539021 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00216152 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0604854 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00207794 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0320755 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0767769 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0464415 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0286234 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0271633 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0173346 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.103412 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0302717 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0364571 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0234545 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0655152 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0300373 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.109839 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.068162 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.00721413 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0953281 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0245836 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.164367 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0261519 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0454148 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0197832 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0681794 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0441141 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0438594 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0120756 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.071697 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00795908 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0463544 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0127154 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0279372 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0203621 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.174668 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.011129 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0529654 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0423621 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00728827 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0431035 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.000460604 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.037 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0133635 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0190885 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00773503 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0641072 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0660628 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0263482 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0353392 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0189999 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0430138 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0169156 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0194821 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0597987 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.056373 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0689679 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0393748 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0646363 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.129683 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0305678 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0463314 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0455966 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0479586 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0021518 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0244518 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0137693 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.000162468 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0457427 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0347068 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00957534 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0111721 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0261815 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0159342 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00234575 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.000658758 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.122287 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0466663 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0191876 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0046819 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0822558 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0220385 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00750532 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.135861 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00572566 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0320572 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0779908 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00846942 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.128377 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00892914 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0172526 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.000834162 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0145849 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0437758 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0029437 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0522344 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0318624 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0576835 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0172909 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0274901 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.045143 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0298152 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0280754 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0789526 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0260553 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0160802 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00488576 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0639372 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.117856 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0164249 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00717897 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.000682064 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0841083 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0331259 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00558011 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0490598 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0183501 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00386902 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00318381 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0190273 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.10545 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.000904714 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00677874 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0474259 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00638819 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0533602 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0349789 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0638391 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0342319 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0196564 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0075782 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0050613 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0166481 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00673637 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.014312 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0326386 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00384469 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0112189 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.000271758 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00292496 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0873224 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0529299 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0306718 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.00142897 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.00362409 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0344748 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0238541 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0035354 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.00362409 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.022809 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0168862 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.000396889 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0272293 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.000396889 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.000792984 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0304899 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00142679 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.010605 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0662402 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0305058 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.00142679 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.134069 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.00406187 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.042969 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.258821 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.042969 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0872887 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0550551 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0135941 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0305252 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0212503 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0550551 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00397609 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.060918 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0096072 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0196324 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0096072 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0334271 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00188322 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0605196 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0110748 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.199648 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00899109 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00173963 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0883824 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.103158 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0883824 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0298403 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0059951 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0497222 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0155109 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00110701 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00167846 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.022385 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0367066 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.022385 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.107189 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00930313 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.116221 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0431983 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00497935 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0538038 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00934836 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0538038 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0361202 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0404571 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00364319 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0600656 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00960673 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0192256 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00960673 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.033102 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00899109 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00173963 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0883824 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.103158 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0883824 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0298403 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00856146 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0071882 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00799217 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0071882 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.00584244 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00325752 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.125754 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00325752 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0852642 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0156246 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00163066 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0512746 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0494732 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.0769855 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0512746 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0175707 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0310292 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0187241 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0363226 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0590016 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0675946 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0326266 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0409489 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0590016 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0643825 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.00983911 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0248426 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0207738 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0491889 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0350601 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0248426 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0427419 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0666665 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0452521 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0353235 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.123709 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.119436 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0831733 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0348928 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.123709 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0265518 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0778135 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.090152 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0880681 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0609827 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.144796 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.090152 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0849202 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.00844557 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.00375823 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0371511 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0488869 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0438639 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.00463889 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0371511 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00636473 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0489168 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0316022 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0367537 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0344836 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.00310607 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0316022 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0482879 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0949595 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.00992429 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.104054 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.00209471 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0944859 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.00992429 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0986963 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0302306 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0688399 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0228689 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.00336595 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.00510423 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0688399 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0324518 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0314992 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.100777 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.00266646 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0818094 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0314992 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0860199 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0327324 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0647737 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.026921 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.00741699 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.00260297 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0647737 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0381768 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0853359 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0150141 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0176577 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0330508 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0295874 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0281515 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0397292 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0171838 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0130735 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00468717 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0397292 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0846 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0017764 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0620489 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.016741 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0551726 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0266869 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0248541 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0284279 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0400154 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0155157 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0248541 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.17483 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00613087 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0325406 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0078567 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0495985 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0254932 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0374353 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0351652 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0010384 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0254932 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0545297 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00239389 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0951551 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0371726 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0620353 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0296633 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0101603 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0061479 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0620353 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0402572 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0295874 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0281515 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0397292 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0171838 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0130735 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00468717 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0397292 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0846 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.119854 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0276628 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0507768 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.030982 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0760783 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0276628 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0692774 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0611931 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0102017 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00619185 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.154047 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0611931 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00240866 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.040625 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0548031 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0155093 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0515064 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.000139767 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0280825 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0332487 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.023125 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.00557497 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0454399 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0387283 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0242001 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0308924 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0144133 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.000139767 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.04109 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0168631 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0163346 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0259291 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0557924 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0489749 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.058622 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0112179 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0090819 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0246877 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00890247 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.00610771 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00823949 # DEPENDENCYPART_SIBL
