# _root_ Abby Joseph Cohen , a market strategist at Drexel Burnham Lambert , is n't nearly so sanguine about the market 's chances of surging to new highs anytime soon .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
(7,5),(7,8),0.196593 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0279383 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.023685 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0277546 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.062968 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.269502 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0425818 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0245961 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0218234 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0724133 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0342364 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0209545 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0292116 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0287827 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0810121 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0655748 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0336728 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0463406 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.000173349 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00187406 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.000212038 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.031603 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0178719 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0247199 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0205317 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00891247 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00957694 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0117674 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0155394 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0311503 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00601447 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0385132 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0073679 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0121062 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0154593 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0306215 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00609321 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0385919 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00728881 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0155049 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0306649 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00604973 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0385485 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00733245 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0323658 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00836025 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0988284 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0443375 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0264235 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0116869 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0179162 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.00926771 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0142706 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.00141287 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0222925 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0151447 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0172747 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0770315 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0232406 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0587806 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0457045 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.117743 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.117807 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0318358 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0581376 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0557073 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0846235 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.117944 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.031837 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0581374 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.055707 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0846233 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0318352 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0581374 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.055707 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0846233 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00071116 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.000624707 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0983308 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0259604 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0211575 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0228754 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0606612 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.037827 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0282028 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0629865 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00643155 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0305528 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0292584 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0247077 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0565391 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0154895 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.00678092 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0136117 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0565174 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0422739 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0165436 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0118895 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0168204 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0601077 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0103196 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0300563 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.017047 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0153477 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0580663 # DEPENDENCYPART_SIBL
(11,1),(11,30),0.0128943 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0201791 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0542949 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0488412 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.023111 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0184569 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0233878 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0732436 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0147257 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0330305 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0140727 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0183219 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0550934 # DEPENDENCYPART_SIBL
(11,2),(11,30),0.0156974 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0565176 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0422736 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0165434 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0118893 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0168202 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0612797 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0108372 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0290493 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0175506 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.014844 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0580669 # DEPENDENCYPART_SIBL
(11,3),(11,30),0.0140884 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0606988 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0381144 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0378272 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0402006 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.060763 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.269428 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0434751 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0425842 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0245937 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0336323 # DEPENDENCYPART_SIBL
(11,5),(11,30),-0.0355171 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00433001 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00640918 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00147824 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0216741 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0784613 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0204709 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0628813 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0309793 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0842012 # DEPENDENCYPART_SIBL
(11,6),(11,30),-0.0311423 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0118895 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0168204 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0589637 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0103196 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0300563 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.017047 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0153477 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.056605 # DEPENDENCYPART_SIBL
(11,7),(11,30),0.0128943 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0321193 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0665957 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0152232 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.040043 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00706023 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0253319 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0381696 # DEPENDENCYPART_SIBL
(11,9),(11,30),0.0270006 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0667218 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0190211 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0347158 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0123874 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0200047 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0533145 # DEPENDENCYPART_SIBL
(11,10),(11,30),0.017474 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0338254 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0109885 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00997884 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.100447 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0662753 # DEPENDENCYPART_SIBL
(11,12),(11,30),-0.000991493 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0268163 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0264235 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0116869 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00710433 # DEPENDENCYPART_SIBL
(11,13),(11,30),0.0313736 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00866135 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00746563 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0159159 # DEPENDENCYPART_SIBL
(11,14),(11,30),8.91683e-05 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00926771 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0242993 # DEPENDENCYPART_SIBL
(11,15),(11,30),-0.00202214 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0164715 # DEPENDENCYPART_SIBL
(11,16),(11,30),0.0374302 # DEPENDENCYPART_SIBL
(11,18),(11,30),0.0281413 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.127061 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.124474 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0290053 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0764651 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.119462 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.122213 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0419583 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.124955 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.126261 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.122458 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0290053 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0876809 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0625208 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.000778376 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00555008 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.00185119 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.104968 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.0928481 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.00667926 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.000803766 # DEPENDENCYPART_SIBL
(13,1),(13,28),-0.00019782 # DEPENDENCYPART_SIBL
(13,1),(13,29),-0.022178 # DEPENDENCYPART_SIBL
(13,1),(13,30),-0.0157582 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.122379 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0287654 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0764651 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.117367 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.120118 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0419687 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.12286 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.124166 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.120363 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0287654 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0876427 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.062559 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00081661 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00588759 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0018124 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.107234 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0951135 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.00663964 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.00146984 # DEPENDENCYPART_SIBL
(13,2),(13,28),-0.000236054 # DEPENDENCYPART_SIBL
(13,2),(13,29),-0.0222162 # DEPENDENCYPART_SIBL
(13,2),(13,30),-0.0159171 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0256362 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0790033 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.122 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.124751 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0444965 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.127493 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.128799 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.124996 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0256362 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0870458 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0621492 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.000406808 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.00692811 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.00322924 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.105233 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0931132 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.00805731 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.00330586 # DEPENDENCYPART_SIBL
(13,3),(13,28),0.000173748 # DEPENDENCYPART_SIBL
(13,3),(13,29),-0.0218064 # DEPENDENCYPART_SIBL
(13,3),(13,30),-0.0118387 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0320318 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0016031 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0131729 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0555986 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.000283258 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.006628 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00386766 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0287648 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0299682 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0553435 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0292372 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0253083 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0072689 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.033476 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0128062 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.106581 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.0132084 # DEPENDENCYPART_SIBL
(13,4),(13,28),-0.000570027 # DEPENDENCYPART_SIBL
(13,4),(13,29),-0.0109762 # DEPENDENCYPART_SIBL
(13,4),(13,30),0.0401071 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0651266 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0667003 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.104035 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0653555 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0667447 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0667029 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.103437 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.119103 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.182527 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.133641 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.020396 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0227621 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.09983 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0892378 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.114401 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.0867874 # DEPENDENCYPART_SIBL
(13,5),(13,28),-0.143811 # DEPENDENCYPART_SIBL
(13,5),(13,29),-0.152837 # DEPENDENCYPART_SIBL
(13,5),(13,30),-0.0773491 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.125586 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0508708 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.134413 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.135719 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.131916 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0199144 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0899989 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0507643 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0107648 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0180191 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0166292 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.099063 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.089308 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0229627 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0094526 # DEPENDENCYPART_SIBL
(13,6),(13,28),0.0116231 # DEPENDENCYPART_SIBL
(13,6),(13,29),-0.0103569 # DEPENDENCYPART_SIBL
(13,6),(13,30),-0.0117366 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0419583 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.124955 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.126261 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.122458 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0290053 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0876809 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0625208 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.000778376 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.00555008 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.00331245 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.10575 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0936303 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.00814052 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.000803766 # DEPENDENCYPART_SIBL
(13,7),(13,28),-0.00019782 # DEPENDENCYPART_SIBL
(13,7),(13,29),-0.022178 # DEPENDENCYPART_SIBL
(13,7),(13,30),-0.0157582 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0218057 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0246399 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0246581 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.116363 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0401864 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0643798 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0383586 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00548151 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0789577 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0542171 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.054986 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.110384 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0602084 # DEPENDENCYPART_SIBL
(13,8),(13,28),-0.0302636 # DEPENDENCYPART_SIBL
(13,8),(13,29),-0.038368 # DEPENDENCYPART_SIBL
(13,8),(13,30),-0.00424389 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.120292 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.116284 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0295174 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0932043 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0569974 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00474246 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0100892 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0122626 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.10198 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0898598 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0170907 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0049148 # DEPENDENCYPART_SIBL
(13,9),(13,28),0.00532552 # DEPENDENCYPART_SIBL
(13,9),(13,29),-0.0166572 # DEPENDENCYPART_SIBL
(13,9),(13,30),0.00472851 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.121612 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0289862 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0875887 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.062613 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.000873096 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00554592 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00185077 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.107158 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0950381 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.00667884 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.00279118 # DEPENDENCYPART_SIBL
(13,10),(13,28),-0.000290091 # DEPENDENCYPART_SIBL
(13,10),(13,29),-0.0222728 # DEPENDENCYPART_SIBL
(13,10),(13,30),-0.0159309 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0315589 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.087633 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0625687 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00084669 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0055412 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00184231 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.103608 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0914874 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.00667038 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.00278341 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.000245782 # DEPENDENCYPART_SIBL
(13,11),(13,29),-0.0222443 # DEPENDENCYPART_SIBL
(13,11),(13,30),-0.0157934 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0299682 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0553435 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0292372 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0253083 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0072689 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.033476 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0128062 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.106581 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0132084 # DEPENDENCYPART_SIBL
(13,12),(13,28),-0.000570027 # DEPENDENCYPART_SIBL
(13,12),(13,29),-0.0109762 # DEPENDENCYPART_SIBL
(13,12),(13,30),0.0401071 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0176516 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0959913 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.119092 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0124877 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0414231 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0398019 # DEPENDENCYPART_SIBL
