# _root_ Like others , Mr. Gabelli says that if futures cause investors to lose confidence in stocks , they will move away from stocks -- as many have already done .
#goldHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
#predictedHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
(6,3),(6,10),-0.022284 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0191895 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00226681 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0351326 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0822933 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.257771 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0500702 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.00103862 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0130987 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0627741 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.00172675 # DEPENDENCYPART_SIBL
(6,3),(6,30),0.0276187 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.167524 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.164495 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.138661 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.113784 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0359981 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.107151 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.016133 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0245451 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.143494 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0370121 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0120721 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0254736 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0145102 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0112422 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.00478922 # DEPENDENCYPART_SIBL
(6,4),(6,30),-0.00965741 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.108429 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0836601 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0975135 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00955596 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0908755 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.000214314 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.021009 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0638951 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0185864 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00549812 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0200879 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0381353 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0314276 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.0524476 # DEPENDENCYPART_SIBL
(6,5),(6,30),0.014479 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.176847 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0925768 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.101011 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0889761 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0584221 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.104819 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.106358 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0976718 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0911605 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0841986 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0739756 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0672403 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0914805 # DEPENDENCYPART_SIBL
(6,7),(6,30),-0.119323 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0736421 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0713456 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0700413 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0424907 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0751536 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0725189 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0520653 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0749975 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0545329 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0530319 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0425462 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0608731 # DEPENDENCYPART_SIBL
(6,8),(6,30),-0.0794125 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0824736 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0747186 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0377648 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0844726 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0351706 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00385267 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0776605 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0581468 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0363437 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0174502 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0953171 # DEPENDENCYPART_SIBL
(6,9),(6,30),-0.0639924 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0334338 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0456298 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0314897 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0257332 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0131878 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0611161 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0063375 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0352012 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.00336995 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0104427 # DEPENDENCYPART_SIBL
(6,10),(6,30),0.0161767 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0389314 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0741899 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0501119 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00744775 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0729613 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0478641 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.027901 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0061241 # DEPENDENCYPART_SIBL
(6,11),(6,27),-0.0850436 # DEPENDENCYPART_SIBL
(6,11),(6,30),-0.0314458 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.035665 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0101836 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0031648 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0625446 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0195983 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0162177 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0261312 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.0348769 # DEPENDENCYPART_SIBL
(6,12),(6,30),-0.00488363 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0187963 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0028724 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0626015 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.00859797 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0426659 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.00485537 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0127031 # DEPENDENCYPART_SIBL
(6,13),(6,30),0.0121503 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0167319 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0634942 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0278719 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0107366 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.02683 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0390147 # DEPENDENCYPART_SIBL
(6,15),(6,30),-0.0616021 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0487682 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.00777634 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0116856 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0403009 # DEPENDENCYPART_SIBL
(6,17),(6,27),0.0112945 # DEPENDENCYPART_SIBL
(6,17),(6,30),-0.0402419 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0144434 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.00627105 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0252486 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.00228022 # DEPENDENCYPART_SIBL
(6,19),(6,30),0.0498767 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0331598 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.00807646 # DEPENDENCYPART_SIBL
(6,20),(6,27),-0.0100081 # DEPENDENCYPART_SIBL
(6,20),(6,30),0.0317157 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.00880372 # DEPENDENCYPART_SIBL
(6,21),(6,27),0.0218436 # DEPENDENCYPART_SIBL
(6,21),(6,30),-0.0119409 # DEPENDENCYPART_SIBL
(6,24),(6,27),0.0298052 # DEPENDENCYPART_SIBL
(6,24),(6,30),0.0271391 # DEPENDENCYPART_SIBL
(6,27),(6,30),0.0315267 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0236964 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0193811 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0682152 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.11251 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0252477 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.110792 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0172899 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.105516 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0301071 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0676517 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0124125 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0714105 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0209509 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00473164 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0240617 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00879744 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0704678 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0203 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00700994 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0171356 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0323144 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0528468 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0136104 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00828449 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00540014 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00504102 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0175453 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0177187 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0363641 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0389836 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00562073 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0781223 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0449646 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0235896 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0181448 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0433089 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0239464 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0301484 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0437665 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.124814 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.071281 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0956151 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.076291 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0772088 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00973033 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00414638 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00734323 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00116025 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0238289 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0133584 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0119869 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00758559 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0165826 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00475027 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00861571 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.04243 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.00582277 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0101446 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0110787 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0563925 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.102892 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0145954 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00617092 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0713123 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00723781 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.00130495 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00314872 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0196168 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0691735 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0226767 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0125751 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0156677 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0229149 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.00700877 # DEPENDENCYPART_SIBL
(10,1),(10,30),0.0119363 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0023446 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.137759 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0900378 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0258402 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0386487 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.020143 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0901497 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0151473 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0124288 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00980422 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.006009 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0220276 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0371168 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.00147915 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.00854728 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0116956 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0294153 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.00663093 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.0224053 # DEPENDENCYPART_SIBL
(10,2),(10,30),0.0373134 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0309074 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00349395 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0411752 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.018712 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.00826118 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00377375 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00860415 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00980337 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0229611 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00397077 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0218828 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.024515 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.151249 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0299137 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0146191 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.040597 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.00292907 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.00274873 # DEPENDENCYPART_SIBL
(10,3),(10,30),0.051909 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.116016 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0149014 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0477051 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0291965 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.116127 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0301479 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.00794196 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0356278 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0210044 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0739265 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0521123 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0199762 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.00407241 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0337438 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.00721183 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0197284 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0249929 # DEPENDENCYPART_SIBL
(10,4),(10,30),0.000671477 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0195074 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0454064 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0269018 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0924037 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0153724 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00725428 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0085321 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0062341 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00452151 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0373419 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.000308372 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0123465 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0104235 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0294704 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.000694111 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.0212712 # DEPENDENCYPART_SIBL
(10,5),(10,30),0.023421 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00967908 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.035534 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00279437 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0239165 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0551788 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00838022 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0219478 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0183657 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0328361 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0571203 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0696304 # DEPENDENCYPART_SIBL
(10,6),(10,20),1.35651e-05 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.00846392 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0130762 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0360178 # DEPENDENCYPART_SIBL
(10,6),(10,30),0.0479804 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.143481 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0183296 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0366296 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.110802 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0161172 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0260269 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0141433 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0506318 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0648621 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00480231 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.00592342 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0118359 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0493162 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.00867188 # DEPENDENCYPART_SIBL
(10,7),(10,30),-0.100244 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0783704 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00203762 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0713751 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00175845 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00951124 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0660678 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0114194 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0355355 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0782119 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0181063 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0045368 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0164338 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0113798 # DEPENDENCYPART_SIBL
(10,8),(10,30),-0.182785 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0253139 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0344184 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0158862 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0161756 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00205114 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0498777 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00513069 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00396269 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0139948 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0115759 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0149934 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.00372455 # DEPENDENCYPART_SIBL
(10,9),(10,30),0.00807323 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0131817 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0411113 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0280489 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0326373 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.022097 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00308272 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0506442 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0147856 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.00608195 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0053257 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0529816 # DEPENDENCYPART_SIBL
(10,11),(10,30),-0.0123701 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0270972 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0158733 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00226323 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.015154 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00145288 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.055842 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0110305 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0109774 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0319697 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.0294196 # DEPENDENCYPART_SIBL
(10,12),(10,30),-0.00662476 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.019873 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0163187 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0154028 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0112311 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0620567 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.00752305 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0427055 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0188547 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0147192 # DEPENDENCYPART_SIBL
(10,13),(10,30),-0.00338399 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0246145 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0283014 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0162918 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0510359 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0173043 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.00991825 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.00739083 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.0554911 # DEPENDENCYPART_SIBL
(10,14),(10,30),-0.0224301 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0304796 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0144352 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0342813 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0058807 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0163588 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.00950893 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0200386 # DEPENDENCYPART_SIBL
(10,15),(10,30),-0.0230859 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0126904 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0465902 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0116828 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.00553808 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.00367695 # DEPENDENCYPART_SIBL
