# _root_ This program , combined with cash grants to needy students , would reduce program costs and much more effectively target the intended beneficiaries .
#goldHeads=2,12,2,2,4,7,5,7,10,8,2,0,16,15,13,12,20,17,17,16,23,23,20,12,
#predictedHeads=2,12,2,2,4,7,5,7,10,8,2,0,12,15,16,13,16,17,20,16,23,23,20,12,
(7,1),(7,9),-0.103607 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.116837 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.162726 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0967127 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0346659 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.134117 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0977225 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.115629 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.0926307 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0365321 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0418466 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00932221 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.012684 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.107053 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.030741 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0304695 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.026996 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.024305 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0614367 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0413661 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0234978 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0275817 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0394406 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0738907 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0281725 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0332979 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00490683 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.063398 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0323602 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.108552 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0492701 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0254927 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0414301 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0575921 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0307462 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0192428 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.011987 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0107658 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00631658 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0287071 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00122203 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00902096 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0202932 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0391446 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0221585 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00710071 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.00227474 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0268943 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0228666 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0339749 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0310392 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0174958 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0483897 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00687385 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0648152 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0383481 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0198817 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0158938 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0204177 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0569204 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0188885 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0376845 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0779899 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0270409 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00735291 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0267878 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0322992 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0405721 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.02547 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00428727 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00586095 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00409174 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0372268 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00283024 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0015504 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0114118 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.00629496 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0837863 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00683628 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00981105 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0239458 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00144837 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0111142 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0312701 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.00609006 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.00284539 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0131404 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0277724 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0200469 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.019654 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0402671 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0141882 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.018944 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00386859 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0277257 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0150832 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0131588 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0414211 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.000841848 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0138548 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0141199 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0340597 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.00683032 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0141962 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0168896 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0227065 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.00786823 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.00178433 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0510012 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0157036 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0115186 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0389633 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.000940072 # DEPENDENCYPART_SIBL
(7,23),(7,24),0.0203843 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0204963 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00271195 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0225121 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00437718 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.010233 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0157967 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00209142 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0109593 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0448866 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0228447 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0258066 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0495979 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00265668 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0251696 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0362484 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00223799 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0228416 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0436492 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00313279 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0310647 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0961303 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.104468 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0893934 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0562483 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0227514 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.021302 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0613558 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.110248 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0305526 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00140933 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00382252 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0399933 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0187543 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00985975 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0129578 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0148189 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00507092 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.000121558 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.029564 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0207583 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0440053 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0163188 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0335776 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.078305 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0351195 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0265167 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00938054 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.015425 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0357401 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.117825 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0393656 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0310934 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0326235 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0520328 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0589346 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0219396 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0106301 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0105398 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0184982 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0188164 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0378545 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00532845 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0177039 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.039131 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.021072 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00712861 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0126876 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.00336122 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0194401 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0113909 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.10602 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.011013 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0424007 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0013554 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0627374 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.034984 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.017847 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0264131 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0125296 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00343448 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0297445 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00772479 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0889192 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0343025 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0111744 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0314944 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0360583 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0184549 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0452787 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0111549 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0131157 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.044926 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0142226 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0196467 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00328446 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0175912 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00479318 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0170688 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00782995 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0453432 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0158945 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0448718 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.200608 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0678514 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0775263 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.216411 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00942011 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.045309 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00930084 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0186028 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0600867 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.00167511 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.00914282 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00161937 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0301463 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0178461 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0149913 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0114913 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.044184 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0127957 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0129535 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.033199 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.000890757 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.00566385 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0163222 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0224426 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00308737 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.00730086 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0499566 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.00305867 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0143533 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.018752 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0386608 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0167741 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0607223 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.00829138 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.00330463 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0296121 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0727519 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0702223 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.00690066 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0764389 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.00829138 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0221088 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00265948 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.00153336 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.00104551 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0105622 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0184663 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0134 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0901559 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.00179723 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0332881 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0401712 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.154409 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.147422 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0509226 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.150731 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.00179723 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.000956223 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0377558 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0508878 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0194692 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0666291 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0442815 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.00527409 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0085587 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0003929 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0300515 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0315706 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0159199 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0197357 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0214365 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.09602 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0373476 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0191627 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0221949 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00879863 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0141162 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00704136 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.00172665 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.0550035 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.065979 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0293193 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0250938 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0205498 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0313384 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0137491 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0180047 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0592304 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0707661 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0314629 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.000394015 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.00849465 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0124566 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.0281985 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0334226 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.026258 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0275298 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0446601 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00990427 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.110676 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0394327 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0512299 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0184397 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00811534 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0095523 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.113947 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.00454453 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.15196 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0545217 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.155268 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0108238 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00678926 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0345116 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0454948 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0230448 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0678456 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.045498 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0111071 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.00898326 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0505863 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.152588 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0114349 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0161457 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0432148 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0541981 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.021121 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0691501 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0468024 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0204636 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0061356 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0160604 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.00524152 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0208515 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0324764 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0340127 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00574007 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.000781491 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0053734 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0253881 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0217915 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0157064 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0139652 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0324232 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0433977 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0181742 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0594192 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0370716 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0182831 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.00839473 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0373476 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0191627 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0221949 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00879863 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0141162 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00704136 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00172665 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0550035 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0524782 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0517493 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.176861 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.113482 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.109635 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0829209 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0124057 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0250604 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.076033 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0127664 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0167232 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.079707 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.00815133 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0879849 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0155325 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0194893 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0841401 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.00718512 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0461317 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0464124 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0104598 # DEPENDENCYPART_SIBL
(12,16),(12,24),-3.06561e-05 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0504031 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0346749 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0486656 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0215558 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.024939 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.00989127 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0101965 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.00688778 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.00636341 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0101965 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0509057 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.00324566 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0529659 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0339872 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.114 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0997288 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0388804 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0425908 # DEPENDENCYPART_SIBL
