# _root_ He added : `` Every paper company management has to be saying to itself , ` Before someone comes after me , I 'm going to go after somebody . ' ''
#goldHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,2,2,
#predictedHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,12,2,
(2,11),(2,31),0.040096 # DEPENDENCYPART_SIBL
(2,11),(2,32),0.050715 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0139172 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0681749 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.0312336 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0379398 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.0361735 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.0586881 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.0681749 # DEPENDENCYPART_SIBL
(2,12),(2,24),0.023621 # DEPENDENCYPART_SIBL
(2,12),(2,25),0.0314562 # DEPENDENCYPART_SIBL
(2,12),(2,28),0.0586881 # DEPENDENCYPART_SIBL
(2,12),(2,30),0.100315 # DEPENDENCYPART_SIBL
(2,12),(2,31),0.073757 # DEPENDENCYPART_SIBL
(2,12),(2,32),0.103371 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0200532 # DEPENDENCYPART_SIBL
(2,13),(2,16),-0.0128091 # DEPENDENCYPART_SIBL
(2,13),(2,17),-0.0215584 # DEPENDENCYPART_SIBL
(2,13),(2,19),0.0110354 # DEPENDENCYPART_SIBL
(2,13),(2,20),0.028275 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.0200532 # DEPENDENCYPART_SIBL
(2,13),(2,24),-0.00752635 # DEPENDENCYPART_SIBL
(2,13),(2,25),0.0172269 # DEPENDENCYPART_SIBL
(2,13),(2,28),0.028275 # DEPENDENCYPART_SIBL
(2,13),(2,30),0.0148637 # DEPENDENCYPART_SIBL
(2,13),(2,31),0.0069747 # DEPENDENCYPART_SIBL
(2,13),(2,32),-9.95508e-05 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.0872456 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.029402 # DEPENDENCYPART_SIBL
(2,15),(2,19),0.0367914 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.0702202 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.0211456 # DEPENDENCYPART_SIBL
(2,15),(2,24),0.0110591 # DEPENDENCYPART_SIBL
(2,15),(2,25),0.0457889 # DEPENDENCYPART_SIBL
(2,15),(2,28),0.0702202 # DEPENDENCYPART_SIBL
(2,15),(2,30),-0.00320977 # DEPENDENCYPART_SIBL
(2,15),(2,31),0.132652 # DEPENDENCYPART_SIBL
(2,15),(2,32),0.0722868 # DEPENDENCYPART_SIBL
(2,16),(2,17),0.0295192 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.0990803 # DEPENDENCYPART_SIBL
(2,16),(2,20),0.0535748 # DEPENDENCYPART_SIBL
(2,16),(2,22),0.0469863 # DEPENDENCYPART_SIBL
(2,16),(2,24),0.062785 # DEPENDENCYPART_SIBL
(2,16),(2,25),0.0812575 # DEPENDENCYPART_SIBL
(2,16),(2,28),0.0535748 # DEPENDENCYPART_SIBL
(2,16),(2,30),0.0346644 # DEPENDENCYPART_SIBL
(2,16),(2,31),0.160707 # DEPENDENCYPART_SIBL
(2,16),(2,32),0.15468 # DEPENDENCYPART_SIBL
(2,17),(2,19),-0.0115884 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.0338932 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.000489847 # DEPENDENCYPART_SIBL
(2,17),(2,24),-0.0318403 # DEPENDENCYPART_SIBL
(2,17),(2,25),-0.0240819 # DEPENDENCYPART_SIBL
(2,17),(2,28),-0.0338932 # DEPENDENCYPART_SIBL
(2,17),(2,30),-0.0350817 # DEPENDENCYPART_SIBL
(2,17),(2,31),-0.00906067 # DEPENDENCYPART_SIBL
(2,17),(2,32),-0.0179762 # DEPENDENCYPART_SIBL
(2,19),(2,20),0.0387715 # DEPENDENCYPART_SIBL
(2,19),(2,22),0.0155731 # DEPENDENCYPART_SIBL
(2,19),(2,24),0.000465626 # DEPENDENCYPART_SIBL
(2,19),(2,25),0.00798171 # DEPENDENCYPART_SIBL
(2,19),(2,28),0.0387715 # DEPENDENCYPART_SIBL
(2,19),(2,30),0.0467297 # DEPENDENCYPART_SIBL
(2,19),(2,31),0.0436753 # DEPENDENCYPART_SIBL
(2,19),(2,32),0.0650962 # DEPENDENCYPART_SIBL
(2,20),(2,22),0.0364736 # DEPENDENCYPART_SIBL
(2,20),(2,24),-0.0412281 # DEPENDENCYPART_SIBL
(2,20),(2,25),-0.0333214 # DEPENDENCYPART_SIBL
(2,20),(2,28),-0.040362 # DEPENDENCYPART_SIBL
(2,20),(2,30),-0.0251482 # DEPENDENCYPART_SIBL
(2,20),(2,31),0.00153011 # DEPENDENCYPART_SIBL
(2,20),(2,32),0.00093159 # DEPENDENCYPART_SIBL
(2,22),(2,24),0.0110591 # DEPENDENCYPART_SIBL
(2,22),(2,25),0.0457889 # DEPENDENCYPART_SIBL
(2,22),(2,28),0.0702202 # DEPENDENCYPART_SIBL
(2,22),(2,30),-0.00320977 # DEPENDENCYPART_SIBL
(2,22),(2,31),0.132652 # DEPENDENCYPART_SIBL
(2,22),(2,32),0.0722868 # DEPENDENCYPART_SIBL
(2,24),(2,25),0.00072337 # DEPENDENCYPART_SIBL
(2,24),(2,28),0.0354717 # DEPENDENCYPART_SIBL
(2,24),(2,30),0.0499062 # DEPENDENCYPART_SIBL
(2,24),(2,31),0.0311255 # DEPENDENCYPART_SIBL
(2,24),(2,32),0.0452032 # DEPENDENCYPART_SIBL
(2,25),(2,28),0.0489404 # DEPENDENCYPART_SIBL
(2,25),(2,30),0.0705576 # DEPENDENCYPART_SIBL
(2,25),(2,31),0.0697735 # DEPENDENCYPART_SIBL
(2,25),(2,32),0.107629 # DEPENDENCYPART_SIBL
(2,28),(2,30),-0.0251482 # DEPENDENCYPART_SIBL
(2,28),(2,31),0.00153011 # DEPENDENCYPART_SIBL
(2,28),(2,32),0.00093159 # DEPENDENCYPART_SIBL
(2,30),(2,31),0.0785595 # DEPENDENCYPART_SIBL
(2,30),(2,32),0.176549 # DEPENDENCYPART_SIBL
(2,31),(2,32),0.0234871 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0118777 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0110773 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0117094 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.14982 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0142638 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.00946312 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.00493829 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.00369099 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.00519748 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.00487362 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0168977 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0850685 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0524223 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0173615 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00448403 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.018977 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0011026 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00851409 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0350564 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0242295 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0279272 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0095228 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0376522 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0411365 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0224018 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0337435 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.00225256 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00038199 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0224077 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.036306 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0920598 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0617838 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0499327 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00583566 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00148685 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0184317 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0544021 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0358093 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00147664 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0408643 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.146588 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0621612 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0585623 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0427961 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00814981 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0337375 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.000269767 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00509545 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0163868 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0153929 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0396706 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00366674 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00873418 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0124502 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0127828 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0283579 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0345517 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0293601 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0161578 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0125425 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0361439 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0177579 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.000841009 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0156247 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0109845 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.00153282 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.106994 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0513258 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0185962 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0855853 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00121741 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0711735 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0611259 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00331426 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0359977 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0230142 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.025553 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0840072 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.045373 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0653926 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0934509 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.048519 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0525474 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0425864 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0966365 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0480355 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.192587 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.105643 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0223522 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0955221 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0216154 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0226649 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.025527 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.026017 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0841438 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0494264 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0164393 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0557774 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0245402 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00609189 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0235737 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00132357 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0278657 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0235737 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0276471 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0216798 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0207672 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0074516 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0376546 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00378239 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.012922 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0406584 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0227835 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00465838 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00652909 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0227835 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.036306 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0189683 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.00529456 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0891653 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.085328 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0847645 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0117577 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0542813 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00443119 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0125135 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0542813 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0353128 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0464616 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0204044 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0115377 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0483382 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.16244 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.049581 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0780078 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0744092 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.049581 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00174796 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0372956 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0669728 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00937897 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0355758 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0735685 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0315284 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0398024 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0735685 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0114813 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0111587 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0426117 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.111928 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.092418 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0340044 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0363615 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.092418 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00873136 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0160731 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0335522 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0118489 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0282501 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0230584 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0118489 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0168402 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0248935 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0273343 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0207165 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.000293338 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.040484 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00190732 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.00361708 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00828707 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0298423 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0134491 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00513866 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0331861 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0341182 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0113159 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0152822 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0212197 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0158771 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00190732 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.00361708 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.00828707 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0151175 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.014565 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0180222 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0360566 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0354615 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.02945 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0447687 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0211962 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0218186 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0280224 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.120113 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0645834 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0724227 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.120113 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00348432 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0292644 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0322527 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0609483 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.00348432 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0744611 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.0530675 # DEPENDENCYPART_SIBL
(9,1),(9,30),0.140615 # DEPENDENCYPART_SIBL
(9,1),(9,31),-0.0256488 # DEPENDENCYPART_SIBL
(9,1),(9,32),-0.0353061 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0135473 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00626934 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0251002 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00621946 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0182788 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0189635 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0785179 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00712569 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.00185227 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0785179 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.106112 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0311595 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0177608 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0067604 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.106112 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0106865 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0225167 # DEPENDENCYPART_SIBL
(9,2),(9,30),0.0410127 # DEPENDENCYPART_SIBL
(9,2),(9,31),-0.0444998 # DEPENDENCYPART_SIBL
(9,2),(9,32),-0.028172 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.033343 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0379022 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00892949 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.01263 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00654297 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0619681 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0709726 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0464591 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0619681 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0403944 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00819174 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.018942 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0547011 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0403944 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0650805 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0399753 # DEPENDENCYPART_SIBL
(9,3),(9,30),0.00831812 # DEPENDENCYPART_SIBL
(9,3),(9,31),-0.00823009 # DEPENDENCYPART_SIBL
(9,3),(9,32),-2.35628e-05 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.000770307 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0313674 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00977168 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.026474 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0530568 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0198475 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00444742 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0530568 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00659167 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.054504 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0342703 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0149202 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.00659167 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0243996 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.0118975 # DEPENDENCYPART_SIBL
(9,4),(9,30),0.0225233 # DEPENDENCYPART_SIBL
(9,4),(9,31),0.159834 # DEPENDENCYPART_SIBL
(9,4),(9,32),0.426695 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0281793 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0323763 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0260755 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0560046 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0435964 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0317258 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0560046 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0473931 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0287774 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0994571 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0208246 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0473931 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.011548 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0305949 # DEPENDENCYPART_SIBL
(9,5),(9,30),0.0641823 # DEPENDENCYPART_SIBL
(9,5),(9,31),0.0718529 # DEPENDENCYPART_SIBL
(9,5),(9,32),0.117956 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.14625 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.141647 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0531136 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0343396 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00502199 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0531136 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0715755 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0206358 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0179414 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0287365 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0715755 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0390798 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.000937672 # DEPENDENCYPART_SIBL
(9,6),(9,30),-0.0151459 # DEPENDENCYPART_SIBL
(9,6),(9,31),-0.0181612 # DEPENDENCYPART_SIBL
(9,6),(9,32),-0.044767 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.135288 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0680618 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.046521 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0868776 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0680618 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0629334 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00466643 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00328465 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0631631 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0629334 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0528199 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.090962 # DEPENDENCYPART_SIBL
(9,7),(9,30),0.0557329 # DEPENDENCYPART_SIBL
(9,7),(9,31),0.0154581 # DEPENDENCYPART_SIBL
(9,7),(9,32),0.00405165 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0289675 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0143142 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0162886 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0289675 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0590618 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00834425 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0139995 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00742593 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0590618 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0177692 # DEPENDENCYPART_SIBL
