# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=16,3,16,3,16,13,6,9,12,9,12,7,0,13,16,0,18,16,16,
(6,13),(13,11),-0.0168195 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0773028 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.012371 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.370954 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.460397 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.460554 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.825098 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.56308 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.545718 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.560098 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.525364 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.590563 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.917042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.134684 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.0141318 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.593896 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0765305 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.182227 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.439843 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.430435 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.332961 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.420763 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.361279 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.992526 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0621255 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.058248 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.371265 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.178339 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.493631 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.163336 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.742962 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.531977 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.788774 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.748431 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.752091 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-1.09671 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.571199 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.700356 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.691457 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.436213 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.431172 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.937668 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.806723 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.62445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,19),-1.648 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.648593 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.569871 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.488212 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.991736 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.843427 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.51767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),0.0889547 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.699982 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.941024 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.637906 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.713427 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.75844 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.58589 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.722702 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.701063 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.470176 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.910608 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.811939 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.62452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),0.0371914 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.67221 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.780329 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.64812 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.510367 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.25894 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.903978 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-1.36933 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.129905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.04422 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.1302 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.044 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.59941 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.25906 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.653036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.77003 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-1.37527 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.102999 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.150148 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0685057 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.183841 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.520937 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-1.10445 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.963909 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.00818 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.23589 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.12552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,11),-0.161488 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.997636 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.10916 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.00413 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.02226 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.44118 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.23578 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.03675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.689064 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-1.00739 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.293019 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.129348 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.24371 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.279048 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.597045 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.29337 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.09281 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.53017 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.87571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.778781 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),1.0743 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.429123 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.166429 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0423732 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.20841 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.253888 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.615348 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.26456 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.01134 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.09524 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.0478 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.01445 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.44876 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.26046 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.4609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.0120741 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.304473 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-1.27881 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.389303 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.612604 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.357534 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-1.03154 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.35406 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.68387 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-1.40142 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.00573 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.11443 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.05536 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.02573 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.47329 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.28126 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.22537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.588231 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-1.117 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.234215 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.44186 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.192428 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.369459 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.829628 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.803292 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.444815 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-1.43075 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.910594 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0930954 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.108687 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.0776524 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.856584 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.682189 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-1.11843 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.641145 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.731818 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.660545 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.674638 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.577255 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.598499 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.473667 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.84165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.60681 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.51553 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.590888 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.720818 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.16538 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.1762 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.09743 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.18939 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.47572 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.34915 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.21429 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.13308 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.37358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.38208 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.27285 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.21605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-1.20489 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.173549 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.271847 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.551776 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.670243 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.793001 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.752098 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.19614 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.16935 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.29814 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.17934 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.207191 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.544324 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.711644 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.419147 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.676754 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.994098 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.914683 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.535689 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.494134 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.237889 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.609085 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.545314 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.283622 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-1.32922 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.554564 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.542936 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.640953 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.581161 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.549673 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.311832 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.38681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,13),-0.988533 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.889697 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.3293 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.515367 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.48532 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.455593 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.536919 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.360626 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.475168 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.171478 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.57297 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.38284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-1.1109 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.724778 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.504506 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.990934 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.859984 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.911455 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.09063 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.33436 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.703993 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.459277 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.679137 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.34104 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.566871 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.540759 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.41214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-1.11666 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.729935 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.5785 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.03396 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.869094 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.9449 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.18214 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.34463 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.702707 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.53143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-1.19205 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.08023 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.945752 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.03395 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.03876 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.861229 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.336678 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.979575 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.943223 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.03127 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.849626 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.02321 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.03825 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.857656 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.953449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.55462 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.117687 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.563405 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.378862 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.463161 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.65241 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.950919 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.948545 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.16035 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.812599 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.05108 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.929799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.186378 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.156667 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.448712 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.237888 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.381803 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.5726 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.710453 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.948162 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.911392 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.04091 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.815994 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.00292 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.04709 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.875151 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.921053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.517856 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.178067 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0179537 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.503591 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.48761 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.250398 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-1.10256 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.427334 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.886742 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.799625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),-0.0151535 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.438788 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.310425 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.449288 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.498733 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.676271 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.667338 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.285709 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.0347313 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.24588 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.420302 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.740446 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.85602 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.30733 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.198162 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.015247 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.373815 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.231767 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.560746 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.0368229 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.541951 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.732118 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.757493 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.911136 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.863198 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-1.18414 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.12682 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.120126 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.156413 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.084848 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.277932 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.81035 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0756559 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0668887 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.94525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.55718 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.685239 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.736349 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.924421 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.849 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.973379 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-1.1944 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.395978 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.177492 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0407117 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.118872 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.48237 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0320029 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.00698361 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.93085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.542196 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.738425 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.758636 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.912999 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.86227 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.04822 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.18452 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.628794 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.624842 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.331001 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.581842 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.770718 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.349116 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),0.0453106 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.526754 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.47944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.291723 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.236398 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.481036 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.380385 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.561905 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.527652 # DEPENDENCYPART_GRANDPAR
