# _root_ Hertz Corp. of Park Ridge , N.J. , said it retained Merrill Lynch Capital Markets to sell its Hertz Equipment Rental Corp. unit .
#goldHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,11,16,23,23,23,23,23,17,9,
#predictedHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,15,16,23,23,23,23,23,17,9,
(2,11),(11,17),-0.647898 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-1.12519 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-1.16725 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-1.20236 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.520551 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-1.87865 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.99067 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.899972 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.785116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),1.03743 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.407838 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.533706 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.150983 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.19134 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.99067 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.899972 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.798009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.02563 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.397231 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.527029 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.140376 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.136103 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.354608 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.201559 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.909024 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.862214 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.689596 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.698611 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.820027 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.344968 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.99067 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.899972 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.813214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.956069 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.923962 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.40721 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0295085 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.160116 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.37896 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.22557 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.00656677 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.268474 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.980984 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.951558 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.857574 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.31645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.56471 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.518438 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.0215131 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0539259 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.235342 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.343192 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.505134 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-1.18509 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-1.09707 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.944717 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-1.00666 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.834882 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-1.44339 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-1.53569 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-1.49833 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-1.44054 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.314569 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-1.75253 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.99348 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.902782 # DEPENDENCYPART_GRANDPAR
(3,15),(15,4),1.12822 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),1.09829 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.507359 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.519914 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.250504 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.230593 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.149404 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.798371 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.688034 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.487608 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.824645 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-1.35467 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-1.28042 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-1.25248 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.366314 # DEPENDENCYPART_GRANDPAR
(3,23),(23,1),-1.13609 # DEPENDENCYPART_GRANDPAR
(3,23),(23,2),-1.05058 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-0.953996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,4),1.09057 # DEPENDENCYPART_GRANDPAR
(3,23),(23,5),1.03511 # DEPENDENCYPART_GRANDPAR
(3,23),(23,7),0.448026 # DEPENDENCYPART_GRANDPAR
(3,23),(23,12),-0.876021 # DEPENDENCYPART_GRANDPAR
(3,23),(23,13),-0.767002 # DEPENDENCYPART_GRANDPAR
(3,23),(23,14),-0.592548 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.627966 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.4054 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.50514 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-1.24423 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-1.16083 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-1.13828 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-1.82281 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.78979 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.313105 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.91424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.954758 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.44171 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.95507 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.33427 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.29582 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.17758 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.00871 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.57111 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.71734 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.9553 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.690824 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.366532 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.91468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.955196 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.4418 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.955508 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.33436 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.29592 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.17768 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.00881 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.79484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.835356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.23045 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.835531 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.12301 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.104 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.971319 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.45171 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-1.90813 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.35488 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.54156 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.24241 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.10462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.556352 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0877332 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.448912 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.762254 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.661457 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.493549 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.603566 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.490295 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.724255 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.754537 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-1.24367 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-1.4271 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.35488 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.54156 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.24242 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.18057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.216857 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.838057 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.525601 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.768221 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.667533 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.499514 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.393568 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.20709 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.39055 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.16287 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.32676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.366348 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.847462 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.373889 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.740022 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.763242 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.456815 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.596997 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.446988 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.70228 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.760122 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-1.04584 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.681882 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.888908 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.950272 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.987584 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-1.14667 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-1.75991 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.471468 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.189418 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.296711 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.41729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.993425 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.482858 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.857215 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.916892 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.988625 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.593158 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.09285 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.25099 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-1.56152 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.593474 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.135991 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.641786 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.41773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.993517 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.483296 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.857307 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.916989 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.988726 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.593255 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.483693 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.29789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.782166 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.363318 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.645956 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.915048 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.555769 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.973451 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.51435 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.475459 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.273027 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.264491 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.4172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.993325 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.482763 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.857115 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.593084 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.21903 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.23172 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.74621 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.10346 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.670919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.396829 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0602554 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.399641 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.490711 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0943131 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0814324 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.07447 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.08395 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.677172 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.958899 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.813954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.429773 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.112664 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.293563 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.314621 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.194771 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.40497 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.159807 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.383061 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.402592 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.598051 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.349185 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-1.27166 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0218056 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.842799 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.07123 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.08071 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.666669 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.955663 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.831805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.410485 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0954022 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.274275 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.389492 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.273618 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.302882 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0533076 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.280975 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.299619 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.5863 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.385127 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.586453 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.512669 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.577377 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.758038 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-1.38944 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.151416 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.348813 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.330036 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.354229 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.806232 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-1.06649 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.322465 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0523606 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.328186 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.810577 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-1.054 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.22017 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.23286 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-1.1046 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.526553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.321569 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.395386 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.185359 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.404368 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0508904 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.207168 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0612177 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.150457 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.766721 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.53561 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.629304 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.55662 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-1.04738 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.636609 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.882579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.219941 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.57856 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.339037 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.558023 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.562943 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.334742 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.792136 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.622977 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.535932 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.613963 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.950714 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-1.18661 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-1.20455 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-0.662459 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-1.07107 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.618852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,7),0.327466 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),-0.323488 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.074067 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.270817 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.2894 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.627711 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.480463 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.607911 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.514504 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.598811 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.770405 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.481575 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.166907 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.196898 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.341051 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.344779 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.58489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-1.28301 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-1.269 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-1.05186 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.869029 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-1.24114 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-1.3467 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-1.73927 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.66031 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.11348 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.541973 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.686126 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.470112 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.58533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-1.2831 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.26909 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-1.05196 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.869127 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.382439 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.529104 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.237361 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.46535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-1.07175 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.978282 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.83164 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-1.12174 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-1.6921 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.542295 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.292203 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.290675 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.344419 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.38845 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.5848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-1.28291 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.868955 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.501208 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.251113 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.265443 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.217133 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.344511 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.5848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-1.28291 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.2689 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.05176 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.868934 # DEPENDENCYPART_GRANDPAR
