# _root_ Now the Journal , flush with ads and hugely profitable , is even with La Presse in weekend circulation and outsells it 3 to 2 every weekday .
#goldHeads=20,3,20,20,8,5,6,20,10,8,20,20,12,13,16,14,12,19,17,0,20,21,21,23,24,27,21,20,
#predictedHeads=20,3,12,3,8,5,6,3,10,8,3,20,12,12,16,14,16,19,17,0,20,23,21,21,24,27,25,20,
(5,6),(5,9),0.00222496 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00296585 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0319308 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.00457187 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0255173 # DEPENDENCYPART_SIBL
(5,6),(5,28),0.0115774 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0508824 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00048271 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0122632 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00794534 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00701536 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00868624 # DEPENDENCYPART_SIBL
(5,7),(5,28),-0.0132446 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00567831 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0152662 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00553358 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.00587657 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0290117 # DEPENDENCYPART_SIBL
(5,8),(5,28),0.0135394 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0225265 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0103786 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0269986 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00553394 # DEPENDENCYPART_SIBL
(5,9),(5,28),0.0236117 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0275245 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0119969 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0157463 # DEPENDENCYPART_SIBL
(5,10),(5,28),-0.00907207 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0333805 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.000212065 # DEPENDENCYPART_SIBL
(5,11),(5,28),0.049235 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.00263153 # DEPENDENCYPART_SIBL
(5,12),(5,28),0.108517 # DEPENDENCYPART_SIBL
(5,14),(5,28),0.0115774 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0191657 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.079 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.039841 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0159028 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0497406 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.907217 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0670256 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0363757 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0305068 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0413663 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0884386 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.130497 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0658537 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.192126 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0587167 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0456442 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0354022 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0458309 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.012904 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00458145 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0251128 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0148708 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00892536 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0253716 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0435523 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0151945 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0237102 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00144189 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0114302 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0327121 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0174306 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0154341 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0126745 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00250621 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0110056 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0292949 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0601131 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0186295 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0698295 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0095679 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00543763 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0159852 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0534277 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0441998 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0212918 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00894238 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.016397 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00063491 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0128021 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0347556 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0335705 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0545339 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0642724 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0644934 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0277231 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0591378 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.000235712 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0496239 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0194807 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0274784 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0322001 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0171777 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00974786 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0266708 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0714541 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0255626 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0143194 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.016104 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0259307 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.029126 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.120744 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0262959 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0564525 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0876164 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.139853 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0369521 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0387858 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0209965 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0488019 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0129902 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.00633822 # DEPENDENCYPART_SIBL
(8,1),(8,28),0.0678531 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0901285 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0990466 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0453321 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00477897 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0856534 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0515323 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.142981 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0156439 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0456892 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0311375 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0146298 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.208304 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.179794 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.198445 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0658744 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.00544617 # DEPENDENCYPART_SIBL
(8,2),(8,28),-0.0893287 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0305033 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0263933 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00940963 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00215854 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0288918 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0102483 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0187889 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0450077 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0294427 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0479089 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0510833 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0309413 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0400657 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0146462 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0820641 # DEPENDENCYPART_SIBL
(8,3),(8,28),-0.0194649 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0289247 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00420407 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.000117874 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0011877 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00617071 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0144345 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.050211 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.124557 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0957299 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.016837 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0214922 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0156524 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0210319 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.00985829 # DEPENDENCYPART_SIBL
(8,4),(8,28),0.0143621 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0181956 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0206837 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0413452 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.463863 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0082977 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0914937 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0195932 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0504978 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0160578 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00635679 # DEPENDENCYPART_SIBL
(8,5),(8,19),4.86277e-05 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0265539 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0738214 # DEPENDENCYPART_SIBL
(8,5),(8,28),-0.0712385 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0282536 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0185139 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0228649 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.070278 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0544811 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.015893 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.225535 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.123592 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.199607 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.133612 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0889012 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.00903018 # DEPENDENCYPART_SIBL
(8,6),(8,28),-0.0264534 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0316441 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0141594 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0217769 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0494441 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0266903 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0509313 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0434301 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0334665 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0324125 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00675187 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0825243 # DEPENDENCYPART_SIBL
(8,7),(8,28),-0.030522 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00411363 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00686999 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0567877 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0214249 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00392047 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0147213 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0193087 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0102314 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.014275 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0127828 # DEPENDENCYPART_SIBL
(8,9),(8,28),-0.0351721 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.000629783 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0702225 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0365393 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0338373 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00568385 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.014063 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0101738 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0186723 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0148536 # DEPENDENCYPART_SIBL
(8,10),(8,28),-0.152178 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0323676 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0111477 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0283995 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00881888 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0146834 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.00432816 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0140998 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.00938907 # DEPENDENCYPART_SIBL
(8,11),(8,28),-0.00468316 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0445273 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0924698 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0412816 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.087652 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0367913 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0217868 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.00322931 # DEPENDENCYPART_SIBL
(8,12),(8,28),0.209834 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.019954 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0856735 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.00444522 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0811835 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0148391 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0142181 # DEPENDENCYPART_SIBL
(8,13),(8,28),-0.0175015 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0165976 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0163373 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0205928 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0331909 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0346713 # DEPENDENCYPART_SIBL
(8,14),(8,28),-0.0473663 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.00485368 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0299847 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0304118 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0151806 # DEPENDENCYPART_SIBL
(8,16),(8,28),-0.0509546 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.000190845 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.00517112 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0235582 # DEPENDENCYPART_SIBL
(8,17),(8,28),-0.0272142 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0304271 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0151905 # DEPENDENCYPART_SIBL
(8,19),(8,28),-0.0495248 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0137989 # DEPENDENCYPART_SIBL
(8,20),(8,28),-0.00179126 # DEPENDENCYPART_SIBL
(8,21),(8,28),0.0158518 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0331807 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0158745 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0464788 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0775412 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0267604 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0158403 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.045241 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.077226 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0231878 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0653311 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.123445 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.051437 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00336115 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0582997 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0536487 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0451993 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0266069 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00872768 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.04587 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.121257 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0326967 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0205151 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00824416 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.000112606 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.012007 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0348947 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0274002 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0592761 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0272696 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0214747 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0757357 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0273283 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0510451 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.037069 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0249248 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00146112 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0147388 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0248594 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0182878 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0287517 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.103177 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00521663 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0507689 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.104383 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0403892 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0757979 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.115446 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.037738 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0144099 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00708382 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0323057 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0225368 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.000134594 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.105105 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0242855 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0029808 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0572365 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0146072 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0538443 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0434232 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0437643 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0258675 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0506714 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0420531 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.00458974 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.022324 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0254284 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0114442 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0478222 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0506714 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0231635 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0962891 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0160815 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.016112 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0929492 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0046794 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.000526962 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0421086 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0416963 # DEPENDENCYPART_SIBL
(12,1),(12,28),0.030691 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.05748 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.139381 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0706602 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0873939 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0606725 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0116308 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0841552 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0743507 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.139381 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.178096 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.301691 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.107498 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.107941 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0803827 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0868577 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.135339 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.177229 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.166701 # DEPENDENCYPART_SIBL
(12,2),(12,28),-0.170206 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0275168 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0266468 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0273513 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.144988 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0518562 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0238785 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0346427 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0275168 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.00599004 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0921695 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.101087 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.101109 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0522267 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0662951 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.00181547 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.00385485 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0691342 # DEPENDENCYPART_SIBL
(12,3),(12,28),0.00056721 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0110817 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0232104 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0102206 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.00911071 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0110305 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00131301 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0357719 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.00312472 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.07268 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.00535632 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0053952 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.04315 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0379489 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0106081 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0107134 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0095067 # DEPENDENCYPART_SIBL
(12,4),(12,28),0.037156 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0195906 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.00649104 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0709332 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0079781 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0117057 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0058831 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0513482 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.122596 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0113742 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0113978 # DEPENDENCYPART_SIBL
