# _root_ While some assets have been written down , others are undervalued in the accounts , Mr. Bond maintained .
#goldHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
#predictedHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
(6,7),(6,9),0.0685373 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0380325 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0521811 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0535816 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0699125 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.059752 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0502512 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0868679 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.016413 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0078824 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0331738 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00727506 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0115375 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0281519 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0315961 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.000426611 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.017381 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0211099 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0159301 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0328087 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0171954 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0209564 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0226685 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0517649 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0344518 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0445443 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00260762 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0537375 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00680247 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.000810344 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0231618 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.00368174 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0229134 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.00403045 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0103036 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0158836 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0168191 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0292016 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00159178 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0172392 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0181055 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0315961 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.000426611 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0113274 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00912012 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00524384 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0427297 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0542166 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0126333 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0624664 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.011378 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0523858 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0432063 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0413433 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0263641 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0363506 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0266381 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0690476 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0368683 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00344831 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0077997 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00177393 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0328143 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0863897 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0428385 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0391362 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0298108 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0134399 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0257348 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0934436 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0214844 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0184266 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0351401 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0110492 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.024348 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00177609 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.000604875 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0251378 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0298218 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.112296 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0085935 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00449142 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00967233 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0479525 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00186994 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0251682 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0222327 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0168041 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0393128 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.000641795 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0446272 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0330754 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0225568 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0189028 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0212939 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0416826 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0272105 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0227203 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.00375316 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0470726 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0272869 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.122607 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0218684 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.160762 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0455423 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.053018 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0420644 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0439376 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0815246 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0451648 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0541708 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0862102 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00606585 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00455225 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0497518 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0565605 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0641599 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0101014 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.00521954 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00701465 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.00550485 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.143877 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0147202 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0186272 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0665067 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0240388 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0302803 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0122901 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.00220096 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0285286 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0320419 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0977483 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00234356 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0138973 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.00689934 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0346976 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.000118222 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0633588 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0109167 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0676668 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0336792 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0660019 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0211374 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0274438 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0184146 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0483105 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0240225 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0640078 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0244631 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.00552739 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0762218 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0142063 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00740886 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0142835 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.047907 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.022347 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0634987 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0044282 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0106712 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00224717 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0184719 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0293067 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0915762 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0369709 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.140039 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0182829 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0563027 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0104488 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0241545 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0659209 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.021429 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0188775 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00801869 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0115896 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0409931 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0537839 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0461021 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0334014 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0973632 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0214869 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0409559 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00241744 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00167645 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0519393 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0235682 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0381468 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0474211 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0733657 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.011074 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0155555 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0542288 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.00923368 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0149281 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0158167 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0141899 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0489853 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0227238 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.046637 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0340994 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0158146 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0533287 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0434298 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0941246 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0342008 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0220734 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.130454 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.00331698 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.098966 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0230401 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0047158 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0874586 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0106128 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00791158 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0115196 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00377925 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.020183 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00206144 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0264221 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0283336 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.116984 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00163104 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.158081 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00372302 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0055003 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0519199 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.016827 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00874505 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0848254 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00677524 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00601927 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00768202 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00541766 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0350379 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0253574 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0509227 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000546807 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0482397 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.00573047 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00735266 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0519038 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0268021 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0127408 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0185765 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.012161 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0151173 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0229987 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0426317 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0394711 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0434081 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0419302 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0197928 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00299318 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0267367 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0150477 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0149127 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00375305 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0352583 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.00522725 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00883337 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.00706342 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.013663 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.020439 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0536566 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0109104 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.120212 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0124622 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0227808 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0305365 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0343324 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0747278 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.113388 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0792157 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0741514 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0291435 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0682397 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0205516 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0682625 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0682395 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0539664 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.000453386 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.10444 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.104392 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0442408 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0545961 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0511271 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.00186761 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.106853 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0429607 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0398235 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00165824 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0440066 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0393509 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0398601 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0306211 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0118361 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00426546 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0140518 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0158887 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.125919 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.125728 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0250072 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0335679 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0110014 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0115769 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0152121 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0165496 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.014735 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0125869 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0170215 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.000700051 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0279903 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0172101 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.119283 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0258413 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0166954 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0118525 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0321965 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0201355 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0466122 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.122149 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.118319 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0535797 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.105537 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0104927 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00776043 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00664632 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00649172 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0225803 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.102015 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0355585 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00354884 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0389473 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0464163 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0300952 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0192505 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0216653 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.024971 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.044068 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0342517 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0143828 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.026813 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00228357 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0368519 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.024971 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0414881 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0410011 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.119022 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0193007 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0523618 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0360921 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0379879 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0812141 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.017732 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0542908 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0328739 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0351612 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.158981 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0224845 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0812141 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0326377 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0194882 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0776838 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0182883 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0081344 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0099533 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.00150059 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.103848 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0248782 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0033082 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.00541571 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0993984 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.103962 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.00150059 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.147865 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0987942 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0551541 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0526323 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0561684 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0233519 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.00685212 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0668241 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0496659 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0449304 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0348126 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.00849183 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0233519 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.00824984 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0123563 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.070322 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0482003 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.00649237 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0194997 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.058135 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0416979 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0399147 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0329761 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0211394 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.00649237 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0208835 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0250039 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0196848 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0166082 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0126383 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0526868 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0363861 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0353334 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0284665 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.014278 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0166082 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0140205 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0181426 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0247932 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0114005 # DEPENDENCYPART_SIBL
