# _root_ Burmah , which owns the Castrol brand of lubricant oils , reported a 17 % rise in net income to # 43.5 million ( $ 68.3 million ) in the first half .
#goldHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
#predictedHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
(4,8),(4,16),-0.0348681 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.113039 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0312043 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.176838 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.127228 # DEPENDENCYPART_SIBL
(4,8),(4,28),-0.0340598 # DEPENDENCYPART_SIBL
(4,8),(4,29),-0.113039 # DEPENDENCYPART_SIBL
(4,8),(4,33),-0.0896682 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.223271 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0133061 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.129326 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.260579 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0573137 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.249246 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0533306 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.0845056 # DEPENDENCYPART_SIBL
(4,9),(4,28),-0.0253018 # DEPENDENCYPART_SIBL
(4,9),(4,29),-0.0573137 # DEPENDENCYPART_SIBL
(4,9),(4,33),-0.0376966 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0323698 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.135749 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.175703 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0128135 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.171514 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0998361 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.0406134 # DEPENDENCYPART_SIBL
(4,10),(4,28),0.0561036 # DEPENDENCYPART_SIBL
(4,10),(4,29),-0.0128135 # DEPENDENCYPART_SIBL
(4,10),(4,33),-0.0247984 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0801866 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.04602 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.0272681 # DEPENDENCYPART_SIBL
(4,11),(4,19),0.0364335 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0681035 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.0214904 # DEPENDENCYPART_SIBL
(4,11),(4,28),-0.0288705 # DEPENDENCYPART_SIBL
(4,11),(4,29),0.0272681 # DEPENDENCYPART_SIBL
(4,11),(4,33),-0.0554491 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.25777 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.168303 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.258356 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.152283 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.121346 # DEPENDENCYPART_SIBL
(4,12),(4,28),0.0409441 # DEPENDENCYPART_SIBL
(4,12),(4,29),-0.168303 # DEPENDENCYPART_SIBL
(4,12),(4,33),0.0308334 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.0201263 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.249737 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.0800358 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.0215738 # DEPENDENCYPART_SIBL
(4,16),(4,28),0.0741593 # DEPENDENCYPART_SIBL
(4,16),(4,29),0.0201263 # DEPENDENCYPART_SIBL
(4,16),(4,33),0.0400804 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.111841 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.126775 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.126781 # DEPENDENCYPART_SIBL
(4,17),(4,28),-0.0200523 # DEPENDENCYPART_SIBL
(4,17),(4,29),-0.218669 # DEPENDENCYPART_SIBL
(4,17),(4,33),-0.124689 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.0686313 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.0254525 # DEPENDENCYPART_SIBL
(4,19),(4,28),0.0688831 # DEPENDENCYPART_SIBL
(4,19),(4,29),0.0200608 # DEPENDENCYPART_SIBL
(4,19),(4,33),0.0175622 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.0941795 # DEPENDENCYPART_SIBL
(4,20),(4,28),0.119168 # DEPENDENCYPART_SIBL
(4,20),(4,29),-0.0134773 # DEPENDENCYPART_SIBL
(4,20),(4,33),0.00854613 # DEPENDENCYPART_SIBL
(4,21),(4,28),0.0256336 # DEPENDENCYPART_SIBL
(4,21),(4,29),-0.096733 # DEPENDENCYPART_SIBL
(4,21),(4,33),-0.0444963 # DEPENDENCYPART_SIBL
(4,28),(4,29),-0.166161 # DEPENDENCYPART_SIBL
(4,28),(4,33),-0.123038 # DEPENDENCYPART_SIBL
(4,29),(4,33),-0.124689 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0168772 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0362018 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0931076 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0354137 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.119967 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0307972 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0998441 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.217624 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.152914 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0332675 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0482209 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0834284 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.021738 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.241457 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00407801 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0179397 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.151806 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0235122 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0507576 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0363756 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0797894 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0135383 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.197885 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0338447 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0279229 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.226507 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0107424 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0841512 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0848441 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0242506 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.508454 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0319441 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0944725 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0116396 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0287655 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.102423 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0793403 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.00974551 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0671964 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.00476895 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0867331 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0285595 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0415153 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.00651529 # DEPENDENCYPART_SIBL
(7,1),(7,29),-0.0867331 # DEPENDENCYPART_SIBL
(7,1),(7,33),-0.00071366 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0673407 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00157208 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0805618 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0565768 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0426311 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00534259 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0557054 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0305378 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.113345 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0677893 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0519156 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0320652 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0272028 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.00921083 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.000495378 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0419128 # DEPENDENCYPART_SIBL
(7,2),(7,29),-0.0272028 # DEPENDENCYPART_SIBL
(7,2),(7,33),0.0600557 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0970363 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.592894 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.202365 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0347211 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00797313 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0246086 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.106297 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0763592 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0850862 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0425043 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0441823 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0203221 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0147922 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0222635 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0445796 # DEPENDENCYPART_SIBL
(7,3),(7,29),-0.0203221 # DEPENDENCYPART_SIBL
(7,3),(7,33),-0.419121 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0974036 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0959412 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0791134 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0421233 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0566456 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00752004 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0156366 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0625649 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0963446 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0526169 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.109445 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0163987 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0499233 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0474548 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.109445 # DEPENDENCYPART_SIBL
(7,4),(7,33),0.0218249 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.175444 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.367414 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0586785 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0755389 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.134176 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.438446 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.130259 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0860239 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.027452 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0384081 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0634821 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0634998 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.00441179 # DEPENDENCYPART_SIBL
(7,5),(7,29),-0.0384081 # DEPENDENCYPART_SIBL
(7,5),(7,33),-0.113838 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0912787 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0111667 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0287771 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0990608 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0744097 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00973384 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0658345 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00613093 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0848707 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0299214 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.041527 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.00652697 # DEPENDENCYPART_SIBL
(7,6),(7,29),-0.0848707 # DEPENDENCYPART_SIBL
(7,6),(7,33),-0.00170216 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0233241 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.034071 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0366921 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.186877 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00643255 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.109793 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0154664 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.159839 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0572631 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.140946 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.104741 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.159839 # DEPENDENCYPART_SIBL
(7,8),(7,33),-0.071058 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0492017 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.021476 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0368333 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0502683 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0518779 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0455637 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0592569 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.00634441 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.00364412 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0462297 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.0592569 # DEPENDENCYPART_SIBL
(7,9),(7,33),-0.0477494 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0159626 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0921539 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0432074 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0686649 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0978857 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0357929 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0587872 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0428261 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0519165 # DEPENDENCYPART_SIBL
(7,10),(7,29),0.0357929 # DEPENDENCYPART_SIBL
(7,10),(7,33),-0.020312 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.536925 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.356678 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.553886 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.728151 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.148713 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.763483 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.145159 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.286459 # DEPENDENCYPART_SIBL
(7,11),(7,29),0.148713 # DEPENDENCYPART_SIBL
(7,11),(7,33),0.00103342 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.00917708 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0363068 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0185309 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0233455 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0087578 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.00122413 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.00194067 # DEPENDENCYPART_SIBL
(7,12),(7,29),0.0233455 # DEPENDENCYPART_SIBL
(7,12),(7,33),0.10594 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0235503 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00411108 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00544734 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0182548 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0084596 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0373678 # DEPENDENCYPART_SIBL
(7,14),(7,29),-0.00544734 # DEPENDENCYPART_SIBL
(7,14),(7,33),-0.0552244 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0358469 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0374751 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0390051 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.032196 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0693381 # DEPENDENCYPART_SIBL
(7,15),(7,29),0.0374751 # DEPENDENCYPART_SIBL
(7,15),(7,33),0.0236237 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.035186 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.111451 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.000778411 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0553648 # DEPENDENCYPART_SIBL
(7,16),(7,29),-0.035186 # DEPENDENCYPART_SIBL
(7,16),(7,33),-0.0061408 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.12951 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0610198 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0164437 # DEPENDENCYPART_SIBL
(7,17),(7,29),-0.0821286 # DEPENDENCYPART_SIBL
(7,17),(7,33),-0.00417787 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.018575 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0569315 # DEPENDENCYPART_SIBL
(7,19),(7,29),-0.0393733 # DEPENDENCYPART_SIBL
(7,19),(7,33),-0.0195471 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0254642 # DEPENDENCYPART_SIBL
(7,20),(7,29),0.199796 # DEPENDENCYPART_SIBL
(7,20),(7,33),0.0253706 # DEPENDENCYPART_SIBL
(7,21),(7,29),-0.0249949 # DEPENDENCYPART_SIBL
(7,21),(7,33),-0.0424445 # DEPENDENCYPART_SIBL
(7,29),(7,33),-0.00417787 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0945358 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0500063 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.194837 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.220856 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.1392 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.160066 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0375661 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.126776 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0365224 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0404446 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0704242 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.557396 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0104367 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.400675 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.630724 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0300463 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.599767 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.973842 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.423722 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.032743 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.520421 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0626071 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.365868 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0142176 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0441422 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0202867 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0257525 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0191899 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0264359 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0296133 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.038274 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0195429 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0182526 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0324367 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.154616 # DEPENDENCYPART_SIBL
(10,1),(10,33),0.00716996 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.440445 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.142014 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.111839 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.189799 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.129193 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.113492 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0521362 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00310307 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0607155 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0308591 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.105287 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0235725 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0191348 # DEPENDENCYPART_SIBL
(10,3),(10,33),-0.39366 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0857249 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.114758 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0230288 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0614645 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0255126 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.289429 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00709534 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.111212 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0710301 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.143706 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0349886 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.149706 # DEPENDENCYPART_SIBL
(10,5),(10,33),-0.104905 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0489927 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0225032 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0226532 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0161684 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0310255 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.029284 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0365706 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0178395 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0160263 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0307333 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.154287 # DEPENDENCYPART_SIBL
(10,6),(10,33),0.00652249 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0843716 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0825739 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0496285 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0212886 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0282786 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0472107 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00370113 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00510517 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0265637 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.136884 # DEPENDENCYPART_SIBL
(10,7),(10,33),-0.0133215 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.113478 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0685981 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0116656 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0491244 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0357778 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.023306 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00414561 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0174601 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0368486 # DEPENDENCYPART_SIBL
(10,8),(10,33),0.0486151 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0158132 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0276316 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00298718 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0398143 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00286579 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0290158 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0128607 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0266893 # DEPENDENCYPART_SIBL
(10,9),(10,33),-0.122642 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.470592 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.31907 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.410761 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.609373 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.208728 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.576439 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.13964 # DEPENDENCYPART_SIBL
(10,11),(10,33),0.0107013 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00816965 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0120299 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0135727 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0215988 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0222351 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.022833 # DEPENDENCYPART_SIBL
(10,12),(10,33),0.102621 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0078647 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00978164 # DEPENDENCYPART_SIBL
