# _root_ `` All this may not be obvious to the public , which is concerned about advances in treatment , but I am convinced this basic research will begin showing results there soon . ''
#goldHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,29,20,20,
#predictedHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,31,20,20,
(5,3),(5,6),0.0483353 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0144611 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0128872 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.111237 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0791123 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.035769 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0603416 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0639793 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00327779 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.068492 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00117204 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0703083 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.054799 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.011187 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0164722 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0701955 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0776533 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0191957 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.069448 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0115585 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0254463 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.069448 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0406471 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0494853 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.0910742 # DEPENDENCYPART_SIBL
(6,1),(6,33),0.0290745 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.171829 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0742558 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.057847 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0321193 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0235949 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0169143 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0168497 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.111198 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0268269 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0261269 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.111198 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.0533443 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0120763 # DEPENDENCYPART_SIBL
(6,2),(6,27),0.0457664 # DEPENDENCYPART_SIBL
(6,2),(6,33),0.064447 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0511862 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0442069 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00312309 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0189009 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.047838 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0055878 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.00445453 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0367764 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0170799 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.00445453 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.015069 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0311418 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.00406373 # DEPENDENCYPART_SIBL
(6,3),(6,33),0.0867133 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0316217 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0429003 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0886694 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0842913 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0428166 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0869844 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0476519 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0637852 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0869844 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0361628 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0455738 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.205722 # DEPENDENCYPART_SIBL
(6,4),(6,33),0.0267799 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0123981 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0422479 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0703085 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00897281 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00884625 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0872954 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0198944 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.00884625 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.00574023 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0477102 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.0784008 # DEPENDENCYPART_SIBL
(6,5),(6,33),-0.0200218 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00668527 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00076216 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0188571 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0734924 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00344769 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0249211 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0734924 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.00344875 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.049672 # DEPENDENCYPART_SIBL
(6,7),(6,27),0.00751261 # DEPENDENCYPART_SIBL
(6,7),(6,33),0.00597815 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0683164 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.062454 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0220788 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.064228 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0496455 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0220788 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0695819 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.030458 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.11058 # DEPENDENCYPART_SIBL
(6,8),(6,33),-0.0413749 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0455275 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0256967 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0397967 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0439157 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0256967 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0235689 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0247113 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0477391 # DEPENDENCYPART_SIBL
(6,9),(6,33),-0.0477993 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00724374 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0144096 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0217225 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00724374 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.00898388 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.00177216 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0642621 # DEPENDENCYPART_SIBL
(6,10),(6,33),-0.0258883 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0668389 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0366145 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0287459 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0616526 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0650748 # DEPENDENCYPART_SIBL
(6,11),(6,27),-0.0138153 # DEPENDENCYPART_SIBL
(6,11),(6,33),0.00707368 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0577325 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.00819483 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.064945 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0392869 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0814964 # DEPENDENCYPART_SIBL
(6,13),(6,33),0.00171657 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.00552465 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.043129 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0102929 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0746838 # DEPENDENCYPART_SIBL
(6,14),(6,33),-0.0016626 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0616526 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0650748 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.0138153 # DEPENDENCYPART_SIBL
(6,19),(6,33),0.00707368 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.00264519 # DEPENDENCYPART_SIBL
(6,20),(6,27),-0.0306486 # DEPENDENCYPART_SIBL
(6,20),(6,33),0.00916097 # DEPENDENCYPART_SIBL
(6,22),(6,27),-0.0686152 # DEPENDENCYPART_SIBL
(6,22),(6,33),0.0326523 # DEPENDENCYPART_SIBL
(6,27),(6,33),0.0120317 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0166079 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0145154 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0336841 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0296025 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.123389 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.078409 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0659454 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0440961 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0763385 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0334575 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0136855 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0352349 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.131847 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0880397 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0286489 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0494789 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.00141136 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0213143 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0300889 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0837052 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.035666 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0458438 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.034485 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.00807531 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00522925 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0228368 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.000541558 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00872081 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0208662 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0473409 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0114316 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00978615 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00405534 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.00341782 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.00859376 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0333767 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0260431 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00700315 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.0261649 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0210136 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0354175 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.0101608 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0587286 # DEPENDENCYPART_SIBL
(7,14),(7,27),0.00461909 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.0221095 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.000785 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0493351 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0459114 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.060026 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0442373 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00229341 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0441459 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00581191 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.101545 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0682729 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0284412 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0141842 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0543156 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0585328 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00393166 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0252274 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.108859 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0231201 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0107025 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0313713 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0916213 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0688429 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0912331 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.108859 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0132291 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.00263869 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0142513 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0064974 # DEPENDENCYPART_SIBL
(10,1),(10,31),0.0681072 # DEPENDENCYPART_SIBL
(10,1),(10,32),0.0531349 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.187624 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0439597 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0552977 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0669212 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.150457 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00318396 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0747653 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0880108 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00704892 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0347217 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.102947 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0335154 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00318396 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0294825 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0625726 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0741235 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0756054 # DEPENDENCYPART_SIBL
(10,2),(10,31),0.0452894 # DEPENDENCYPART_SIBL
(10,2),(10,32),0.00762475 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.024189 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.00360703 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.116003 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.340653 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.166729 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0448904 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0349286 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.289993 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.122912 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.240936 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.121706 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.166729 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.061775 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0603601 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0488139 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.177226 # DEPENDENCYPART_SIBL
(10,3),(10,31),-0.0365654 # DEPENDENCYPART_SIBL
(10,3),(10,32),-0.0741736 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0176026 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.122995 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0238609 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0645819 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0295606 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00702512 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00423989 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0647614 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0747819 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0696797 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0645819 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0217137 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0097654 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.00937241 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0438522 # DEPENDENCYPART_SIBL
(10,5),(10,31),0.0775088 # DEPENDENCYPART_SIBL
(10,5),(10,32),0.0609598 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0305673 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.12036 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0062723 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.060291 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0324064 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0244318 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00367348 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0395856 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.00263304 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0062723 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0215827 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.00956724 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0198478 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0551144 # DEPENDENCYPART_SIBL
(10,7),(10,31),0.0144155 # DEPENDENCYPART_SIBL
(10,7),(10,32),-0.000189367 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0489781 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.045835 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0636729 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0297158 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0377252 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.222991 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.00333555 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.218536 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.045835 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0579409 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0185767 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0236378 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0306613 # DEPENDENCYPART_SIBL
(10,8),(10,31),0.0885907 # DEPENDENCYPART_SIBL
(10,8),(10,32),0.0889041 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0102549 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.140322 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.124751 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.142743 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0128196 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0191566 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0100105 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0102549 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0096057 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0978441 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.112832 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.112481 # DEPENDENCYPART_SIBL
(10,9),(10,31),0.0731471 # DEPENDENCYPART_SIBL
(10,9),(10,32),0.00467077 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0339307 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.027688 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0183858 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0427383 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.010429 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0424254 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0379335 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0365375 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.00622995 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0214976 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.00454928 # DEPENDENCYPART_SIBL
(10,11),(10,31),0.0124171 # DEPENDENCYPART_SIBL
(10,11),(10,32),0.0086372 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0496043 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0355303 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0365525 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.047494 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0369685 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0225228 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0567007 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0575377 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.049909 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0232411 # DEPENDENCYPART_SIBL
(10,13),(10,31),-0.0268515 # DEPENDENCYPART_SIBL
(10,13),(10,32),-0.0292411 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0149451 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0104637 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00482922 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0108797 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.029116 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0314422 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0134851 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.00585633 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.0061385 # DEPENDENCYPART_SIBL
(10,14),(10,31),-0.00388013 # DEPENDENCYPART_SIBL
(10,14),(10,32),-0.00626967 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0144673 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.00316872 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0148411 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0340019 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0442312 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0177356 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0031118 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0332569 # DEPENDENCYPART_SIBL
(10,15),(10,31),0.0131343 # DEPENDENCYPART_SIBL
(10,15),(10,32),0.0120419 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.00849154 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0149906 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0152835 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0299163 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0221243 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0163489 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.00852617 # DEPENDENCYPART_SIBL
(10,16),(10,31),0.00668407 # DEPENDENCYPART_SIBL
(10,16),(10,32),0.00158924 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0152124 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0249602 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0313878 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.00775481 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0068692 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0298715 # DEPENDENCYPART_SIBL
(10,17),(10,31),0.0113868 # DEPENDENCYPART_SIBL
(10,17),(10,32),0.0119016 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0124091 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0321931 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0208383 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0150629 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0089701 # DEPENDENCYPART_SIBL
(10,18),(10,31),0.00621602 # DEPENDENCYPART_SIBL
(10,18),(10,32),0.00112119 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0365375 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.00622995 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0214976 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.00454928 # DEPENDENCYPART_SIBL
(10,19),(10,31),0.0124171 # DEPENDENCYPART_SIBL
(10,19),(10,32),0.0086372 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.00258991 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.00566285 # DEPENDENCYPART_SIBL
(10,20),(10,24),6.1224e-05 # DEPENDENCYPART_SIBL
(10,20),(10,31),-0.00563734 # DEPENDENCYPART_SIBL
(10,20),(10,32),-0.00935467 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.00678651 # DEPENDENCYPART_SIBL
(10,22),(10,24),-0.00499577 # DEPENDENCYPART_SIBL
(10,22),(10,31),-0.00257491 # DEPENDENCYPART_SIBL
(10,22),(10,32),-0.00496445 # DEPENDENCYPART_SIBL
(10,23),(10,24),-0.00637088 # DEPENDENCYPART_SIBL
(10,23),(10,31),-0.00463968 # DEPENDENCYPART_SIBL
(10,23),(10,32),-0.00702921 # DEPENDENCYPART_SIBL
(10,24),(10,31),-0.0306082 # DEPENDENCYPART_SIBL
(10,24),(10,32),-0.033279 # DEPENDENCYPART_SIBL
(10,31),(10,32),-0.009335 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00501153 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.114752 # DEPENDENCYPART_SIBL
