# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,6,9,10,15,15,15,11,18,18,0,18,21,19,23,19,18,
(4,1),(1,3),-0.630101 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.2623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),0.219212 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.456452 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.5024 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.463882 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.722471 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.65069 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.231635 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.328293 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.25693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),0.3786 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.423928 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.309715 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.26357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,3),-1.10865 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.743574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.436311 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.659687 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.00614 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.31083 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.664798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.733936 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.567339 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.185649 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.289016 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0696261 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.301319 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.349326 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.07696 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.548552 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.0215913 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.77109 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.0539468 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.00482428 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-1.07033 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.543662 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.15803 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.829536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,8),-0.0976781 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0507386 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.101583 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.0534495 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.626844 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.33159 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),1.16725 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.350918 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.307955 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.288203 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.334221 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.118812 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.564855 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),0.499543 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),0.0403105 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.78185 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-1.17945 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.582707 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.16326 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),1.00822 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.163181 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0766629 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0979756 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.260353 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.290081 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.311997 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.289022 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.134923 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.530613 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),0.341677 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.078575 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.111913 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-1.29027 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),1.0516 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0351743 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.059178 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.259778 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.451374 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.612872 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.230248 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.854714 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),0.356091 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.182729 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.943314 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.193724 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.160098 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.543662 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.124054 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0317605 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.361395 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.501644 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.580302 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.626844 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.318651 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.855373 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.146416 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.361346 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.294398 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.26075 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-1.4627 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.637424 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.916885 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-1.13246 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.719177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,6),0.996945 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.0905269 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.0332344 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.0290391 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.0845838 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.356547 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.5291 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.441385 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.494084 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.470261 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.307887 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.70508 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.026041 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.686273 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.709254 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.130664 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.102429 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-1.40468 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.0802892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.706373 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.499267 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.50686 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.593542 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.64226 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.76808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.641573 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.957887 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.07657 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.873543 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.897558 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.1271 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.07411 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.46615 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.94793 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.889216 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.08353 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.806521 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.20573 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.444657 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.425596 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.567255 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.334615 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.680227 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.178476 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.153122 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.19084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.454914 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.567904 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.520062 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.849109 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.44807 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.00587408 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.236588 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.126767 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.09147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.476285 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.831163 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.219613 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.111614 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.613674 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.258572 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.13102 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.17612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.455056 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.495058 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.570449 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.516553 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.849251 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.75292 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.756465 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-1.45245 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.125233 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0271375 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.567499 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.68979 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.884138 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.696592 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.305477 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0982969 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0237559 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0157548 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.125727 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.998327 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.531967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),0.107 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.035382 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0775416 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.29388 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0398919 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.201724 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.19051 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),0.0520655 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.506609 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-1.03581 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.722857 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.884124 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.669771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0635862 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0699224 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.130465 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0940511 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.170656 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.109651 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0426448 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.156193 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.0132379 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.317799 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.0296496 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.260236 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-1.10429 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.593023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,9),0.0007587 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.212713 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.873727 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.340486 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.419995 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.225737 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.334928 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.27259 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.0160895 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.564271 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.310238 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.213563 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.68979 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.188087 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.112802 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.558372 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0172672 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.00743063 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.125727 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0877117 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.0568516 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.234492 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.0433622 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.13515 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.0384562 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.965073 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.773119 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.30915 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.998951 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.485119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.0870429 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0832705 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0119635 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.196162 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.679245 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.120363 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.198722 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.095718 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.209038 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.196917 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.0590923 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.537418 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.278306 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.176335 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-1.05212 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.786017 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.23431 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.860081 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.801086 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.511259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.256257 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.105863 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.201662 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.120577 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.137938 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.732841 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.225738 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.246729 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.357596 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.196577 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.242132 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.143794 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.871148 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.433822 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.258689 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.167405 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-1.18209 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.857896 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.391322 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.260236 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.163542 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.632426 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.3105 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.205807 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.776091 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.435295 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.336566 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.11318 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.850679 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.642584 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.177861 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-1.09881 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.763794 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.776091 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.589272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,9),-0.0582408 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),-0.313167 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.435175 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.336446 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.113175 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.850679 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.640647 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.285866 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-1.09133 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.100985 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.779227 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.942124 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.222812 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.202472 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.74331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.659947 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.695455 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.665227 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-1.78636 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.758957 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.330023 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.492726 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.739152 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.902854 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.629755 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.307398 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.73482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.227203 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.655504 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.686491 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.656736 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.337869 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.294634 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-1.78528 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.6677 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.23846 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.0828554 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0386207 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.093556 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.307667 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.310965 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.610643 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.280633 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.0728282 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.763804 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-1.37703 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.949144 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.46983 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.17605 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.46033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.916507 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.15634 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.261657 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.37449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.476791 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.223201 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.282971 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.537469 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.157291 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.0757218 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.286965 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-1.46157 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.02025 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.119077 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0998259 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.84724 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.513211 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.536222 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.190519 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.850741 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.186302 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.14439 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.85607 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.344484 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.377416 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.910101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.275554 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.292798 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.887033 # DEPENDENCYPART_GRANDPAR
