# _root_ During the takeover , Mr. Hahn said he would put his account up for review if WPP 's bid were successful , but he did n't .
#goldHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,13,14,20,19,17,20,10,20,23,0,25,23,25,23,
#predictedHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,10,14,20,19,17,20,10,20,23,0,25,23,25,23,
(7,4),(7,27),0.0157948 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.126568 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.133993 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.000319716 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0378631 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.126142 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.149505 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.153358 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.110414 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0725559 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0207652 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0180974 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0535203 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0221019 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.00184634 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.118767 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.016987 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00839822 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.112157 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0946588 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.099646 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0637006 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0610646 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00101539 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0274125 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.00519483 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.00017655 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.0211297 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0460253 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0540925 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0234147 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0510949 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.101214 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0452389 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0410904 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0519449 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0385095 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0556022 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0416906 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.077843 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0433084 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0448664 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0871125 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.131136 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0472333 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0549393 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0264585 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.091923 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0534557 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0462422 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0143934 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0416925 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0641191 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.103128 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0965603 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0696333 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0729831 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.124892 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.110613 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.092415 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0142967 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.11289 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.165195 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.100512 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0849343 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0975019 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.130859 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.126997 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0902202 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0804987 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.128635 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0692471 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0531599 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0528401 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0804692 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0762802 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0642741 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.0866454 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0845089 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0601561 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0823774 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0899338 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.0854636 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0692508 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.10936 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0783959 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.0542117 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.133081 # DEPENDENCYPART_SIBL
(7,20),(7,25),-0.121797 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.0996127 # DEPENDENCYPART_SIBL
(7,20),(7,27),-0.0244189 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.0104731 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.0442641 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.0470407 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.0200598 # DEPENDENCYPART_SIBL
(7,21),(7,27),-0.0359574 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.0191762 # DEPENDENCYPART_SIBL
(7,22),(7,25),-0.046492 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.00319303 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.0300065 # DEPENDENCYPART_SIBL
(7,23),(7,25),-0.0163569 # DEPENDENCYPART_SIBL
(7,23),(7,26),-0.00445496 # DEPENDENCYPART_SIBL
(7,23),(7,27),0.0636688 # DEPENDENCYPART_SIBL
(7,25),(7,26),-0.0793882 # DEPENDENCYPART_SIBL
(7,25),(7,27),-0.00843479 # DEPENDENCYPART_SIBL
(7,26),(7,27),-0.0399813 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0203281 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0187254 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0176451 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0220217 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0190653 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0129389 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0111173 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0330254 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0263849 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00242575 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0540338 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0375453 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0170045 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.042545 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.0164038 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0166641 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00113325 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0440781 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0243852 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00153212 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0681461 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0461992 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0152305 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0506438 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0989118 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.00970824 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0257827 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0674592 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.126658 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00248084 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.181669 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.134763 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0250839 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.117534 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0095733 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00251205 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0288484 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0609023 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0208516 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0513203 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0189027 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.00255065 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0139307 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0160752 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00249269 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.031515 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0216533 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0185225 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0725751 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0121083 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.18663 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0256912 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.000786156 # DEPENDENCYPART_SIBL
(9,4),(9,27),0.0659756 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.153649 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0271804 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.118135 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.038438 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00276681 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.08377 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0894737 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0243568 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0550408 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0498316 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0103305 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0250347 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.117533 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00944392 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.000106651 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0408481 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0602537 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0114397 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0550723 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0187734 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.000513878 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0104838 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00643792 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.061079 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0208295 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0120224 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0466041 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0255122 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0132459 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.0620722 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00506402 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.000351931 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0229016 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00479063 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0196876 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0394843 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.00512403 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.0162672 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0469999 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0335957 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0671512 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0202045 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.115899 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0593945 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.0231244 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00893705 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0713616 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0138043 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0432595 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0694746 # DEPENDENCYPART_SIBL
(9,12),(9,27),0.0155392 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.00723083 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.00257679 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0404174 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0240728 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.00693863 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0321236 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.136446 # DEPENDENCYPART_SIBL
(9,20),(9,25),-0.08365 # DEPENDENCYPART_SIBL
(9,20),(9,27),-0.0184002 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.00489498 # DEPENDENCYPART_SIBL
(9,22),(9,25),0.0495107 # DEPENDENCYPART_SIBL
(9,22),(9,27),-0.0208864 # DEPENDENCYPART_SIBL
(9,23),(9,25),0.0224917 # DEPENDENCYPART_SIBL
(9,23),(9,27),0.00725241 # DEPENDENCYPART_SIBL
(9,25),(9,27),-0.0211094 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00518507 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0384821 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.017916 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0626488 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0201861 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0257004 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0665763 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0242545 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0190935 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0480585 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0250522 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.00815698 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0224034 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0203682 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0929518 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0123317 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0403388 # DEPENDENCYPART_SIBL
(10,1),(10,26),0.00473539 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.017978 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0127664 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0283441 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0717627 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00512388 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.049629 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0799908 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0689381 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.028403 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0755651 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0479364 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0215205 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.00170919 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0231545 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.158236 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.0327714 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.00801525 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0286004 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.0549437 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0869396 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0620851 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0248376 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0275768 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0273031 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0296167 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0293843 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0336324 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0288306 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0307393 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0460336 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0121567 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.00429517 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0105268 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0278321 # DEPENDENCYPART_SIBL
(10,6),(10,26),0.0622586 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.00659973 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0591426 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.068345 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0236159 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.114007 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00340635 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.021652 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0383948 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0249652 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0169645 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0194864 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.005058 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0358431 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0258903 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.064253 # DEPENDENCYPART_SIBL
(10,8),(10,26),0.0808748 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.149168 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0819574 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0321599 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.108083 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.101385 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0375753 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.123657 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0318105 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0378728 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.157761 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0816253 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.138444 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0698819 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.179334 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0476747 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.017284 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0315724 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0125107 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0175906 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0346982 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0690343 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0346934 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0166123 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00716802 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0218461 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0150268 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0246607 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0127184 # DEPENDENCYPART_SIBL
(10,11),(10,26),-0.0116219 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0285806 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0572703 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00940893 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0124033 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0420459 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0123575 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.00388914 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0198801 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.00555124 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.0452302 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0461357 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.00259473 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.0235089 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0587423 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.053195 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00917018 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.083993 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00916526 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00113534 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.048697 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0242941 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.000620142 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0541863 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0427059 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.0516537 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.084938 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0258932 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0918076 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0256715 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0226742 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.00836055 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0249892 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0306551 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0646122 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.00925002 # DEPENDENCYPART_SIBL
(10,14),(10,26),-0.0265236 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.0157415 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0314439 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00834488 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.000123525 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0207236 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.00633803 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0514714 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0445057 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.00343817 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.0242911 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.0482434 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0409562 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.037946 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0305739 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0359602 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.00395086 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0778745 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.025385 # DEPENDENCYPART_SIBL
(10,16),(10,26),-0.0347033 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.0171637 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.000244911 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0225154 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.00815727 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0535036 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0426865 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.00522999 # DEPENDENCYPART_SIBL
(10,17),(10,26),0.0261103 # DEPENDENCYPART_SIBL
(10,17),(10,27),0.0563935 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.00444994 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.00802269 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.042846 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0546575 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.0128355 # DEPENDENCYPART_SIBL
(10,19),(10,26),0.014207 # DEPENDENCYPART_SIBL
(10,19),(10,27),0.0417761 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0548905 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0069908 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.105722 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.0490755 # DEPENDENCYPART_SIBL
(10,20),(10,26),-0.0627458 # DEPENDENCYPART_SIBL
(10,20),(10,27),-0.0126864 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.036331 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0412603 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.0102859 # DEPENDENCYPART_SIBL
(10,21),(10,26),-0.00444246 # DEPENDENCYPART_SIBL
(10,21),(10,27),0.0144904 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.0267858 # DEPENDENCYPART_SIBL
(10,22),(10,25),-0.00395343 # DEPENDENCYPART_SIBL
(10,22),(10,26),0.0127881 # DEPENDENCYPART_SIBL
(10,22),(10,27),0.0216051 # DEPENDENCYPART_SIBL
(10,23),(10,25),-0.0174292 # DEPENDENCYPART_SIBL
(10,23),(10,26),-0.0271366 # DEPENDENCYPART_SIBL
