# _root_ These procedures consume millions of man-hours of labor and produce tons of paper , and each year , their end product -- the Five Year Defense Plan -- promptly melts away .
#goldHeads=2,9,9,3,4,5,6,7,15,9,10,11,12,15,0,17,30,30,21,21,30,27,27,27,27,27,21,27,30,15,30,15,
#predictedHeads=2,9,9,3,4,5,6,7,15,9,10,11,12,15,0,17,11,11,21,21,30,27,27,27,27,27,21,27,30,15,30,15,
(4,7),(4,11),-0.00121049 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.149694 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0066329 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.0066329 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.0677932 # DEPENDENCYPART_SIBL
(4,7),(4,28),-0.0677932 # DEPENDENCYPART_SIBL
(4,7),(4,30),-0.054747 # DEPENDENCYPART_SIBL
(4,7),(4,32),-0.0219329 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0400311 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.019305 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.011909 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0119983 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0121081 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0121081 # DEPENDENCYPART_SIBL
(4,8),(4,22),0.021925 # DEPENDENCYPART_SIBL
(4,8),(4,28),0.021925 # DEPENDENCYPART_SIBL
(4,8),(4,30),-0.0177723 # DEPENDENCYPART_SIBL
(4,8),(4,32),0.0182035 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0168398 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.029888 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.00156303 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0215407 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0215407 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.00214671 # DEPENDENCYPART_SIBL
(4,9),(4,28),0.00214671 # DEPENDENCYPART_SIBL
(4,9),(4,30),-0.0160356 # DEPENDENCYPART_SIBL
(4,9),(4,32),0.00103264 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0166441 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0110293 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0133218 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0133218 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0316331 # DEPENDENCYPART_SIBL
(4,10),(4,28),0.0316331 # DEPENDENCYPART_SIBL
(4,10),(4,30),-0.0103475 # DEPENDENCYPART_SIBL
(4,10),(4,32),-0.0130955 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.00646506 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0234352 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.0234352 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.0210795 # DEPENDENCYPART_SIBL
(4,11),(4,28),0.0210795 # DEPENDENCYPART_SIBL
(4,11),(4,30),-0.0163825 # DEPENDENCYPART_SIBL
(4,11),(4,32),0.0242927 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0066329 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.0066329 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0677932 # DEPENDENCYPART_SIBL
(4,12),(4,28),-0.0677932 # DEPENDENCYPART_SIBL
(4,12),(4,30),-0.054747 # DEPENDENCYPART_SIBL
(4,12),(4,32),-0.0219329 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.0328905 # DEPENDENCYPART_SIBL
(4,14),(4,22),0.0356412 # DEPENDENCYPART_SIBL
(4,14),(4,28),0.0356412 # DEPENDENCYPART_SIBL
(4,14),(4,30),0.0151881 # DEPENDENCYPART_SIBL
(4,14),(4,32),-0.00464863 # DEPENDENCYPART_SIBL
(4,18),(4,22),0.0356412 # DEPENDENCYPART_SIBL
(4,18),(4,28),0.0356412 # DEPENDENCYPART_SIBL
(4,18),(4,30),0.0151881 # DEPENDENCYPART_SIBL
(4,18),(4,32),-0.00464863 # DEPENDENCYPART_SIBL
(4,22),(4,28),0.139171 # DEPENDENCYPART_SIBL
(4,22),(4,30),-0.0236324 # DEPENDENCYPART_SIBL
(4,22),(4,32),0.117884 # DEPENDENCYPART_SIBL
(4,28),(4,30),-0.0236324 # DEPENDENCYPART_SIBL
(4,28),(4,32),0.117884 # DEPENDENCYPART_SIBL
(4,30),(4,32),-0.00466344 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0214645 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0677997 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00600169 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0541167 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0180444 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0666798 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0628045 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00881642 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0491216 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0180225 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0616846 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0427616 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.109144 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.147003 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.109211 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0428968 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00920314 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0433338 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.147004 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.11044 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0797429 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00205602 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0760407 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0020389 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0446575 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0322543 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0919466 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0511051 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.00319758 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0876038 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0322543 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.115369 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0511051 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.115369 # DEPENDENCYPART_SIBL
(6,1),(6,31),-0.0700517 # DEPENDENCYPART_SIBL
(6,1),(6,32),-0.0592766 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.035238 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0133159 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.016427 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0388037 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0287416 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0107008 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0195622 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0170816 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0388037 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0529698 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0107008 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0529698 # DEPENDENCYPART_SIBL
(6,2),(6,31),0.0188859 # DEPENDENCYPART_SIBL
(6,2),(6,32),0.0117546 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0380229 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00711567 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.014129 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0134265 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00402968 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0232452 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0206253 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.014129 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0122103 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00402968 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0122103 # DEPENDENCYPART_SIBL
(6,3),(6,31),-0.00334854 # DEPENDENCYPART_SIBL
(6,3),(6,32),0.0497758 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0164457 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0416276 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0337401 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0107459 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0192901 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0220801 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0416276 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0529742 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0107459 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0529742 # DEPENDENCYPART_SIBL
(6,4),(6,31),0.020607 # DEPENDENCYPART_SIBL
(6,4),(6,32),0.010025 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0566049 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0255863 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.013307 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0372583 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0222578 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0566049 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0535523 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.013307 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0535523 # DEPENDENCYPART_SIBL
(6,5),(6,31),0.00764017 # DEPENDENCYPART_SIBL
(6,5),(6,32),0.0102639 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00234923 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0463804 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0375931 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00372218 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.133212 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0225044 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0463804 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0225044 # DEPENDENCYPART_SIBL
(6,7),(6,31),-0.0235728 # DEPENDENCYPART_SIBL
(6,7),(6,32),-0.0112069 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0371637 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.014754 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0133092 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00886666 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0145406 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0371637 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0145406 # DEPENDENCYPART_SIBL
(6,8),(6,31),0.000544644 # DEPENDENCYPART_SIBL
(6,8),(6,32),0.0185843 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0126571 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0316777 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00418407 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0236044 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0451209 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0236044 # DEPENDENCYPART_SIBL
(6,9),(6,31),-0.00605983 # DEPENDENCYPART_SIBL
(6,9),(6,32),0.00104341 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0183694 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0137152 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0154497 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0271427 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0154497 # DEPENDENCYPART_SIBL
(6,10),(6,31),-0.0101549 # DEPENDENCYPART_SIBL
(6,10),(6,32),-0.0130187 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00333343 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0258678 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0377474 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0258678 # DEPENDENCYPART_SIBL
(6,11),(6,31),0.00600084 # DEPENDENCYPART_SIBL
(6,11),(6,32),0.0246735 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0225044 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0463804 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0225044 # DEPENDENCYPART_SIBL
(6,12),(6,31),-0.0235728 # DEPENDENCYPART_SIBL
(6,12),(6,32),-0.0112069 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0177935 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.036982 # DEPENDENCYPART_SIBL
(6,14),(6,31),0.0106572 # DEPENDENCYPART_SIBL
(6,14),(6,32),-0.00261008 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0236044 # DEPENDENCYPART_SIBL
(6,15),(6,31),-0.00605983 # DEPENDENCYPART_SIBL
(6,15),(6,32),0.00104341 # DEPENDENCYPART_SIBL
(6,18),(6,31),0.0106572 # DEPENDENCYPART_SIBL
(6,18),(6,32),-0.00261008 # DEPENDENCYPART_SIBL
(6,31),(6,32),0.00223729 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0367147 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0213416 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0491216 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0180225 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0415331 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0616846 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00881642 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0561032 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0799981 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.1125 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0231738 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0639588 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.109838 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.000163039 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.112596 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0486853 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0180224 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0410594 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0612483 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00883575 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0556669 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.147004 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0387622 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.11044 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0427566 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.110357 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0319651 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0797429 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.022925 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0797662 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0432795 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.102946 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0432443 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0515895 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.112987 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0434639 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.038752 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00727742 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0387644 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00727742 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0232557 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0138396 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0149157 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.014723 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0149157 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0193243 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0413145 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00420698 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0435014 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.037269 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0568946 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0149241 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0188329 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0413543 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.037269 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0568946 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0129408 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.000612365 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0262382 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.000549674 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0489039 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.000516286 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0489039 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00290498 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.103191 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0575763 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.263369 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0891219 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0578247 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0574257 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0578247 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0150001 # DEPENDENCYPART_SIBL
(9,1),(9,30),-0.0823929 # DEPENDENCYPART_SIBL
(9,1),(9,32),-0.0707682 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.00265076 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0151743 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0432358 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0151378 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0432358 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0152714 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0994901 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0452419 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00803175 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.112509 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00640329 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00400321 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00640329 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.00507515 # DEPENDENCYPART_SIBL
(9,2),(9,30),-0.0749158 # DEPENDENCYPART_SIBL
(9,2),(9,32),-0.012636 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0479949 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0533517 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0479722 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0533517 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0482105 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.309802 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.391392 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0613107 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.34939 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0237298 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0130971 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0237298 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0773282 # DEPENDENCYPART_SIBL
(9,3),(9,30),0.340697 # DEPENDENCYPART_SIBL
(9,3),(9,32),0.0117045 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0441771 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0165126 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0441771 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0166463 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.100057 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0487466 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00606913 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.116014 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00723575 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00480837 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00723575 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.00424284 # DEPENDENCYPART_SIBL
(9,4),(9,30),-0.0754825 # DEPENDENCYPART_SIBL
(9,4),(9,32),-0.015213 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0491908 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0535129 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0495521 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0823834 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.16387 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0691956 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.132492 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0945881 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0769164 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0945881 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.020692 # DEPENDENCYPART_SIBL
(9,5),(9,30),-0.0474623 # DEPENDENCYPART_SIBL
(9,5),(9,32),-0.0245397 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0428878 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0145504 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0985418 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0510824 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00499147 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.11835 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00619323 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00376983 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00619323 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.00528138 # DEPENDENCYPART_SIBL
(9,6),(9,30),-0.0739674 # DEPENDENCYPART_SIBL
(9,6),(9,32),-0.0140052 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0495521 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0823834 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.16387 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0691956 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.132492 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0945881 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0769164 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0945881 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.020692 # DEPENDENCYPART_SIBL
(9,7),(9,30),-0.0474623 # DEPENDENCYPART_SIBL
(9,7),(9,32),-0.0245397 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0969948 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0588196 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00713174 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.126087 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0147239 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00097402 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0147239 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0100513 # DEPENDENCYPART_SIBL
(9,8),(9,30),-0.0726395 # DEPENDENCYPART_SIBL
(9,8),(9,32),-0.016635 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00962612 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00443773 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0112548 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0030534 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0192506 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0030534 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0103209 # DEPENDENCYPART_SIBL
(9,10),(9,30),-0.0314443 # DEPENDENCYPART_SIBL
(9,10),(9,32),0.00658605 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0531952 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0258159 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0172904 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0266918 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0172904 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.00762615 # DEPENDENCYPART_SIBL
(9,11),(9,30),-0.0144477 # DEPENDENCYPART_SIBL
(9,11),(9,32),-0.0389198 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00175047 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0103279 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0122391 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0103279 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0149057 # DEPENDENCYPART_SIBL
(9,12),(9,30),-0.0287812 # DEPENDENCYPART_SIBL
(9,12),(9,32),-0.0280171 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00291557 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0273889 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00291557 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.00714293 # DEPENDENCYPART_SIBL
(9,13),(9,30),-0.0170994 # DEPENDENCYPART_SIBL
(9,13),(9,32),-0.0472839 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.000685068 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.074718 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0733325 # DEPENDENCYPART_SIBL
(9,14),(9,30),0.00597053 # DEPENDENCYPART_SIBL
(9,14),(9,32),-0.00925661 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0365486 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0387276 # DEPENDENCYPART_SIBL
(9,15),(9,30),-0.0114504 # DEPENDENCYPART_SIBL
(9,15),(9,32),0.0166502 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0733325 # DEPENDENCYPART_SIBL
(9,18),(9,30),0.00597053 # DEPENDENCYPART_SIBL
(9,18),(9,32),-0.00925661 # DEPENDENCYPART_SIBL
(9,22),(9,30),-0.0303441 # DEPENDENCYPART_SIBL
