# _root_ `` The question is how long it 's going to take Barry Wright to make a contribution , '' says F. John Mirek , an analyst at Blunt Ellis Loewi in Milwaukee .
#goldHeads=20,3,4,20,6,11,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
#predictedHeads=20,3,4,20,8,5,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
(5,3),(5,9),-0.0102623 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0332325 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0332325 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00308321 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0524488 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0691992 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00847298 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0870097 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0870097 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0986638 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.009417 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0135931 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0271511 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0271511 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00977625 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0525139 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0375644 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0375644 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0123891 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.10979 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.10979 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0587768 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0587768 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.282697 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.213682 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.083373 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.249412 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.00180079 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0274597 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0926775 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0280966 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.022968 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.022968 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.00316172 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00255184 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0127317 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0735251 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.3669 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0575821 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0795952 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0795952 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.141899 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0254571 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0211089 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0616778 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.022838 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.078816 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.078816 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0754503 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0434476 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0318848 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.025104 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.169981 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.169981 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0616627 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0667237 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.257195 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.215414 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.215414 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00876524 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0835581 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0119135 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0119135 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0178008 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.024332 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.024332 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0840294 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0840294 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.268136 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0214666 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00603525 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.180547 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0295691 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0285516 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0140312 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0774073 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.155979 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.199572 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.120748 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.025814 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0978824 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0587705 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0761976 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.149708 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0564302 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0476655 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0761976 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0764107 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0541051 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.378867 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0432761 # DEPENDENCYPART_SIBL
(8,1),(8,33),0.43746 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.104425 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.229751 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.186314 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0184251 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.313099 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0345117 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.157353 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00739907 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0629329 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0458001 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.157353 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0467556 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.111522 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.10038 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0572667 # DEPENDENCYPART_SIBL
(8,2),(8,33),0.134214 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.296941 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.335304 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.340815 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.537885 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0587004 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0363004 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0408038 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0109743 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0101496 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0363004 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0314795 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.11601 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0408297 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0472777 # DEPENDENCYPART_SIBL
(8,3),(8,33),0.216584 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.149673 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0820596 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0405166 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0531925 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.214761 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0968455 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.018475 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0249891 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.214761 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0304123 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0771394 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.118327 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.22518 # DEPENDENCYPART_SIBL
(8,4),(8,33),0.0978016 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.034465 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.144198 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.351584 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.155883 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.137259 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0490726 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0534922 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.155883 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.041518 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0839908 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.108116 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.16341 # DEPENDENCYPART_SIBL
(8,5),(8,33),-0.155667 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.169969 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0997565 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0346778 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0767342 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0909548 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.100116 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0346778 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.043043 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0766871 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0222597 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.122231 # DEPENDENCYPART_SIBL
(8,6),(8,33),0.0526088 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0967321 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.235439 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.295302 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0317751 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0324974 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.235439 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.274899 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.201271 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.30163 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0825034 # DEPENDENCYPART_SIBL
(8,7),(8,33),0.349775 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.103706 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.138625 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.268811 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.268811 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.103706 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.338666 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0102535 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0337748 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.127598 # DEPENDENCYPART_SIBL
(8,9),(8,33),-0.0259672 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.119077 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.134863 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.134864 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.273522 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.174884 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0275194 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0440152 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.106586 # DEPENDENCYPART_SIBL
(8,10),(8,33),0.013139 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.292404 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.292404 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.134847 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.337988 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0660803 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.055587 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.129478 # DEPENDENCYPART_SIBL
(8,11),(8,33),-0.0430395 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.245105 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0163545 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.161637 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0226028 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0313784 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0483499 # DEPENDENCYPART_SIBL
(8,12),(8,33),-0.025072 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0137874 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.164995 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0260232 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0279489 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0524242 # DEPENDENCYPART_SIBL
(8,13),(8,33),-0.0354718 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.174884 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0275194 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0440152 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.106586 # DEPENDENCYPART_SIBL
(8,14),(8,33),0.013139 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0541388 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.00791073 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0903738 # DEPENDENCYPART_SIBL
(8,17),(8,33),-0.0240803 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.114559 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.120466 # DEPENDENCYPART_SIBL
(8,18),(8,33),0.0202908 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0846343 # DEPENDENCYPART_SIBL
(8,19),(8,33),-0.0581015 # DEPENDENCYPART_SIBL
(8,20),(8,33),-0.0129074 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0602013 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.156383 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0543558 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0114464 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.127093 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0984297 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.159027 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0289655 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.011668 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00948134 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.159027 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0494904 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0210067 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0286433 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.429812 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.011669 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0286433 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.0656773 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00612091 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0453593 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0868307 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.169195 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00633063 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00766228 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0606587 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0191813 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0244002 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00766228 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0237612 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0145792 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.024515 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0428617 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0191959 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.024515 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0168239 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00447037 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.015708 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.1308 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.115854 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.125231 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.066962 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0401462 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0390889 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.125231 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0729972 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0326509 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0509277 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0871736 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0401821 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0509277 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.127494 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.06175 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0600982 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0491687 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.217248 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.130667 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.037594 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0376078 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.217248 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.141765 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0340572 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0961099 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.104601 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.037594 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0961099 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0718873 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0445874 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.000344922 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0768617 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0810132 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0214315 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0262015 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0768617 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.104069 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0146794 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0538159 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00989121 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.021402 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0538159 # DEPENDENCYPART_SIBL
(9,6),(9,27),-0.0344762 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.1954 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.022901 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00697215 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0320554 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0269404 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.022901 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0170512 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0720987 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0358998 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0581451 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0320554 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0358998 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.0405985 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0486087 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0349408 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0439632 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0418025 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0486087 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.036713 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0181242 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.047302 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0361051 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0439889 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.047302 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0524761 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.115089 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0980323 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0981736 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.286547 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.123432 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.161195 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0519246 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0289987 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0980323 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0519246 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.124258 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.158443 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.158584 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0376393 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.385903 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.20256 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0188966 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0508545 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.158443 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0188966 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0224072 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.206744 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0128189 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0505681 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.142263 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0199137 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00315797 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.206603 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0199137 # DEPENDENCYPART_SIBL
(9,12),(9,27),0.046613 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0249467 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0508439 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.141987 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0174095 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0029302 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.207379 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0174095 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.0415505 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.123432 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.161195 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0519246 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0289987 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0980323 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0519246 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.124258 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.204358 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0292903 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0265072 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.15133 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0292903 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.00515492 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0199451 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.00556024 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.108751 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0199451 # DEPENDENCYPART_SIBL
(9,17),(9,27),0.0865143 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.13945 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.144242 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0148507 # DEPENDENCYPART_SIBL
(9,18),(9,27),0.145235 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.00163686 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0852768 # DEPENDENCYPART_SIBL
(9,19),(9,27),0.304482 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.0195945 # DEPENDENCYPART_SIBL
(9,23),(9,27),0.0466369 # DEPENDENCYPART_SIBL
(9,24),(9,27),0.145235 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0977723 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0143746 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00765429 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0856768 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0413344 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0413481 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00799177 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.046131 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0413344 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.323717 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0623309 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0703296 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.16291 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.157795 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0360218 # DEPENDENCYPART_SIBL
