# _root_ The French group has an agreement giving it the right to buy all the shares outstanding , and this could be completed within a few months , a BSN spokeswoman said .
#goldHeads=3,3,4,31,6,4,6,7,10,7,10,11,15,15,12,15,4,4,20,18,20,21,22,26,26,23,4,30,30,31,0,31,
#predictedHeads=3,3,4,31,6,4,6,7,10,7,10,11,15,15,12,15,4,4,20,18,20,21,22,26,26,23,31,30,30,31,0,31,
(7,3),(7,11),0.04486 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0359326 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0107651 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0681323 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0166465 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.00453769 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.138329 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.000646989 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0395968 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0779307 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.00299145 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0330006 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.00453769 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.030092 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0528982 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0385498 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0152349 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00761992 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.101275 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0442902 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.000522727 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.024779 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0307027 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0265748 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.00310728 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0906557 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0385573 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0404649 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0509575 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.025195 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0265748 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0247629 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0257871 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0172037 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0190105 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0919705 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0193495 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0366971 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.079981 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0862951 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0104669 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0415992 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.11615 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0531692 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.128747 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0530264 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0763179 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.0104669 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0475118 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0427083 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0442932 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0657247 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0338547 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00943426 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.050217 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0111028 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00077792 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.158745 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0051082 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0452739 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0825496 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0242693 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0212159 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.00077792 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0630158 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00752418 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0168136 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0625151 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0888477 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.127752 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0753032 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0775528 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0212884 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0607066 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0816816 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0341483 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.025041 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.112825 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0775528 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.108235 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.119654 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0569929 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0650688 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0878291 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0494638 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0694276 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.094093 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.146482 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0669143 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0624304 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0537604 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0780963 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0694276 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0472463 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0306098 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0629959 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.276666 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0344696 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0378419 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0733419 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.177308 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0229949 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.00497759 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0331316 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.23557 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.0378419 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.14187 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0943313 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.222143 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.203475 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0233654 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.102642 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.248268 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.164077 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0648566 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0185235 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.161424 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.0233654 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0756228 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.147125 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.140848 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0644113 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00724549 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0663245 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.406872 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0918468 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.00560531 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.135418 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.0644113 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0670492 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.00812543 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0260538 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0281115 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.094439 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0107623 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0650632 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.05888 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0573088 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.0260538 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.027124 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.14451 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0977329 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0436351 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.0892995 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0437136 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.221531 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.265734 # DEPENDENCYPART_SIBL
(7,15),(7,27),0.14451 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0434669 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0401617 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0968651 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0372313 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0136514 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0683921 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.137102 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.0434669 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.400526 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.212078 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.292633 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.335099 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.383885 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.136597 # DEPENDENCYPART_SIBL
(7,17),(7,27),0.0239878 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.115516 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.152038 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.0122367 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0308819 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0453469 # DEPENDENCYPART_SIBL
(7,18),(7,27),-0.0738113 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0658345 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.034287 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.00671267 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.0825272 # DEPENDENCYPART_SIBL
(7,20),(7,27),0.0155752 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.117905 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0111264 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.0950877 # DEPENDENCYPART_SIBL
(7,21),(7,27),0.0489054 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.182985 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.263916 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.033341 # DEPENDENCYPART_SIBL
(7,23),(7,26),-0.0990828 # DEPENDENCYPART_SIBL
(7,23),(7,27),0.050147 # DEPENDENCYPART_SIBL
(7,26),(7,27),0.0355462 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.029565 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0136388 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0539401 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0846428 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0810993 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.034282 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0172812 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0259152 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.333229 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0989482 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.723034 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.536342 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.159281 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0308976 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0308997 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.318952 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.00823506 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.133112 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.292828 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.244868 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.00823506 # DEPENDENCYPART_SIBL
(10,5),(10,30),0.0199004 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0889133 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.137097 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.537451 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0921402 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0173623 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.116504 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0168361 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00780696 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0311016 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0481303 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0235496 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0201356 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0311016 # DEPENDENCYPART_SIBL
(10,6),(10,30),-0.0245529 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00953279 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.251436 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0796428 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0245931 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.07763 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0146596 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00209013 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0506039 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.062866 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0269009 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0143586 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.0506039 # DEPENDENCYPART_SIBL
(10,7),(10,30),-0.0430796 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.235951 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.218605 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.107435 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0430574 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0434091 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00327661 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0629531 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.104556 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0824369 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.12821 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0629531 # DEPENDENCYPART_SIBL
(10,8),(10,30),0.120014 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.224249 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.20044 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0565825 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0208018 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.180926 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.200894 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00870608 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.224225 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.179065 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.200894 # DEPENDENCYPART_SIBL
(10,9),(10,30),0.087259 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00269479 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0373511 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0277623 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0848591 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00848855 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0649478 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.195483 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0337774 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.00848855 # DEPENDENCYPART_SIBL
(10,11),(10,30),0.0662661 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0695534 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0718598 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0913197 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0995505 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0284091 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00362206 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0431425 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0995505 # DEPENDENCYPART_SIBL
(10,12),(10,30),-0.0752846 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0858873 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0511872 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0676311 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.158833 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.123286 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.00984504 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0676311 # DEPENDENCYPART_SIBL
(10,13),(10,30),-0.0862101 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0547915 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0152378 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0212415 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0457881 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0686469 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.0152378 # DEPENDENCYPART_SIBL
(10,15),(10,30),-0.107946 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00654153 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0396386 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0334517 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.00377348 # DEPENDENCYPART_SIBL
(10,16),(10,27),0.00654153 # DEPENDENCYPART_SIBL
(10,16),(10,30),-0.0339715 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.578502 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.394208 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.677447 # DEPENDENCYPART_SIBL
(10,17),(10,27),0.194084 # DEPENDENCYPART_SIBL
(10,17),(10,30),0.729366 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.00183237 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.111279 # DEPENDENCYPART_SIBL
(10,18),(10,27),0.0307697 # DEPENDENCYPART_SIBL
(10,18),(10,30),-0.0449767 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0124095 # DEPENDENCYPART_SIBL
(10,20),(10,27),0.0512151 # DEPENDENCYPART_SIBL
(10,20),(10,30),0.0250261 # DEPENDENCYPART_SIBL
(10,22),(10,27),0.216942 # DEPENDENCYPART_SIBL
(10,22),(10,30),-0.112606 # DEPENDENCYPART_SIBL
(10,27),(10,30),0.729366 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.220151 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.011974 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.201508 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.225548 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.225134 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0355419 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0114648 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0132694 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.169104 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.334052 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0091621 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.199342 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.225398 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.258311 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0284164 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00664531 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.000582455 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.192598 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.344777 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0698048 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0352215 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0422201 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0707618 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0608282 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0513318 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00810538 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.114587 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0455318 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00610128 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00241791 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0142305 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0547987 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0525261 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.125806 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0442924 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.193959 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0984243 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.162307 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0331323 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0945893 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.106349 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0341097 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0299768 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.128112 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.266133 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.329032 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.72166 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0430131 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.866506 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.323143 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.034421 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.105252 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.029412 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.195001 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.104376 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.104496 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.181615 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.116166 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0847339 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.1171 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0032743 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0481291 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.055117 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.00213997 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0594069 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.00974431 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0227647 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0341065 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.0406972 # DEPENDENCYPART_SIBL
(12,3),(12,26),-0.0165502 # DEPENDENCYPART_SIBL
(12,3),(12,27),-0.055117 # DEPENDENCYPART_SIBL
(12,3),(12,30),-0.0109623 # DEPENDENCYPART_SIBL
(12,3),(12,32),-0.0019568 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0142202 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0176751 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00579739 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.083012 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00252622 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0854054 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.10473 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.126733 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00698202 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0570324 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0431837 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.163752 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0997524 # DEPENDENCYPART_SIBL
(12,8),(12,26),-0.015729 # DEPENDENCYPART_SIBL
(12,8),(12,27),-0.10473 # DEPENDENCYPART_SIBL
(12,8),(12,30),0.00577871 # DEPENDENCYPART_SIBL
(12,8),(12,32),0.0938628 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0124447 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.128311 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.197841 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.160833 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0427405 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0960407 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.128632 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.133637 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00348244 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.198667 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0143957 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.145791 # DEPENDENCYPART_SIBL
(12,9),(12,26),-0.147048 # DEPENDENCYPART_SIBL
(12,9),(12,27),-0.0960407 # DEPENDENCYPART_SIBL
