# _root_ But yesterday , Manhattan Cable announced it will launch Showtime on Nov. 1 to over 230,000 subscribers .
#goldHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
#predictedHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
(8,1),(8,4),-0.0088354 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.00913221 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0117675 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.00491636 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00356791 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0114968 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0143759 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0117519 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.162335 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0282475 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.115852 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.116728 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0222935 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.116146 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0550292 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0616297 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0393128 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0805826 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0333276 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00740032 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00912985 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0237917 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0329859 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0117692 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0581209 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.112009 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.118047 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0542677 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.133174 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0255627 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.106054 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0310236 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0465673 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0307284 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0777491 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.00459214 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0254802 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.105775 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0147754 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0511741 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0380152 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0828335 # DEPENDENCYPART_SIBL
(8,5),(8,18),9.59388e-05 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0171539 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00552203 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0854206 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0232277 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0197519 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.00606316 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0443424 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0667862 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.120952 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.105307 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00535698 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0642122 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0723034 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0655962 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00172432 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.012033 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0220469 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.01863 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00718217 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00271247 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.014675 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0285215 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0269382 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.00728701 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00181641 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0439203 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0382632 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0299111 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00210411 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0354647 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.013718 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0321451 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.016689 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0058636 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0275486 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.123718 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.15611 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00359006 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0575162 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0330751 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0269203 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00716971 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0363257 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00159767 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00927357 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0174503 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0349482 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0187922 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0113077 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.13061 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00190334 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0193733 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0289798 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0632742 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0112855 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0158024 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0202077 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0416917 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0109781 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.084267 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0294267 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00732909 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0554118 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00893312 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0585316 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0671929 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0152211 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0232098 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0239884 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0144843 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00559218 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.056507 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0135713 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0110831 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.017906 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0146323 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0980844 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0103996 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0159345 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0151487 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0619156 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0862478 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0347777 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0528082 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00909667 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00270475 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0170146 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00530759 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.113937 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00251697 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0775993 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0918092 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.113065 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0638039 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00582699 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00791648 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0600145 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.113401 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0643715 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0761602 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0661071 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.134586 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0690378 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.057652 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0205192 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0250668 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0238853 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0227189 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00932017 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0372396 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0199682 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0483343 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0196489 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0174539 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0297116 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0342373 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00343442 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0278063 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0183435 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0135095 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0226137 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0138748 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0334527 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.019151 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0347274 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.00186368 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0104716 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.014859 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0422486 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0508093 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0295597 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00487684 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0143679 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0278205 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0134429 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0355635 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0256281 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0351387 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0442004 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.011416 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0123592 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0382453 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0226296 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0491198 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0419032 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0388513 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0119297 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00560278 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.123407 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.125507 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0611545 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.00828659 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0512393 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0140938 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0457398 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0283652 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0395889 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00697288 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.000258756 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.118184 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.134825 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0580405 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0136306 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.00312682 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0459161 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0279907 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0397652 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0109368 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0102051 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.103192 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.128658 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0409496 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0240944 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.024147 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00499355 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0233266 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0434539 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00174206 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.12201 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0068078 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0868589 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.00651442 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0248601 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0415516 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00664769 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0570033 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.139528 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0386668 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0935344 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0682932 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0631882 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0308924 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00349527 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.127055 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0193902 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0919036 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00476122 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0313234 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0853505 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00469928 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0559653 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.000978817 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0536454 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0845711 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.000438597 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00638316 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00722344 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0278949 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0650502 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0201872 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0224249 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.033217 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.00325602 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0237249 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0159331 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0335012 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0258484 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0135548 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0268326 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0459678 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0547591 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0382338 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0399784 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.118125 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0564153 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00320312 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00564636 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0759733 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0400863 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.166195 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0105656 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00691934 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0387756 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0839702 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.199354 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.158177 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.125901 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0239168 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0160392 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0468973 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0878653 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0622521 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0405656 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0547367 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0265519 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0147616 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0590697 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0279045 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00789313 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.049259 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0147458 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0600944 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00536377 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0271399 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0724324 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0345313 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0448983 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0930423 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0230528 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.017203 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.057576 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00812054 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0106336 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0727709 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00154846 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0624762 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0255019 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0276863 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0297419 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.010681 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00683997 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0970839 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.023956 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0212628 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0598284 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00499166 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.133149 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0212731 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00252122 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0213859 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0200839 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00637823 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0407544 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00520042 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.000452268 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0153965 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0102823 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0569459 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0520104 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.109303 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.188634 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0438761 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00788918 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00813917 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0533477 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.131962 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0205878 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.190591 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0189701 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0913761 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0051163 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0281281 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0219645 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0333552 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00673416 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0100369 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00147229 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0195426 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0222443 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0265695 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0755259 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0233314 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0326629 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0172898 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0291346 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0131095 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0063649 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00195191 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0191544 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.179055 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.00341294 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0315694 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0225374 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0315481 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00847012 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0642186 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0221905 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00197064 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0178165 # DEPENDENCYPART_SIBL
(0,0),(0,1),-0.981567 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,2),-0.628696 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,5),-0.388964 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,6),-0.159941 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,8),0.0259491 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,9),-0.135 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,19),-1.06755 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(0,2),-1.15265 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,5),-1.27329 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,6),-1.21891 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,8),-1.01033 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,9),-1.17259 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,19),-0.28549 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,2),(0,5),-1.27195 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,6),-0.938434 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,8),-0.835337 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,9),-0.923161 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,19),-0.350785 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,5),(0,6),-0.931784 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,8),-0.935816 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,9),-1.13825 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,19),-0.68592 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,6),(0,8),-0.882682 # DEPENDENCYPART_NEXTSIBL
(0,6),(0,9),-0.844319 # DEPENDENCYPART_NEXTSIBL
(0,6),(0,19),-0.979887 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,8),(0,9),-0.797877 # DEPENDENCYPART_NEXTSIBL
(0,8),(0,19),-0.514962 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,9),(0,19),-1.08864 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.546543 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.885766 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.849068 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,5),-0.534479 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,6),-0.307459 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
