# _root_ The sales are being dragged down by a glut of 1989 vehicles , said Joel Pitcoff , a Ford analyst .
#goldHeads=2,3,14,3,4,5,5,9,7,9,12,10,14,0,16,14,16,20,20,16,14,
#predictedHeads=2,3,14,3,4,5,5,9,7,9,12,10,14,0,16,14,16,20,20,16,14,
(7,9),(7,14),-0.0211767 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0867372 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0900974 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0215396 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0506437 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0321629 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0205819 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0521991 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.051348 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0432578 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0304004 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0171368 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0429367 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0433704 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0285532 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0215797 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0857799 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0891401 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0137026 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0324983 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0219667 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0448299 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0461889 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0900974 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0174281 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00226341 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0146202 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00383779 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0914179 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0219225 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0189071 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0213721 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0213901 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0189071 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.013686 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0600979 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0213212 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0471805 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0434485 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0387909 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0290079 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0112072 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0382574 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0290079 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0313786 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0408482 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.203775 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0515841 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0306355 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0690934 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.261816 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0300877 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0690934 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0263789 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0378558 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0620702 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0028583 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0186265 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0323011 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00422187 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0186265 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.00796162 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0112069 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0492225 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0250332 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0290211 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.048845 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0250332 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0442668 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.00111707 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0113939 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0153208 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0106719 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0113939 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0090397 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0177442 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00354704 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0410452 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0314479 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0693234 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.00347616 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0365077 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0164089 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.033775 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.00662219 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0116675 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00986229 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0201988 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0693234 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.00347616 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.032146 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0199091 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0703045 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0520452 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.066524 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.122623 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0818175 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0158726 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.122535 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.121543 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.116322 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0937393 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.108448 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.115938 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0610215 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0285055 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.115849 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.115905 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0907131 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0699323 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.137115 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0543151 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00524176 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.137019 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.138643 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0658974 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0623397 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0917678 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0324592 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0611083 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0558217 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0568535 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0138387 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0267781 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0565323 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0569661 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0101844 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0443629 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.108143 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.111503 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0208818 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0154022 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.00487066 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0475906 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0489496 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.11246 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0251027 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00668553 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0348057 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0986043 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0252666 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.023641 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0395888 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0141295 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0418915 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0949596 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.100245 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0857782 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0150073 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00940569 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.00934812 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0621386 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0942164 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.105179 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0102992 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.00937142 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.00567067 # DEPENDENCYPART_SIBL
(12,4),(12,7),8.54481e-05 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0177526 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0332511 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00908099 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0210429 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0189572 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0351028 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0220253 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0220253 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0189572 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0143212 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0544284 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0212745 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0119458 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0613006 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00710526 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.027889 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00669736 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0403523 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0403523 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.027889 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0334735 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0407508 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0428947 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.02373 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.044871 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0622311 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.27045 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0283367 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0283367 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0622311 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0246279 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0341074 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0144041 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0236124 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.066655 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0149399 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0194734 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0194734 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.066655 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0404406 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0074372 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0147434 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0543255 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0282492 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0273511 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0273511 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0543255 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0204724 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0101665 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0285 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0328135 # DEPENDENCYPART_SIBL
(12,11),(12,15),1.42253e-05 # DEPENDENCYPART_SIBL
(12,11),(12,16),1.42253e-05 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0285 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.00594373 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0270908 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00466841 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.040785 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.040785 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0362238 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0690632 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.00295642 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0376835 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0376835 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0200536 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0349507 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.00622647 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0122872 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0146201 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0106549 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0198482 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0146201 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0106549 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0198482 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0690632 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.00295642 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0317954 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0323108 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0173789 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0102452 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0142957 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0712466 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.103573 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0279999 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0574628 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.102023 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0489962 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0844689 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0844689 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0668809 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.124354 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0859814 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0724549 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0691991 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.035547 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0198324 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0205452 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.049282 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0299815 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0176912 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0128822 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0273275 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0273275 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0309445 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.014608 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0601997 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0824013 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0592705 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0415178 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.034173 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0730168 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0520593 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.031319 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0238522 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0125296 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0125296 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.041394 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0294059 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0379143 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0508268 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0334844 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0212729 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0645722 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0437999 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0184189 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.00654817 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.00946613 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00946615 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0465497 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0324694 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.0113436 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0180003 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0134832 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0526959 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.000464577 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0160323 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.025502 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0473646 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0473646 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0758193 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0922426 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.0203342 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0466013 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0915398 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0883168 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0471938 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.127639 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0802367 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0802367 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0120084 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.126628 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0501452 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0258589 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0570831 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.104482 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0270201 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.112719 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.112719 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0128176 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.152604 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0119573 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0429537 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0609175 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0734473 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0355854 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0355854 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.102931 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0804634 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0297516 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00396484 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0867232 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0502512 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0502512 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0616637 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0955208 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0453582 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0283161 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.117192 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.117192 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00284301 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.157077 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0212789 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0218048 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0218048 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.236456 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0609727 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0157948 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0768428 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0892096 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0849931 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0828237 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0892096 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0849931 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0828237 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0157066 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0300065 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0709099 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.00986229 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0380854 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.112322 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.131212 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0380864 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0629704 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0277574 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0240401 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0355171 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0397968 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0227716 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0135209 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.052998 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0134216 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0381352 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0145843 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0444942 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.023047 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.140625 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0255697 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0242761 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.027459 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0270291 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0333308 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0217404 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0153504 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0713159 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0664719 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0230051 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0477187 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0138566 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0418598 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0701895 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.00261008 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0114721 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0231404 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.032146 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0355223 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0204793 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0488564 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0385587 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0385587 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.114482 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.206433 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0366709 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0375512 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0149348 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.00841281 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.00841281 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0194805 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.000743258 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.00871434 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.00904677 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0788046 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0788046 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.00766672 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0379252 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0771596 # DEPENDENCYPART_SIBL
