# _root_ James Alexander , a Burmah spokesman , said SHV had previously owned `` a little under 5 % '' of Burmah for about two years .
#goldHeads=2,8,2,6,6,2,2,0,10,8,10,10,15,15,18,15,15,12,18,18,20,12,25,23,22,8,
#predictedHeads=2,8,2,6,6,2,2,0,10,8,10,10,18,15,18,15,18,12,18,18,20,12,25,23,22,8,
(2,6),(6,4),0.981196 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.223428 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.166235 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.00904087 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.164307 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.132339 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.106766 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.0750907 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.51832 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.688847 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.253111 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.178916 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.918589 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.716871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.394175 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.482304 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.0925401 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.170211 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.258744 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0283989 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.324871 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.111467 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.161607 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.287961 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-1.33393 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.343352 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.537797 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.167588 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.739616 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-0.990877 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.471925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),0.416611 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.312493 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.148209 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.153916 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0238357 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0293331 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.183574 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.0128014 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.918745 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.717889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.356442 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0749163 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.190506 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.221011 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.123142 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.188268 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.104308 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.264694 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.416735 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-1.36091 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.38601 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.549969 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.487063 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.301401 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-1.01138 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.606509 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.74817 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.702356 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.210916 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-1.09561 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.209975 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.012319 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.554645 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-1.44939 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.476821 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.750052 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.672335 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.709435 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.725611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.34381 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.207256 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.208379 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.0832663 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.206387 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0318571 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.019161 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.441366 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-1.44002 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.422261 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.644735 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.493508 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.657109 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.249807 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-1.07057 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.64742 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.851429 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-0.753962 # DEPENDENCYPART_GRANDPAR
(2,12),(12,25),-0.337821 # DEPENDENCYPART_GRANDPAR
(2,12),(12,26),-1.08947 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.210897 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.0480647 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0120209 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.600479 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.517178 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.644225 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.761445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,9),-0.242219 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),0.00739006 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.0348789 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.617396 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-1.31009 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.708643 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.547602 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.629404 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.257683 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-1.01385 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.840274 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-0.657042 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-0.42692 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-0.297818 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),0.103668 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),0.140407 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.607316 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-1.03195 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.211952 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.694736 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.382758 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.280118 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.835583 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.852542 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.889247 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.667934 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.324236 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.762058 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-1.13072 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.74949 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.311445 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.91715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.585017 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.720829 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.837968 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.910171 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.787662 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.032 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.749571 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.850303 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.926479 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.04634 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.06616 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.19007 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.15693 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.03804 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.423501 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.869528 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.83553 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.932985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.146043 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.00160853 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0916442 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.445636 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.193322 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.786962 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.794718 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.654757 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.466979 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.242978 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.309015 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.430273 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.121051 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.363637 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.336606 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.736419 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.450501 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.497262 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.358578 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.499562 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.837096 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.719716 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.619994 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.290816 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.903605 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.868642 # DEPENDENCYPART_GRANDPAR
(4,10),(10,26),-1.44104 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.353766 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.328358 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.504369 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.56749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.521613 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.38639 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.891558 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.864065 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.959862 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.795669 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.77659 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.04073 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.68671 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.20084 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.45648 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.03726 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.379178 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.154441 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.41877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-1.16428 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.887328 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.07735 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.928837 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.884023 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.18949 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.829975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.730017 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.242714 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.252859 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.292359 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.297295 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.174366 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.459585 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.817366 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.399075 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.180585 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.971906 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.08113 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.745107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.149863 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.717756 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.275956 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.453942 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.37416 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.262315 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.973714 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.825718 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.737245 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.982688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.192093 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.784899 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.375311 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.274261 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.103835 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.00237778 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.375614 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-1.13933 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.600545 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.780045 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.633203 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.46498 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-1.23971 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.663398 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.893207 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.746145 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.490271 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-1.1132 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0848924 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.257639 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.265005 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.37781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-1.07508 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.688367 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.743607 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.802167 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.936884 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.170882 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.215036 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.299109 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.297759 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.37781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-1.07508 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.98784 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.688364 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.743604 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.845171 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.802164 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.864818 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.986715 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.965636 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.45001 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.936881 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.132907 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0756097 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0233898 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.952543 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.777879 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0876951 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.135607 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0678355 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.37781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-1.07508 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.688364 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.743604 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.827237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,1),-0.849563 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.580298 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.813804 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.425495 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.391682 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.673221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.406223 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0698415 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.000197065 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.221602 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.244975 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.205587 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.544286 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.440019 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.490809 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.400285 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.587477 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-1.1621 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.652206 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.442752 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.461738 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.786683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.294174 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.386396 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.286604 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.482078 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.351037 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.8495 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.58027 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.808508 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.391654 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.679327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.353068 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.484849 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0899684 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.198471 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.114063 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.320993 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.544381 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.459107 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.47512 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.707313 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.503269 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.692681 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.380345 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.567444 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.696919 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.602666 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-1.2394 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0178149 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.28465 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.356229 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.546587 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.431899 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.561953 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.648991 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.700367 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.613481 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.871748 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.738231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.395514 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.480544 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.174546 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.230689 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.198267 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.313051 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.588677 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.437293 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.480063 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.509149 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.831005 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.361252 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.718361 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.370969 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.597265 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.743059 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.593742 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-1.19404 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.180942 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.356543 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.323181 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.114123 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.0898867 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.376405 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.235716 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.24986 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.463103 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.511821 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.298485 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.451476 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.46187 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.515989 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.601719 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.459962 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.921695 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.794198 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.551252 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.288681 # DEPENDENCYPART_GRANDPAR
