# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
(5,11),(11,1),-0.671579 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.725881 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.208628 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.494479 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.328251 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.418669 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.461179 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.44757 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.411304 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.222921 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.765334 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.568405 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.530927 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.427967 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.412993 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.468105 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-1.04891 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.442452 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.323838 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.148591 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.15991 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.248634 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.22095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.56253 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-1.22045 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.727219 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.593006 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.670222 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.14067 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.222199 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.214476 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.31931 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.105211 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.375328 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.22599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.607957 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.624694 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.29715 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.734631 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.715243 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.896169 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.838919 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.628767 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-1.22485 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.000457201 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0309758 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.017803 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.19836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.532921 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.2679 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.70794 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.703574 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.944318 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.03922 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.83539 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.610206 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.648996 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.375571 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.7206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.236489 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.901116 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0382611 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.395803 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.183627 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.224857 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0440068 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0123117 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0671937 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.367269 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.195563 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.544589 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.209545 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.877806 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.500517 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.669748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-1.02525 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0113945 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.186843 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.207383 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.030003 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.219259 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.0342651 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.108443 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.481764 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.137338 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.556777 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.03946 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.766805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,10),-0.0699936 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.0022 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.00705 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.727521 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.81531 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.495609 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.691557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0701635 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0657548 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0381358 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.275794 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.211251 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0574297 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.152364 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0305681 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0814653 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.41481 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.0934762 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.543034 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.329554 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.63968 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.993411 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.573317 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.225357 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.22028 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.144873 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.210184 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.167042 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.210796 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.352343 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.055444 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.323816 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.14146 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.224495 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.227915 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.436135 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.409474 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.655812 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.428878 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.294782 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.13831 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.32139 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.37249 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0901066 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.405355 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.242183 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.466389 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.524001 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.292029 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.612141 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.772963 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0401419 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.314511 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.338765 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.350464 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.353413 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.307289 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.499272 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.485196 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.071676 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.693259 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.174063 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.279857 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.04601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.911002 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.395958 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.306093 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.425781 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-1.05845 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.1371 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.243451 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.368646 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.324777 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.0751402 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.278336 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.986793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.148661 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.907315 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.306501 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.242133 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.521311 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.547319 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.249931 # DEPENDENCYPART_GRANDPAR
(7,3),(3,24),-1.08852 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.21318 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.146342 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.500393 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.214536 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.0355311 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.863259 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.266724 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.313514 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.0785308 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.330027 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.422056 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.169306 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.552424 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0448444 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.953796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0402947 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.867234 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.309748 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.202495 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.489204 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),0.0930013 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.147032 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.315299 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-1.02756 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.621385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.739314 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.846537 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0244428 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.45838 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.146205 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0145933 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.346206 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0038849 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.039582 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.112504 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.675403 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.894613 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.343344 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.730641 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.083265 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.165395 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.19116 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.573373 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.17076 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.6158 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.75337 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.244348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.413394 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.186398 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.133763 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0143959 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0862296 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0322699 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0914701 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.0321773 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.052815 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.341305 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.407727 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.604827 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.85056 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.285796 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.56224 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.167925 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.323716 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.183959 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0616768 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.161426 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.145753 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.229119 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.468256 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.167235 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.135164 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.08999 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.147319 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.0529712 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.0665234 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.418805 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.406203 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.656942 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.797145 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0158026 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0593029 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0116567 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.206204 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.197959 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.229746 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.502897 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.271422 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.601657 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.255504 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.012545 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.0364278 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.121983 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.160816 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.222264 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.373999 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.407797 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.268878 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.451727 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.0401688 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.838775 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.259451 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.167837 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.0857008 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.440539 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.397664 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.55791 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.31441 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.0477291 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.0799781 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.121566 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.201654 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.234619 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.20025 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.305815 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.651468 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.609226 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.435852 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.578296 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.218629 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.888129 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.106365 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.118559 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.667094 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.445653 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.270356 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.64655 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.0450763 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),0.207705 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),0.193125 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.0455592 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.435587 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.530119 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.738231 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.222479 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.838265 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.507825 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),0.156519 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.06117 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.735308 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.749665 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.817859 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.28459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-1.49816 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.828245 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.34408 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.45468 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-1.13892 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-1.22892 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.745419 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.671266 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.723333 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.375169 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.30844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.49975 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.856096 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.28673 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.34216 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.35467 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.32747 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.62157 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-2.16812 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.74493 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.38547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.269993 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.69094 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.84858 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.35936 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.51346 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.37455 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.45298 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.07473 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.65766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.330218 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.519261 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.802286 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.551289 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.816653 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.900297 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.862102 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.868153 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.838634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-1.14642 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.956041 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-1.75862 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.68141 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.637193 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0413156 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.945726 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.691151 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-1.07627 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-1.04677 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.933388 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.887036 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.52494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),-0.224784 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.541587 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.863866 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.890021 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.9086 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.885472 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.888049 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-1.16357 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-1.01505 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-1.71641 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.656752 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.777924 # DEPENDENCYPART_GRANDPAR
