# _root_ The offer , which also includes common and preferred stock purchase rights , was to expire last night at midnight .
#goldHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
#predictedHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
(6,7),(7,4),-0.325971 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.381452 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.348314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0613032 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.00762669 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.32172 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0712579 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.23984 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.28907 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.000470832 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.475756 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.42615 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.492922 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.71532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.129946 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0587548 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.549425 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.553373 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0574122 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.231828 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.51592 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.00680608 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.677341 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.456043 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.194917 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.383907 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.247243 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.333741 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.364733 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0773816 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.23609 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.252096 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0654989 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.584213 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.434996 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.493864 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.492171 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.667212 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.277596 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.373327 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.25918 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.264271 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.301739 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.703953 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.379356 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.174746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.644632 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.277537 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.184741 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.349912 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.325315 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.167345 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.323971 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.656627 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.963703 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.39965 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.469404 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.373111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.605966 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.131174 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.224068 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.234504 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.305118 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.268044 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.359878 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.260753 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.714546 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.573859 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.470369 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.662235 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.377341 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0138845 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.389199 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.663799 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.147795 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.248746 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.443364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.446786 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.0926541 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.0948061 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.225599 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.248106 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.149921 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.134158 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0825129 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.292171 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.496624 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.479679 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.24907 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.609416 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.490119 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0171571 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0564563 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.632856 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.506615 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.421238 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.575456 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.439837 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.260975 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.137977 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.551831 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.340286 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.560924 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.300072 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.71666 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.396168 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.307586 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.432418 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.184891 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.377903 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.450311 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.255438 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.134225 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.27767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.352579 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.270658 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.638739 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.438965 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.535742 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.823725 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.713398 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.635026 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.03733 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.763604 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.84846 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.20354 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.289044 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.165075 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.201969 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.24855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.259029 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.695935 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.150948 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.146778 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.488234 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.215045 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.2917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.298752 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.304507 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0886586 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.311177 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.420355 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.196094 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.22554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.206938 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.24736 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.481509 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.281479 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.546796 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.683 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.696295 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.681899 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.880731 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.84672 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.843298 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),0.0970288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.649445 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.6754 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.983285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.406596 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.109007 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.159795 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.109942 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.23597 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.33209 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.266689 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.0682905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.615452 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),0.161313 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.679752 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.448632 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.163255 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0651164 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0542085 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.179812 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.286763 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.184416 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.509169 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.360393 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.438593 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.685612 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.870341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.352066 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.340503 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.188441 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.184001 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.18816 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.907054 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.676236 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.907671 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),0.0835531 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.665809 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.672976 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.845674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.240715 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.346469 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0816908 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0853451 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.1172 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.154616 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0656429 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.346905 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.382428 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.441148 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.415146 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.321013 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.134959 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.563976 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.758831 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),0.156354 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.625049 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.672229 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.932308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.197071 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.199194 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0618628 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.147175 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.342934 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.501411 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.221521 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.280668 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.204677 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.368563 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.296154 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.44264 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.477685 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.283008 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0594212 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.335617 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.399374 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.431555 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.412695 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.44257 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.191968 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.623948 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.332076 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.199503 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.339624 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.36633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,14),-0.702495 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.157843 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.421199 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.00291927 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.303559 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.395535 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.39828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-0.292104 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.217464 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.500813 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0519628 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0647159 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.428991 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.35409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0690242 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.136322 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.622061 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.560486 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.4697 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.748647 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.02301 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.14134 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.983284 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-2.00405 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.292531 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.593295 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.10651 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.355054 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.320707 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.45316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0595683 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.17662 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.520433 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.476573 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.722837 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.960422 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.95843 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.678226 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.370486 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.758255 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.832551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.324317 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0217261 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0740227 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0629748 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.335896 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.298982 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.550815 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.41558 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-1.53631 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.866236 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.03196 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.887571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.907723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.173947 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0848649 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.509973 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.875361 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.522116 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.81542 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.03181 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.800366 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.593425 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0256885 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.491931 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.522791 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.11635 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.848976 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.20168 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.535086 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.833524 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.823766 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.0759 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.01009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.761193 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.659021 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.1479 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.167193 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.473547 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.556497 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.780778 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.71849 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.774859 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-1.04956 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-1.6415 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0590543 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.67571 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.00225 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.411131 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.74072 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.77065 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.919219 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.0556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.585164 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.599151 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.083301 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0947907 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0855371 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.378499 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.51173 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.353346 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.345481 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.0574255 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.709507 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-1.51794 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0817661 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.513328 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.575085 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.593425 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.44217 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.905297 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-1.54055 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.800502 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.466524 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-1.13314 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.683588 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.61236 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.140613 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.855381 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.588523 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.717747 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.590656 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.19575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.397828 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.546311 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.701184 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.799673 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.815652 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.813347 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.17063 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.797158 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-1.00325 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.968791 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.755525 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.815649 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.732087 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.796941 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.656235 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.765426 # DEPENDENCYPART_GRANDPAR
