# _root_ Mr. Carpenter , a former consulting-firm executive who has a love for `` task forces , '' says he has done a `` complete rethink '' of Kidder in recent months .
#goldHeads=2,18,2,7,7,7,2,9,7,11,9,11,12,15,12,2,2,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
#predictedHeads=2,18,2,7,7,7,2,9,7,11,9,11,15,15,12,18,18,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
(6,2),(6,4),-0.0566277 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00368516 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0160747 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0498372 # DEPENDENCYPART_SIBL
(6,2),(6,11),8.19034e-05 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0171336 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0266876 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.00739568 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00219867 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0174104 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0344027 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0158115 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0261172 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.148141 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0692274 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0281706 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0249161 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00938816 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.367954 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0263556 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.125126 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.213422 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.020178 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0292888 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.070756 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0140552 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0116735 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00254908 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0152855 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0294346 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0214718 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00489273 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0333112 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0219131 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0179062 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0205538 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0625066 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0160678 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.005376 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0400507 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0146203 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0456396 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0339549 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0508885 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0940842 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0148246 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.085791 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0469723 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0698022 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0477262 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0154496 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.187962 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.115772 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.00813585 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0971563 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0134604 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0713895 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0477262 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.105601 # DEPENDENCYPART_SIBL
(7,1),(7,25),-0.0044533 # DEPENDENCYPART_SIBL
(7,1),(7,26),-0.0134604 # DEPENDENCYPART_SIBL
(7,1),(7,32),-0.0743154 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0239211 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0556945 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00865899 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0087349 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0650264 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00767574 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.021906 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0257737 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0149895 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0539613 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0406008 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0436142 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0650264 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.00670169 # DEPENDENCYPART_SIBL
(7,2),(7,25),0.0186721 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.0406008 # DEPENDENCYPART_SIBL
(7,2),(7,32),0.0245293 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.000297829 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.00511619 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0182699 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0166644 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.02672 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.157148 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0753315 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0287734 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.115599 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0472859 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0787631 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0166644 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0394392 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.0227458 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0472859 # DEPENDENCYPART_SIBL
(7,3),(7,32),0.028355 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0121565 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0447944 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.389295 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00840229 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.140741 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.222179 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00222468 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0829861 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.184594 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.344066 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.389295 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.310311 # DEPENDENCYPART_SIBL
(7,4),(7,25),0.000595806 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.184594 # DEPENDENCYPART_SIBL
(7,4),(7,32),-0.00103903 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.250242 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0679726 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00841398 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00901727 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00889688 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.00964423 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.000143949 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0356052 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.079645 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0679726 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0411454 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.01217 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0356052 # DEPENDENCYPART_SIBL
(7,5),(7,32),-0.06159 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0583648 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0123527 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0178971 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0223767 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0196665 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.054091 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0406157 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0369526 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0583648 # DEPENDENCYPART_SIBL
(7,6),(7,21),4.00813e-05 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.023349 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0406157 # DEPENDENCYPART_SIBL
(7,6),(7,32),0.0178895 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0219739 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0212408 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0562689 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0201356 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0214174 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0716051 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0126601 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0127009 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0171035 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0214496 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0716051 # DEPENDENCYPART_SIBL
(7,9),(7,32),0.017751 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00503651 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0437094 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00909888 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0270736 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0255922 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00716658 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.00645633 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00800255 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.00881474 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0255922 # DEPENDENCYPART_SIBL
(7,11),(7,32),0.0302359 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0394886 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0295659 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0341929 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00313288 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0165048 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0313171 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0180845 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0344226 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.00313288 # DEPENDENCYPART_SIBL
(7,12),(7,32),0.0457524 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0484302 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0184151 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.38935 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0335537 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0259659 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0228169 # DEPENDENCYPART_SIBL
(7,13),(7,25),0.0489405 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.38935 # DEPENDENCYPART_SIBL
(7,13),(7,32),0.179128 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0261454 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0296959 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.00866012 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.00496279 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.00650901 # DEPENDENCYPART_SIBL
(7,15),(7,25),-0.0078637 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.0296959 # DEPENDENCYPART_SIBL
(7,15),(7,32),0.0265411 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0942269 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0484107 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.0579985 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0391844 # DEPENDENCYPART_SIBL
(7,16),(7,25),0.060129 # DEPENDENCYPART_SIBL
(7,16),(7,26),0.0942269 # DEPENDENCYPART_SIBL
(7,16),(7,32),0.0183093 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0421763 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0121939 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0187314 # DEPENDENCYPART_SIBL
(7,17),(7,25),0.0334298 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.00657494 # DEPENDENCYPART_SIBL
(7,17),(7,32),-0.000676129 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0303917 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0203038 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.00222845 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0926972 # DEPENDENCYPART_SIBL
(7,18),(7,32),0.0246176 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0171035 # DEPENDENCYPART_SIBL
(7,20),(7,25),-0.0214496 # DEPENDENCYPART_SIBL
(7,20),(7,26),0.0716051 # DEPENDENCYPART_SIBL
(7,20),(7,32),0.017751 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.0188095 # DEPENDENCYPART_SIBL
(7,21),(7,26),0.0636003 # DEPENDENCYPART_SIBL
(7,21),(7,32),-0.0108306 # DEPENDENCYPART_SIBL
(7,25),(7,26),0.0297005 # DEPENDENCYPART_SIBL
(7,25),(7,32),0.0315916 # DEPENDENCYPART_SIBL
(7,26),(7,32),-0.000676129 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0223642 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.11189 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0377174 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.171794 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.164737 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.089058 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.150491 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0454534 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0429018 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0191948 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0459065 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0457637 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0141142 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00909061 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.021813 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.00314549 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0418094 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0191948 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.00909061 # DEPENDENCYPART_SIBL
(9,2),(9,32),-0.0148856 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.081443 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0214968 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00763305 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00981265 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0791073 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.164416 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0344901 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.134948 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0664992 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0309554 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.04294 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.142019 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00884278 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0291498 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0408193 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0559083 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0664992 # DEPENDENCYPART_SIBL
(9,3),(9,26),-0.00884278 # DEPENDENCYPART_SIBL
(9,3),(9,32),0.0591119 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0294965 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0335784 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0269066 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0988342 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.01232 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00248233 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.175876 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0694021 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0080123 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00428149 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.016244 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.134644 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.039757 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0635675 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.126203 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0694021 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.134644 # DEPENDENCYPART_SIBL
(9,4),(9,32),0.0619809 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.039898 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0412731 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.056455 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0634801 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00101793 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.02789 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0439588 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0043927 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00111989 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.02051 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.00612377 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.034569 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0311279 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0323153 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0439588 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.00612377 # DEPENDENCYPART_SIBL
(9,5),(9,32),0.00253549 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.176043 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0973179 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.143 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0335177 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0266894 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00252105 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0339708 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0338279 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0153588 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.000812231 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0138529 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0111056 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0497696 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.00252105 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.000812231 # DEPENDENCYPART_SIBL
(9,6),(9,32),-0.00187334 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0899141 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.125012 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0199627 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00257247 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0257957 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0204158 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0202729 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0138465 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0452542 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0188752 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0500052 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0825005 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0257957 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0452542 # DEPENDENCYPART_SIBL
(9,7),(9,32),0.0223308 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0487497 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0189607 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0250863 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0363895 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0224425 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0142313 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.134452 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.023245 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0342836 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00504285 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0369718 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0363895 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.023245 # DEPENDENCYPART_SIBL
(9,8),(9,32),-0.152492 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0559405 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0476854 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0577109 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0554481 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0548349 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0653374 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0786176 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0454019 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0414222 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0382554 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0577109 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.0786176 # DEPENDENCYPART_SIBL
(9,10),(9,32),-0.0562757 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0272889 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0399309 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.07834 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0767074 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0025802 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0708261 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.048949 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0393322 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0461193 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0399309 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0708261 # DEPENDENCYPART_SIBL
(9,11),(9,32),-0.0160031 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00182566 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0154596 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.020658 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00984384 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0415495 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0352977 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0255405 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.00179321 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.00182566 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.0415495 # DEPENDENCYPART_SIBL
(9,12),(9,32),0.00905714 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0213722 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0207585 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0419339 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0706874 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0183516 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00484152 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0062227 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0621823 # DEPENDENCYPART_SIBL
(9,13),(9,26),0.0706874 # DEPENDENCYPART_SIBL
(9,13),(9,32),-0.0311607 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0637567 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0355535 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0563314 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0360415 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0264247 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0332118 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.026974 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.0563314 # DEPENDENCYPART_SIBL
(9,14),(9,32),-0.00606451 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00681037 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0692709 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0481163 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0384995 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0452865 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0399135 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.0692709 # DEPENDENCYPART_SIBL
(9,15),(9,32),-0.0256184 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0180771 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.00727542 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0136535 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0259693 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0379816 # DEPENDENCYPART_SIBL
(9,16),(9,26),0.0180771 # DEPENDENCYPART_SIBL
(9,16),(9,32),-0.0349568 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0192362 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0268261 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0248962 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0621982 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.0226424 # DEPENDENCYPART_SIBL
(9,17),(9,32),-0.0319734 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.056751 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.0296428 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0747316 # DEPENDENCYPART_SIBL
