# _root_ Great Northern Nekoosa reacted coolly to Georgia-Pacific 's takeover bid of $ 58 a share , or $ 3.19 billion , though the suitor said all terms are negotiable .
#goldHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,17,25,24,25,4,27,28,25,28,4,
#predictedHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,4,25,24,25,4,27,28,25,28,4,
(4,22),(4,28),0.0210024 # DEPENDENCYPART_SIBL
(4,22),(4,30),0.0614793 # DEPENDENCYPART_SIBL
(4,25),(4,28),0.0180378 # DEPENDENCYPART_SIBL
(4,25),(4,30),0.0699863 # DEPENDENCYPART_SIBL
(4,28),(4,30),0.039067 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0280886 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0312112 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.000772015 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.201825 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.193151 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.199447 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0550362 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0369914 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.000775318 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.192002 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.183328 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.189624 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0443693 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00198666 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.194733 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.18667 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.193341 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0476842 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0257578 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0256831 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.025383 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0388922 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0413037 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0445385 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00930081 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0485109 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.00901499 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0050148 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0783219 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0791087 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0817561 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0575236 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.100509 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0176981 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0978353 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.100748 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0257972 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.10334 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0783655 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.105259 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0260479 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.107851 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0788923 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0214381 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.101869 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0792362 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0241476 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0315641 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0778132 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0298548 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0182978 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0386394 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00746498 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0536166 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0126287 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.00820479 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0248121 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0274143 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0344037 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0334251 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0334251 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.00728847 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.031087 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00164599 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.043373 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0105606 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0149845 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00559344 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0375558 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0445406 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0163978 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0163978 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0372481 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.00704471 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0421013 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00971517 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0137644 # DEPENDENCYPART_SIBL
(7,3),(7,11),8.40073e-05 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0400789 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.044709 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0229325 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0229325 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0035864 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.113894 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00525812 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00335103 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00196438 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0522549 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0863209 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00185493 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.00185493 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.174015 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00670633 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00414986 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0418196 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0432724 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0361546 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0142755 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0142755 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0266544 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0282052 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0130513 # DEPENDENCYPART_SIBL
(7,8),(7,12),9.73035e-05 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0442294 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0374186 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0374186 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0216886 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00732907 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0153856 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00674326 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00616241 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.00616241 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00624258 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0108488 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00116973 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0143135 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0143135 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0188773 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0743663 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0123847 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0123847 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0302515 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00984349 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.00984349 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0417817 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0417817 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0318767 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0355829 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00661076 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00567119 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0212439 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0235254 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00926997 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00995072 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.037905 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0425352 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00357102 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0275294 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00614134 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0233834 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00563571 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00364063 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0523496 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0864156 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0165214 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00359598 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.053969 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00652913 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0475141 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0432725 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0361547 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00435416 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0207815 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.23403 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00367534 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0113203 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0693796 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0213839 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0200923 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0320165 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.024627 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0259334 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00317007 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00197016 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0066495 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0474469 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00589267 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0106868 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00133169 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.021086 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.076575 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0302513 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0360607 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0245013 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0405414 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00555275 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00462665 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0147368 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0255463 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0343834 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0469152 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0292901 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0344051 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0845439 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.000480912 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0268883 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0479086 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0511344 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0680268 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0268883 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0403396 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.0236484 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.0301588 # DEPENDENCYPART_SIBL
(10,1),(10,28),0.0102519 # DEPENDENCYPART_SIBL
(10,1),(10,29),-0.00194723 # DEPENDENCYPART_SIBL
(10,1),(10,30),0.0288654 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.013492 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.032989 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.00026625 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00293092 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.00432565 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0179804 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0239723 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0165097 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0394316 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.044542 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0946829 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0236703 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00986093 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0566711 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0612713 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0781637 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.00986093 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0710183 # DEPENDENCYPART_SIBL
(10,2),(10,25),0.0138955 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.0069695 # DEPENDENCYPART_SIBL
(10,2),(10,28),0.000525457 # DEPENDENCYPART_SIBL
(10,2),(10,29),-0.00640924 # DEPENDENCYPART_SIBL
(10,2),(10,30),0.0137873 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0373709 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00291401 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.00156559 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0218153 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0224507 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.042358 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0221233 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0420183 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0447741 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0961207 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0225145 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0162943 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0594377 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0615035 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0783959 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0162943 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0674249 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0131301 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0081263 # DEPENDENCYPART_SIBL
(10,3),(10,28),-0.000945655 # DEPENDENCYPART_SIBL
(10,3),(10,29),-0.00985593 # DEPENDENCYPART_SIBL
(10,3),(10,30),0.0155829 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.00214758 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0285365 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00684022 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0197482 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0145159 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.000607854 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0635021 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0957207 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0761018 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.00735961 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0093311 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0398495 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.101213 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.109554 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0093311 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0220526 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.0248568 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.00462321 # DEPENDENCYPART_SIBL
(10,4),(10,28),-0.0167068 # DEPENDENCYPART_SIBL
(10,4),(10,29),-0.0285046 # DEPENDENCYPART_SIBL
(10,4),(10,30),0.0217634 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0185692 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00731359 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0533887 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0201696 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0495766 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0524893 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0438914 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.074862 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00553524 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0247531 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0457414 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.052182 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0576947 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0247531 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0358206 # DEPENDENCYPART_SIBL
(10,5),(10,25),0.0275291 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.00188523 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.00181117 # DEPENDENCYPART_SIBL
(10,5),(10,29),-0.00813692 # DEPENDENCYPART_SIBL
(10,5),(10,30),0.0446654 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00149698 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0214781 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0127741 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0209882 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0064062 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0728893 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0175304 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.20517 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0531429 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0466123 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0783808 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.124855 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0531429 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.00789661 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.0541047 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.221311 # DEPENDENCYPART_SIBL
(10,6),(10,28),0.0141976 # DEPENDENCYPART_SIBL
(10,6),(10,29),-0.00817906 # DEPENDENCYPART_SIBL
(10,6),(10,30),-0.0628996 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0222157 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0341834 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0444307 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0298882 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0293202 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0807907 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00279682 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0566062 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0417367 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0460495 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0629532 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0566062 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0429714 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0358038 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.0336162 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.0224213 # DEPENDENCYPART_SIBL
(10,7),(10,29),0.0107376 # DEPENDENCYPART_SIBL
(10,7),(10,30),0.0152615 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0236977 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00126413 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00135291 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.054045 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0312213 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00372195 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0736507 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0152797 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0595374 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0695453 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0736507 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0145697 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0423622 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.000823758 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.0302165 # DEPENDENCYPART_SIBL
(10,8),(10,29),-0.00853862 # DEPENDENCYPART_SIBL
(10,8),(10,30),0.0870993 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0700892 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0154203 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0205306 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0713987 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00944946 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0326633 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0208455 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0372599 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0541523 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0326633 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0179514 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0444874 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0211902 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.0314559 # DEPENDENCYPART_SIBL
(10,9),(10,29),0.0207788 # DEPENDENCYPART_SIBL
(10,9),(10,30),0.0384914 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.000168112 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.055833 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0479458 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0370226 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0778275 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0357457 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0580772 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0627654 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0778275 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0139158 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.00478657 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.0386217 # DEPENDENCYPART_SIBL
(10,11),(10,28),-0.0433352 # DEPENDENCYPART_SIBL
(10,11),(10,29),0.0351743 # DEPENDENCYPART_SIBL
(10,11),(10,30),-0.00587422 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0233316 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00450473 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.000232714 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.045783 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00197465 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0255856 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0303346 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.045783 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.00283672 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.00805311 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.00485984 # DEPENDENCYPART_SIBL
(10,12),(10,28),-0.0184664 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.00552257 # DEPENDENCYPART_SIBL
(10,12),(10,30),0.0658679 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00698447 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0106608 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0654202 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00516524 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00665981 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0161679 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0654202 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0211143 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0109932 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0195456 # DEPENDENCYPART_SIBL
(10,13),(10,28),0.00982402 # DEPENDENCYPART_SIBL
(10,13),(10,29),0.000131368 # DEPENDENCYPART_SIBL
(10,13),(10,30),0.0173579 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.031533 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0205706 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0292533 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0215595 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0160643 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0205706 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0573641 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.023948 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.0221168 # DEPENDENCYPART_SIBL
(10,14),(10,28),-0.0508161 # DEPENDENCYPART_SIBL
(10,14),(10,29),-0.0110589 # DEPENDENCYPART_SIBL
(10,14),(10,30),-0.01257 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0502011 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00729755 # DEPENDENCYPART_SIBL
