# _root_ `` For all intents and purposes , an agreement appears to have been achieved , '' he said .
#goldHeads=18,10,4,2,4,5,10,9,10,18,10,11,12,13,18,18,18,0,18,
#predictedHeads=18,10,4,2,4,5,10,9,10,18,10,11,12,13,18,18,18,0,18,
(10,2),(2,10),-1.32179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.296147 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.287588 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.440113 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.962099 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.600431 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.723145 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0652268 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.010151 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.14367 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.20336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,1),-0.269375 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.10353 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.0164659 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.146494 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.11741 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.148396 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.350371 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.065844 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.18928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.111033 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.389397 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.475305 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.987311 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.541446 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.690634 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.506788 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.636713 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.279532 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.23526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.254786 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.398829 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.270981 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0133336 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0468863 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.149294 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.349589 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0542401 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.18928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.111033 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.389397 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.475305 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.987311 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.541446 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.20295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.191786 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.120224 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0101845 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0842305 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.204671 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.598796 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.16226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.111096 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.351745 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.436598 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.01759 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.531713 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.68408 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.359982 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.496891 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.0421761 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.438228 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.564568 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.156167 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0634908 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.21372 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.402006 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.348883 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.364035 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.434862 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.673236 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),0.078875 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.308201 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.327212 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.414235 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.251922 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.38088 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.181479 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.168855 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.109483 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.256904 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.403445 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.31989 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.401812 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.306282 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.253582 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.255788 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.173293 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.223273 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.235497 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.379703 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.229112 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.352569 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.463597 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.423397 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.690543 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),0.129999 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.269034 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.0848015 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.00243076 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.311216 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.182956 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.248245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.249356 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.053902 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0406826 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.343576 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.305348 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.236895 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.292581 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.376293 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.637464 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),0.0967992 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.249307 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.736355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.122696 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.177486 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0938943 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.00693464 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.513281 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.308088 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.263607 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.472952 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.408923 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.365077 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.163032 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.175552 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.123177 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.443723 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.0717737 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.0555049 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.17748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.264157 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.341027 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.797655 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.950396 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-1.24994 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.351591 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.33959 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.605475 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.281217 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0909581 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.321912 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.18336 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.041529 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.0416796 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.12223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.41112 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.652374 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.945793 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-1.01003 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.824734 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0248633 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.12943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,2),-0.175486 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0574206 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0269257 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.366159 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0563338 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.220555 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.14906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.387405 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.627893 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.936309 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.00004 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.813848 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.642355 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.28534 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.296879 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.256735 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.57962 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.31281 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.316811 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.854296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.66932 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.37386 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.231472 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.180007 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0131115 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.0892836 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.610543 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.876513 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.586939 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.635571 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.595691 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.090687 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.489415 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.551375 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.434293 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.44018 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.8762 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.539887 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.617693 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.295031 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.577549 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.862105 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.535783 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.587856 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.791861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.157961 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.463901 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.545394 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.427095 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.422034 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0529738 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.146997 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.240849 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.317301 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.167257 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.166784 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.0752332 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.140358 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.492045 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.23549 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.244873 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.320157 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.71417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.399063 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.69849 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.616272 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-1.26972 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.32063 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.00441681 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.102817 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.0508721 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.166848 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.183805 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.350881 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.263318 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.285482 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.250456 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.365515 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.59057 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.766815 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.570566 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.798232 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.327339 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.11029 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.110922 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.183953 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.350917 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.275402 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.285508 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.250482 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.365515 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.59057 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.766815 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.570566 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.268569 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.172921 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0571387 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0703462 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0363711 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.373247 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.426856 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.143016 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.240321 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.429842 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.654348 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.820818 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.649559 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.876008 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.203056 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.0539791 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.370782 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.165623 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.72843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.415613 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.641236 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.715894 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.575715 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.219584 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.586887 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.57888 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.321265 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0418011 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.122365 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.108272 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.125182 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.561621 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.145337 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.545763 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.372462 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.518783 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.757814 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.705817 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.556255 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.459049 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.185744 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0266778 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0735711 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.139297 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.166927 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.235627 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.252543 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.457198 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.301404 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.750902 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.087808 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.689813 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.369875 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.663439 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.502397 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.887915 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.897159 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.691077 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.79607 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.680422 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.4707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.117603 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.33757 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.448271 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.340079 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.505811 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.865593 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.560355 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.347408 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.239517 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.0193488 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.269419 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.0338038 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.25272 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.578575 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.232053 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.147707 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.332457 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.235987 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.10048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,15),-0.561755 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.489706 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.708087 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.417519 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.490084 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.201583 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0675251 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.313747 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.442229 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.281897 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.269262 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.231959 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.277345 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.24845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.0809016 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.787607 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.627076 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.678398 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.379539 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.238359 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.234755 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.517377 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.359158 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.109984 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.282317 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.25071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.0817917 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.804005 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.642123 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.692358 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.732724 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.669174 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.704808 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.506612 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.687819 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.872533 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.750423 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.702474 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.622129 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.897609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0486697 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0585002 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0839562 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0831672 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.394174 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.363899 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.272078 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.752253 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.682545 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.088066 # DEPENDENCYPART_GRANDPAR
