# _root_ But the Oct. 17 temblor put a halt to much nonessential building , and heavy rains last week slowed the rest , freeing construction workers for earthquake repairs .
#goldHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,16,14,21,19,14,14,25,23,23,28,26,14,
#predictedHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,19,14,21,19,19,19,25,23,23,28,26,14,
(6,2),(6,14),-0.10452 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0834241 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0414312 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.099908 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0206145 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.116618 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0646282 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0256024 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.11128 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.00982112 # DEPENDENCYPART_SIBL
(6,2),(6,29),-0.0962028 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0704257 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.101669 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.142498 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00221083 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0311174 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0891812 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0173838 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0106267 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0236234 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0323127 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0213413 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.00558729 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0337659 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0157771 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0645558 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0327968 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0236234 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0621485 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.00189379 # DEPENDENCYPART_SIBL
(6,3),(6,29),-0.0158117 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0601571 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0333268 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0324168 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0242634 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0495946 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0261946 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0313988 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.018191 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0417642 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0262209 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0339032 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.03745 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.024063 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0796922 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0107203 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.018191 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0765507 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.0676382 # DEPENDENCYPART_SIBL
(6,4),(6,29),-0.011454 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.133953 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0289261 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0343158 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.080193 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0083956 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.037342 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0157485 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0255118 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0123531 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0323026 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0247777 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0401006 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0465174 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.00608149 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0157485 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0441101 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.00291847 # DEPENDENCYPART_SIBL
(6,5),(6,29),0.00453428 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0270454 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0563443 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0448596 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0411561 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0362552 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0495077 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0669537 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0408081 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0343004 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0446109 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0146987 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0498881 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0327034 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0495077 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0457688 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0582418 # DEPENDENCYPART_SIBL
(6,7),(6,29),-0.0382195 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0117633 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00761004 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00103427 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0208875 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.029138 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.03199 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00137866 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0113465 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.00522495 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.040057 # DEPENDENCYPART_SIBL
(6,8),(6,19),3.16964e-05 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.00975456 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.029138 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.00567326 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0159733 # DEPENDENCYPART_SIBL
(6,8),(6,29),0.0455268 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.000482373 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00271864 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00677043 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0377296 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.043645 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00237058 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00953284 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.00551919 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0284888 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0055467 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0110569 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0377296 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.00145765 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0102537 # DEPENDENCYPART_SIBL
(6,9),(6,29),0.0394467 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0718045 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.060749 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.011996 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0639402 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0714564 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0569374 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0772874 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0335042 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0224832 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0553413 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.011996 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0179337 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.0391426 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.0569755 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0283219 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0448232 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0385842 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0410353 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0245102 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0468663 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.001077 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.00607793 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0229141 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0448232 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.00152843 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.00902889 # DEPENDENCYPART_SIBL
(6,11),(6,29),0.0101717 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0271255 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0301512 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00321857 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0149176 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00338503 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0364858 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.00621576 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0133257 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0271255 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0118573 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0139644 # DEPENDENCYPART_SIBL
(6,12),(6,29),0.0601114 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0150332 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0277358 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0173767 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0292062 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.016377 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0483902 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0189725 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0535025 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0562598 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0334002 # DEPENDENCYPART_SIBL
(6,13),(6,29),0.031022 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.014426 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0384414 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0178666 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0148606 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0313597 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0368445 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0159495 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0272395 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.00220829 # DEPENDENCYPART_SIBL
(6,14),(6,29),-0.0086809 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0214633 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0406315 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.00196991 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.00400289 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0198672 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0690201 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.00855239 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.00331736 # DEPENDENCYPART_SIBL
(6,15),(6,29),0.0133052 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.00503622 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0404338 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.000219873 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0093777 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0295518 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.00586143 # DEPENDENCYPART_SIBL
(6,16),(6,26),0.0161655 # DEPENDENCYPART_SIBL
(6,16),(6,29),0.046958 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.00038758 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0164796 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.020594 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.043727 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0210291 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.00479494 # DEPENDENCYPART_SIBL
(6,17),(6,29),0.0103961 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0132083 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0135307 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0591395 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.00756673 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.00967113 # DEPENDENCYPART_SIBL
(6,18),(6,29),0.0502271 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0323317 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.00455528 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.0420558 # DEPENDENCYPART_SIBL
(6,19),(6,26),-0.0517047 # DEPENDENCYPART_SIBL
(6,19),(6,29),-0.00872552 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.00723276 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.017443 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.0110716 # DEPENDENCYPART_SIBL
(6,21),(6,29),-0.0140464 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0562598 # DEPENDENCYPART_SIBL
(6,22),(6,26),0.0334002 # DEPENDENCYPART_SIBL
(6,22),(6,29),0.031022 # DEPENDENCYPART_SIBL
(6,23),(6,26),-0.0493096 # DEPENDENCYPART_SIBL
(6,23),(6,29),-0.00855777 # DEPENDENCYPART_SIBL
(6,26),(6,29),0.0107472 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0781947 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0362961 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0749022 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0585666 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0173636 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0925738 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0253263 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0230684 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0100239 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00941422 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00117795 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0177057 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0105956 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.00433502 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0289085 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0204474 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.017624 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.00117795 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0161267 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.00274387 # DEPENDENCYPART_SIBL
(8,1),(8,26),-0.0641961 # DEPENDENCYPART_SIBL
(8,1),(8,29),0.0739424 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.111192 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.052892 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0588555 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.115694 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.355026 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00818221 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0806221 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.054364 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0179303 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0162838 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.010537 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0550925 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00133747 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0919887 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0543003 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.130507 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0162838 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.140115 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.00879352 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.0434836 # DEPENDENCYPART_SIBL
(8,2),(8,29),-0.0802753 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0484022 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0120716 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00647961 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.073637 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0331162 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00576025 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0317907 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0503235 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0761976 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0545464 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0296584 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0357996 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00353226 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0380562 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0130845 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0761976 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0184998 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0196632 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0485344 # DEPENDENCYPART_SIBL
(8,3),(8,29),0.0391385 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0546518 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0622603 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0868204 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0294672 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00753928 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00841961 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0207813 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.027816 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0845442 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00837901 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0163205 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0179544 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0132535 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.00686214 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.027816 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0016074 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.0174383 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.0167077 # DEPENDENCYPART_SIBL
(8,4),(8,29),-0.0204674 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0252137 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0565885 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0770083 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0384883 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.000937332 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0307262 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0433146 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0174912 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00306964 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0162023 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0291958 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0160798 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0142861 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0433146 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.00887078 # DEPENDENCYPART_SIBL
(8,5),(8,25),6.59361e-05 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.00951652 # DEPENDENCYPART_SIBL
(8,5),(8,29),0.0147171 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00921993 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0166638 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0243262 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00755488 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0252528 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0264999 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0128991 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0081976 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0189661 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0270156 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0253813 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.00153198 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0264999 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.00122144 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.012341 # DEPENDENCYPART_SIBL
(8,6),(8,26),0.0569606 # DEPENDENCYPART_SIBL
(8,6),(8,29),0.0833755 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.115972 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0418675 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.078516 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00792329 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.109838 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0915328 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0781264 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.021522 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0407406 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00283161 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.279179 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.109838 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.289172 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0265898 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.122138 # DEPENDENCYPART_SIBL
(8,7),(8,29),-0.0169542 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00699514 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00371914 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00525133 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00449685 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0119875 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00369915 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00688378 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00152963 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0193911 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0104672 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.00449685 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0113412 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.00485126 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0607514 # DEPENDENCYPART_SIBL
(8,9),(8,29),0.0867473 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0206508 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00896618 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0154132 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0341222 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0206708 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00684928 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0241382 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.00169724 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0158514 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0154132 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0139396 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0080491 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.00475957 # DEPENDENCYPART_SIBL
(8,10),(8,29),-0.0189634 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00702942 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0108295 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0312573 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0187148 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.00491251 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0221822 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.000239526 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.000168031 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0108295 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.00174379 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.00611234 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.0194145 # DEPENDENCYPART_SIBL
(8,11),(8,29),0.00639676 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0118851 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0362902 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.00359389 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0138413 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00320784 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.00414449 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0119088 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0118851 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0134636 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0134234 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.00418777 # DEPENDENCYPART_SIBL
(8,12),(8,29),0.034354 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0132554 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0301446 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0433088 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0378593 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0117752 # DEPENDENCYPART_SIBL
