# _root_ Laidlaw is 47%-controlled by Canadian Pacific Ltd. , a Montreal transportation , resources and industrial holding concern .
#goldHeads=2,0,4,2,6,4,6,6,11,11,6,11,11,13,17,17,14,2,
#predictedHeads=2,0,2,2,6,4,6,6,11,11,6,11,11,13,17,17,14,2,
(7,5),(5,8),-1.24476 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.835631 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.522523 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.310799 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.544952 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.415737 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.7662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-1.24477 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.868909 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.83564 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.08933 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.972636 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.00007 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.1589 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.874282 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.18962 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.46491 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.572577 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.179718 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.440239 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.11623 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.606635 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0183573 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.269609 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.451808 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.215706 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.72359 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.707021 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.19961 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.877443 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.893667 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.07512 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.14424 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.13554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.536613 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.464135 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.176195 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.397958 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.378566 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.418925 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.579281 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.352842 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.550887 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.75011 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.548031 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.886292 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.00515 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.0735 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0613544 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.263187 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.161638 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.38003 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.243841 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.509505 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.363046 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.544508 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.762555 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.533518 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.479242 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.603718 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-1.00974 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.352898 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.554008 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.841844 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.83732 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.921781 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.128653 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.283627 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.500617 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.630454 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.697332 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.992303 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.877441 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.629685 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.160184 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.0901936 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.278973 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.322594 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.365877 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.402048 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0648309 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.768265 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.632844 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.888564 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.83553 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.900396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.00817489 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.178686 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0928964 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.380438 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.516881 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.927769 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.868616 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.83771 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.08855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.538196 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.227794 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.101291 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0668459 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.297277 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.208374 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.474302 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.774549 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.485039 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.744276 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.301127 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.132277 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.33533 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.482776 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.153466 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.38022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,13),-0.576048 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.24183 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.05447 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.893564 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.987243 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.11049 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.919001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.208649 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.649885 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.157703 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.343295 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.436728 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.350301 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.414176 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.306222 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.491838 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.345679 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.600276 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.427347 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.360567 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.494232 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.04562 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.18917 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.751575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.53711 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.488787 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.040565 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.227896 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.157839 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0774278 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.395819 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.303876 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-1.12694 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.413804 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.222429 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.0309086 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.237946 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.3054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.807859 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.439612 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.382257 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.521372 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.353767 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.355308 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.147526 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.200263 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.23357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.64518 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.140282 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.655042 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.232461 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-1.02986 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.483307 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.448037 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.239801 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.20018 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0217847 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.32058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.653373 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.375257 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.178291 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.670725 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-1.00536 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-1.01052 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.468892 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.2269 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0286629 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.238022 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.3054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-0.34617 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.994255 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.460547 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.257201 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0481061 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.245806 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.240541 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.30553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.807986 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.336715 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.195411 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.853474 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.670668 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.606328 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-1.01034 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.308759 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.936495 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.420839 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.224385 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.13357 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.31496 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.246184 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0696814 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.30549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.807865 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.336367 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.195266 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.853347 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.670542 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.60629 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.01021 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0878452 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0816913 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.342823 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.289534 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.136825 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0732633 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.807859 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.336366 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.195262 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.853346 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.6062 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.151318 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.72814 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.9946 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.937488 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.592098 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.514883 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.696481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.203343 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.576061 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.332375 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.180509 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0777435 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.599698 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.13608 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.242137 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.505187 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.709749 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.128165 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.141385 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.599084 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.72011 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.24945 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.732011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),0.176238 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.419718 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.400764 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0710151 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.692137 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.75026 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.698407 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.612759 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.586442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.116013 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.21283 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.644858 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.243568 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0932441 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.527673 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.121024 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.368667 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.83161 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.805034 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.928166 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.87941 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.609312 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.36634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.453215 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.570497 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.542792 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.602807 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.570455 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.441696 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.11793 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.542118 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.30385 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.36074 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.287873 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.120929 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.126227 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.0108111 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.409226 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.526825 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.764704 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.290054 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.226942 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.098908 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.175337 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0715959 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.382476 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.732662 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.266618 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.239454 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0887577 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.153309 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.00172905 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.0835631 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.0215682 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.05704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.446675 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.62463 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.527013 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.408175 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.943369 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.212966 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0886442 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.0369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,5),-0.264826 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.250673 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.335795 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0308312 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.05682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.446651 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.624628 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.408174 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.485994 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.846604 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.257951 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.338593 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.355275 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.299213 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.227051 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.278743 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.185438 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0578867 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.12139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.575671 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.727877 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.59988 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.516524 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.04039 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.02745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0398867 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.102273 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.442499 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.62568 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0200987 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.144517 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.521529 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.42122 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.1674 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.742515 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.663481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0284839 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.176649 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.16593 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.587156 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.45033 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.996368 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.846123 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.781252 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.773609 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.580344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.285061 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0600287 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0312537 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.445458 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0373389 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.29962 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.283121 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-1.00228 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.1211 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.01784 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.677013 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.857651 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.24334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.556356 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.218017 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.977741 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.25573 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.27927 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.880578 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.834073 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.2349 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.956681 # DEPENDENCYPART_GRANDPAR
