# _root_ John Fitzsimmons , chief executive officer of Data Systems , said the company was profitable and expected sales of nearly $ 100 million this year .
#goldHeads=2,11,2,6,6,2,6,9,7,2,0,13,16,16,14,11,16,17,18,21,19,21,21,25,17,11,
#predictedHeads=2,11,2,6,6,2,6,9,7,2,0,13,16,16,14,11,16,17,18,21,19,21,21,25,21,11,
(6,7),(6,11),-0.0392034 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00485479 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0553649 # DEPENDENCYPART_SIBL
(6,7),(6,15),1.91217e-05 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0520432 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0490465 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.00799025 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0307958 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0181557 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.000686963 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0282654 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0146411 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0146863 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00687376 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00481321 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0346303 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0197297 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00818732 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.00552449 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0217958 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0160705 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0199333 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0273522 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0121659 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00358445 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0306611 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0250218 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0208532 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00534082 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0107068 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00316574 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0388051 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0694949 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0329256 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0200948 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.025097 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0137024 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0112271 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.000375297 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0555107 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00195506 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0168128 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0393567 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0203019 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0451722 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0247399 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.00620061 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0021258 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0159608 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0191261 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0148559 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00416656 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.00186971 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0219565 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.00832452 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0360742 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0104115 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0299437 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0149765 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0104584 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0346791 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00553958 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0233913 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0173691 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.00493782 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0152425 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0413423 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0077182 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.000326759 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0191797 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.00434453 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.00681635 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.008271 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0118335 # DEPENDENCYPART_SIBL
(6,20),(6,26),-0.00265343 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0705349 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0626484 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0721927 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.034097 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0626667 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0198202 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0816397 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.095664 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0136809 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0457036 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.104505 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.147604 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.097818 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0205652 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0485853 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.114097 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.141227 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.10741 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0208818 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0243375 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0216312 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0263608 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0549851 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0720303 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0452564 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.139503 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.103419 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.077678 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0299857 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0597055 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0334519 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0380403 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00404792 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0610875 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0283881 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0483165 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00351226 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0354374 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0443197 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0338487 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0548031 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0374771 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0216542 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.110411 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0291954 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0404706 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.109204 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.120154 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0264989 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.111944 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0933218 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0291954 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.122785 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.145519 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0429068 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0798194 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0186802 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0008842 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.167089 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0422537 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.10896 # DEPENDENCYPART_SIBL
(11,1),(11,25),-0.156399 # DEPENDENCYPART_SIBL
(11,1),(11,26),0.0398106 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0268934 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.039784 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.101271 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.112571 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0257884 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.104361 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0857389 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0268934 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.120715 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.14254 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0455471 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0740052 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.00227158 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00175596 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.164847 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0490417 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.107071 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.154157 # DEPENDENCYPART_SIBL
(11,2),(11,26),0.0211772 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0324721 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.010239 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00837115 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0262865 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.00559042 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0208436 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0768988 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.116727 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0222279 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00129675 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.051185 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0465051 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00289024 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0340487 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0872829 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.103407 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.00839395 # DEPENDENCYPART_SIBL
(11,3),(11,26),0.0157948 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.03214 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0372881 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0335224 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.031575 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0329441 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0472464 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0572916 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0787551 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0721984 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0477769 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0139904 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0578478 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0737491 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0847851 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0614522 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.0585633 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.0278582 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.118073 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0149401 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.109923 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0913027 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00256772 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0953115 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.11665 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0754543 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0479986 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.030364 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0323816 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.138955 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0390967 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0835395 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.128265 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.0468506 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0267182 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.110783 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0921604 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0298928 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.128506 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.153914 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0351929 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0838011 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00785087 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00785179 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.176207 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0578778 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.11305 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.165517 # DEPENDENCYPART_SIBL
(11,6),(11,26),0.0106325 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0586919 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0636206 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0734473 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0500166 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0673346 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00776665 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.042837 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0290423 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00600261 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0658808 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0542921 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0972043 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.0690629 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.0297516 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0772685 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.039601 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.132273 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.143459 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.035594 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0966021 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0115323 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00969632 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.168921 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0668775 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.124826 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.155915 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0104301 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0212273 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.122194 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.149492 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0473546 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0763407 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.000171111 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00356347 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.17076 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0574539 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.110436 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.16007 # DEPENDENCYPART_SIBL
(11,9),(11,26),0.0189852 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.116727 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0222279 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00129675 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.051185 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0465051 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00289024 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0340487 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0872829 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.103407 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.00839395 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.0157948 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0417986 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.100607 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0509345 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0782472 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0943902 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0400805 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0805931 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0386058 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.0112649 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.051792 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.181782 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.112372 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.132493 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.181996 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.086618 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0989609 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.110416 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.0612373 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.123794 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0330839 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.103918 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0621706 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00238827 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0444899 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0449294 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.0135897 # DEPENDENCYPART_SIBL
(11,14),(11,26),0.0390675 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0569624 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0566004 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.014682 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0104923 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0228144 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.0196822 # DEPENDENCYPART_SIBL
(11,15),(11,26),-0.0477012 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0440837 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00260986 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0051341 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0111641 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.0459307 # DEPENDENCYPART_SIBL
(11,16),(11,26),0.0277286 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0472367 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0764273 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0891004 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0363813 # DEPENDENCYPART_SIBL
(11,17),(11,26),-0.00852842 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.113046 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0918004 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.0573781 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.113808 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.100312 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.0197696 # DEPENDENCYPART_SIBL
(11,19),(11,26),-0.100886 # DEPENDENCYPART_SIBL
(11,20),(11,25),-0.0474735 # DEPENDENCYPART_SIBL
(11,20),(11,26),-0.109708 # DEPENDENCYPART_SIBL
(11,25),(11,26),-0.11117 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0999531 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0250444 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0350712 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.101405 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0693412 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0471753 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.037596 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.178901 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0262421 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0194312 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0342181 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0135115 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0447829 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0138653 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0132269 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.113442 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.122358 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.074186 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.193214 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0530358 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.167724 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00671933 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0398238 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0114333 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0216167 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.00292822 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0433666 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0114934 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0191842 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.00819737 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0239475 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0423579 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.00709469 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0112915 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0216863 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0249147 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.15128 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0200654 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0532975 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.159891 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0354546 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.134175 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0200654 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0341541 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.118502 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.15916 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0170467 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.000646962 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.00249289 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0888159 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0275888 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0977129 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0691892 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.0775533 # DEPENDENCYPART_SIBL
(14,1),(14,26),0.0275898 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0177633 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0526109 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.152308 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0347441 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.126592 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0177633 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.033989 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.118341 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.151577 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0227629 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0158623 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0050227 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0866721 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0344754 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0959226 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.067405 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0754096 # DEPENDENCYPART_SIBL
(14,2),(14,26),0.00877456 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0287965 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.02308 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0140261 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0122396 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0373024 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0503452 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0138543 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00165773 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0182295 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0431402 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0225537 # DEPENDENCYPART_SIBL
