# _root_ Spiegel also opposes the beeper bill , saying the noise it requires would interfere with customer orders , causing irritation and even errors .
#goldHeads=3,3,0,6,6,3,3,3,10,13,12,10,8,13,14,17,15,14,14,21,19,21,21,3,
#predictedHeads=3,3,0,6,6,3,3,3,10,8,12,10,12,13,14,17,21,21,20,21,15,23,21,3,
(6,5),(6,15),0.0649403 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0113255 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0749093 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.133333 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.04644 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0141694 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0142966 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0913341 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0689771 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0808048 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0295083 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0833296 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0683712 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0659805 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.100534 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.040247 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0444109 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0689775 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.036011 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0110402 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0143076 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00893476 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0175873 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.000147682 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.00910967 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0754161 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0253963 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.00241639 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0109835 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0250881 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00876987 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0283459 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00577213 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.030782 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0206298 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0257844 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0480988 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0131997 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0191421 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0229416 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0114766 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0181705 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00266279 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00727158 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0683658 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.023486 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.00392879 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.00914545 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.02208 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0132402 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0283952 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.00382492 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0639205 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0302959 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0060552 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.00446719 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.085023 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00286604 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00724117 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0680523 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0234718 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.00394074 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.00911504 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0131505 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0148795 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0466083 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0379334 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0120567 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0135441 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0709062 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0237004 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0503377 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0153867 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.0213377 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0206666 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.040247 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0444109 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0689775 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.036011 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.00928357 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.0382463 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.00436763 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.0109549 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0060197 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.0229261 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0135974 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.100196 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0104258 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0643988 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0147041 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00335778 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.020633 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0831371 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0171614 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0103377 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.00761919 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0095566 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.00495801 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.00167826 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.121249 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00639916 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0047001 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00635338 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0651034 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00362632 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0508559 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0121005 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.151375 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0128754 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00552169 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0149991 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0407962 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0424429 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0202407 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0331295 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0336586 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0343837 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0348616 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0432293 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0398127 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0238152 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0423852 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0430871 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0251657 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0107537 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00873759 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0594652 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00995656 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0294829 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0321304 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.00331296 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00167454 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0301461 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0411627 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0176924 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0149018 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0119853 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0144177 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0206018 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00508035 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.00164466 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0249871 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00423641 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00234105 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0452894 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0288265 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0117222 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0216736 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0156535 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.00866366 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.00492783 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.017381 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0522856 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0183342 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00435971 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0612651 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0426895 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0123311 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.00620973 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0418456 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0654438 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0105976 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0260137 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0200626 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00413232 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.00924676 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0217902 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0567057 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.00399637 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0201659 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0219746 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0082903 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0186569 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0451294 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0179074 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.000802915 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0082693 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0355921 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0467104 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0233055 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.117846 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0329594 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.0328472 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0354731 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0208649 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0557707 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.000572785 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0411509 # DEPENDENCYPART_SIBL
(8,20),(8,24),-0.0176874 # DEPENDENCYPART_SIBL
(8,21),(8,24),-0.00226403 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0560202 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.115828 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.330865 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0398886 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.105313 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0290119 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.136744 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.113825 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0137121 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.00961088 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.00961088 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0731883 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.117045 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0340762 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.01839 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0194211 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.028974 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0285361 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0106303 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.00778644 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.00778644 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00369388 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0324098 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0268093 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0113422 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0154338 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00838591 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.016848 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0169099 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0169099 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0398886 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.105313 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0290119 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.136744 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.113825 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0137121 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.00961088 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.00961088 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0186035 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0168613 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0154344 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0306477 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0127533 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0121111 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0121111 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00121489 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00622627 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0107663 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0151992 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.017073 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.017073 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00537676 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0263542 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0091609 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.00980318 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.00980318 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.010563 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0151688 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0170426 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0170426 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.012236 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0109007 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0109007 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0136918 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0136918 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0114945 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0283295 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0114211 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0228911 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0778069 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0210672 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.00532672 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0952337 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0798912 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0626724 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0147377 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00315896 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0725641 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0154103 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.00703507 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.00175082 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0561845 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0106484 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0192094 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0100899 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0529056 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.00773079 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0164146 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0174605 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0264711 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0322675 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0272873 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0604085 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0182433 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0573654 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0223921 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.183999 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0195014 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0230544 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0531942 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0246246 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0209392 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0142461 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0012216 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0176413 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.00428746 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0724215 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0489136 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0354392 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0126795 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.0673621 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.00912089 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0335531 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.00917287 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0829325 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.00530255 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0453686 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0176195 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0405261 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0693094 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0208122 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00600452 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0320579 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.030744 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.00232873 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.00301649 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.104254 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0969767 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0704599 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00529316 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0317332 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0916442 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0128531 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00791378 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.000821626 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.0279095 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0323884 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.000451956 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0428445 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0322764 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0414944 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0149711 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0358498 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0484881 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.175318 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.00172506 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.0973657 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0257787 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00724232 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00637367 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0289749 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00339259 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0849405 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0331787 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0542126 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0244859 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.0474388 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0237901 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.112913 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0554524 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0771405 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.101327 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0359169 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0232536 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.06817 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0839456 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0626724 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0121918 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00358685 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.075679 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0154751 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00659665 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.000795085 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0468435 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0989637 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0402238 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.208603 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0295875 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0679008 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0334886 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0204821 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0157015 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0617671 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0426498 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0092519 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0649182 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.0209108 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0283812 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0219946 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00267231 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0581472 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.00297282 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0165404 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0173727 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0408783 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.00760765 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00317436 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0432653 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0040429 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.00202069 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.00806751 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.00584512 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0278302 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0358307 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.11996 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.134981 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.00282029 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0424425 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.11996 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.133369 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.118318 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0365894 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0219323 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0514379 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00673768 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0276132 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0194627 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.00382963 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0148816 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0157254 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0388836 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0643675 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0102808 # DEPENDENCYPART_SIBL
