# _root_ Lawrence B. Seidman , 41 years old , was named chairman of this savings and loan institution .
#goldHeads=3,3,9,3,6,3,6,3,0,9,10,11,15,15,12,15,15,9,
#predictedHeads=3,3,9,3,6,7,3,3,0,9,10,11,15,15,12,15,15,9,
(7,5),(7,9),-0.00436917 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00158963 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0217963 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0269929 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0296941 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0219252 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0183862 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0389841 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0787844 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0407034 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.040788 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00283783 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0249756 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0341318 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00348441 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0426305 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0256968 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.120759 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0248833 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0261838 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.104902 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0475829 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.000830446 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0609556 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0459394 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.023794 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0629095 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.076703 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0631734 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0490171 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.000296931 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0651353 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0781642 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0120064 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0517611 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0052525 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00114552 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.01917 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.125287 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0498946 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00419802 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0135217 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0137073 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.123959 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.124548 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0152006 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0748569 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.136028 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0442736 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0152006 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0843905 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0178305 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00165458 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0639787 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0419497 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0163722 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0405497 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0161228 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.133049 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.00320809 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0747548 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.144529 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0442399 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.00320809 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0753201 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0174625 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00907173 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0584112 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0403649 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0176389 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0389649 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00712673 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00394727 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0747317 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.142103 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0441485 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00394727 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0723498 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0132573 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0079315 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0580759 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0373765 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0204048 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0359765 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.00298523 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0388253 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0229093 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00181521 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.075495 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.12526 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0564267 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.135176 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.118984 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.000339517 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0351445 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.000644475 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0309031 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.078424 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0438045 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.043092 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.101026 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0153788 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0862256 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00033385 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0136087 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0238331 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0133659 # DEPENDENCYPART_SIBL
(9,5),(9,18),-3.90316e-05 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0188471 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.016235 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0950749 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0620387 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0219715 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0736778 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0852271 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.035758 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0838271 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0422883 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00970212 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0606838 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0316503 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0175787 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0248326 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00437457 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0178595 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00463193 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0011853 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.12526 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0564267 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.135176 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.118984 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.000339517 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0351445 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.000644475 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0309031 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0553782 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0433178 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0339513 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0407515 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0523653 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0409735 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0144624 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0787173 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.05405 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0774229 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0612914 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0777563 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0183995 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0888744 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0462181 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0555991 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0465514 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0301818 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0316123 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0428699 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0319458 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0246802 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0551943 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0730257 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00106631 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0154724 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0230786 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.000451557 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0977944 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.00178951 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.108045 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0316454 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0168534 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00873148 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0181507 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0250293 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0320104 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0135283 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0236294 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0151855 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00105042 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.10562 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.031554 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0168528 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0128371 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0191913 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0221405 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0291449 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0106395 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0207405 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0250982 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.00489771 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0151595 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00734523 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0422059 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0607357 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0196298 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0102503 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0269676 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0193249 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0533977 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00489623 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0114657 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0307655 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00986943 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0648123 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0186587 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0533141 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0634123 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0136508 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0569736 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00967029 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0150442 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0231915 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0144533 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0302475 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0229341 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0100789 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0296788 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00281262 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00827982 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0326182 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0180771 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00803915 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.062456 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0303466 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0318517 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0431487 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0349545 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0321851 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.026127 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.030423 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0608289 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0298173 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0307564 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0424816 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0412585 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0347407 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0319713 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0024159 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0349097 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0333989 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.00827385 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0210424 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.00890891 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.00180115 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0306871 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0206124 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0692994 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.00625723 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.013064 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.00632325 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0692994 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0351975 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.035691 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0797406 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0458768 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0733027 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0452159 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0833733 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0760772 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0368472 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0102703 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0304864 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00854458 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0178187 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00861529 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0304864 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0204412 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0209348 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.031786 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0678521 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0452218 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00938232 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0552924 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0479963 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.00897602 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0339792 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00578756 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0113828 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00572167 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0339792 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0231532 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0236468 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0359832 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0652649 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.05084 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00576681 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0609106 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0536144 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0272502 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0111652 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0419897 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0123504 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.196478 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0584458 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0698371 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.194321 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.118755 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0130796 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0700209 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0176727 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0125306 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0268631 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0186752 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0185607 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.00519506 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.047756 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0518182 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00646279 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0349886 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0339011 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0795774 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.028993 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0348403 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0159625 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0200444 # DEPENDENCYPART_SIBL
(11,6),(11,8),1.83934e-05 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.012636 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0133385 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0294138 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.067994 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.026135 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00552867 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0362027 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0289095 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00331017 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0348713 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0144471 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0277744 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00650376 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0402156 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0209138 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0544526 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0120697 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0218681 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0500694 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0584458 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0698371 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.194321 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.118755 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0130796 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0700209 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0176727 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0125306 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0268631 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.000542071 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0325427 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.089349 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00317244 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0122872 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0105038 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00223617 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0448878 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.023105 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0851235 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.013775 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.019176 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00755208 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0147112 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0294645 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0866739 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0124881 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0855073 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0112014 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0134177 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0490591 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0215999 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0477951 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0243706 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0206706 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00677447 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0434539 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.000653478 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00500691 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.030492 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0541356 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0504365 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.014783 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0150268 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0242701 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0323693 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00822784 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0704834 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0544018 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.053861 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0699928 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0385859 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0334998 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0909088 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0333967 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0333928 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00416804 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.201952 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.114005 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.11335 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0446893 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0711266 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0711242 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.00493007 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.10126 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.048498 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0449395 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0129152 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00174032 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0100505 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.101503 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.11925 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0390141 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0174897 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.00665051 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0381258 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0316883 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0242707 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0461187 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0381258 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0298563 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.00838154 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0592688 # DEPENDENCYPART_SIBL
