# _root_ Computers that once were the state of the art , The marvels bought three years ago , Are now obsolete .
#goldHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
#predictedHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
(6,4),(6,15),-0.0126928 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.030001 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0152772 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0508471 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0106107 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0428911 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0531533 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.343633 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.109186 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0154976 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0250996 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0141399 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.136219 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0216833 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0519966 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0250996 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.108874 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00583477 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0549955 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0848953 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0785001 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0267036 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0367949 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0267298 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0387902 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0252204 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0424468 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0367949 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0634993 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.013957 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0192416 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0192565 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0281135 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0151533 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0281132 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0321376 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0255781 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0294027 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0151533 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0393032 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.00984664 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0133015 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.00180533 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0171067 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0213012 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0162672 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0208698 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0202399 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0171067 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0239552 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.00197449 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00311541 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.024196 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0386522 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0366962 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0456142 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0407137 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0485192 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.048863 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0770588 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0394835 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0245122 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0171296 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0208559 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0244766 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0130107 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0248175 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.00197514 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.00311476 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.028195 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0191682 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0142506 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.019987 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0156183 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.00395891 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.00302483 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.00171955 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0367142 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0208059 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0155097 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.00391506 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.00230411 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.024029 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0171982 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0048429 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0309732 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0162161 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0328359 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.048863 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0770588 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0394835 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0245122 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.025717 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00536897 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0700569 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.037666 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0304652 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.010889 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0130891 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00367778 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0229032 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.273606 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0412505 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.273606 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.289868 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0793231 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0955366 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00721744 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.169884 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.125977 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.168527 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.191198 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0806489 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0303421 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.11028 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0879693 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.110233 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.150491 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0104452 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0445096 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0199618 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0445088 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0514676 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0204625 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00698527 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.11308 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.123058 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0455976 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0231436 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0289305 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0937693 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.123043 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.045596 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0571677 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00247145 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.024066 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.135511 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00232375 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.010011 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.135511 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0415561 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.10415 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00975912 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0057514 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0562741 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0148146 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0613718 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0415561 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.017956 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0607798 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.00563254 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.00288302 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0029235 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00348942 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00346805 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0367609 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00348942 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00782144 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0818141 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00713739 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00851733 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0422183 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00465675 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0418078 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00782144 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0211579 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.00453164 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.00588239 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0223069 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.000206262 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.012515 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0403837 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.000206262 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0133807 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0867763 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00806266 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0450014 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.101815 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00766911 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0269847 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0133807 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0434037 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0143405 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0410904 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0539536 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0768311 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0327371 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.366885 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0108706 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.120455 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0125583 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.139686 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0922932 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0201017 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0606457 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0108706 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.111099 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0209166 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0632455 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0891575 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0180305 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.134678 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0672261 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0947096 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.000718447 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0138825 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0502295 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0238553 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0358527 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0672261 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00123271 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0760521 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0439484 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0102286 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00523322 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0589149 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0569939 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0116827 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0322573 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0518856 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0179144 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0647806 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0589149 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0301072 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0203603 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0444238 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.00363446 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0108706 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.120455 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0125583 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.139686 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0922932 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0201017 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0606457 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0108706 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.111099 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0209166 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0632455 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0891575 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0153317 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.044189 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0138051 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0467785 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0511511 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.024632 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0393817 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0253526 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0685517 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0319004 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.00505107 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.022038 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0376578 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0168915 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0195029 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0362645 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.017068 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0454451 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00913296 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0149385 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.00648679 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0188085 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0115921 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0120905 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0281881 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0159245 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0271182 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.00537825 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.00121207 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0262068 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0198591 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0114547 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00909096 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.018297 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0194499 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00631053 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.000249097 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.00035498 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0331012 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0254241 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0075681 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00699949 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.00319419 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0109361 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.00906595 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0404257 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0237197 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0178105 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.000511953 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00663094 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0220409 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.00207586 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.021419 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0232914 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.00969207 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0207024 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0253526 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0685517 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0319004 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.00505107 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0265349 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.00710818 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.0665369 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0407616 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.0265688 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.00639566 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0274773 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0511166 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0191876 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.38612 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.152697 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0811265 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00699466 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0484846 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0220385 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.12411 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00974991 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0520788 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0779908 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0433693 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.143348 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00477331 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0560716 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0116793 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0571603 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0426965 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0169777 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0626407 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00186728 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0156109 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0274512 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0295097 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0922982 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0165786 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.138851 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.117856 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0312556 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0555596 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0578017 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0331259 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.152697 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0811265 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00699466 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0484846 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0220385 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.12411 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00974991 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0520788 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0779908 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0198556 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0114473 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00978024 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0183082 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0188309 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00631407 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.000252637 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.000359798 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0330975 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0247384 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00757276 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00638404 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00319419 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0109361 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.00906705 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0397388 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0237258 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0171938 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.000510693 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0066322 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0220439 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.00592725 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0163431 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0271379 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0135386 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.02455 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0259799 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0685608 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0319095 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0050613 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0265385 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.00711172 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0665418 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0407616 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0265699 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.00639676 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.11709 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0213771 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.111362 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0273364 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.106609 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0261779 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.119025 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0990185 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0112004 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.06899 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00116224 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0072482 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0419666 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0509315 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0163947 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0351207 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0590862 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0303144 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.023221 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0379527 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.100461 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0288715 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0291674 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0305495 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0449787 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.00314065 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0610357 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0127862 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0382311 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.00511653 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.176676 # DEPENDENCYPART_SIBL
