# _root_ `` The way the world is shaping up , the strategic buyer is going to be the rule and the financial buyer is going to be the exception , '' said one trader .
#goldHeads=31,3,19,5,6,3,6,7,19,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
#predictedHeads=31,3,13,5,6,3,6,7,13,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
(7,5),(7,30),-0.00309791 # DEPENDENCYPART_SIBL
(7,5),(7,34),0.0050112 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0622701 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0275549 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0901746 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0133339 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.000188493 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0111527 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.033954 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0861189 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0139228 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0111527 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.033954 # DEPENDENCYPART_SIBL
(7,6),(7,29),-0.0275549 # DEPENDENCYPART_SIBL
(7,6),(7,30),-0.0514486 # DEPENDENCYPART_SIBL
(7,6),(7,34),0.048818 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0569159 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0246119 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0469188 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0299972 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0359441 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0086001 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0211532 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0452825 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0359441 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0086001 # DEPENDENCYPART_SIBL
(7,8),(7,29),-0.0569159 # DEPENDENCYPART_SIBL
(7,8),(7,30),-0.0525482 # DEPENDENCYPART_SIBL
(7,8),(7,34),-0.0631862 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00875055 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00242087 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00462492 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0518734 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0535732 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0697227 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.00866272 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0518734 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0535732 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.0271318 # DEPENDENCYPART_SIBL
(7,9),(7,30),0.0295409 # DEPENDENCYPART_SIBL
(7,9),(7,34),0.00704475 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0353909 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0355621 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0473997 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0260143 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0506237 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.036376 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0473997 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0260143 # DEPENDENCYPART_SIBL
(7,10),(7,29),-0.0196168 # DEPENDENCYPART_SIBL
(7,10),(7,30),-0.0390329 # DEPENDENCYPART_SIBL
(7,10),(7,34),-0.0381283 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0353996 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0470397 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00707805 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0278054 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0299288 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0470397 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.00707805 # DEPENDENCYPART_SIBL
(7,11),(7,29),0.0216261 # DEPENDENCYPART_SIBL
(7,11),(7,30),-0.0265422 # DEPENDENCYPART_SIBL
(7,11),(7,34),-0.0128205 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00935461 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0024435 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0275273 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0354155 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.00935461 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0024435 # DEPENDENCYPART_SIBL
(7,12),(7,29),0.00513719 # DEPENDENCYPART_SIBL
(7,12),(7,30),-0.00855656 # DEPENDENCYPART_SIBL
(7,12),(7,34),-0.00273355 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0406311 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.066473 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0886711 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0191282 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0406311 # DEPENDENCYPART_SIBL
(7,13),(7,29),0.0232927 # DEPENDENCYPART_SIBL
(7,13),(7,30),0.0436027 # DEPENDENCYPART_SIBL
(7,13),(7,34),0.0113405 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0644459 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0782322 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0299203 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0333032 # DEPENDENCYPART_SIBL
(7,14),(7,29),0.0274189 # DEPENDENCYPART_SIBL
(7,14),(7,30),0.0098474 # DEPENDENCYPART_SIBL
(7,14),(7,34),0.0164187 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0589771 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.000918465 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.000793798 # DEPENDENCYPART_SIBL
(7,16),(7,29),0.0313084 # DEPENDENCYPART_SIBL
(7,16),(7,30),0.00857953 # DEPENDENCYPART_SIBL
(7,16),(7,34),0.0400356 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0152549 # DEPENDENCYPART_SIBL
(7,19),(7,24),0.0126018 # DEPENDENCYPART_SIBL
(7,19),(7,29),0.000434263 # DEPENDENCYPART_SIBL
(7,19),(7,30),0.0178682 # DEPENDENCYPART_SIBL
(7,19),(7,34),0.00758697 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.0406311 # DEPENDENCYPART_SIBL
(7,23),(7,29),0.0232927 # DEPENDENCYPART_SIBL
(7,23),(7,30),0.0436027 # DEPENDENCYPART_SIBL
(7,23),(7,34),0.0113405 # DEPENDENCYPART_SIBL
(7,24),(7,29),0.0274189 # DEPENDENCYPART_SIBL
(7,24),(7,30),0.0098474 # DEPENDENCYPART_SIBL
(7,24),(7,34),0.0164187 # DEPENDENCYPART_SIBL
(7,29),(7,30),0.0295409 # DEPENDENCYPART_SIBL
(7,29),(7,34),0.00704475 # DEPENDENCYPART_SIBL
(7,30),(7,34),-0.0442145 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.031148 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.000197238 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0531403 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0239084 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0265292 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00201031 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.163652 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.128374 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00418701 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.022929 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0848036 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0452853 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0151927 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0263596 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0376642 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0135381 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0487339 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.03796 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.073485 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.165723 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.148667 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.174545 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0422636 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0385398 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0613588 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0425333 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0505001 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0198048 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.00919118 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0266546 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0328527 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.06736 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0915693 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0315435 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00715636 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.011647 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0515742 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0341637 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0102597 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0181283 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0102268 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.00287733 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0152795 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.0515742 # DEPENDENCYPART_SIBL
(13,1),(13,26),0.0102597 # DEPENDENCYPART_SIBL
(13,1),(13,29),0.109165 # DEPENDENCYPART_SIBL
(13,1),(13,30),0.407754 # DEPENDENCYPART_SIBL
(13,1),(13,34),0.0387898 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.151583 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0622332 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0107603 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0602182 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.133283 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.024099 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.132863 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.137941 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.045712 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0368817 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0766607 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0416659 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0703742 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0518025 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.137941 # DEPENDENCYPART_SIBL
(13,3),(13,26),0.0368817 # DEPENDENCYPART_SIBL
(13,3),(13,29),0.00579664 # DEPENDENCYPART_SIBL
(13,3),(13,30),0.0422265 # DEPENDENCYPART_SIBL
(13,3),(13,34),0.0692801 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0713592 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0198862 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0240668 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.144889 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0114842 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.164715 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0490826 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.08409 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0425466 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.13459 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00842302 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.128304 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0225082 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.0490826 # DEPENDENCYPART_SIBL
(13,5),(13,26),-0.0425466 # DEPENDENCYPART_SIBL
(13,5),(13,29),-0.0358566 # DEPENDENCYPART_SIBL
(13,5),(13,30),-0.008774 # DEPENDENCYPART_SIBL
(13,5),(13,34),-0.0285418 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0314464 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0130815 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0444041 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00384851 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0201566 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0701801 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0973173 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.124524 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.00857486 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00606818 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.00646853 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.00176179 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0701801 # DEPENDENCYPART_SIBL
(13,6),(13,26),-0.124524 # DEPENDENCYPART_SIBL
(13,6),(13,29),-0.0154052 # DEPENDENCYPART_SIBL
(13,6),(13,30),-0.0300319 # DEPENDENCYPART_SIBL
(13,6),(13,34),0.0336532 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.00120334 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0594465 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0201538 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0258614 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0121284 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0701242 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0448958 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0278859 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0397627 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.0257796 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0110934 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.0121284 # DEPENDENCYPART_SIBL
(13,7),(13,26),-0.0448958 # DEPENDENCYPART_SIBL
(13,7),(13,29),-0.0170118 # DEPENDENCYPART_SIBL
(13,7),(13,30),0.0139591 # DEPENDENCYPART_SIBL
(13,7),(13,34),0.0339652 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0364607 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0110672 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.000588331 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.10518 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0095067 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0163183 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00110199 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0106081 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.00617257 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.00440789 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.10518 # DEPENDENCYPART_SIBL
(13,9),(13,26),-0.0163183 # DEPENDENCYPART_SIBL
(13,9),(13,29),0.089967 # DEPENDENCYPART_SIBL
(13,9),(13,30),0.00276528 # DEPENDENCYPART_SIBL
(13,9),(13,34),0.037156 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.06953 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0633641 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.145575 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.166701 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.191971 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.113363 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.135339 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.10771 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.151523 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.145575 # DEPENDENCYPART_SIBL
(13,10),(13,26),-0.191971 # DEPENDENCYPART_SIBL
(13,10),(13,29),-0.070505 # DEPENDENCYPART_SIBL
(13,10),(13,30),-0.129033 # DEPENDENCYPART_SIBL
(13,10),(13,34),-0.170206 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00648299 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0134957 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0211433 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0453759 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0181417 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0168269 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.014011 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0550596 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.0134957 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.0453759 # DEPENDENCYPART_SIBL
(13,11),(13,29),-0.0139581 # DEPENDENCYPART_SIBL
(13,11),(13,30),-0.00582198 # DEPENDENCYPART_SIBL
(13,11),(13,34),0.0132549 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0740275 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0692912 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0176609 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.105821 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00935967 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0995344 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.000527734 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.0740275 # DEPENDENCYPART_SIBL
(13,12),(13,26),-0.0176609 # DEPENDENCYPART_SIBL
(13,12),(13,29),-0.0130696 # DEPENDENCYPART_SIBL
(13,12),(13,30),0.00998738 # DEPENDENCYPART_SIBL
(13,12),(13,34),-0.00884915 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.10372 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.110258 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.054959 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.111811 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0607157 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.033297 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0631084 # DEPENDENCYPART_SIBL
(13,14),(13,26),-0.110258 # DEPENDENCYPART_SIBL
(13,14),(13,29),-0.0285157 # DEPENDENCYPART_SIBL
(13,14),(13,30),-0.0195132 # DEPENDENCYPART_SIBL
(13,14),(13,34),0.000114106 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0163892 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0246734 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0327975 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0298944 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0308442 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.00300508 # DEPENDENCYPART_SIBL
(13,15),(13,26),-0.0163892 # DEPENDENCYPART_SIBL
(13,15),(13,29),0.0108429 # DEPENDENCYPART_SIBL
(13,15),(13,30),-0.0795733 # DEPENDENCYPART_SIBL
(13,15),(13,34),-0.027014 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0502499 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.109042 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0560066 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0195485 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.0461016 # DEPENDENCYPART_SIBL
(13,16),(13,26),-0.0891756 # DEPENDENCYPART_SIBL
(13,16),(13,29),-0.0505286 # DEPENDENCYPART_SIBL
(13,16),(13,30),-0.0511733 # DEPENDENCYPART_SIBL
(13,16),(13,34),0.00603732 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0741406 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0646564 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.00299714 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0187444 # DEPENDENCYPART_SIBL
(13,18),(13,26),-0.0701863 # DEPENDENCYPART_SIBL
(13,18),(13,29),-0.0146998 # DEPENDENCYPART_SIBL
(13,18),(13,30),-0.0377464 # DEPENDENCYPART_SIBL
(13,18),(13,34),-0.00799061 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.022716 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0334277 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.0320582 # DEPENDENCYPART_SIBL
(13,19),(13,26),-0.0272465 # DEPENDENCYPART_SIBL
(13,19),(13,29),-0.00570209 # DEPENDENCYPART_SIBL
(13,19),(13,30),0.0286498 # DEPENDENCYPART_SIBL
(13,19),(13,34),0.00783982 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0259852 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.00370443 # DEPENDENCYPART_SIBL
(13,22),(13,26),-0.0477375 # DEPENDENCYPART_SIBL
(13,22),(13,29),-0.00474119 # DEPENDENCYPART_SIBL
(13,22),(13,30),-0.00797173 # DEPENDENCYPART_SIBL
(13,22),(13,34),0.0050169 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.0427766 # DEPENDENCYPART_SIBL
(13,23),(13,26),-0.084625 # DEPENDENCYPART_SIBL
(13,23),(13,29),-0.00423908 # DEPENDENCYPART_SIBL
(13,23),(13,30),0.0278137 # DEPENDENCYPART_SIBL
(13,23),(13,34),0.0251879 # DEPENDENCYPART_SIBL
(13,24),(13,26),-0.110258 # DEPENDENCYPART_SIBL
(13,24),(13,29),-0.0285157 # DEPENDENCYPART_SIBL
(13,24),(13,30),-0.0195132 # DEPENDENCYPART_SIBL
(13,24),(13,34),0.000114106 # DEPENDENCYPART_SIBL
(13,26),(13,29),-0.0505286 # DEPENDENCYPART_SIBL
(13,26),(13,30),-0.0511733 # DEPENDENCYPART_SIBL
(13,26),(13,34),0.00603732 # DEPENDENCYPART_SIBL
(13,29),(13,30),0.00730027 # DEPENDENCYPART_SIBL
(13,29),(13,34),0.00253211 # DEPENDENCYPART_SIBL
(13,30),(13,34),-0.0556428 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0229269 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0608502 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.022682 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0106781 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0178432 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0559428 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0236121 # DEPENDENCYPART_SIBL
(14,12),(14,26),-0.0608502 # DEPENDENCYPART_SIBL
(14,12),(14,28),-0.0195109 # DEPENDENCYPART_SIBL
(14,12),(14,29),-0.00169897 # DEPENDENCYPART_SIBL
(14,12),(14,30),0.00825683 # DEPENDENCYPART_SIBL
(14,12),(14,31),-0.0221214 # DEPENDENCYPART_SIBL
(14,12),(14,34),-0.00491756 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0136281 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0123987 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0393962 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0176298 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0425725 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0121931 # DEPENDENCYPART_SIBL
(14,15),(14,26),0.0136281 # DEPENDENCYPART_SIBL
(14,15),(14,28),-0.0171851 # DEPENDENCYPART_SIBL
(14,15),(14,29),0.0357875 # DEPENDENCYPART_SIBL
(14,15),(14,30),-0.049132 # DEPENDENCYPART_SIBL
(14,15),(14,31),0.0156401 # DEPENDENCYPART_SIBL
(14,15),(14,34),-0.019081 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0142503 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0855819 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0200173 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0267779 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0224702 # DEPENDENCYPART_SIBL
(14,16),(14,26),-0.0510838 # DEPENDENCYPART_SIBL
(14,16),(14,28),-0.0191528 # DEPENDENCYPART_SIBL
(14,16),(14,29),0.00902703 # DEPENDENCYPART_SIBL
(14,16),(14,30),-0.0199003 # DEPENDENCYPART_SIBL
(14,16),(14,31),-0.0481368 # DEPENDENCYPART_SIBL
(14,16),(14,34),-0.010354 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0430743 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0338396 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0140929 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.00219013 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.0286807 # DEPENDENCYPART_SIBL
(14,18),(14,28),-0.0334387 # DEPENDENCYPART_SIBL
(14,18),(14,29),0.015262 # DEPENDENCYPART_SIBL
(14,18),(14,30),-0.0216661 # DEPENDENCYPART_SIBL
(14,18),(14,31),-0.00929025 # DEPENDENCYPART_SIBL
(14,18),(14,34),-0.0165484 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.01843 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0134255 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0183634 # DEPENDENCYPART_SIBL
(14,19),(14,26),-0.026114 # DEPENDENCYPART_SIBL
(14,19),(14,28),-0.01803 # DEPENDENCYPART_SIBL
(14,19),(14,29),0.0126055 # DEPENDENCYPART_SIBL
(14,19),(14,30),0.0216438 # DEPENDENCYPART_SIBL
(14,19),(14,31),-0.0155192 # DEPENDENCYPART_SIBL
(14,19),(14,34),-0.00702048 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00545267 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0102911 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.0205797 # DEPENDENCYPART_SIBL
(14,22),(14,28),-0.0263188 # DEPENDENCYPART_SIBL
(14,22),(14,29),0.012167 # DEPENDENCYPART_SIBL
(14,22),(14,30),-0.00557026 # DEPENDENCYPART_SIBL
(14,22),(14,31),-0.00118926 # DEPENDENCYPART_SIBL
(14,22),(14,34),-0.0184554 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0532453 # DEPENDENCYPART_SIBL
(14,23),(14,26),-0.0806334 # DEPENDENCYPART_SIBL
(14,23),(14,28),-0.046848 # DEPENDENCYPART_SIBL
(14,23),(14,29),0.014523 # DEPENDENCYPART_SIBL
