# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(3,4),(4,1),-0.793029 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.488817 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.576168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.233582 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.083756 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.134042 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0272104 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.92903 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.570269 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.342529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.432595 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0220343 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0427123 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0800791 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.360649 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.325988 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.243192 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.164341 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.23317 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.04227 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.503283 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.732673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.416596 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.674896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),0.388899 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0776902 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.340634 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.704562 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.453796 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.74828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.28713 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.443177 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.205971 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.128303 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.569577 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.536588 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.453792 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.246754 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.465533 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.144924 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.71526 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.24128 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),0.47111 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.856679 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-0.200776 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.922771 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-0.985349 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.730252 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.15331 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.104775 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.238524 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.186982 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.301943 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.254389 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.139822 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.504394 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.199076 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.970528 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.374211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.567718 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.730252 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.20285 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.15331 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.310072 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.104775 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.119058 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.186982 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.612214 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.301943 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.254389 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.139822 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.562785 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.504394 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.249053 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.550529 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),0.498013 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.484635 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.199076 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-0.721313 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.929526 # DEPENDENCYPART_GRANDPAR
(3,15),(15,4),0.423453 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.586338 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.00286527 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.257975 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.229257 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.146461 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.0661523 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.253665 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.169456 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.0237222 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.714445 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.548995 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.490907 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.15627 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.542636 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),0.555343 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.207445 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0581358 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.568226 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.420411 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.333932 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.240665 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.395422 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),0.358549 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.545323 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.934173 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-0.528893 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.0839065 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.616785 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.672109 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.144427 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-1.10605 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.744362 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),-0.000151199 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.548875 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.984928 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-0.532347 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.446788 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.390071 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.353874 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.453726 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.341973 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.01379 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.949071 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.933284 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.09343 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.338141 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.377556 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.61319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.312366 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.986709 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.804356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.968797 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.894637 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.902415 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.06635 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.0466 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.824546 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.873487 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.90218 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-0.794032 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.85416 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.890246 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.818067 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.26341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.455343 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.322677 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.467364 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.245328 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.40742 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.415199 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.534982 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.528976 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.33059 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.579671 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.812434 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.0495348 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.812543 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.00364273 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.5847 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.49437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.789256 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.907552 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.830403 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.34231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0383177 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.81678 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.523632 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.379155 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.542823 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.550601 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.53819 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.678322 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.402952 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.71645 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.260488 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.413939 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.758332 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-0.390112 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-0.867721 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-0.410117 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.011286 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.303274 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.278569 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.205881 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.05075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.775409 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.53683 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.65521 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.832404 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.252708 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.166702 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0204663 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.05797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.787822 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.691504 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.590256 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.557857 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.672888 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.844818 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.882749 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.972533 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.631312 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.917603 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-1.24287 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.198708 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.00164358 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0122207 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.14282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.824726 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.732529 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.602521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.329577 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.626444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,3),-0.3296 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.688772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.273223 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.188452 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.700726 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.467231 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.359275 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.441379 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.497961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.268892 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.231421 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.102362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0093954 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.105635 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.216153 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.349344 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.0795362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.23777 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.00280251 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.0301077 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.692219 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),0.0357177 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.31353 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.840155 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.086986 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0280446 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.133793 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.384827 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.592207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.191971 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0798587 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.00597498 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.138748 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.445454 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.389539 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.194343 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.13798 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.0680994 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.750364 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.365488 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.465188 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.592207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.191177 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.191971 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.00345693 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0798587 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.120364 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.138748 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.205727 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.445454 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.389539 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.194343 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.227765 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.13798 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.032119 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.430636 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.102153 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.408698 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.0680994 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.229884 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.836585 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.549469 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.447682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),-0.233823 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.109258 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0209764 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.136007 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.32933 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.299668 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.357266 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.129839 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.677311 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.409482 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.325774 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.0585561 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.619415 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),0.0447564 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.0521588 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.365474 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.479295 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.23694 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.0955466 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.0204796 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.418057 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.166574 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.681322 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.738996 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.142282 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.750364 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.365488 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.465188 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.582006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,9),0.106767 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.147272 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.0322418 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.24673 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.118874 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.489453 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.418144 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.132071 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.417201 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.151589 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.031785 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.417984 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.101819 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.396045 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.0712784 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.716494 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.217232 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.403071 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.170316 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.412009 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.153989 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.77393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.51764 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.759407 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.872591 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.915411 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.785394 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.935184 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.07187 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.985927 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-1.24519 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-1.14919 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.365053 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.227246 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.157278 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.422778 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.89663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.556958 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.772953 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.909084 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.968321 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.01114 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.908092 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.07327 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.909171 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-1.21803 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.132516 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.151522 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.226228 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.208558 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0818865 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.74586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.638179 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.84168 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.888249 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.884618 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.673257 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-1.1171 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-1.04698 # DEPENDENCYPART_GRANDPAR
(7,3),(3,24),-1.31879 # DEPENDENCYPART_GRANDPAR
(7,3),(3,27),-1.20712 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.235356 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0521319 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.134069 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.357579 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0483891 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.78533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.652676 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.807837 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.937783 # DEPENDENCYPART_GRANDPAR
