# _root_ He is an avuncular figure who remembers the birthdays of colleagues ' children , opens doors for women , and almost never has a bad word to say about anybody .
#goldHeads=2,0,5,5,2,20,20,9,7,9,13,11,10,20,20,15,15,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
#predictedHeads=2,0,5,5,2,7,5,9,7,9,13,11,10,5,20,15,16,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
(5,7),(5,31),0.00895763 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0140622 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0339907 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00533092 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0276337 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0113999 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0330897 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.00533092 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0444398 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.030134 # DEPENDENCYPART_SIBL
(5,9),(5,31),0.0131131 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.016006 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0157498 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0479649 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0381338 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0150692 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0157498 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0552601 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.063827 # DEPENDENCYPART_SIBL
(5,10),(5,31),-0.0302995 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.00767812 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.023004 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0221433 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0355778 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.00767812 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0444751 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0255044 # DEPENDENCYPART_SIBL
(5,13),(5,31),0.0102947 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0189758 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0139695 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0330679 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.0367785 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0171297 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0267697 # DEPENDENCYPART_SIBL
(5,14),(5,31),0.00694288 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.00362919 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0188411 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0236726 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.020735 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.00579439 # DEPENDENCYPART_SIBL
(5,15),(5,31),0.0109827 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0296835 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.0434535 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.00266977 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0343346 # DEPENDENCYPART_SIBL
(5,17),(5,31),0.051902 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.00232758 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0445779 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0210839 # DEPENDENCYPART_SIBL
(5,18),(5,31),0.019878 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0171297 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.0267697 # DEPENDENCYPART_SIBL
(5,19),(5,31),0.00694288 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.0020326 # DEPENDENCYPART_SIBL
(5,20),(5,31),0.0211175 # DEPENDENCYPART_SIBL
(5,23),(5,31),0.0293509 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0551479 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0180497 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0603976 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00501932 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0238139 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0569349 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0171708 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0639866 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0106182 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0243026 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0132299 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.104893 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0329194 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0204257 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0245241 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.104893 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.107109 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.00782978 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.00504725 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0016926 # DEPENDENCYPART_SIBL
(7,1),(7,28),-0.0856479 # DEPENDENCYPART_SIBL
(7,1),(7,31),0.175167 # DEPENDENCYPART_SIBL
(7,2),(7,3),-8.02324e-05 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.00176178 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00255859 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0314701 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0901758 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00321401 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0369131 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00457045 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0422287 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00558887 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.027556 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0485186 # DEPENDENCYPART_SIBL
(7,2),(7,16),-2.5026e-05 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0479825 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.027556 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0139239 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.00575644 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.000251574 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0776941 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.0365991 # DEPENDENCYPART_SIBL
(7,2),(7,31),0.0452072 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0443556 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0145329 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.101781 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0715302 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0591653 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.16464 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0586941 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0204475 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0459841 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0812629 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00682028 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0623995 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0472197 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0812629 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0568565 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0750891 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0557266 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.00270259 # DEPENDENCYPART_SIBL
(7,3),(7,28),-0.0255224 # DEPENDENCYPART_SIBL
(7,3),(7,31),0.015946 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00122033 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0589237 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0700167 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00902246 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00247729 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00960772 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0131002 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0183616 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00146416 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00801249 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00579024 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0160701 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.00146416 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0129172 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0567249 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0389107 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0177443 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0310348 # DEPENDENCYPART_SIBL
(7,4),(7,31),0.00812262 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0767201 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.108594 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0123647 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00617146 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0161856 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0244442 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00975834 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00150974 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00185931 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0134417 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0162531 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.00150974 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.00242901 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0648653 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.00539252 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.014223 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0204595 # DEPENDENCYPART_SIBL
(7,5),(7,31),0.0105496 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0487737 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00834165 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00703093 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0100978 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0263138 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0106211 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.15412 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0098141 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0051116 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.016432 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.15412 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0464529 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0347005 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0542861 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0041084 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.0422741 # DEPENDENCYPART_SIBL
(7,6),(7,31),-0.169117 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0351621 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0356415 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0354563 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00349005 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0319062 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0196168 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0290482 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.035174 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0220892 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0196168 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.036376 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0175094 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0263864 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0429812 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0371405 # DEPENDENCYPART_SIBL
(7,8),(7,31),-0.039315 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00806016 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0353617 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0104875 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0345554 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00885214 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00935371 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0350848 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00559898 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.00885214 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0385861 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.00465051 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.00985621 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0216071 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0107207 # DEPENDENCYPART_SIBL
(7,9),(7,31),-0.00567682 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0310563 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0384722 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0276319 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0293792 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0756569 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0307561 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0855973 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0293792 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0578649 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0464408 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0635779 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.108774 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.0760632 # DEPENDENCYPART_SIBL
(7,10),(7,31),-0.0406477 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0118051 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0362793 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00657418 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0121953 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0368087 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00193921 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.00657418 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0414781 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00668698 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0118927 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0244486 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.0135622 # DEPENDENCYPART_SIBL
(7,11),(7,31),-0.00541432 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0266403 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0234301 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00733211 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0299918 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00232733 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0234301 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.00505169 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.00298507 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.00589246 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.019104 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.0144658 # DEPENDENCYPART_SIBL
(7,12),(7,31),-0.0241037 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.00220562 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0115326 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0515278 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0385308 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.00220562 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0501264 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0210555 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0262604 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0237859 # DEPENDENCYPART_SIBL
(7,13),(7,28),-0.0128995 # DEPENDENCYPART_SIBL
(7,13),(7,31),-0.022721 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0447211 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00196638 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0246143 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0271318 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.00866272 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0358467 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0314797 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.019424 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.00525824 # DEPENDENCYPART_SIBL
(7,14),(7,31),0.0058581 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0164018 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0182042 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.00905559 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0615022 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0189247 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0299763 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0109785 # DEPENDENCYPART_SIBL
(7,15),(7,28),-0.0333916 # DEPENDENCYPART_SIBL
(7,15),(7,31),0.0118967 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.000158576 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0142819 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0331432 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.000786984 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.00441872 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0161741 # DEPENDENCYPART_SIBL
(7,16),(7,28),-0.00528771 # DEPENDENCYPART_SIBL
(7,16),(7,31),0.00417827 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.00987685 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0448432 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0284672 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0455973 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0468799 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.0196325 # DEPENDENCYPART_SIBL
(7,17),(7,31),-0.0146826 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.00866272 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.0358467 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.0314797 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.019424 # DEPENDENCYPART_SIBL
(7,19),(7,28),0.00525824 # DEPENDENCYPART_SIBL
(7,19),(7,31),0.0058581 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0205172 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.0116488 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0134929 # DEPENDENCYPART_SIBL
(7,20),(7,28),0.00790986 # DEPENDENCYPART_SIBL
(7,20),(7,31),0.00640032 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.0604035 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.0432428 # DEPENDENCYPART_SIBL
(7,21),(7,28),-0.038457 # DEPENDENCYPART_SIBL
(7,21),(7,31),-0.055368 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0169369 # DEPENDENCYPART_SIBL
(7,22),(7,28),0.0217207 # DEPENDENCYPART_SIBL
(7,22),(7,31),0.0267009 # DEPENDENCYPART_SIBL
(7,23),(7,28),-0.0528058 # DEPENDENCYPART_SIBL
(7,23),(7,31),0.0105081 # DEPENDENCYPART_SIBL
(7,28),(7,31),0.0528815 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0805103 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0315496 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.198236 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.22741 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.257422 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0116987 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0166925 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0643512 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.289079 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.131395 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0643512 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0474574 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.378058 # DEPENDENCYPART_SIBL
(9,3),(9,31),0.0869877 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0107441 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.050789 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.120807 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00872259 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00605083 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0118672 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0080435 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0242246 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00878607 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0080435 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0587147 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0585296 # DEPENDENCYPART_SIBL
(9,4),(9,31),-0.054235 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00505102 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0646737 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0176017 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0234347 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.021826 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0281784 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00992996 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.000688544 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0281784 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0556169 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0505938 # DEPENDENCYPART_SIBL
(9,6),(9,31),-0.062197 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0030907 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00191635 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00609733 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00474079 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.000834162 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0463222 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0348602 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.000834162 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00313546 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0347113 # DEPENDENCYPART_SIBL
(9,7),(9,31),0.0318624 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.342446 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00202948 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00409052 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0220385 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.130431 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.043741 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0220385 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00825126 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.292927 # DEPENDENCYPART_SIBL
(9,8),(9,31),-0.0779908 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0241243 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0239763 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0170325 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0459076 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0387536 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0170325 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0588775 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0616913 # DEPENDENCYPART_SIBL
(9,10),(9,31),-0.0331566 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0144173 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0149725 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.017581 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00375078 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0149725 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.03949 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0200028 # DEPENDENCYPART_SIBL
(9,11),(9,31),0.0269853 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0182778 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0116182 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.012163 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0182778 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0387296 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.01404 # DEPENDENCYPART_SIBL
(9,13),(9,31),0.0233914 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.022357 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0156306 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0393972 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0150016 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0302294 # DEPENDENCYPART_SIBL
(9,14),(9,31),0.0050613 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.00368172 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.024927 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0248443 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00443388 # DEPENDENCYPART_SIBL
(9,15),(9,31),0.00331541 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0446929 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00633048 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0322422 # DEPENDENCYPART_SIBL
(9,17),(9,31),0.0490016 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0150016 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0302294 # DEPENDENCYPART_SIBL
(9,19),(9,31),0.0050613 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.00119014 # DEPENDENCYPART_SIBL
