# _root_ ( Reliance floated a $ 357 million petrochemical company in 1988 that was , at the time , the largest public issue in Indian history . )
#goldHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,13,13,17,15,13,22,22,22,13,22,25,23,3,3,
#predictedHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,3,3,17,15,17,22,22,22,17,22,25,23,3,3,
(5,8),(5,23),0.0483464 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0146365 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0565917 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0549487 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0589289 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0481605 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.00877908 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0589289 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0102274 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0565917 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.0256574 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00469657 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0062453 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0838587 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.00298956 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0062453 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0196103 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.00535041 # DEPENDENCYPART_SIBL
(5,10),(5,26),-0.0245307 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0791304 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.017033 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.00422404 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0791304 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0296746 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0287372 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.00568252 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0212364 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0386385 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0438588 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.004507 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.00254383 # DEPENDENCYPART_SIBL
(5,14),(5,26),-0.0438734 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0297581 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0674937 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0119228 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.0229467 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.00174208 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.068827 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.00622803 # DEPENDENCYPART_SIBL
(5,17),(5,23),0.0572879 # DEPENDENCYPART_SIBL
(5,17),(5,26),-0.00953067 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.004507 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.00254383 # DEPENDENCYPART_SIBL
(5,18),(5,26),-0.0438734 # DEPENDENCYPART_SIBL
(5,21),(5,23),0.000565621 # DEPENDENCYPART_SIBL
(5,21),(5,26),-0.0818339 # DEPENDENCYPART_SIBL
(5,23),(5,26),-0.0245307 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.131399 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0223456 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0263286 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0494553 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.151097 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0168102 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0765706 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0213462 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.127188 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.10557 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.257923 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.257781 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.271974 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.153625 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.21051 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.115457 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.221948 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0139846 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0247617 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00692744 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0317633 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00350302 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0156565 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0203443 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0096318 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00319038 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0171904 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00699421 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0228538 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00773464 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00502692 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0170581 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.00301744 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0242808 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0013996 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00991307 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.00856332 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0107546 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0357989 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00163644 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.000117717 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0297471 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0680575 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0140862 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0317528 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.116703 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0284315 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0354735 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0585949 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.156788 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0198283 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0452511 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.282327 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.282176 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.304657 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.164469 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.21737 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.21329 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.100097 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.116391 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0088798 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.01132 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0184358 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0195373 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0183035 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0128458 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.046414 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0418746 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.164037 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0314048 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0175085 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0811408 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0181117 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0423618 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00378731 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0819346 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0819346 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0654363 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0196077 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.144136 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.000180427 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00946689 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.000458071 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0338147 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0977863 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0223279 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0122097 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0122097 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0103303 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.387831 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0118725 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0152485 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00967124 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.114992 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0598705 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.227129 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.062995 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.062995 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.028067 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0532899 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0365494 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0244038 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0548378 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.021615 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0474742 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00131931 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00131931 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.00872656 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0114462 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0342217 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0189779 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00265992 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0216679 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0142197 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0142197 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0245672 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0165274 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0331575 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0183307 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0117829 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0396932 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0396932 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.00684274 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0161289 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0102546 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00312211 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0483745 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0483745 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.00513272 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0277009 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00287957 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0359938 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0359938 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0169813 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00229078 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0154585 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0154585 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0343305 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.038601 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.038601 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0276546 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0369508 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0185291 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0185291 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0926304 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.105745 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0503268 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.163535 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0299629 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0160666 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0923903 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0108318 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.041644 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0402845 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0946472 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0581055 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0809893 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0946472 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0722795 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.052888 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.126896 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0614908 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.140164 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00391392 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0155213 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0179047 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0105619 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0777824 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0546468 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0312712 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0805086 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00712156 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0312712 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0102496 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.00491689 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0266858 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.151773 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00651693 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00276953 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0557924 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.045994 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0854246 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.034529 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0161232 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0441128 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0129207 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0161232 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.010895 # DEPENDENCYPART_SIBL
(9,3),(9,26),0.0568565 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.446291 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0672788 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0401578 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.125735 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0907124 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0660239 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.260769 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0380035 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.170043 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00963835 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0380035 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0222445 # DEPENDENCYPART_SIBL
(9,4),(9,26),-0.0459063 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0554016 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0386611 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0709583 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0475547 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0223353 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0839687 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0113901 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0676325 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0238191 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0113901 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0155672 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0153245 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00543175 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0469976 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0161489 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00640845 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0243169 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00292933 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0589446 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0456946 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00292933 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0358731 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.00638036 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0386209 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0303285 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0145822 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0342019 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0225441 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0640851 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0285833 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0225441 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0181486 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.00550509 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0114367 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0788767 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0534445 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0272946 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0795242 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0064198 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0272946 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.00954781 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.00601579 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0058706 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0263219 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0864167 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0863619 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0541296 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0864167 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0499273 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.0606527 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00297769 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0206798 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0423479 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0263412 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0206798 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.029855 # DEPENDENCYPART_SIBL
(9,11),(9,26),0.0174929 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0615269 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0200987 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0167274 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0615269 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0196778 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.00793205 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0054876 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.053616 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0510929 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0354192 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.00100429 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0143625 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0629996 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.00901804 # DEPENDENCYPART_SIBL
(9,15),(9,26),0.062113 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.040743 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0120255 # DEPENDENCYPART_SIBL
(9,17),(9,26),0.0293347 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0354192 # DEPENDENCYPART_SIBL
(9,18),(9,26),-0.00100429 # DEPENDENCYPART_SIBL
(9,22),(9,26),0.00734926 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0125453 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00987084 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0396051 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0273951 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00363417 # DEPENDENCYPART_SIBL
(10,9),(10,22),9.47303e-05 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0393792 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0567339 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0334315 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0828326 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0844736 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0457198 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00537171 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0662654 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0678782 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0311185 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0500157 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0504756 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0385635 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0426991 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.100748 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0115916 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0120612 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0192337 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.041948 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0314221 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.069509 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.17803 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00284102 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0506938 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0528972 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.015789 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0643872 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0842992 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0497992 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.107279 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0135038 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0590967 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.076585 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0108707 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0499265 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0452864 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0182674 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0676165 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0136123 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0103607 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0247287 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0788998 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0351367 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00577143 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0117408 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.00647701 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0623561 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0129012 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.011834 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.00577143 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.00279858 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0113121 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0124025 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00724052 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.146303 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0791628 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.130879 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.146303 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.130106 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.0992594 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0429185 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.128565 # DEPENDENCYPART_SIBL
(13,1),(13,25),0.102416 # DEPENDENCYPART_SIBL
(13,1),(13,26),0.0622145 # DEPENDENCYPART_SIBL
(13,1),(13,27),1.07437 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.030773 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.07931 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0321621 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0749395 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0766684 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.144027 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.151577 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0308706 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0770954 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.10869 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.00587581 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00122613 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0178861 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.00587581 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0366626 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0422639 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0567017 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.0360032 # DEPENDENCYPART_SIBL
