# _root_ `` Those shares which had posted gains on M&A speculation were dashed with cold water , but as far as major stocks are concerned , there is n't much impact . ''
#goldHeads=11,3,11,5,3,5,6,6,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
#predictedHeads=11,3,11,5,3,5,6,7,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
(5,3),(5,17),0.0301707 # DEPENDENCYPART_SIBL
(5,3),(5,31),-0.0169636 # DEPENDENCYPART_SIBL
(5,3),(5,32),-0.0663221 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.179467 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0686697 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0449465 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0613848 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0134009 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.133182 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.166357 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0409553 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00991444 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.22309 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.00653725 # DEPENDENCYPART_SIBL
(5,4),(5,31),-0.590427 # DEPENDENCYPART_SIBL
(5,4),(5,32),-0.082863 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.507878 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.407559 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.367881 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.613748 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.264644 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.55172 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.401642 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.611589 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0836911 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0170037 # DEPENDENCYPART_SIBL
(5,6),(5,31),0.0332839 # DEPENDENCYPART_SIBL
(5,6),(5,32),-0.0576116 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0669645 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0111549 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.092139 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0051188 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.129588 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.122241 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0901662 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.179305 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.275816 # DEPENDENCYPART_SIBL
(5,7),(5,31),0.186074 # DEPENDENCYPART_SIBL
(5,7),(5,32),0.145993 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0335661 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.114139 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.00500352 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0530081 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0100535 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.110749 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.115632 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.137288 # DEPENDENCYPART_SIBL
(5,8),(5,31),0.0430264 # DEPENDENCYPART_SIBL
(5,8),(5,32),0.0595085 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.151294 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0492615 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.024421 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0956017 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.149133 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0138531 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0183951 # DEPENDENCYPART_SIBL
(5,9),(5,31),-0.0148252 # DEPENDENCYPART_SIBL
(5,9),(5,32),-0.0128466 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0243767 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0572464 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.144043 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.227139 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0601142 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0409138 # DEPENDENCYPART_SIBL
(5,10),(5,31),-0.0505679 # DEPENDENCYPART_SIBL
(5,10),(5,32),-0.0240358 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.139404 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.151753 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.293474 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0271735 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0926618 # DEPENDENCYPART_SIBL
(5,11),(5,31),0.00163197 # DEPENDENCYPART_SIBL
(5,11),(5,32),-0.0931188 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.402233 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.609876 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0673762 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.013301 # DEPENDENCYPART_SIBL
(5,12),(5,31),0.0351169 # DEPENDENCYPART_SIBL
(5,12),(5,32),-0.0525182 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.107294 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0255178 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0166172 # DEPENDENCYPART_SIBL
(5,13),(5,31),0.0337638 # DEPENDENCYPART_SIBL
(5,13),(5,32),-0.0269437 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0883636 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0697342 # DEPENDENCYPART_SIBL
(5,15),(5,31),-0.0679592 # DEPENDENCYPART_SIBL
(5,15),(5,32),-0.00595636 # DEPENDENCYPART_SIBL
(5,16),(5,17),1.12311 # DEPENDENCYPART_SIBL
(5,16),(5,31),0.0282557 # DEPENDENCYPART_SIBL
(5,16),(5,32),0.169134 # DEPENDENCYPART_SIBL
(5,17),(5,31),0.213524 # DEPENDENCYPART_SIBL
(5,17),(5,32),-0.00636996 # DEPENDENCYPART_SIBL
(5,31),(5,32),0.980968 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0216538 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0280493 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0619958 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0348415 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0974273 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.135088 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0736722 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0121771 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0262961 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.092765 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.144534 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0123623 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0754359 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.293912 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.150827 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.0754359 # DEPENDENCYPART_SIBL
(6,1),(6,31),0.136864 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.054662 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0684447 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.025031 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0494169 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.051993 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0615477 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0326042 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00830576 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0488833 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.120119 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0324345 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0929151 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.12891 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0758204 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.0929151 # DEPENDENCYPART_SIBL
(6,2),(6,31),0.150791 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.114975 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0267212 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.136628 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0518462 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0275034 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.011724 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0190239 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0781693 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0535566 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0147171 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.074101 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.261605 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.023189 # DEPENDENCYPART_SIBL
(6,3),(6,25),0.074101 # DEPENDENCYPART_SIBL
(6,3),(6,31),0.23556 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0291582 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0862477 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.105854 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0421584 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0190383 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0990017 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.100275 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0386279 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0192201 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.141936 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0780347 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0982468 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.141936 # DEPENDENCYPART_SIBL
(6,4),(6,31),-0.299614 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0392212 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0463259 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0386789 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00821138 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.015983 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0252187 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0160825 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.00842851 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0126071 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.115047 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.00590987 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.0126071 # DEPENDENCYPART_SIBL
(6,5),(6,31),0.127444 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.122522 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0164329 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0740231 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0082802 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.124956 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.236447 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0742455 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.144553 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.142491 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.126716 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.144553 # DEPENDENCYPART_SIBL
(6,7),(6,31),0.257766 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.100354 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.1439 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.084811 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0377067 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.117158 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.142708 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0140582 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0124606 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0151125 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0140582 # DEPENDENCYPART_SIBL
(6,8),(6,31),0.0566627 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.133221 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.057224 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00252162 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0529743 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.133256 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0260227 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0134557 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0613354 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0260227 # DEPENDENCYPART_SIBL
(6,9),(6,31),0.0559561 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0681239 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.036415 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0602014 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.253755 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0249904 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.04071 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0409816 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0249904 # DEPENDENCYPART_SIBL
(6,10),(6,31),0.0645419 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0812314 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0536527 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.21442 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00689337 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0172809 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0697137 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.00689337 # DEPENDENCYPART_SIBL
(6,11),(6,31),-0.0228215 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.11176 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.353238 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0799954 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0658762 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.13145 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0799954 # DEPENDENCYPART_SIBL
(6,12),(6,31),0.0486313 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.220063 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.14704 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.101952 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.215976 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.14704 # DEPENDENCYPART_SIBL
(6,13),(6,31),-0.0316136 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0278947 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0427958 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0552545 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0278947 # DEPENDENCYPART_SIBL
(6,15),(6,31),0.0368621 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.641429 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.490963 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.112207 # DEPENDENCYPART_SIBL
(6,16),(6,31),0.0773452 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.14588 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0587901 # DEPENDENCYPART_SIBL
(6,17),(6,31),0.182933 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.02819 # DEPENDENCYPART_SIBL
(6,20),(6,31),0.0476848 # DEPENDENCYPART_SIBL
(6,25),(6,31),0.0773452 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.08078 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.160907 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0647003 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.163163 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.117637 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.102638 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.110987 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0715008 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0498832 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0844358 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.174897 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0284365 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0725716 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00475153 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0867265 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0387735 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.148919 # DEPENDENCYPART_SIBL
(7,1),(7,25),-0.00475153 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0271121 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0463456 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0686463 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.120786 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0703431 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.127285 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.125859 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.118109 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0571796 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.298424 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.103828 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.124802 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0672323 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0848608 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.21334 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.267202 # DEPENDENCYPART_SIBL
(7,2),(7,25),-0.0672323 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0819123 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0746636 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0177048 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00378564 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0241323 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0343517 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00125313 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0129061 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0307988 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.032523 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0382357 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0293554 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0345381 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.073407 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0786595 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.0293554 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.045711 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.107399 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.127144 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0869757 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0458937 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.100065 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.147455 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0985378 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0314069 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0469619 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.153969 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0488422 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.130736 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.139802 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.153969 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0349571 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0322017 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0538395 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00359883 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0512188 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0679671 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0103194 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0221248 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.00470242 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0614279 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0364507 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0436106 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.000885487 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0614279 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0857984 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0460183 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.000242807 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0703079 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0360274 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.074566 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0442952 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00101693 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0739341 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0055476 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0177618 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.032544 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.0739341 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0901114 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.061516 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0350875 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0465156 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0341198 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0344564 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0643315 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.06566 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0587394 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.117364 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.114131 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.06566 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0337892 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0113383 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.050799 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0152058 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00138498 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0321843 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00919555 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.103521 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0168521 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0309708 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.00919555 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0299892 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0370776 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0460766 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0104431 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0975097 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0277823 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0832534 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00891175 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.00401581 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0277823 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0965674 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.116586 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.100425 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0498021 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.144931 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00801528 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0464244 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0383057 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.144931 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0854279 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0486448 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0977226 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.203965 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0193119 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.112558 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.00763026 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.203965 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0114749 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0426029 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00500507 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0290069 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0914784 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0195217 # DEPENDENCYPART_SIBL
(7,13),(7,25),0.00500507 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0233336 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0540714 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.042094 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0214609 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0371435 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.0540714 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0222112 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0751107 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0111078 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.029431 # DEPENDENCYPART_SIBL
(7,15),(7,25),-0.0222112 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.593404 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.526515 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.590461 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.00512259 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0917117 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.13019 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.0785692 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.018081 # DEPENDENCYPART_SIBL
