# _root_ The setback , in which Treasury bond prices plummeted , reflected a rebound in the stock market and profit-taking .
#goldHeads=2,11,2,9,4,8,8,9,2,2,0,13,11,13,17,17,14,13,18,11,
#predictedHeads=2,11,2,11,4,8,8,9,2,9,0,13,11,13,17,17,14,17,18,11,
(8,11),(11,4),-1.17447 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.470238 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.949093 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.880447 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.630506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.180975 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.638894 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.334987 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.164832 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.134514 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.570054 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.430434 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.456105 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.606405 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.718987 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.17798 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.2543 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.644804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0587186 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.523098 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.147984 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.255991 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.281559 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.535726 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.44934 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.204114 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.642745 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.541642 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.17241 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.13085 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.596772 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.231894 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.366908 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.48022 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.252113 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.435317 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.607086 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.686818 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.285425 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.64717 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.251962 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.234271 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.304396 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.322773 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0584592 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.117328 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.229478 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.13576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.874716 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.279051 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.639601 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.542898 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-1.1063 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.553931 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),0.161694 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.0400329 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0128493 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.234094 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.474052 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),1.10727 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0186466 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.106723 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.241219 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.18178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.740812 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.325086 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.589147 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.523863 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),0.235646 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0434145 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.533973 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.129991 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.254893 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.10904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.252359 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.00478948 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.504429 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0611565 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0380794 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.114283 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.19025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-1.00347 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.333567 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.341994 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.0763368 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.4362 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0581228 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.172409 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0644501 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.242822 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.13594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.874906 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.279235 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.640026 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.543625 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.554109 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.231636 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.122088 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.506544 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0869225 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0983778 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0422516 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.182799 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.09287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.807519 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.236184 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.521946 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.478113 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.461925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.349595 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.360094 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.870047 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.223235 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),0.199188 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.577679 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.341179 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.616888 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.723594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.3953 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.174581 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.142476 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.239266 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.375766 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.301921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.138116 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.148281 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.353291 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.12913 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.125924 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.710437 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.461451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0696234 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.410068 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0560148 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.349285 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.464243 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.446945 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.212104 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.320154 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.502261 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.56276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.172083 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),-0.415436 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0165536 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.386727 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.333544 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.224238 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.188417 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.15054 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.386412 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.710617 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.361378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.0367596 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.249657 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0658957 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0637079 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.214931 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.408033 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.324663 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.349151 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.448506 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.553135 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.489627 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.345008 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.513166 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.546068 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.555997 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.720384 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.265288 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.263822 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.835853 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.615603 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.695479 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.60495 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.46604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.402465 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.255361 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.419153 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.423741 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.36015 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.363653 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.426618 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.670129 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.743998 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.142183 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.214111 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.0831542 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0701077 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.0855431 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.213134 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.393697 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.442613 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.06981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.112619 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.0303083 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-1.22538 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.481273 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-1.09635 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.11333 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.122924 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.00794515 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.194117 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.660471 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.188424 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.137117 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.263733 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.191754 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0460219 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.1141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,14),-0.0705271 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.449453 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-1.02065 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.197067 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.175057 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.292525 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.271721 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.122883 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.03981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,2),-0.156873 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.143559 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0263993 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.399883 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.117571 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.26784 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.376324 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.12102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,1),0.83403 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.00911725 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.00733585 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0779243 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.201929 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0391924 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.226479 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.382683 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.437262 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.07 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.113044 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.0310354 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.481451 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.695499 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.00720651 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0962458 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.110616 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.303008 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.173606 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0622055 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.322442 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.371087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.02488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),0.0071848 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),0.0399142 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.387191 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.0793678 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.0652353 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.184657 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.271906 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0915306 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0287856 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0452887 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0242348 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.01395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),0.0534847 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.15102 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.05886 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.308656 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.899385 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.909987 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.03539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.4716 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.798344 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.283759 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.728284 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.387301 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.497914 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.340709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.478734 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.340941 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.346399 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.524287 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0554017 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.414035 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.690844 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.688559 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.323887 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.362197 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.541638 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.658396 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.372426 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.463967 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.173785 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.401005 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.947056 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.537621 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0495455 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.728474 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.38735 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.497952 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.672318 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.631863 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.516372 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.36833 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.288273 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.175499 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.453361 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.752138 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.725609 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.779156 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.498348 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.39332 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.626054 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.17433 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.84368 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.944872 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.459728 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.553235 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.530991 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.256217 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.134207 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.663064 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-1.10717 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.466215 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.540227 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.371099 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.685317 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),1.04633 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.664023 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.293586 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.245194 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.158299 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.367884 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.13338 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.52034 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.585003 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-1.10148 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-1.10601 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.354293 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.690279 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.423706 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.0798955 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.69741 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.280548 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.124758 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.595589 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.104414 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.15439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.556375 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.597113 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.306977 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.795112 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.163289 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.0546914 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.567638 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.276546 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.286899 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.561843 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.188472 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.05051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.587531 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.339156 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.494291 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.795674 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-1.01602 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.257515 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.288325 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.82248 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.221779 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.0543318 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.567071 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.257894 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.272531 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.286415 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.556456 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0918057 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.05052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.582334 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.654642 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.339159 # DEPENDENCYPART_GRANDPAR
