# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=31,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,27,31,31,0,34,34,31,31,
(6,5),(6,13),-0.109615 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00422153 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0649498 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.080201 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0629828 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.320837 # DEPENDENCYPART_SIBL
(6,5),(6,35),-0.247935 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0537782 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0700637 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0329254 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.111497 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.171211 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0540106 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0589043 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0143695 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.148705 # DEPENDENCYPART_SIBL
(6,7),(6,35),-0.111855 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0451617 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.123218 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00123494 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.10575 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0480287 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0280487 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0484262 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0851674 # DEPENDENCYPART_SIBL
(6,9),(6,35),0.00734067 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.654173 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.303805 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.353009 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.512279 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.60727 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.641644 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.654916 # DEPENDENCYPART_SIBL
(6,10),(6,35),-0.0360091 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0548843 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.141529 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0713887 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.053215 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0587461 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.106076 # DEPENDENCYPART_SIBL
(6,12),(6,35),-0.00539249 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.317025 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0770234 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0975192 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.191816 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0301762 # DEPENDENCYPART_SIBL
(6,13),(6,35),0.0877096 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0017291 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0113193 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0369126 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0239757 # DEPENDENCYPART_SIBL
(6,14),(6,35),-0.0178594 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.363322 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.120262 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.040771 # DEPENDENCYPART_SIBL
(6,16),(6,35),0.0170424 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.11248 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.013914 # DEPENDENCYPART_SIBL
(6,17),(6,35),-0.0162706 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0686511 # DEPENDENCYPART_SIBL
(6,20),(6,35),0.000500479 # DEPENDENCYPART_SIBL
(6,22),(6,35),0.115515 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.534486 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00482386 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.625364 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.377568 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00638014 # DEPENDENCYPART_SIBL
(7,9),(7,12),-1.222 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.781488 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0127078 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.272583 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.729075 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.988718 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0732109 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.073745 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.047298 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00851653 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.12299 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0944086 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.07912 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0732109 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.073745 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.047298 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00851653 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.12299 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0944086 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.07912 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.131417 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.695467 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.323408 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.346488 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.540731 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.63571 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0509968 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.140825 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.100683 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0563985 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0568122 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0346919 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.133873 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0434909 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0253236 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.300694 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0807486 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.101238 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00053348 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0135754 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.348499 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0024882 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.151059 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.889981 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0108305 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.146108 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0892908 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0800134 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0647609 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0736877 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0476839 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.164001 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.0843691 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.100434 # DEPENDENCYPART_SIBL
(12,8),(12,29),0.170469 # DEPENDENCYPART_SIBL
(12,8),(12,30),0.0751056 # DEPENDENCYPART_SIBL
(12,8),(12,34),0.0078408 # DEPENDENCYPART_SIBL
(12,8),(12,35),-0.101901 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.165992 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.551555 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00215924 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0232509 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0561807 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0171738 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0125847 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0249336 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0260337 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0137301 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.00639354 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.0769024 # DEPENDENCYPART_SIBL
(12,9),(12,29),0.108855 # DEPENDENCYPART_SIBL
(12,9),(12,30),0.0735988 # DEPENDENCYPART_SIBL
(12,9),(12,34),-0.0570844 # DEPENDENCYPART_SIBL
(12,9),(12,35),-0.0446785 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0895592 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0449968 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0218829 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0150633 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0432839 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0163132 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0739598 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0461522 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0652273 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0182236 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.00400024 # DEPENDENCYPART_SIBL
(12,10),(12,29),0.0689262 # DEPENDENCYPART_SIBL
(12,10),(12,30),0.01041 # DEPENDENCYPART_SIBL
(12,10),(12,34),0.00336308 # DEPENDENCYPART_SIBL
(12,10),(12,35),0.0715169 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0108305 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.146108 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0892908 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0800134 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0647609 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0736877 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0476839 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.164001 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0843691 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.100434 # DEPENDENCYPART_SIBL
(12,11),(12,29),0.170469 # DEPENDENCYPART_SIBL
(12,11),(12,30),0.0751056 # DEPENDENCYPART_SIBL
(12,11),(12,34),0.0078408 # DEPENDENCYPART_SIBL
(12,11),(12,35),-0.101901 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.302538 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.336981 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0772981 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0977908 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.200263 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00121908 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.048508 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.21453 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.303641 # DEPENDENCYPART_SIBL
(12,13),(12,29),-0.0108775 # DEPENDENCYPART_SIBL
(12,13),(12,30),0.348593 # DEPENDENCYPART_SIBL
(12,13),(12,34),0.193219 # DEPENDENCYPART_SIBL
(12,13),(12,35),0.106339 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00480282 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.00355516 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0166004 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0516433 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0502885 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.000618227 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.0657633 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.125266 # DEPENDENCYPART_SIBL
(12,14),(12,29),0.0246291 # DEPENDENCYPART_SIBL
(12,14),(12,30),0.0288194 # DEPENDENCYPART_SIBL
(12,14),(12,34),0.0386966 # DEPENDENCYPART_SIBL
(12,14),(12,35),0.00579635 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0790502 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0613315 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0700181 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0974818 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.082651 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0549926 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0403901 # DEPENDENCYPART_SIBL
(12,15),(12,29),0.05387 # DEPENDENCYPART_SIBL
(12,15),(12,30),0.0810934 # DEPENDENCYPART_SIBL
(12,15),(12,34),-0.0769981 # DEPENDENCYPART_SIBL
(12,15),(12,35),0.0338519 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.350201 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.090989 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.18772 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.071957 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0692852 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0497461 # DEPENDENCYPART_SIBL
(12,16),(12,29),0.193144 # DEPENDENCYPART_SIBL
(12,16),(12,30),0.135573 # DEPENDENCYPART_SIBL
(12,16),(12,34),-0.0965849 # DEPENDENCYPART_SIBL
(12,16),(12,35),0.0522529 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0832078 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.162292 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0450999 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.061504 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0388458 # DEPENDENCYPART_SIBL
(12,17),(12,29),0.233507 # DEPENDENCYPART_SIBL
(12,17),(12,30),0.152301 # DEPENDENCYPART_SIBL
(12,17),(12,34),-0.0888037 # DEPENDENCYPART_SIBL
(12,17),(12,35),0.0189398 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.105624 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0108575 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0295266 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.00140352 # DEPENDENCYPART_SIBL
(12,20),(12,29),0.0118116 # DEPENDENCYPART_SIBL
(12,20),(12,30),0.00261566 # DEPENDENCYPART_SIBL
(12,20),(12,34),-0.0447671 # DEPENDENCYPART_SIBL
(12,20),(12,35),0.0723396 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.00558752 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.100721 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.00294663 # DEPENDENCYPART_SIBL
(12,21),(12,29),0.0121091 # DEPENDENCYPART_SIBL
(12,21),(12,30),-0.0596221 # DEPENDENCYPART_SIBL
(12,21),(12,34),0.087178 # DEPENDENCYPART_SIBL
(12,21),(12,35),-0.0383448 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0969956 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0818187 # DEPENDENCYPART_SIBL
(12,22),(12,29),-0.053518 # DEPENDENCYPART_SIBL
(12,22),(12,30),0.0320389 # DEPENDENCYPART_SIBL
(12,22),(12,34),-0.135755 # DEPENDENCYPART_SIBL
(12,22),(12,35),0.117974 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0209474 # DEPENDENCYPART_SIBL
(12,24),(12,29),-0.0231286 # DEPENDENCYPART_SIBL
(12,24),(12,30),-0.00694915 # DEPENDENCYPART_SIBL
(12,24),(12,34),-0.0440846 # DEPENDENCYPART_SIBL
(12,24),(12,35),0.0297811 # DEPENDENCYPART_SIBL
(12,25),(12,29),0.19473 # DEPENDENCYPART_SIBL
(12,25),(12,30),-0.00168764 # DEPENDENCYPART_SIBL
(12,25),(12,34),-0.0787965 # DEPENDENCYPART_SIBL
(12,25),(12,35),-0.0109496 # DEPENDENCYPART_SIBL
(12,29),(12,30),0.368511 # DEPENDENCYPART_SIBL
(12,29),(12,34),0.69898 # DEPENDENCYPART_SIBL
(12,29),(12,35),0.0112801 # DEPENDENCYPART_SIBL
(12,30),(12,34),0.285281 # DEPENDENCYPART_SIBL
(12,30),(12,35),-0.0348928 # DEPENDENCYPART_SIBL
(12,34),(12,35),0.0558568 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0093364 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0801469 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00762231 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.106511 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0709747 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0747797 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0798509 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0916759 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.14614 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0862476 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.273128 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.14614 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0523381 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0114073 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0232839 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0421166 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0356711 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0751917 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0563917 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0408329 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.00203545 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.028922 # DEPENDENCYPART_SIBL
(14,1),(14,26),-0.0071377 # DEPENDENCYPART_SIBL
(14,1),(14,27),-0.0481497 # DEPENDENCYPART_SIBL
(14,1),(14,28),-0.0388967 # DEPENDENCYPART_SIBL
(14,1),(14,29),0.0176035 # DEPENDENCYPART_SIBL
(14,1),(14,30),0.0492548 # DEPENDENCYPART_SIBL
(14,1),(14,31),-0.0608794 # DEPENDENCYPART_SIBL
(14,1),(14,35),-0.0101762 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.057884 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.154207 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0678242 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.21029 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.103446 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0867122 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.313819 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.103446 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0531105 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.00636629 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0106594 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0176398 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0342407 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.026927 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0065636 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.100367 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0228855 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0129324 # DEPENDENCYPART_SIBL
(14,2),(14,26),-0.096073 # DEPENDENCYPART_SIBL
(14,2),(14,27),-0.105017 # DEPENDENCYPART_SIBL
(14,2),(14,28),-0.0940033 # DEPENDENCYPART_SIBL
(14,2),(14,29),0.0107751 # DEPENDENCYPART_SIBL
(14,2),(14,30),0.0444837 # DEPENDENCYPART_SIBL
(14,2),(14,31),-0.07215 # DEPENDENCYPART_SIBL
(14,2),(14,35),0.012412 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0700684 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.708742 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0699502 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.512587 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.763852 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0130183 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.512587 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.68304 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0176196 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0115239 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0621104 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0799668 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.118201 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0889665 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.138328 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0250201 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.0821973 # DEPENDENCYPART_SIBL
(14,3),(14,26),-0.0684747 # DEPENDENCYPART_SIBL
(14,3),(14,27),-0.103241 # DEPENDENCYPART_SIBL
(14,3),(14,28),-0.129808 # DEPENDENCYPART_SIBL
(14,3),(14,29),-0.0131283 # DEPENDENCYPART_SIBL
(14,3),(14,30),-0.0410023 # DEPENDENCYPART_SIBL
(14,3),(14,31),-0.0775308 # DEPENDENCYPART_SIBL
(14,3),(14,35),-0.0496527 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0296773 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.191226 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0503982 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0448138 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.116932 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0503982 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.00780318 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0926244 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0861428 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0025639 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.00758635 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0269325 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0129396 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0495767 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.00464356 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.00309485 # DEPENDENCYPART_SIBL
(14,4),(14,26),-0.0406011 # DEPENDENCYPART_SIBL
(14,4),(14,27),-0.0563032 # DEPENDENCYPART_SIBL
(14,4),(14,28),-0.0503619 # DEPENDENCYPART_SIBL
(14,4),(14,29),-0.0552544 # DEPENDENCYPART_SIBL
(14,4),(14,30),0.0572278 # DEPENDENCYPART_SIBL
(14,4),(14,31),-0.0766374 # DEPENDENCYPART_SIBL
(14,4),(14,35),0.0756273 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0951897 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.543055 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.783067 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0821684 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.543055 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.700166 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0459965 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0653332 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0394847 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0673267 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.127384 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0494963 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0997482 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0191115 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0389054 # DEPENDENCYPART_SIBL
(14,6),(14,26),-0.0251258 # DEPENDENCYPART_SIBL
(14,6),(14,27),-0.0588527 # DEPENDENCYPART_SIBL
(14,6),(14,28),-0.0891914 # DEPENDENCYPART_SIBL
(14,6),(14,29),-0.00392652 # DEPENDENCYPART_SIBL
(14,6),(14,30),-0.0228308 # DEPENDENCYPART_SIBL
(14,6),(14,31),-0.089749 # DEPENDENCYPART_SIBL
(14,6),(14,35),-0.0311818 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0546286 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0873316 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.132732 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0546286 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.050382 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.032249 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0656521 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0823873 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0505071 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0889958 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0326292 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.132837 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.033953 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0504615 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.133068 # DEPENDENCYPART_SIBL
(14,7),(14,27),-0.140237 # DEPENDENCYPART_SIBL
(14,7),(14,28),-0.134331 # DEPENDENCYPART_SIBL
(14,7),(14,29),-0.0554442 # DEPENDENCYPART_SIBL
(14,7),(14,30),-0.00949416 # DEPENDENCYPART_SIBL
(14,7),(14,31),-0.11049 # DEPENDENCYPART_SIBL
(14,7),(14,35),0.035853 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.290578 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0570042 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.618043 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.211566 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.290886 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.180357 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.110802 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0961897 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.205999 # DEPENDENCYPART_SIBL
