# _root_ Since the recent deterioration of the junk-bond market , at least two other junk issuers have said they plan to scale back planned high-yield offerings , and several issues have been postponed .
#goldHeads=16,4,4,1,4,8,8,5,16,15,10,10,15,15,16,0,16,19,27,21,19,21,25,25,21,27,17,29,30,27,30,31,16,
#predictedHeads=16,4,4,1,4,8,8,5,4,15,10,10,15,15,16,27,16,19,17,21,19,21,25,25,21,27,0,29,30,27,30,31,27,
(4,8),(4,26),0.015533 # DEPENDENCYPART_SIBL
(4,8),(4,33),0.0159061 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.00932717 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0356495 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0453121 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0434419 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0957607 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.00492043 # DEPENDENCYPART_SIBL
(4,9),(4,19),0.00589614 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.0234051 # DEPENDENCYPART_SIBL
(4,9),(4,26),0.036982 # DEPENDENCYPART_SIBL
(4,9),(4,33),-0.00261077 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0106748 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.012709 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.00957064 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.00189085 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.00479097 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0044712 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.00219434 # DEPENDENCYPART_SIBL
(4,10),(4,26),0.0348726 # DEPENDENCYPART_SIBL
(4,10),(4,33),0.0559447 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0102441 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.0106194 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.00599597 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.0122691 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.000711175 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.00154446 # DEPENDENCYPART_SIBL
(4,13),(4,26),0.0142478 # DEPENDENCYPART_SIBL
(4,13),(4,33),-0.00476049 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.00853787 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0113873 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0144474 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0178509 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.013039 # DEPENDENCYPART_SIBL
(4,14),(4,26),0.0155394 # DEPENDENCYPART_SIBL
(4,14),(4,33),0.0201877 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0116037 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0146637 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0180672 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0132554 # DEPENDENCYPART_SIBL
(4,15),(4,26),0.0152359 # DEPENDENCYPART_SIBL
(4,15),(4,33),0.019887 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.00369408 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.000935389 # DEPENDENCYPART_SIBL
(4,16),(4,21),0.00635409 # DEPENDENCYPART_SIBL
(4,16),(4,26),0.0913957 # DEPENDENCYPART_SIBL
(4,16),(4,33),0.00361526 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0230367 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.017618 # DEPENDENCYPART_SIBL
(4,17),(4,26),0.0215248 # DEPENDENCYPART_SIBL
(4,17),(4,33),0.00703421 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.0199015 # DEPENDENCYPART_SIBL
(4,19),(4,26),0.00278329 # DEPENDENCYPART_SIBL
(4,19),(4,33),0.0147813 # DEPENDENCYPART_SIBL
(4,21),(4,26),0.018827 # DEPENDENCYPART_SIBL
(4,21),(4,33),-0.00458855 # DEPENDENCYPART_SIBL
(4,26),(4,33),-0.00261077 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00446457 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.111057 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.12013 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0772196 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.111057 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0481397 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0481739 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00306143 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0481397 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0978458 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0100461 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.1091 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0194786 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.124701 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0161608 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0877951 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0745588 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.105696 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00714384 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.32177 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.107187 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0107134 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0268611 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.120074 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.134718 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.112586 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0419844 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0429135 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0842548 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.0107134 # DEPENDENCYPART_SIBL
(8,2),(8,33),-0.148857 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0538617 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0600992 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.149057 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0488178 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0257883 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.115865 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0552318 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0799204 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0684518 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.000460683 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.000515277 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0512068 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.0257883 # DEPENDENCYPART_SIBL
(8,3),(8,33),-0.027829 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0128625 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.138477 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0187539 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0521265 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0794407 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00512047 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0820933 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00801514 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00921741 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00994998 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00570258 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.0521265 # DEPENDENCYPART_SIBL
(8,4),(8,33),-0.00630398 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00444535 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0215341 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0541546 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0124649 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0486739 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0459655 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0470914 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0281281 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0283651 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0259327 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.0541546 # DEPENDENCYPART_SIBL
(8,5),(8,33),0.00100832 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.107187 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0107134 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0268611 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.120074 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.134718 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.112586 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0419844 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0429135 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0842548 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0107134 # DEPENDENCYPART_SIBL
(8,6),(8,33),-0.148857 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0990938 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.1013 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0146242 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0602334 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0117296 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0267262 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0274588 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0444939 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0990938 # DEPENDENCYPART_SIBL
(8,7),(8,33),0.0155423 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00361221 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0636752 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0285545 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0433128 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0390605 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0371903 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.10089 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0261036 # DEPENDENCYPART_SIBL
(8,9),(8,33),-0.00858039 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.010913 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0402912 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0132532 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00355523 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00669363 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0111226 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0162797 # DEPENDENCYPART_SIBL
(8,10),(8,33),0.0403815 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0129389 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0120345 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0179441 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0183195 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00099938 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.00270068 # DEPENDENCYPART_SIBL
(8,11),(8,33),-0.0156819 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0119405 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.040803 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0411775 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0100514 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.00874187 # DEPENDENCYPART_SIBL
(8,12),(8,33),0.00202469 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0173189 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0176942 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00924685 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.00382409 # DEPENDENCYPART_SIBL
(8,13),(8,33),-0.0148944 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0260892 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0257618 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.00483301 # DEPENDENCYPART_SIBL
(8,14),(8,33),-0.00252971 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0259781 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.00513646 # DEPENDENCYPART_SIBL
(8,15),(8,33),-0.00283034 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.0774815 # DEPENDENCYPART_SIBL
(8,16),(8,33),-0.0118236 # DEPENDENCYPART_SIBL
(8,26),(8,33),-0.00858039 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0252264 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.039913 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0361954 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0307074 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.031017 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0676548 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0676238 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0294858 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0328105 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0146334 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00876606 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0241995 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0242738 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0194143 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0244665 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0234487 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0241019 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0349517 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.00427307 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0327444 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0557791 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0599158 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0708772 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0709199 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.129156 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.125846 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.146072 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.305071 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.082307 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0130025 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0118292 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.122226 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.131145 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.112098 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0690436 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.113282 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.112107 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0549864 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0595783 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0521159 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0433513 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0421779 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0388761 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0479132 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0497675 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.117708 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0433145 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0415585 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0356851 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0432199 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0414639 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0356851 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0088228 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.00224276 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.00433451 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0348085 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00630164 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0148937 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.017945 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.103639 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0395247 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00672341 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0100959 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0181079 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.000397583 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0277912 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00339354 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0163036 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.00174121 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.00942274 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.010973 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00776238 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0485688 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0181779 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0261018 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0399401 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0611346 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0300401 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0119955 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00301695 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0718839 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.052776 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0483782 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0679604 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0374242 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.00315059 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0581039 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0172895 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0171399 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0223228 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0410266 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0329876 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0448604 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.016514 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0251911 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.018097 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.00757572 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0134345 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.00536092 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.000540729 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0263499 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0113677 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0300257 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0060204 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.018491 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.03233 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.043075 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0472098 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0527662 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.00151695 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0179102 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.00810759 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.053806 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.123525 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.107875 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.113811 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0419463 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0129456 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0429725 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0332321 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0112831 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0399891 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00548549 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0109481 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.00420067 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0482595 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0320425 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.00710679 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0674166 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.108412 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.113857 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.04757 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0167692 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0077811 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0227182 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0366419 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0482802 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0722939 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0658786 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0552242 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0507408 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0312944 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.107423 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0740564 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0434347 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00808199 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0203202 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0240489 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0276465 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00369565 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.000936958 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0230351 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0263434 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0677768 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0303653 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0207413 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0732285 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0683512 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0687086 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.00961422 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0339998 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0532916 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0254591 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0705179 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0758567 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0438078 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0350766 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0678394 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0836832 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0459435 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0247401 # DEPENDENCYPART_SIBL
(16,1),(16,25),0.0451696 # DEPENDENCYPART_SIBL
(16,1),(16,26),-0.0857732 # DEPENDENCYPART_SIBL
(16,1),(16,27),-0.0032334 # DEPENDENCYPART_SIBL
(16,1),(16,30),0.0425491 # DEPENDENCYPART_SIBL
(16,1),(16,33),-0.00184193 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.00250824 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0179165 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.078373 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.000281288 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.00084416 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.00949744 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0131311 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0252333 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0379021 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.018897 # DEPENDENCYPART_SIBL
(16,3),(16,14),5.70928e-05 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.00319584 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0183756 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0352898 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.00897743 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.028934 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0226422 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0756591 # DEPENDENCYPART_SIBL
(16,3),(16,25),0.0113307 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.0245483 # DEPENDENCYPART_SIBL
(16,3),(16,27),0.0389711 # DEPENDENCYPART_SIBL
(16,3),(16,30),-0.0268043 # DEPENDENCYPART_SIBL
(16,3),(16,33),0.0201689 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0250941 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0976269 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.103471 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0998359 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0187491 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0232462 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0362314 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0726157 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.050353 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.106498 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0997595 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0154831 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0443647 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0446836 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0157249 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0134534 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0219352 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.00166794 # DEPENDENCYPART_SIBL
(16,4),(16,26),-0.000476145 # DEPENDENCYPART_SIBL
(16,4),(16,27),-0.0136506 # DEPENDENCYPART_SIBL
(16,4),(16,30),0.019895 # DEPENDENCYPART_SIBL
