# _root_ Still , the market had n't yet crossed into positive territory , and traders were glum .
#goldHeads=0,1,4,5,1,5,5,5,8,11,9,5,5,15,13,15,1,
#predictedHeads=5,5,4,5,0,5,5,5,8,11,9,5,5,15,13,15,5,
(9,1),(1,4),-0.456378 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.354986 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.476749 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.336374 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.369301 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.6058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,13),-0.745673 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-1.56505 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.765705 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.811763 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.505935 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.332999 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.365538 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.60589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.088448 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),0.027766 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.751942 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.745648 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.666213 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.0622 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.56623 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.514232 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.566961 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.370069 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.60542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.0884575 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.0280357 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.74566 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.666225 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.597572 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.987097 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.852425 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.55529 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.487138 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.450542 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.56006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0479573 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.15788 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.683784 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.647217 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.04233 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.584534 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.925812 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.48588 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.08318 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.01351 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.98384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.142884 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0395097 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.23739 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.61462 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.61944 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.50363 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.02473 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.18998 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.1197 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.05377 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.865215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.887178 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.140515 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.246949 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.374248 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0974228 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.354865 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-1.049 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.723742 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.46549 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.342258 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.09739 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.805836 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),1.03694 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.187143 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0281672 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0530331 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.23839 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.11585 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.43791 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.30581 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.93592 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.07107 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.995153 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.971192 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.08419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.505695 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.620021 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.313156 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.294854 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.444744 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.155218 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-1.25268 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.953036 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-1.01351 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),1.05951 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.120417 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.267524 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.00224914 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-1.18961 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.486985 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.48565 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.576876 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.503906 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.311972 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.471328 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.235402 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.60082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.518942 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.962669 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.520275 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-1.05102 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.06365 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.11701 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.501941 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.330065 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.47284 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.25229 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.60081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.518662 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.520274 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.05102 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.513884 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.432513 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.45606 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.538112 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.54519 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.941136 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.515295 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.977637 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.0862 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.01984 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.09645 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.358077 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.752359 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0736623 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.974505 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.424177 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.37329 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.139581 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.0645837 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.000952112 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.184759 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.647235 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.98458 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.796163 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.676339 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.984317 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.521115 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.874292 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.945409 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.573782 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.342572 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0983699 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0173686 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.00560471 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.121153 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.828323 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.574894 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-1.07127 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.505902 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.358886 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.00331953 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0771734 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.106565 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.130579 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.00771661 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.14222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.638948 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.599768 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.434685 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.725384 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.971739 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.903655 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.63987 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.343215 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.470263 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0853583 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0204693 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.143409 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.221745 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.20656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.647393 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.647217 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.707319 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.989198 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.985764 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.476765 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.156263 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0257319 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.154729 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.226325 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.20628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.647222 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.707324 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.560001 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-1.03633 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.443969 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.491206 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.136846 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0483904 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.254833 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0770612 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.21076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.699281 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.666263 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.506755 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.746182 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.983248 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.02522 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.715708 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.011173 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.144278 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.214029 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0159953 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.27094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.659552 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.677594 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.526706 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.776875 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.979948 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.998088 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0558487 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.155692 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0961267 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.689674 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.744919 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.292274 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.655363 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.373291 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.693135 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.626826 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.62759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.131973 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0111671 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.161911 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.518106 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.12738 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.56175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.01293 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.969771 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.452282 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.60158 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.636394 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.905884 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.532563 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.668472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.131359 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0290321 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.227672 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.364124 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.671468 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.01407 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.646902 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.554882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.118252 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.121594 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.172977 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.617737 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.549138 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.507254 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.05804 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.753627 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.09293 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.843648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0421264 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0536707 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.83715 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.04032 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.660714 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.747317 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.787505 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.75791 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.410825 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.658064 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.896288 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.597106 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.897857 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.03096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.25933 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.44788 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.847391 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.728524 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.739012 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.609178 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.902179 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),1.44263 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.596021 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-1.02199 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-1.24221 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-1.01509 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-1.17057 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-1.31779 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.95917 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.991614 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-1.10667 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-1.09489 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-1.00212 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.783053 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.833439 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.34803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.625481 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.648866 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-1.02727 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-1.00282 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-1.04089 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.805678 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.557689 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.799452 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-1.40558 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.865552 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-1.5311 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-1.09902 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-1.27231 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-1.07202 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-1.15165 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-1.07597 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.978956 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-1.1098 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.64207 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.837674 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.35882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.682155 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.734984 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.07037 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.29033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.594239 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.618382 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.74862 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.44087 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.58807 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.70679 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.45886 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.51974 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.48994 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.64464 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.46538 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.41654 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.14819 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.47167 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.759938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0339577 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.642758 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.76723 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.57907 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.52018 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.22308 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.72118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0443182 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.557297 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.373015 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.364698 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.16465 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.00244329 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.362381 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),0.215837 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.391857 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),0.356794 # DEPENDENCYPART_GRANDPAR
(15,1),(1,17),-0.820601 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0592745 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.184566 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.701962 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.11682 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.20336 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.148428 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.268099 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),0.26298 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),0.366032 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.0977234 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.12176 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.454892 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.115701 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.341081 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.334037 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.0849718 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.0367254 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.0831643 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.369512 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.108138 # DEPENDENCYPART_GRANDPAR
