# _root_ The average plunged some 600 points , or 1.7 % , in the first 20 minutes of trading .
#goldHeads=2,3,0,6,4,3,6,6,10,8,6,3,16,16,16,12,16,17,3,
#predictedHeads=2,3,0,6,4,3,6,6,10,8,6,3,16,16,16,12,16,17,3,
(10,4),(4,12),-1.01078 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.746783 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.788369 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-1.11845 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-1.27929 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.823538 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.688773 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.9845 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.44063 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.445204 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0017427 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.5632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.812829 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.953264 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-1.2258 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.748056 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.688679 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.8116 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.414046 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.493805 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.238446 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0433399 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.63729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.934767 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.965305 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.643068 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.811572 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.05737 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-1.27127 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.465377 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.462278 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.343937 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.467307 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.58358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.797635 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.96031 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.540309 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.753683 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.06608 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.23504 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.453231 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.396271 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.470836 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.677334 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.5632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.812829 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.953264 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.274908 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.15389 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.06717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.181319 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.272413 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.00845407 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.101094 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0171979 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.317432 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0176795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.916958 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0336709 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0933614 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.208225 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.137665 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.122731 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.910481 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.11772 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.897717 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.022 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.12499 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.832724 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.732562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),-0.407853 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.195648 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0950296 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.216741 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.248067 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.184713 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.54258 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.958564 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.14394 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.898334 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.933598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.31832 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.232016 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0858636 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.121655 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.284297 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.193869 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.872727 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.241435 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.450181 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.356937 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.385597 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.620331 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.232435 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.11994 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.013586 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.262062 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.164807 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.409912 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.45401 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.3912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.395757 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.405748 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.131712 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.339577 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.48626 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.517049 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.539109 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.875315 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.710454 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.423198 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.846444 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.58319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.00101069 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.607401 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.572237 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-1.28811 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.415443 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.281384 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.525269 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.414656 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.974525 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.194145 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.383576 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.645156 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.65768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.165784 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.814133 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.711662 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.666598 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.21823 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.41554 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.5595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.433295 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.431767 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.90551 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.159471 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.209865 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.580852 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0545853 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.916631 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.23928 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.01162 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.30203 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.410047 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.07389 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.90598 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.77824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),1.06983 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),1.18564 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0177942 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.258225 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.293681 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.34401 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.19165 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.53695 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.26923 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.10568 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.40468 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.934101 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.933363 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.185009 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.258791 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.304455 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.994694 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.438912 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.331028 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0829728 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.349229 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-1.10222 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.967975 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),1.23338 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.1551 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.343642 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.360878 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.37306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.312287 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.400679 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.436532 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.816517 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-1.125 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.20641 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.07636 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.10029 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.979832 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.13867 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.105 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.849378 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.43093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.246867 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.494665 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.616198 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.964174 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.49167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.459883 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.873684 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.870075 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.00189 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.86188 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.805729 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.848525 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.738028 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.910456 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.969057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0313171 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.287404 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.518484 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.1818 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.915047 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.11193 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.8619 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.907394 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.02342 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.0587 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.10296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0582917 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.130568 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.279245 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.485424 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.1976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.117176 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0491707 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.122375 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.491701 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-1.08345 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.04169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.103314 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0926222 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0415337 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.575929 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.419557 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.413742 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.144677 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.654906 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.249239 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.350137 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.679172 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.498755 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.491655 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.613516 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.568764 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.425372 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.546172 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.656025 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.517523 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.750761 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.686856 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.680291 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.411234 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.378368 # DEPENDENCYPART_GRANDPAR
(15,6),(6,16),-0.550856 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.930556 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-1.13569 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.197221 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.5532 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.488951 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.808808 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.668383 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.752603 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.49608 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.442412 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.528841 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.979456 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-1.13229 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.370626 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0446402 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.282715 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.301184 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.350319 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.67894 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.498755 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.535466 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.503606 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.564217 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.152867 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.575976 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.581204 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.51179 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.689856 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.423156 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.314711 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.52013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.523336 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.965222 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.829903 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-1.15346 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.492118 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.391331 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.565439 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.458684 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.385835 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.53802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.649911 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.960115 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.866506 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.16279 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.372637 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.49413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,13),-0.382288 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.49939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.517783 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.976527 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.754271 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.1347 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.1002 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.661369 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.14932 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.20384 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.08714 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.17359 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.03391 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.926064 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.09585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.532185 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.265223 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.722167 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.892289 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.1149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.157443 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.138377 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.696794 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.0678 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.893055 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.16633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0346417 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.436515 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.168755 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.146033 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.148063 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.0630555 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.0810038 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.122432 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.197831 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.185124 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.893626 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.08507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.767924 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.772382 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.332532 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.267954 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.328478 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.00575512 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.647343 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.269993 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.0580126 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.608972 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.0604677 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.319762 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.287887 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.0810386 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.14916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.757676 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.805426 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.223645 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0822428 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.500787 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0633878 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.196642 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.280984 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.431922 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.261416 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.410386 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.0244533 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.0363104 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.470018 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.0676123 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0792093 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.139102 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.411269 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.360938 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.311617 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0747925 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.261934 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.17095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.865065 # DEPENDENCYPART_GRANDPAR
