# _root_ `` And you did n't want me to buy earthquake insurance , '' says Mrs. Hammack , reaching across the table and gently tapping his hand .
#goldHeads=4,4,4,14,4,4,9,9,6,11,9,4,4,0,16,14,14,22,18,21,19,14,24,22,26,24,14,
#predictedHeads=14,14,4,2,4,4,9,9,6,11,9,14,14,0,16,14,16,22,18,21,19,16,24,22,26,24,14,
(4,6),(4,24),-0.0139802 # DEPENDENCYPART_SIBL
(4,6),(4,27),0.0196002 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.006447 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0370257 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.00968652 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0418473 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.00699316 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0302682 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.00766329 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.0418473 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.0501903 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0083486 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.0455098 # DEPENDENCYPART_SIBL
(4,7),(4,23),0.0142638 # DEPENDENCYPART_SIBL
(4,7),(4,24),0.042265 # DEPENDENCYPART_SIBL
(4,7),(4,27),0.0415868 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0244106 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0423424 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0247715 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0370594 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0189942 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0441402 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.0247715 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.0109878 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0312082 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.050906 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0279156 # DEPENDENCYPART_SIBL
(4,8),(4,24),-0.0173535 # DEPENDENCYPART_SIBL
(4,8),(4,27),0.00264526 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0565313 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0357782 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.00651733 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0651296 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.058228 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0357782 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0343752 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0585073 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0778018 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0722742 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.0449079 # DEPENDENCYPART_SIBL
(4,9),(4,27),-0.0316338 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0263325 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0119541 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.00138412 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.048124 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0263325 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.0130826 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0302667 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0408799 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0151485 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.00733031 # DEPENDENCYPART_SIBL
(4,11),(4,27),0.00444785 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0332303 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0305051 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0460519 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0131605 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.0130177 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0246067 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0284938 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.00992679 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.00376436 # DEPENDENCYPART_SIBL
(4,12),(4,27),0.00119507 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.00627891 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.0191053 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0316149 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.0228259 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.00532978 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.0119468 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.00251863 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.0149006 # DEPENDENCYPART_SIBL
(4,13),(4,27),-0.0505214 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0238733 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.0152882 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.0338201 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0162912 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0118259 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0350423 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.0232873 # DEPENDENCYPART_SIBL
(4,14),(4,27),0.0212757 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.00635559 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.0229115 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.019523 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.0322523 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.00738958 # DEPENDENCYPART_SIBL
(4,16),(4,24),0.00249862 # DEPENDENCYPART_SIBL
(4,16),(4,27),0.0175488 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0130177 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0246067 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.0284938 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.00992679 # DEPENDENCYPART_SIBL
(4,17),(4,24),-0.00376436 # DEPENDENCYPART_SIBL
(4,17),(4,27),0.00119507 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0481494 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0662469 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0611932 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.0315644 # DEPENDENCYPART_SIBL
(4,18),(4,27),0.00173244 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.013404 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.00140358 # DEPENDENCYPART_SIBL
(4,19),(4,24),0.0112353 # DEPENDENCYPART_SIBL
(4,19),(4,27),0.0329243 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.00104268 # DEPENDENCYPART_SIBL
(4,22),(4,24),0.00583052 # DEPENDENCYPART_SIBL
(4,22),(4,27),0.0225549 # DEPENDENCYPART_SIBL
(4,23),(4,24),0.00660601 # DEPENDENCYPART_SIBL
(4,23),(4,27),-0.0180267 # DEPENDENCYPART_SIBL
(4,24),(4,27),-0.015976 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0145292 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0776639 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.00770942 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00402644 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0889226 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0393114 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.030732 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0116028 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0781857 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.013908 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0132399 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.00439912 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00706614 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0117255 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0399719 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0513104 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0137171 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00444114 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0137392 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0247208 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00402235 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0372861 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0352633 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0791945 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.490542 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.00798565 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0373731 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0791945 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0342795 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.00631998 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.058987 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.00684539 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.02373 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.0799155 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.00287521 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0445853 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0297293 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0577434 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0422163 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0414664 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0435554 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0269294 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00380715 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0433942 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0413787 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0269294 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0167557 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0152261 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.013285 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0274043 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0247751 # DEPENDENCYPART_SIBL
(6,2),(6,27),0.0172845 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0117698 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0183237 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.074888 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0176353 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0550774 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0570629 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0014766 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0140697 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0380436 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0549978 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0014766 # DEPENDENCYPART_SIBL
(6,3),(6,18),-6.48645e-05 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.00320455 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0481881 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.04359 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0152587 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.0118339 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.104282 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0223712 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0772123 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0684103 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0701723 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.129482 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0313863 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0918329 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0669416 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.129482 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0661829 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0696736 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0112548 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0422243 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0796842 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.0319817 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0126455 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0254062 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00810119 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00585862 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.024254 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0608377 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0274886 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.00788185 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.024254 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.00911314 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0285887 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.00590367 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.00291681 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0170384 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0513373 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0355772 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0212888 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0192685 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.000202397 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0499978 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0266044 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0210663 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.000202397 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0201446 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0113595 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0472341 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.00973191 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0265103 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.023199 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.025186 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0232637 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00320702 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0133425 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0568888 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0249604 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00320702 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0280235 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.029787 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0646649 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0456786 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0385562 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0409533 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0489002 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0221237 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.040955 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0347485 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0438301 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0221237 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0245943 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0403758 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0539242 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0162493 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0450072 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0539353 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0412796 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0511785 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0442217 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0510943 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0412796 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0340699 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0497079 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0622831 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0236132 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0544828 # DEPENDENCYPART_SIBL
(6,11),(6,27),-0.066713 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0189179 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0127565 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0178995 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0125351 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0289499 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00242695 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0216381 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.00888463 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0121678 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.0402803 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00422243 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0455668 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0126394 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0103823 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0108894 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0134355 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0125399 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.002457 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0805918 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.00982696 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0547061 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0405931 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0128509 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.00174348 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.00801413 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0300603 # DEPENDENCYPART_SIBL
(6,14),(6,27),0.0128437 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0213027 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0242409 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0389642 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0536554 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0158542 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0446538 # DEPENDENCYPART_SIBL
(6,16),(6,27),-0.0536121 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0289499 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.00242695 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0216381 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.00888463 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0121678 # DEPENDENCYPART_SIBL
(6,17),(6,27),-0.0402803 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0194295 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0531105 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.0345981 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.0252132 # DEPENDENCYPART_SIBL
(6,18),(6,27),-0.00758754 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0116331 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0118869 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.00507388 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.00253865 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0118641 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0150348 # DEPENDENCYPART_SIBL
(6,22),(6,27),-0.0201039 # DEPENDENCYPART_SIBL
(6,23),(6,24),-0.0204027 # DEPENDENCYPART_SIBL
(6,23),(6,27),-0.0378325 # DEPENDENCYPART_SIBL
(6,24),(6,27),-0.025296 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0993957 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0268002 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0269847 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0330993 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.1048 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0751276 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00225883 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0806316 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.010878 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.079382 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.106375 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0417889 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.00150049 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00449362 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00222306 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0117568 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.000590294 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00156236 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00167561 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0367507 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.416466 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0486948 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.00164942 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0367507 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.00642463 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0136019 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.00165841 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0177951 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0529721 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0169742 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.0240646 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.0108147 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.010415 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0415296 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00734519 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00358404 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0499101 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00459924 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00790349 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00453804 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00226576 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0243604 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00451162 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00453804 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.00228418 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0243066 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.00450262 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0187028 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0167183 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.00573523 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.00074003 # DEPENDENCYPART_SIBL
(9,2),(9,27),0.0138734 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.002442 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0363374 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0570575 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.11172 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00508556 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00188482 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0374363 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0051157 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00443756 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.00516514 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0374363 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0335465 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0562723 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.00518656 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0600493 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0692008 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0183527 # DEPENDENCYPART_SIBL
(9,3),(9,26),0.00890429 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0212012 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00995252 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0174129 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00145418 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.038202 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0411791 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.107535 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0349735 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0745937 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0367333 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.107535 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0489384 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0282911 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0374594 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0117024 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0325005 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0624397 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.0329519 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0365264 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0355756 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00844058 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0210307 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0182946 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0660516 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0264968 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0407644 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0215895 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0660516 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00614669 # DEPENDENCYPART_SIBL
