# _root_ `` As long as I am borrowing at 9.9 % and each { bond } yields over that , it enhances the yield , '' he maintains .
#goldHeads=27,21,2,11,6,11,6,7,10,8,2,14,14,16,14,11,16,17,21,21,27,23,21,27,27,27,0,27,
#predictedHeads=27,11,2,6,6,11,6,7,10,8,21,14,14,11,14,21,16,17,21,21,27,23,21,27,27,27,0,27,
(6,8),(6,25),-0.0142941 # DEPENDENCYPART_SIBL
(6,8),(6,28),-0.00290709 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0291024 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.021187 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0457318 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0160259 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0205635 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.018295 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.00851578 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0218792 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.00851578 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.00812379 # DEPENDENCYPART_SIBL
(6,9),(6,28),-0.0120495 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0806938 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0519257 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0208138 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0228239 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0733556 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0167222 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0274902 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0167222 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0321434 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.0383401 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0200668 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0437907 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00292994 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0115715 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0127947 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.00330606 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0127947 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.0248327 # DEPENDENCYPART_SIBL
(6,11),(6,28),0.00484539 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.00111181 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0146361 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0395666 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0101508 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0193024 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0101508 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.015834 # DEPENDENCYPART_SIBL
(6,14),(6,28),-0.0185938 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.00206509 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00658179 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0295121 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.000749423 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0295121 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0166263 # DEPENDENCYPART_SIBL
(6,15),(6,28),-0.0339527 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0474808 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.012807 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0246575 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.012807 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.00547265 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.0242571 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0195655 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.00718675 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0195655 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0139898 # DEPENDENCYPART_SIBL
(6,17),(6,28),-0.0166929 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0312947 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0199169 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.0449124 # DEPENDENCYPART_SIBL
(6,19),(6,28),0.0034143 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.00623423 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.0114537 # DEPENDENCYPART_SIBL
(6,21),(6,28),0.00667465 # DEPENDENCYPART_SIBL
(6,24),(6,25),0.0449124 # DEPENDENCYPART_SIBL
(6,24),(6,28),0.0034143 # DEPENDENCYPART_SIBL
(6,25),(6,28),-0.0677149 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0115061 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0139371 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0186623 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0212777 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0227344 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0406558 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0291692 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.011699 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0157949 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.161696 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0156073 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.161696 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0487897 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0148869 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0766224 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.049361 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0397421 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0208004 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0605251 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0230741 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0670059 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0120701 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0475031 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0382865 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0067668 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.0382865 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.0348168 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.00743643 # DEPENDENCYPART_SIBL
(7,5),(7,28),0.0742701 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.020614 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0435591 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0139413 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0228085 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00576304 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0225511 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.00774359 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0394439 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0318854 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0394439 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.0286299 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.0316103 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.0166721 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0230108 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0308712 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0339502 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.00461934 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0207801 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00319174 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.101332 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0194684 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.101332 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0358758 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.0188365 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.025812 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0267397 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0204155 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0433691 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0219178 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00907747 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.000677625 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0232334 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.000677625 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.014095 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0232804 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0147777 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0715063 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0411317 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0156445 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0464183 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0367965 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0203108 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0367965 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0291416 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0203692 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.0268113 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0158488 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00367068 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.000312975 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.00127212 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00256531 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.00127212 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.0217911 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.00261317 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.00499534 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00745663 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0126294 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.00992347 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.012123 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.00992347 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0128322 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.0121813 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.00706499 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0377384 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.00240611 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.025708 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.00240611 # DEPENDENCYPART_SIBL
(7,16),(7,25),0.000976082 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.025755 # DEPENDENCYPART_SIBL
(7,16),(7,28),-0.0245812 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.015822 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0143123 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.015822 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.029529 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0149441 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.0335553 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.0211455 # DEPENDENCYPART_SIBL
(7,19),(7,24),0.0256543 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.0355541 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.0199066 # DEPENDENCYPART_SIBL
(7,19),(7,28),-0.00106225 # DEPENDENCYPART_SIBL
(7,21),(7,24),0.00416668 # DEPENDENCYPART_SIBL
(7,21),(7,25),0.00695713 # DEPENDENCYPART_SIBL
(7,21),(7,27),-0.0237724 # DEPENDENCYPART_SIBL
(7,21),(7,28),0.00635049 # DEPENDENCYPART_SIBL
(7,24),(7,25),0.0355541 # DEPENDENCYPART_SIBL
(7,24),(7,27),0.0199066 # DEPENDENCYPART_SIBL
(7,24),(7,28),-0.00106225 # DEPENDENCYPART_SIBL
(7,25),(7,27),0.00570413 # DEPENDENCYPART_SIBL
(7,25),(7,28),-0.069684 # DEPENDENCYPART_SIBL
(7,27),(7,28),0.00621609 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0221461 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.124688 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.101426 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0512697 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.082827 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00469875 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00187737 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0532803 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0370205 # DEPENDENCYPART_SIBL
(8,4),(8,28),-0.0335542 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00444604 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.108318 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00987055 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0777126 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00503598 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0475977 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0216037 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.00500028 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.0171818 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00897344 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.103744 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0894968 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0343705 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0469109 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0348782 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.0233609 # DEPENDENCYPART_SIBL
(8,9),(8,28),-0.0344045 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.134933 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0708594 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0177821 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0166242 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0708471 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.00651987 # DEPENDENCYPART_SIBL
(8,10),(8,28),-0.028941 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0855225 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0118256 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0272883 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0603756 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.0434942 # DEPENDENCYPART_SIBL
(8,11),(8,28),0.00106224 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0351671 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0357618 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0609481 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.0134706 # DEPENDENCYPART_SIBL
(8,14),(8,28),-0.0462016 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.00110654 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00525621 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.00362833 # DEPENDENCYPART_SIBL
(8,15),(8,28),-0.00784402 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0329656 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0584658 # DEPENDENCYPART_SIBL
(8,16),(8,28),0.0407207 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.0144848 # DEPENDENCYPART_SIBL
(8,17),(8,28),-0.023197 # DEPENDENCYPART_SIBL
(8,25),(8,28),-0.0576946 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00475633 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0351968 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0250771 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0343096 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0334457 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0141148 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00175174 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00216946 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00819019 # DEPENDENCYPART_SIBL
(9,14),(9,15),-5.4394e-05 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0654572 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0817966 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0758256 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0816882 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0398338 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.027774 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0187993 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.034323 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0712464 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0113162 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0270121 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0312647 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0275747 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.042524 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0377833 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0384575 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0815042 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0756107 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00880849 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0247392 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0419826 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0244445 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0113799 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0231498 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.0153519 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.00538278 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00987501 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0236595 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0136834 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0185925 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0111944 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00952412 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.02552 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0709074 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0081351 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0344001 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0239573 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.000128348 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00260927 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0460279 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0232397 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0206054 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0316446 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0957542 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0185793 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0438892 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00130441 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00181346 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0517117 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0264301 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0149215 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.022812 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.101438 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0217696 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.0350566 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.07941 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00419211 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0154082 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0330668 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0218869 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0154993 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0145994 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.0302288 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0599211 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0102077 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0375764 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0402987 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0163602 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.00841887 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0524472 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0197298 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0325915 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.018831 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0252844 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.010204 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.0282786 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0453528 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0110118 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0269109 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0272636 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.0268676 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0151984 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0348334 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0179249 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0246446 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0242702 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0257301 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.0212685 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0313107 # DEPENDENCYPART_SIBL
(10,18),(10,27),-0.0529725 # DEPENDENCYPART_SIBL
(10,23),(10,27),-0.0194434 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0168314 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0135243 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0241171 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0797011 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.010381 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.00859122 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0157559 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00698764 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00566822 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.012952 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.000839667 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0230699 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.00312494 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0257883 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0727389 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.00316352 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0137956 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0727389 # DEPENDENCYPART_SIBL
(11,1),(11,25),0.453171 # DEPENDENCYPART_SIBL
(11,1),(11,27),-0.0109969 # DEPENDENCYPART_SIBL
(11,1),(11,28),0.00550045 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0465528 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0230164 # DEPENDENCYPART_SIBL
(11,2),(11,5),6.89915e-05 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0326695 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.042553 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0282707 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0234735 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.029896 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0229171 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0552631 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0435735 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.00896529 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00335336 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.14812 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.00195828 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0605792 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.14812 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.0326033 # DEPENDENCYPART_SIBL
(11,2),(11,27),-0.0039862 # DEPENDENCYPART_SIBL
(11,2),(11,28),0.0147827 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00887866 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0121566 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00710409 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00277157 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0125972 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0198043 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.020639 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0307413 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.049074 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0272976 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0393681 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0208847 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.115769 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0463751 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0543899 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.115769 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.0217209 # DEPENDENCYPART_SIBL
(11,3),(11,27),-0.0523196 # DEPENDENCYPART_SIBL
(11,3),(11,28),-0.00376791 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00708634 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0387287 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0486996 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0436117 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00927027 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0156348 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0185653 # DEPENDENCYPART_SIBL
