# _root_ Akkor a két állam között automatikusan adódna katonai szövetség , a vasútvonal használatát egymástól nem lehetne megtagadni , ( ... )
#goldHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,7,7,7,7,
#predictedHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,16,16,7,7,
(1,7),(7,3),0.12291 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.00660805 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0566815 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0691253 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.0630361 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.204179 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.0413135 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0306595 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.290595 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.38266 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.194648 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.126455 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.114545 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.156069 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.168314 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.234082 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.24952 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.412012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.177839 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.158389 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0866381 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.0338257 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.0880918 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0562202 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0244718 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.124093 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.39237 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.484434 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.201789 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.188216 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.238849 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.273737 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.311086 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.351847 # DEPENDENCYPART_GRANDPAR
(1,12),(12,2),0.181557 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),0.0563481 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.0246576 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),0.00974165 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.0617624 # DEPENDENCYPART_GRANDPAR
(1,13),(13,2),0.181557 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.158517 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.0869161 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.0339534 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.0879043 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.0563481 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0246579 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.163068 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),0.00974164 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.0617624 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.253933 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.196949 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.183375 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.228574 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.266052 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.3034 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.347164 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.399148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,3),0.12448 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.00946018 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),0.0580857 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.0700309 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),0.0271731 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.0531813 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.264685 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.167778 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.0973118 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.353739 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.445803 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.0753411 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.206038 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.106335 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.133016 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.148973 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.215783 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.246165 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.330272 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.482475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.165677 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0545932 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.184462 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.147837 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.184846 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.196864 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.102493 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.201801 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.214131 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),0.0320344 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.229798 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.131493 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.167313 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.133862 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.13305 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.179516 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.330272 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.48247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.165677 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0548114 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.184478 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0447862 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.07082 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.220083 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.229787 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.530258 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.700502 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.868433 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.852818 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.644433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),-0.263075 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.298167 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.12505 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.159165 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.301149 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.515596 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.496899 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.557653 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.569649 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.596828 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.550362 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.640491 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.182869 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.40146 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.541987 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.454618 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.800885 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.973553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.46237 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.650418 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.670979 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.607022 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.646899 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.730249 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.512514 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.993401 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.59405 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.792146 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.733982 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.452241 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.503214 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.693462 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.685191 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.991261 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.960496 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.67677 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.577092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.20046 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.318871 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.397048 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.339355 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.274782 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.314546 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.397897 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.181775 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.134288 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.177626 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.367512 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.359405 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.676614 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.79197 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.994518 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.713468 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.592303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.10402 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.260674 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.315149 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.186697 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.208119 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.162443 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.247218 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.176526 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.123596 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.0760911 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.110962 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.265771 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.273557 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.555497 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.741664 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.665028 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.664256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),-0.0940173 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.0287139 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.275742 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.233298 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.362482 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.383726 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.384352 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.337162 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.420513 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.154996 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.147441 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.17598 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.239733 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.382799 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.381721 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.667716 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.7412 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.995276 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.665003 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.661497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.0954807 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.0296783 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.277999 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.234262 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.359723 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.377479 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.384292 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.334404 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.417754 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.157685 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.144564 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.143248 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.262977 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.402328 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.400207 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.671255 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.116131 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.243085 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.39265 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.332898 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.549867 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.507368 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.520142 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.564772 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.169838 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.407214 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.601451 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.771517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.144259 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.312881 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.348943 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.572479 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.52615 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.539124 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.232774 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.0781102 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),0.107701 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0873376 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.377432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0803402 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.166638 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0696688 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.1397 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0646735 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0400003 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0512975 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.0610721 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.0250237 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.208642 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.124335 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.156698 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.182028 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.201405 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.096069 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),0.136741 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.108905 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.408221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.259084 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.118142 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0513793 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.197615 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.106425 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0437375 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0176396 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.0989522 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.0598627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.0223057 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.266557 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.19211 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.208263 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.202306 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.232774 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.0781102 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),0.107701 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.0873376 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.377416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.292003 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0506577 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0459526 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.0610836 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.23764 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.130977 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),0.0888184 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.146271 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.455363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.234294 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.11678 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.113485 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.124675 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0242207 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.00187754 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.109543 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.0736578 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.193618 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.162446 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.157262 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.178153 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.130977 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.11678 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.113044 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.154784 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.283195 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.130977 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),0.08882 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.14626 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.455363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.233853 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.11678 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.113044 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.100695 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.154784 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.283195 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0970032 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.110113 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.0742277 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.187613 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.159031 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.153847 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.17774 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.201869 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),0.136717 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.11176 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.406697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.260111 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.114834 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.127574 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.128292 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.228986 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.271781 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.122617 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0965184 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),1.8606e-05 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.0383187 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.0308392 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.24319 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.172459 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.189655 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.198646 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.201405 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.096069 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),0.136741 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.108905 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.408221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.259084 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.117155 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.126548 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.125616 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.222818 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.271781 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.11994 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.0938423 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.00274184 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.041131 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),0.0219352 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.266557 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.19211 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.208263 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.202306 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.30997 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.263865 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.40098 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.382117 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.432038 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.466934 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.421429 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.346713 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.574295 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.732776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.331853 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.25751 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.496652 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.425572 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.475674 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.4815 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.561819 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.164528 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.240176 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0641969 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.279576 # DEPENDENCYPART_GRANDPAR
